Date,Adj Close,Close,High,Low,Open,Volume,SMA 1,EMA 1,SMA 200,EMA 200,Percent Change,Cumulative Return,Stock 1,Buy Stock 1 Percent Change,Sell Stock 1 Percent Change,Stock 1 Cumulative Return,Stock 2,Buy Stock 2 Percent Change,Sell Stock 2 Percent Change,Stock 2 Cumulative Return,Stock 3,Buy Stock 3 Percent Change,Sell Stock 3 Percent Change,Stock 3 Cumulative Return,Stock 4,Buy Stock 4 Percent Change,Sell Stock 4 Percent Change,Stock 4 Cumulative Return,Stock 5,Buy Stock 5 Percent Change,Sell Stock 5 Percent Change,Stock 5 Cumulative Return,Stock Percent Change,Cumulative Stock Return
2019-12-13,3168.800048828125,3168.800048828125,3182.679931640625,3156.510009765625,3166.64990234375,3757650000,3168.800048828125,3168.800048828125,2944.417091064453,2952.7587285261598,0.0,1.0,JD,-0.0,,0.999000999000999,CMG,0.0,,1.0060716554145945,KEYS,0.0,,1.00882627489926,AEM,0.0,,1.0129174335319062,CPRT,0.0,,1.0031894762074418,0.0,1.0
2019-12-16,3191.449951171875,3191.449951171875,3197.7099609375,3183.6298828125,3183.6298828125,4070200000,3191.449951171875,3191.449951171875,2946.410290527344,2955.1337655674106,0.007147785279833618,1.0071477852798336,JD,0.0,,1.0178057057544938,CMG,0.0,,1.0152892570317322,KEYS,-0.0,,0.9841226220812747,AEM,-0.0,,0.9938652133518895,CPRT,0.0,,1.0209620684290923,0.0,1.0
2019-12-17,3192.52001953125,3192.52001953125,3198.219970703125,3191.030029296875,3195.39990234375,3842940000,3192.52001953125,3192.52001953125,2948.4246411132813,2957.4958178456577,0.00033529222633799094,1.0074854741030115,JD,0.0,,1.019274802453693,CMG,0.0,,1.0267158209606269,KEYS,-0.0,,0.9726130029730758,AEM,-0.0,,0.9789547252120677,CPRT,0.0,,1.0231128333809874,0.0,1.0
2019-12-18,3191.139892578125,3191.139892578125,3198.47998046875,3191.139892578125,3195.2099609375,4029950000,3191.139892578125,3191.139892578125,2950.5230908203125,2959.8206345096623,-0.00043230017186479675,1.0070499379594056,JD,-0.0,,1.0119292068728034,CMG,-0.0,,1.020336178701559,KEYS,-0.0,,0.9725194085192876,AEM,0.0,,0.9792860764150393,CPRT,-0.0,,1.017679221921183,0.0,1.0
2019-12-19,3205.3701171875,3205.3701171875,3205.47998046875,3192.320068359375,3192.320068359375,3784360000,3205.3701171875,3205.3701171875,2952.805291748047,2962.2639129442678,0.004459292004863613,1.0115406676962464,JD,0.0,,1.0219192213462092,CMG,0.0,,1.029023281032489,KEYS,-0.0,,0.9718643901260703,AEM,-0.0,,0.973818876364178,CPRT,-0.0,,1.0120191596038968,0.0,1.0
2019-12-20,3221.219970703125,3221.219970703125,3225.64990234375,3216.030029296875,3223.330078125,6457480000,3221.219970703125,3221.219970703125,2955.1960412597655,2964.8405901358983,0.004944781081796634,1.0165425148533387,JD,0.0,,1.037491960195423,CMG,0.0,,1.0297759592566644,KEYS,-0.0,,0.9649398997703935,AEM,-0.0,,0.9605651442392141,CPRT,0.0,,1.0269617206669044,0.0,1.0
2019-12-23,3224.010009765625,3224.010009765625,3227.780029296875,3222.300048828125,3226.050048828125,3064530000,3224.010009765625,3224.010009765625,2957.399591064453,2967.419390331219,0.0008661436002121992,1.0174229866469224,JD,0.0,,1.065405133734889,CMG,-0.0,,1.0220760704377116,KEYS,0.0,,0.9728001204890022,AEM,0.0,,0.9895577109120387,CPRT,-0.0,,1.0173396320006574,0.0,1.0
2019-12-24,3223.3798828125,3223.3798828125,3226.429931640625,3220.510009765625,3225.449951171875,1296530000,3223.3798828125,3223.3798828125,2959.5588903808593,2969.966260903172,-0.00019544819997963092,1.0172241331555645,JD,0.0,,1.0659927948315475,CMG,0.0,,1.0228165099915754,KEYS,-0.0,,0.9658756301333253,AEM,0.0,,1.016230882362842,CPRT,0.0,,1.0291125719844962,0.0,1.0
2019-12-26,3239.909912109375,3239.909912109375,3240.080078125,3227.199951171875,3227.199951171875,2164540000,3239.909912109375,3239.909912109375,2961.703840332031,2972.652267382836,0.005128166675301138,1.022440628056525,JD,-0.0,,1.0648175847231243,CMG,0.0,,1.034798168226823,KEYS,0.0,,0.9698993349464181,AEM,-0.0,,1.0157338871577746,CPRT,0.0,,1.0303577062378582,0.0,1.0
2019-12-27,3240.02001953125,3240.02001953125,3247.929931640625,3234.3701171875,3247.22998046875,2429150000,3240.02001953125,3240.02001953125,2963.8615405273435,2975.3126430261036,3.398471712534601e-05,1.022475375412047,CMG,-0.00043166671935794825,0.0,0.9978416664032103,CPRT,-0.0004394571646194834,-0.0,0.9978027141769026,EPAM,-0.0013619950120880688,0.0,0.9931900249395597,TER,-0.0014074332416995185,-0.0,0.9929628337915024,CPRT,0.0,-0.0,1.0280937158572225,-0.003640552137765019,0.996359447862235
2019-12-30,3221.2900390625,3221.2900390625,3240.919921875,3216.570068359375,3240.090087890625,3021720000,3221.2900390625,3221.2900390625,2965.8555908203125,2977.760179305073,-0.005780822450430323,1.016564626806853,CMG,-0.0001720919508947594,,0.9969830638079332,CPRT,8.808834103009034e-05,,0.9982421881057384,EPAM,-0.0036195763737661315,,0.9752153891949026,TER,-0.0010992110407072487,,0.9875054552419246,,,,,-0.00480279102433805,0.9915741416490278
2019-12-31,3230.780029296875,3230.780029296875,3231.719970703125,3212.030029296875,3215.179931640625,2894760000,3230.780029296875,3230.780029296875,2967.8447912597658,2980.2777897527526,0.0029460216619106028,1.019559448218158,CMG,0.00024880147656580753,,0.9982233180998658,CPRT,0.00017609912066314238,,0.9991211359634098,EPAM,0.0015676302297559898,,0.9828592748180285,TER,-0.001657939724012536,,0.9793193326323012,,,,,0.0003345911029724038,0.9919059135347611
2020-01-02,3257.85009765625,3257.85009765625,3258.139892578125,3235.530029296875,3244.669921875,3459930000,3257.85009765625,3257.85009765625,2969.97119140625,2983.0397032642304,0.008378802677341701,1.0281021356525974,CMG,0.005036356189837133,,1.0233603590346259,CPRT,0.005586102589262421,,1.02702710178637,EPAM,0.003912135958570007,,1.0020846703741768,TER,0.004370135827608568,,1.000718125143332,,,,,0.018904730565278128,1.0106576275762418
2020-01-03,3234.85009765625,3234.85009765625,3246.14990234375,3222.340087890625,3226.360107421875,3484700000,3234.85009765625,3234.85009765625,2972.0242919921875,2985.5452793278328,-0.007059870562045378,1.0208438676503278,CMG,0.0016173758780918313,,1.0316361508311158,CPRT,-0.0017543852489889655,,1.0180180957979403,EPAM,0.00100780948656376,,1.007134222559893,TER,-0.004161874115647746,,0.9798938108328641,,,,,-0.0032910739999811203,1.007331478535243
2020-01-06,3246.280029296875,3246.280029296875,3246.840087890625,3214.639892578125,3217.550048828125,3702460000,3246.280029296875,3246.280029296875,2973.9812927246094,2988.139654949415,0.0035333728907271933,1.0244508896979485,CMG,-0.001643688958861045,,1.0231577060777008,CPRT,0.0017914832049581886,,1.0271369074027679,EPAM,-0.0029438795198549086,,0.9923098135021976,TER,-0.0043382772508194336,,0.9586385556940892,,,,,-0.0071343625245771985,1.0001448105849542
2020-01-07,3237.179931640625,3237.179931640625,3244.909912109375,3232.429931640625,3241.860107421875,3435910000,3237.179931640625,3237.179931640625,2976.163642578125,2990.6176676528103,-0.0028032386528962228,1.0215791093659532,CMG,0.0004801604803027715,,1.0256141055555796,CPRT,-0.0002567015080315871,,1.0258185694373418,EPAM,0.001316530048737663,,0.9988418419378622,TER,0.004404498039559934,,0.9797501638900951,,,,,0.005944487060568781,1.0060901584701714
2020-01-08,3253.050048828125,3253.050048828125,3267.070068359375,3236.669921875,3238.590087890625,3726840000,3253.050048828125,3253.050048828125,2978.4370922851563,2993.2289351271916,0.004902451368978156,1.0265873512691839,CMG,-0.0007789907781613703,,1.0216193859046796,CPRT,0.0013708886597882499,,1.032849984656551,EPAM,0.005352260336837,,1.0255721498047483,TER,0.00023454069077444295,,0.9808991202912208,,,,,0.0061786989092383225,1.0123064866349063
2020-01-09,3274.699951171875,3274.699951171875,3275.580078125,3263.669921875,3266.030029296875,3641230000,3274.699951171875,3274.699951171875,2980.718292236328,2996.029641754502,0.006655262605488987,1.0334195596793536,CMG,0.0013866809744346844,,1.0287026867324178,CPRT,0.002723111903437703,,1.0469128150949696,EPAM,0.0017255292810490098,,1.0344204236763306,TER,-0.00011713298313333898,,0.980324642090658,,,,,0.005718189175788057,1.0180950466293621
2020-01-10,3265.35009765625,3265.35009765625,3282.989990234375,3260.860107421875,3281.81005859375,3214580000,3265.35009765625,3265.35009765625,2983.018192138672,2998.7094472858626,-0.002855178689662563,1.0304689621750767,ACGL,-0.0008403293318475116,-0.00022720501592405018,0.9957983533407624,JD,-0.001620054399195493,8.394015268882173e-06,0.9918997280040225,MA,-0.00046269486479836745,-3.761770995425184e-05,0.9976865256760081,CMG,-0.0011360250796202509,-0.00019337932653215264,0.9943198746018987,CPRT,4.197007634441086e-05,,1.000209850381722,-0.0044669416362587856,1.0135472754759045
2020-01-13,3288.1298828125,3288.1298828125,3288.1298828125,3268.429931640625,3271.1298828125,3459390000,3288.1298828125,3288.1298828125,2985.381641845703,3001.5892526144858,0.006976215252569862,1.0376577354663024,ACGL,0.0007351245205557078,,0.9994585322761114,JD,0.006136541775567439,,1.0223338985943757,MA,0.0025966371134807267,,1.010639674976958,CMG,0.00121945172368938,,1.0003825000268083,CPRT,0.001993504568191096,,1.0101794649111506,0.01268125970148435,1.0264003316959462
2020-01-14,3283.14990234375,3283.14990234375,3294.25,3277.18994140625,3285.35009765625,3687620000,3283.14990234375,3283.14990234375,2987.6253918457032,3004.390851119255,-0.001514532772802224,1.0360861688189869,ACGL,-9.155622976579903e-05,,0.999000999000999,JD,-9.92332278952679e-05,,1.0218266511306544,MA,-0.002899639561261758,,0.9959872210582383,CMG,-0.0008760100742484678,,0.9960007742861815,CPRT,0.0001662044460521539,,1.0110189465030448,-0.003800234647119138,1.0224997695936209
2020-01-15,3289.2900390625,3289.2900390625,3298.659912109375,3280.68994140625,3282.27001953125,3721490000,3289.2900390625,3289.2900390625,2989.7358923339843,3007.225668909735,0.0018701968845122874,1.0380238539439983,ACGL,0.0017403301307461927,,1.007693956697034,JD,-0.002531656116363701,,1.0088920826746626,MA,0.002324224299080102,,1.0075617095620224,CMG,0.0013663463592899828,,1.002805184445161,CPRT,0.0006850775245979435,,1.0144820782890045,0.0035843221973505196,1.0261647382145611
2020-01-16,3316.81005859375,3316.81005859375,3317.110107421875,3302.820068359375,3302.969970703125,3540580000,3316.81005859375,3316.81005859375,2991.9837426757813,3010.3061105981333,0.00836655302646827,1.0467085355607597,ACGL,0.002315560250005122,,1.019360837048524,JD,-0.0011060704512658504,,1.0033125540688501,MA,0.003850429780727938,,1.0269594376241162,CMG,0.001190634988423689,,1.0087750591410265,CPRT,0.0011172047703644327,,1.020148999375573,0.0073677593382553315,1.0337252730471298
2020-01-17,3329.6201171875,3329.6201171875,3329.8798828125,3318.860107421875,3323.659912109375,3726220000,3329.6201171875,3329.6201171875,2994.26484375,3013.4833643950424,0.003862162248501333,1.0507510937519866,ACGL,0.0027378670415388663,,1.0333152092444773,JD,0.0039939184702022954,,1.0233482967742573,MA,0.0020980430828567266,,1.0377324633465248,CMG,0.001817881349171202,,1.0179442259686342,CPRT,-0.00018515860248577987,,1.0192045525603148,0.010462551341283313,1.0445406767891674
2020-01-21,3320.7900390625,3320.7900390625,3329.7900390625,3316.610107421875,3321.030029296875,4104840000,3320.7900390625,3320.7900390625,2996.471844482422,3016.5411422524303,-0.0026519776473655776,1.0479645253384113,ACGL,-8.853949026792485e-05,,1.0328577632349143,JD,-0.0014374082369102094,,1.0159934504192005,MA,-0.001069029825590806,,1.0321856285750186,CMG,-0.0016899089602924412,,1.0093430606259224,CPRT,0.0030477670627766518,,1.0347360428879415,-0.0012371194502847297,1.043248455201298
2020-01-22,3321.75,3321.75,3337.77001953125,3320.0400390625,3330.02001953125,3623780000,3321.75,3321.75,2998.61689453125,3019.5780463096203,0.0002890760711180551,1.0482674668060672,ACGL,0.0014617851836318252,,1.0404068441103937,JD,0.004543184304625747,,1.039072677906936,MA,0.0014785853676015925,,1.039816501410317,CMG,0.0019408854024625555,,1.019138156688151,CPRT,0.0021095353582592847,,1.0456501042326285,0.011533975616581005,1.0552812574456256
2020-01-23,3325.5400390625,3325.5400390625,3326.8798828125,3301.8701171875,3315.77001953125,3766710000,3325.5400390625,3325.5400390625,3000.7657446289063,3022.62244424746,0.0011409766124783616,1.0494635154693148,ACGL,-0.0010553995874456935,,1.034916619340145,JD,-0.0009763278349056437,,1.0340003000172835,MA,0.0004131931995795757,,1.0419647269462837,CMG,0.00015014855399848593,,1.019903267290908,CPRT,0.0005218830546429576,,1.0483786395850518,-0.0009465026141303181,1.0542824309768106
2020-01-24,3295.469970703125,3295.469970703125,3333.179931640625,3281.530029296875,3333.10009765625,3708780000,3295.469970703125,3295.469970703125,3002.8520947265624,3025.337345008213,-0.009042160974207403,1.0399740974258838,NOW,-0.0034961237791772807,-7.995999999999963e-05,0.9825193811041136,JD,-0.005984798660804547,-0.0011969597321609094,0.9700760066959773,CMG,-0.0023026968636076896,-0.00016124038578469336,0.9884865156819616,MA,-0.0008062019289234668,-0.0004605393727215379,0.9959689903553827,CPRT,0.0007807795469300327,0.00015615590938600655,1.0039038977346502,-0.013551585266864084,1.0399952327180717
2020-01-27,3243.6298828125,3243.6298828125,3258.85009765625,3234.5,3247.159912109375,3831050000,3243.6298828125,3243.6298828125,3004.6291943359374,3027.509410060992,-0.015730711659182384,1.0236145647662587,NOW,-0.0011377288744272684,,0.9769301777562809,JD,-0.009608079635062229,,0.9234731690739867,CMG,-0.0010762130232017553,,0.9831674053747803,MA,-0.004881530006687718,,0.9716597277946313,CPRT,-0.0015754330607549829,,0.9959959807830904,-0.01827898460013395,1.0209851758750053
