Date,Close,High,Low,Open,Volume,Above SMA 20,Above SMA 50,Above SMA 200,A,D,AD Change,AD,Percent Change,Cumulative Return,Stock 1,Buy Stock 1 Percent Change,Sell Stock 1 Percent Change,Stock 1 Cumulative Return,Stock 2,Buy Stock 2 Percent Change,Sell Stock 2 Percent Change,Stock 2 Cumulative Return,Stock 3,Buy Stock 3 Percent Change,Sell Stock 3 Percent Change,Stock 3 Cumulative Return,Stock 4,Buy Stock 4 Percent Change,Sell Stock 4 Percent Change,Stock 4 Cumulative Return,Stock 5,Buy Stock 5 Percent Change,Sell Stock 5 Percent Change,Stock 5 Cumulative Return,Stock Percent Change,Cumulative Stock Return
2019-12-06,3145.909912109375,3150.60009765625,3134.6201171875,3134.6201171875,3483310000,335,365,391,392,100,292,-65506,0.0,1.0,XRAY,-0.0016010669242936656,0.0,0.9919946653785316,EW,-0.0051091615093004,0.0,0.974454192453498,SUI,-0.002165703039068637,0.0,0.9891714848046568,CMG,-0.0004763557347412219,0.0,0.9976182213262939,LULU,-0.002931840011695119,0.0,0.9853407999415245,-0.012284127219099043,0.987715872780901
2019-12-09,3135.9599609375,3148.8701171875,3135.4599609375,3141.860107421875,3400470000,305,361,387,195,297,-102,-65608,-0.00316282139344648,0.9968371786065535,XRAY,-0.0025150594568408738,0.0,0.9795200375570517,EW,-0.003925029278255088,0.0,0.955330386275006,SUI,0.0005156958134495238,0.0,0.9917220427721438,CMG,0.0011064050439640206,0.0,1.003137070486423,LULU,0.0013078733700143898,0.0,0.9917843049046854,-0.0035101145076680274,0.9842488769663987
2019-12-10,3132.52001953125,3142.1201171875,3126.090087890625,3135.360107421875,3346310000,284,347,378,209,283,-74,-65682,-0.0010969340964486207,0.9957437139167323,XRAY,0.0001744493775846845,0.0,0.9803744208614695,EW,-0.004379185966472599,0.0,0.9344125391704042,SUI,-0.0012797094054897375,0.0,0.9853764626433088,CMG,-0.0022489984476544047,0.0,0.9918568019148803,LULU,-0.001065498059870884,0.0,0.9865005836412537,-0.008798942501902942,0.9755885276904088
2019-12-11,3141.6298828125,3143.97998046875,3133.2099609375,3135.75,3257650000,297,349,380,308,184,124,-65558,0.002908158040315856,0.9986394940044533,XRAY,-0.0020567945937615575,0.0,0.9702922768180196,EW,0.0010123896428670066,0.0,0.9391424870545101,SUI,-0.002411774344917994,0.0,0.973493934279863,CMG,0.0012253279221078551,0.0,0.9979335510854749,LULU,0.0030829598423743223,0.0,1.0017072920604777,0.0008521084686696329,0.9764198349367909
2019-12-12,3168.570068359375,3176.280029296875,3138.469970703125,3141.22998046875,4003200000,327,367,391,353,139,214,-65344,0.008575225775086182,1.0072030531334593,XRAY,0.0005635470135045839,0.0,0.9730263033921563,EW,0.00032998656243359297,0.0,0.9406920090592024,SUI,-0.0038598575611910714,0.0,0.9547061946648441,CMG,-0.00280524498861372,0.0,0.9839363106197148,LULU,-0.007478880852016112,0.0,0.9642490446308977,-0.013250449825882728,0.9634818329049641
2019-12-13,3168.800048828125,3182.679931640625,3156.510009765625,3166.64990234375,3757650000,319,366,391,226,266,-40,-65384,7.258178414493166e-05,1.007276157728052,CMG,0.0010157712470266755,-9.613883615713928e-05,1.0050788562351334,AEM,0.0014165824224224633,-0.00021148079203233357,1.0070829121121123,JD,0.001064470631760095,-6.605400272015357e-05,1.0053223531588005,KEYS,0.001765254979852026,0.00020315424940533513,1.00882627489926,SYF,0.0,-0.0007591996283563447,1.0,0.004332360271200624,0.9676559833198652
2019-12-16,3191.449951171875,3197.7099609375,3183.6298828125,3183.6298828125,4070200000,366,379,401,379,113,266,-65118,0.007147785279833618,1.014475951420988,CMG,0.0018323946545018455,0.0,1.0142873618527237,AEM,-0.0037618377276078976,0.0,0.9881404996440495,JD,0.00376468443298319,0.0,1.0242459602241354,KEYS,-0.004897503848311691,0.0,0.9841226220812747,SYF,-0.0027062857787480523,0.0,0.9864685711062597,-0.005768548267182605,0.9620740130740565
2019-12-17,3192.52001953125,3198.219970703125,3191.030029296875,3195.39990234375,3842940000,368,383,397,256,236,20,-65098,0.00033529222633799094,1.0148160973213063,CMG,0.0022508982242757103,0.0,1.0257026499612216,AEM,-0.0030005417363134336,0.0,0.9733157155914316,JD,0.0002886795938256359,0.0,1.0257243547630106,KEYS,-0.0023390619928759905,0.0,0.9726130029730758,SYF,-0.0014523979892469676,0.0,0.9793048462606094,-0.004252423900335046,0.9579828665469691
2019-12-18,3191.139892578125,3198.47998046875,3191.139892578125,3195.2099609375,4029950000,346,380,400,241,251,-10,-65108,-0.00043230017186479675,1.014377392148023,CMG,-0.0012427279542841507,0.0,1.019329303181771,AEM,6.77244808081845e-05,0.0,0.973645302098936,JD,-0.001441294031021756,0.0,1.0183325028130428,KEYS,-1.9245980364668294e-05,0.0,0.9725194085192876,SYF,-0.000650203346405065,0.0,0.9761211098196627,-0.0032857468312674555,0.9548351773788039
2019-12-19,3205.3701171875,3205.47998046875,3192.320068359375,3192.320068359375,3784360000,373,392,407,330,162,168,-64940,0.004459292004863613,1.018900797142743,CMG,0.0017027921801195057,0.0,1.028007833013894,AEM,-0.0011165939607234554,0.0,0.9682094697778838,JD,0.0019744157606085724,0.0,1.028385561528513,KEYS,-0.00013470546448315356,0.0,0.9718643901260703,SYF,-0.0019026690817695036,0.0,0.9668349325410807,0.0005232394337519658,0.955334784796342
2019-12-20,3221.219970703125,3225.64990234375,3216.030029296875,3223.330078125,6457480000,394,402,413,377,115,262,-64678,0.004944781081796634,1.023939038528682,CMG,0.0001462898338743468,2.925796677486936e-05,1.0007314491693717,JD,0.0030477471940091763,6.877619978211924e-05,1.0152387359700459,KEYS,-0.0014249910637796903,0.0006095494388018353,0.9928750446811015,CPRT,0.0029530194011062163,-0.0002849982127559381,1.014765097005531,KMX,-0.012308941744526415,0.00014640906604486485,0.9384552912773679,-0.007017881920668616,0.9486303580819339
2019-12-23,3224.010009765625,3227.780029296875,3222.300048828125,3226.050048828125,3064530000,382,401,413,209,283,-74,-64752,0.0008661436002121992,1.024825916773911,CMG,-0.0014954493256010616,0.0,0.9932487333155312,JD,0.005380882760094608,0.0,1.0425531390288532,KEYS,0.00162916275313707,0.0,1.0009628198876703,CPRT,-0.001873894318085867,0.0,1.0052572842581784,KMX,-0.007615141439232498,0.0,0.9027229423900015,-0.003974439569687749,0.944860084049766
2019-12-24,3223.3798828125,3226.429931640625,3220.510009765625,3225.449951171875,1296530000,399,400,416,259,233,26,-64726,-0.00019544819997963092,1.0246256163931853,CMG,0.0001448893238536808,0.0,0.9939682890024742,JD,0.00011032187499435687,0.0,1.0431282211142476,KEYS,-0.0014236203737713505,0.0,0.9938378645687718,CPRT,0.0023144561783534634,0.0,1.0168904039201092,KMX,-0.0007176490103816491,0.0,0.8994837512587265,0.00042839799304850146,0.9452648602134844
2019-12-26,3239.909912109375,3240.080078125,3227.199951171875,3227.199951171875,2164540000,409,405,416,332,160,172,-64554,0.005128166675301138,1.0298800673338326,CMG,0.0023428754069185764,0.0,1.0056120083002784,JD,-0.00022049959648235974,0.0,1.0419781743550725,KEYS,0.0008331724473755298,0.0,0.9979780561983579,CPRT,0.0002419821285363888,0.0,1.0181207504422534,KMX,0.00038262022907415983,0.0,0.901204554653502,0.0035801506154222954,0.9486490507845148
2019-12-27,3240.02001953125,3247.929931640625,3234.3701171875,3247.22998046875,2429150000,402,407,417,235,257,-22,-64576,3.398471712534601e-05,1.029915067516594,CMG,-0.00043166671935794825,-8.633334387158965e-05,0.9978416664032103,CPRT,-0.0004394571646194834,9.23175707631682e-05,0.9978027141769026,EPAM,-0.0013619950120880688,7.565669948055052e-05,0.9931900249395597,TER,-0.0014074113114126874,-8.789143292389669e-05,0.9929629434429366,KMX,0.0,0.00036104684583702354,0.9028314399630601,-0.003285733868192932,0.945532042469323
2019-12-30,3221.2900390625,3240.919921875,3216.570068359375,3240.090087890625,3021720000,372,399,412,117,375,-258,-64834,-0.005780822450430323,1.0239613113722577,CMG,-0.0001720919508947594,0.0,0.9969830638079332,CPRT,8.808834103009034e-05,0.0,0.9982421881057384,EPAM,-0.0036195763737661315,0.0,0.9752153891949026,TER,-0.0010992130431563662,0.0,0.9875055543489195,,0.0,0.0,,-0.004802793026787167,0.9409908477691474
