Date,Close,High,Low,Open,Volume,Above SMA 20,Above SMA 50,Above SMA 200,A,D,AD Change,AD,Percent Change,Cumulative Return,Stock 1,Buy Stock 1 Percent Change,Sell Stock 1 Percent Change,Stock 1 Cumulative Return,Stock 2,Buy Stock 2 Percent Change,Sell Stock 2 Percent Change,Stock 2 Cumulative Return,Stock 3,Buy Stock 3 Percent Change,Sell Stock 3 Percent Change,Stock 3 Cumulative Return,Stock 4,Buy Stock 4 Percent Change,Sell Stock 4 Percent Change,Stock 4 Cumulative Return,Stock 5,Buy Stock 5 Percent Change,Sell Stock 5 Percent Change,Stock 5 Cumulative Return,Stock Percent Change,Cumulative Stock Return
2017-12-01,2642.219970703125,2650.6201171875,2605.52001953125,2645.10009765625,3950930000,371,389,397,179,304,-125,-82695,0.0,1.0,PENN,-0.0003378822793970358,0.0,0.9983105886030148,MU,0.0010450710999166505,0.0,1.0052253554995834,VC,-0.0002913499475552424,0.0,0.9985432502622238,CVI,-0.0029392957263563203,0.0,0.9853035213682184,ASIX,-0.010496873215273851,0.0,0.9475156339236307,-0.013020330068665799,0.9869796699313342
2017-12-04,2639.43994140625,2665.18994140625,2639.030029296875,2657.18994140625,4025840000,331,360,406,253,230,23,-82672,-0.0010521566439205543,0.9989478433560794,PENN,-0.0006915655685056477,0.0,0.9948586024542525,MU,-0.009954719719798688,0.0,0.9551916721534166,VC,-0.004813571834291053,0.0,0.9745104519383054,CVI,0.0005560169083394407,0.0,0.988042748456854,ASIX,-0.005263145521787194,0.0,0.9225810705960882,-0.02016698573604314,0.9670752650060644
2017-12-05,2629.570068359375,2648.719970703125,2627.72998046875,2639.780029296875,3547570000,296,345,402,135,348,-213,-82885,-0.0037393815604747083,0.9952123962107577,PENN,-0.001596110650047189,0.0,0.986919080400911,MU,0.006566398347305391,0.0,0.986552517240357,VC,0.0008455349586398153,0.0,0.978630365211674,CVI,0.008194756839056927,0.0,1.0285265988078411,ASIX,0.001651668901660619,0.0,0.9302000629139098,0.015662248396615563,0.9822218380248122
2017-12-06,2629.27001953125,2634.409912109375,2624.75,2626.239990234375,3253080000,294,341,400,234,249,-15,-82900,-0.00011410565998426492,0.9950988368434636,PENN,-0.0016089509689317884,0.0,0.9789795583475694,MU,0.0017956579291030117,0.0,0.9954100714906529,VC,-0.0024635562149021074,0.0,0.9665758106201283,CVI,-0.006629195555823065,0.0,0.9944350790185273,ASIX,-0.0016877890569990672,0.0,0.9223501554788801,-0.010593833867553016,0.9718163430516948
2017-12-07,2636.97998046875,2640.989990234375,2626.530029296875,2628.3798828125,3297060000,319,353,399,340,143,197,-82703,0.0029323579853828274,0.9980168228639267,PENN,0.003455569538593828,0.0,0.9958942180512289,MU,0.007792219963844049,0.0,1.0341923426470574,VC,0.0023837626927733615,0.0,0.9780962474055954,CVI,0.003856729711390861,0.0,1.0136114155950278,ASIX,0.0019524280928269633,0.0,0.9313542672537816,0.019440709999429064,0.9907091427496686
2017-12-08,2651.5,2651.64990234375,2644.10009765625,2646.2099609375,3126750000,345,370,403,387,96,291,-82412,0.005506306319651655,1.003512209202781,PENN,-0.003234381339322095,0.00012620995683574327,0.9838280933033895,MU,-0.003965343529314265,0.0007370049671892099,0.9801732823534287,CVI,0.0012354701841882818,0.00017195879650762098,1.0061773509209415,NKTR,-0.003190055723149725,9.199876894141454e-05,0.9840497213842514,NOMD,0.0017494682285246852,0.00012840001988402878,1.0087473411426233,-0.006149269669715099,0.9846170050666486
2017-12-11,2659.989990234375,2660.330078125,2651.469970703125,2652.18994140625,3141480000,347,377,407,260,223,37,-82375,0.003201957471006933,1.0067254126182845,PENN,0.0018226443927394699,0.0,0.9927939370917844,MU,-0.0009257247607068254,0.0,0.9756364289671394,CVI,0.004338821787723469,0.0,1.0280054719833898,NKTR,0.00459513743088027,0.0,1.0066589399271517,NOMD,0.001690852417425548,0.0,1.0172755555443362,0.01152173126806193,0.9959614976009906
2017-12-12,2664.110107421875,2669.719970703125,2659.780029296875,2661.72998046875,3568910000,331,364,407,220,263,-43,-82418,0.001548922064604108,1.0082847518228866,PENN,-0.0014588467186052113,0.0,0.9855522662048969,MU,-0.005347592710748916,0.0,0.9495498976877106,CVI,-0.002385132973010018,0.0,1.0157458232450782,NKTR,-0.0012316615041694902,0.0,1.00045962460647,NOMD,-0.002035946788669829,0.0,1.0069199610418222,-0.012459180695203466,0.9835526333369145
2017-12-13,2662.85009765625,2671.8798828125,2662.85009765625,2667.590087890625,3568360000,322,363,409,241,242,-1,-82419,-0.0004729570906678582,1.0078078764000997,PENN,0.0029391188062640517,0.0,1.0000355422056917,MU,0.0009077849598263743,0.0,0.9538598332663385,CVI,0.0035324775926938393,0.0,1.0336863200475062,NKTR,0.006415171024206945,0.0,1.032550222579792,NOMD,0.0007259644435783308,0.0,1.0105749014880505,0.014520516826569541,0.9978343258991
2017-12-14,2652.010009765625,2668.090087890625,2652.010009765625,2665.8701171875,3442760000,275,334,400,121,362,-241,-82660,-0.004070859227173984,1.0037052324072377,PENN,0.0017241379310344751,0.0,1.008656538259189,MU,0.000903701744505625,0.0,0.9581698572430216,CVI,0.0015620849547766547,0.0,1.0417598492900295,NKTR,-0.0055800875905131836,0.0,1.0037416191617965,NOMD,0.00036166348078747745,0.0,1.0124023416703936,-0.0010284994794089513,0.9968080538143764
