Stock,RS,Volume SMA 5,Volume SMA 20,Volume SMA 5 Rank,Volume SMA 20 Rank
AXTI,100.0,11940960.0,12844350.0,184.0,171.0
VYNE,99.98415465061005,,,,
SNDK,99.96830930122009,18314580.0,17306635.0,114.0,129.0
MGRT,99.95246395183014,30240.0,24310.0,5025.5,5218.0
BVC,99.93661860244019,65500.0,60870.0,4514.0,4642.0
CCG,99.92077325305023,32040.0,22745.0,4988.0,5254.0
BANL,99.90492790366028,754460.0,280090.0,2177.0,3381.0
MBAI,99.88908255427033,42940.0,44365.0,4781.0,4867.5
NUAI,99.87323720488037,7042520.0,5969850.0,321.0,442.0
ERAS,99.85739185549042,2573020.0,3170110.0,903.0,831.0
ANRO,99.84154650610047,687980.0,444480.0,2291.0,2933.0
CLYM,99.8257011567105,1684340.0,1141180.0,1288.0,1868.0
STTK,99.80985580732055,738340.0,878770.0,2202.0,2181.0
ANL,99.7940104579306,144320.0,163210.0,3902.0,3877.0
SLS,99.77816510854063,5652500.0,5838370.0,412.0,458.0
RLMD,99.76231975915069,1109240.0,1357090.0,1731.0,1681.0
PRAX,99.74647440976074,374720.0,424570.0,2961.0,2990.0
MU,99.73062906037077,34353720.0,41143125.0,38.0,35.0
QTTB,99.71478371098083,277240.0,458890.0,3256.0,2892.0
LITE,99.69893836159088,6410900.0,5321945.0,364.0,502.0
ORKA,99.68309301220091,760360.0,750200.0,2162.0,2365.0
BUUU,99.66724766281096,110540.0,85265.0,4141.0,4411.0
AEHR,99.65140231342102,3046120.0,2573345.0,763.0,1023.0
FBRX,99.63555696403105,978820.0,2253100.0,1872.0,1146.0
WDC,99.6197116146411,8612860.0,8496000.0,266.0,295.0
PRLD,99.60386626525116,499560.0,414540.0,2656.0,3016.0
TRIB,99.5880209158612,58680.0,44148.15,4599.5,4872.0
SYRE,99.57217556647124,767080.0,812715.0,2150.0,2278.0
HYMC,99.5563302170813,1585100.0,1578765.0,1342.0,1521.0
BFLY,99.54048486769133,4821180.0,6804530.0,489.0,388.0
RLAY,99.52463951830138,1800220.0,2020045.0,1221.0,1251.0
SPRB,99.50879416891144,45080.0,48530.0,4754.0,4802.0
RVMD,99.49294881952146,1407360.0,1706440.0,1457.0,1433.0
AAOI,99.47710347013151,14002820.0,12731215.0,153.0,176.0
BW,99.46125812074156,6975740.0,5049400.0,325.0,538.0
STX,99.4454127713516,4698900.0,5414495.0,501.0,487.0
OPTX,99.42956742196165,297800.0,407230.0,3186.0,3031.0
ANTX,99.4137220725717,283100.0,202190.0,3236.0,3693.0
DNTH,99.39787672318174,602860.0,777290.0,2449.0,2327.0
PRPL,99.38203137379179,20880.0,33020.0,5215.0,5048.0
NTWOW,99.36618602440184,634749.4,171730.8,2392.0,3834.0
IMMX,99.35034067501188,1317440.0,1567430.0,1523.0,1530.0
ALMS,99.33449532562193,909380.0,909555.0,1970.0,2140.0
SLGL,99.31864997623198,71040.0,59675.0,4459.0,4654.0
FCEL,99.30280462684202,10044140.0,8619745.0,229.0,290.0
TSEM,99.28695927745207,1523740.0,2058680.0,1382.0,1235.0
VICR,99.27111392806212,1093820.0,871195.0,1748.0,2191.0
BNAI,99.25526857867216,118480.0,125425.0,4077.0,4123.0
NESR,99.23942322928221,1739420.0,2146795.0,1251.0,1197.0
NBTX,99.22357787989226,239560.0,153635.0,3407.0,3935.0
DFTX,99.2077325305023,3259280.0,2189935.0,715.0,1182.0
BBGI,99.19188718111235,43480.0,57685.0,4776.0,4676.0
MXL,99.1760418317224,2541460.0,3676715.0,920.0,729.0
BE,99.16019648233242,13095240.0,17107005.0,164.0,131.0
MBX,99.14435113294248,438260.0,493400.0,2786.5,2807.0
BYND,99.12850578355253,37993020.0,32237495.0,33.0,54.0
CIEN,99.11266043416256,2993240.0,2231610.0,775.0,1160.0
ANAB,99.09681508477262,299920.0,465005.0,3179.0,2876.0
AMLX,99.08096973538267,5815340.0,3090105.0,397.0,849.0
DRTS,99.0651243859927,504140.0,520180.0,2649.0,2752.0
FORM,99.04927903660275,1101460.0,1372000.0,1739.0,1668.0
ARWR,99.0334336872128,988080.0,1705320.0,1859.0,1434.0
ARTV,99.01758833782284,268640.0,346150.0,3287.0,3181.0
APLM,99.0017429884329,23820.0,31645.0,5155.0,5068.0
MAAS,98.98589763904295,288360.0,136310.0,3212.0,4043.0
NEWP,98.97005228965298,582740.0,569485.0,2493.0,2666.0
IRWD,98.95420694026303,1984980.0,2208190.0,1132.0,1172.0
SPHR,98.93836159087309,909400.0,834090.0,1969.0,2257.0
TXG,98.92251624148312,2570000.0,3017880.0,904.0,870.0
TRT,98.90667089209317,257060.0,281615.0,3331.0,3374.0
EDRY,98.89082554270323,116100.0,125810.0,4100.0,4117.0
ATEX,98.87498019331326,456580.0,354450.0,2752.0,3167.0
DOCN,98.85913484392331,2133100.0,3324700.0,1074.0,795.0
TWST,98.84328949453337,1186960.0,1553980.0,1650.0,1541.0
ALTO,98.82744414514339,1663860.0,2136095.0,1305.0,1202.0
INBX,98.81159879575344,244200.0,210805.0,3384.5,3654.0
INTC,98.79575344636349,116925920.0,120039695.0,1.0,3.0
VNCE,98.77990809697353,60960.0,66585.0,4570.0,4574.0
TNON,98.76406274758358,2023640.0,1476840.0,1118.0,1592.0
CDNA,98.74821739819363,801200.0,1119890.0,2112.0,1893.0
OMER,98.73237204880367,4879400.0,2371445.0,481.0,1105.0
LPTH,98.71652669941372,3603080.0,2727425.0,648.0,967.0
KOD,98.70068135002377,639420.0,567020.0,2380.0,2669.0
RLYB,98.68483600063381,26460.0,25755.0,5093.5,5182.0
VIAV,98.66899065124386,4698560.0,5242200.0,502.0,511.0
SMXT,98.65314530185391,50080.0,166250.0,4689.0,3859.0
FSLY,98.63729995246395,5470140.0,6476755.0,431.0,412.0
PACS,98.621454603074,610000.0,897355.0,2433.0,2153.0
JUNS,98.60560925368405,84720.0,22147810.0,4349.5,98.0
BAND,98.58976390429409,714920.0,1211390.0,2249.5,1802.0
SEPN,98.57391855490414,707160.0,372150.0,2257.0,3124.0
CLMT,98.55807320551419,1162300.0,1279295.0,1670.0,1741.0
ETON,98.54222785612423,1127100.0,659290.0,1711.0,2524.0
ASX,98.52638250673428,7941920.0,8667445.0,283.0,288.0
TER,98.51053715734433,2815200.0,3604075.0,830.5,740.0
ICHR,98.49469180795435,639260.0,965320.0,2381.0,2062.0
TNGX,98.4788464585644,2109780.0,2224155.0,1082.0,1167.0
LVLU,98.46300110917446,12920.0,20885.0,5446.0,5303.0
UCTT,98.4471557597845,1192900.0,1368560.0,1648.0,1673.0
APGE,98.43131041039454,1296260.0,1231380.0,1541.0,1787.0
GLBS,98.4154650610046,243560.0,186655.0,3387.0,3769.0
NGL,98.39961971161463,320680.0,255685.0,3114.5,3476.0
FET,98.38377436222468,170640.0,221770.0,3735.0,3601.0
TVTX,98.36792901283474,1193420.0,1695135.0,1645.0,1440.0
IPSC,98.35208366344477,474160.0,587140.0,2706.0,2640.0
ALM,98.33623831405482,7235880.0,7102560.0,313.0,365.0
ZURA,98.32039296466488,875860.0,705465.0,2012.0,2439.0
NBIS,98.30454761527491,34233560.0,26817190.0,41.0,73.0
HUT,98.28870226588496,5280260.0,4837295.0,447.0,564.0
PL,98.27285691649502,4701180.0,6073760.0,500.0,435.0
AGL,98.25701156710505,265660.0,401770.0,3300.0,3048.0
EVC,98.2411662177151,1704160.0,1929960.0,1274.0,1290.0
SIMO,98.22532086832516,1301880.0,1400485.0,1535.0,1634.0
XHG,98.2094755189352,17805200.0,4456510.0,118.0,617.0
DELL,98.19363016954524,5817760.0,5916170.0,396.0,451.0
OVID,98.1777848201553,1619620.0,1590855.0,1323.0,1514.0
ACMR,98.16193947076533,1032180.0,1037840.0,1805.0,1964.0
ACRS,98.14609412137537,1153620.0,1886265.0,1682.0,1309.0
AXGN,98.13024877198542,747720.0,1005105.0,2187.0,2017.0
IMOS,98.11440342259546,109120.0,117745.0,4150.0,4173.0
MNPR,98.09855807320551,199360.0,291800.0,3581.0,3337.0
ASYS,98.08271272381556,482900.0,394160.0,2687.0,3070.0
XNCR,98.0668673744256,1190440.0,1103700.0,1649.0,1901.0
CRVS,98.05102202503565,790240.0,822485.0,2127.0,2268.0
LRCX,98.0351766756457,8621200.0,10587380.0,264.0,227.0
SLNHP,98.01933132625574,6840.0,7145.0,5711.0,5762.0
