Stock,RS,Volume SMA 5,Volume SMA 20,Volume SMA 5 Rank,Volume SMA 20 Rank
VYNE,100.0,525818.0,1363735.1,2560.0,1590.0
ASBP,99.9839871897518,40540.0,55610.0,4746.5,4654.0
MI,99.9679743795036,12780.0,21455.0,5427.0,5253.0
INHD,99.95196156925542,0.0,0.0,6301.5,6308.5
TRIB,99.9359487590072,56200.0,298178.15,4525.5,3244.0
CCG,99.919935948759,14780.0,71950.0,5357.0,4461.0
PRPL,99.9039231385108,30680.0,195535.0,4935.0,3654.0
FFAI,99.8879103282626,1467580.0,28597785.25,1480.0,58.0
DBGI,99.8718975180144,105040.0,603361.75,4059.0,2533.0
DKI,99.85588470776622,26380.0,12840.0,5013.0,5515.0
BANL,99.83987189751802,21860.0,187655.0,5131.5,3695.0
OPAD,99.82385908726982,42180.0,49100.0,4716.0,4736.0
GENVR,99.80784627702161,9760.0,7160.0,5543.0,5751.0
AIIO,99.79183346677341,894380.0,1211000.0,2019.0,1730.0
SMX,99.77582065652521,33760.0,50025.0,4885.0,4720.0
CAPT,99.75980784627703,2535.0,13576.1,5971.0,5483.0
PN,99.74379503602883,2154140.0,1193080.0,1099.0,1747.0
JDZG,99.72778222578063,0.0,0.0,6301.5,6308.5
OTLK,99.71176941553243,34315860.0,14811270.0,48.0,152.0
AGL,99.69575660528423,308980.0,309465.0,3095.0,3205.0
PIII,99.67974379503602,25960.0,26230.0,5021.0,5127.5
QTTB,99.66373098478783,503640.0,2632955.0,2613.0,946.0
EVC,99.64771817453963,1454900.0,1537565.0,1490.0,1466.0
JTAI,99.63170536429143,307300.0,3661961.85,3101.0,701.0
PCLA,99.61569255404324,220580.0,301725.0,3409.0,3229.0
BLZE,99.59967974379504,1738940.0,2125385.0,1304.0,1128.0
SDOT,99.58366693354684,369460.0,2614330.0,2931.0,948.0
FBRX,99.56765412329864,6061840.0,2317445.0,418.0,1048.0
ENTX,99.55164131305044,18368240.0,4766385.0,126.0,521.0
TOP,99.53562850280224,448600.0,564290.0,2729.0,2598.0
BGMSP,99.51961569255404,498.0,915.3,6183.0,6170.0
NVCT,99.50360288230584,235540.0,293025.0,3349.0,3256.0
CPHI,99.48759007205764,1451460.0,12870420.0,1492.0,175.0
CNET,99.47157726180946,2042220.0,529045.0,1148.0,2671.0
CIIT,99.45556445156126,191660.0,439165.0,3528.0,2874.0
TMCI,99.43955164131305,315700.0,416090.0,3079.0,2922.0
SMWB,99.42353883106485,621580.0,945790.0,2393.0,2017.0
CORT,99.40752602081665,1858860.0,1341045.0,1248.0,1609.0
TXG,99.39151321056845,2399880.0,2874265.0,985.0,873.0
MBX,99.37550040032026,508620.0,760880.0,2603.0,2278.0
LQDA,99.35948759007206,1363880.0,1435265.0,1554.0,1537.0
AMPG,99.34347477982386,2182600.0,2795395.0,1086.0,895.0
TTRX,99.32746196957567,76040.0,136180.0,4300.0,3974.0
ENGS,99.31144915932745,1298780.0,1142830.0,1597.0,1799.0
TGHL,99.29543634907925,317420.0,13958820.0,3077.0,161.0
GNTA,99.27942353883107,74880.0,85095.0,4311.0,4340.0
RRGB,99.26341072858287,148780.0,154830.0,3755.0,3863.0
ASTC,99.24739791833467,62560.0,82440.0,4449.0,4369.0
STAK,99.23138510808647,21903720.0,10353535.0,100.0,221.0
RYOJ,99.21537229783827,92760.0,98940.0,4165.0,4215.0
MNPR,99.19935948759007,356580.0,273940.0,2975.0,3337.0
RXT,99.18334667734187,6581040.0,15492785.0,382.0,146.0
PSNL,99.16733386709367,3027120.0,5301730.0,810.0,463.0
APPS,99.15132105684548,2269620.0,2985660.0,1041.0,834.0
VEEE,99.13530824659728,913920.0,6832135.0,1989.0,357.0
SNOW,99.11929543634908,5808240.0,4721635.0,437.0,528.0
ADIL,99.10328262610089,66660.0,42185.0,4412.5,4831.0
SLS,99.08726981585268,7168840.0,8067905.0,347.0,301.0
DFTX,99.07125700560448,1638480.0,1887530.0,1366.0,1246.0
QURE,99.05524419535628,2326960.0,1568545.0,1015.0,1443.0
ALOT,99.03923138510808,119200.0,132730.0,3958.0,4001.0
CRNX,99.02321857485988,2721800.0,8830690.0,895.0,273.0
BJRI,99.0072057646117,590580.0,471325.0,2436.0,2797.0
INM,98.9911929543635,256420.0,2758505.0,3269.0,910.0
AGEN,98.9751801441153,2024520.0,10886780.0,1155.0,201.0
CBRL,98.9591673338671,1013460.0,958085.0,1873.0,2001.0
WALD,98.94315452361889,414540.0,367765.0,2813.0,3040.0
BLLN,98.92714171337069,578340.0,624100.0,2462.0,2495.0
ATEX,98.9111289031225,324020.0,383030.0,3059.0,2996.0
SYBX,98.8951160928743,659500.0,172390.0,2338.0,3763.0
GREE,98.8791032826261,426959.6,417085.65,2774.0,2921.0
MAAS,98.8630904723779,47640.0,124310.0,4636.0,4052.0
DELL,98.8470776621297,6299220.0,6807705.0,405.0,359.0
TRVG,98.83106485188151,63360.0,82745.0,4441.0,4365.0
AMC,98.81505204163331,45597540.0,53708790.0,33.0,15.0
BDSX,98.79903923138511,64260.0,66230.0,4432.0,4521.0
HCHL,98.78302642113691,0.0,0.0,6301.5,6308.5
JXG,98.76701361088871,680.0,3140.0,6155.5,5994.0
NPT,98.75100080064051,19920.0,123500.0,5188.5,4057.0
ERAS,98.73498799039231,3684040.0,4841400.0,674.0,512.0
ETS,98.71897518014411,55680.0,72540.0,4539.0,4454.0
UTZ,98.70296236989591,4180120.0,6750595.0,598.0,362.0
DDOG,98.68694955964772,4184420.0,4062795.0,597.0,628.0
NSP,98.67093674939952,827100.0,682625.0,2113.0,2403.0
OKTA,98.65492393915132,2221380.0,2886045.0,1067.0,867.0
CDNA,98.63891112890312,902020.0,1109860.0,2012.0,1835.0
FCEL,98.62289831865493,9303560.0,11730460.0,256.0,192.0
NSIT,98.60688550840673,393980.0,360570.0,2868.0,3061.0
BZH,98.59087269815852,268380.0,405550.0,3230.0,2946.0
SEZL,98.57485988791032,459480.0,603230.0,2696.0,2534.0
GRPN,98.55884707766212,1283040.0,1493795.0,1614.0,1496.0
SMTI,98.54283426741392,756820.0,240375.0,2195.5,3456.0
VCYT,98.52682145716574,909880.0,1005290.0,1999.0,1944.0
REPL,98.51080864691754,10007820.0,4684645.0,237.0,534.0
EDHL,98.49479583666934,40700.0,353660.0,4743.0,3083.0
MRVI,98.47878302642114,1940440.0,2841115.0,1199.0,885.0
SI,98.46277021617294,103820.0,101440.0,4073.0,4192.0
PCTTU,98.44675740592474,0.0,0.0,6301.5,6308.5
LPRO,98.43074459567654,1520780.0,1899210.0,1440.0,1240.0
BRKR,98.41473178542834,2057800.0,1989690.0,1138.0,1193.0
PANW,98.39871897518015,6012240.0,6715385.0,424.0,367.0
NEO,98.38270616493195,3985120.0,3114320.0,631.0,803.0
URGN,98.36669335468375,485160.0,742620.0,2654.0,2304.0
PTRN,98.35068054443555,1470400.0,1924195.0,1475.0,1228.0
PAMT,98.33466773418735,13680.0,18765.0,5395.5,5319.0
PLSE,98.31865492393915,546660.0,358345.0,2518.0,3068.0
UFI,98.30264211369095,114920.0,120710.0,3990.0,4075.0
MAN,98.28662930344275,1484600.0,1619705.0,1466.0,1409.0
AVTR,98.27061649319455,21876720.0,12617240.0,101.0,180.0
PTLE,98.25460368294637,10640.0,55070.0,5506.0,4662.0
MCS,98.23859087269817,359920.0,224065.0,2963.0,3518.0
FTNT,98.22257806244995,7405820.0,5379110.0,334.0,457.0
SMJF,98.20656525220176,1238940.0,939300.0,1656.5,2026.0
HYLN,98.19055244195356,2617420.0,2802130.0,923.0,893.0
EVER,98.17453963170536,575640.0,642150.0,2468.0,2462.0
CBZ,98.15852682145717,4876620.0,1704065.0,515.0,1359.0
ATAI,98.14251401120897,13465560.0,20914515.0,176.0,94.0
CAKE,98.12650120096077,2517320.0,1735495.0,948.0,1346.0
ULCC,98.11048839071258,5186820.0,4311585.0,481.0,584.0
RDVT,98.09447558046436,204540.0,176160.0,3478.0,3741.0
SOWG,98.07846277021616,8660.0,20515.0,5600.5,5282.0
CURV,98.06244995996798,317800.0,252585.0,3071.0,3416.0
LVLU,98.04643714971978,14020.0,58180.0,5383.0,4625.0
ADVB,98.03042433947158,1141080.0,5243380.0,1741.0,468.0
SAIH,98.01441152922338,15420.0,5535.0,5334.5,5853.0
AMWL,97.99839871897518,70260.0,151680.0,4366.0,3879.0
BFLY,97.98238590872698,6373760.0,7907655.0,397.0,304.0
LTH,97.96637309847878,3183920.0,2519705.0,765.0,978.0
OSCR,97.95036028823058,4750440.0,4534195.0,526.0,554.0
AMN,97.93434747798239,531960.0,776980.0,2542.0,2246.0
ATRA,97.91833466773419,71820.0,78025.0,4346.0,4410.0
USIO,97.90232185748599,178460.0,155230.0,3588.0,3860.0
GH,97.88630904723779,2046440.0,2160670.0,1147.0,1115.0
LIND,97.87029623698959,811320.0,765305.0,2133.0,2271.0
TNET,97.85428342674139,492880.0,371640.0,2637.0,3030.0
ADPT,97.83827061649319,3073360.0,2765795.0,795.0,904.0
PGNY,97.82225780624499,1032500.0,1110500.0,1857.0,1834.0
CYCU,97.80624499599679,127326100.0,33125015.0,5.0,47.0
MYE,97.7902321857486,582800.0,449150.0,2451.0,2843.0
CLW,97.77421937550041,378440.0,215610.0,2907.0,3563.0
EXFY,97.75820656525221,620480.0,990340.0,2394.0,1962.0
GEO,97.74219375500401,1261820.0,1620765.0,1626.0,1408.0
FATN,97.7261809447558,85020.0,75145.0,4225.0,4423.0
DHX,97.7101681345076,108380.0,136635.0,4034.0,3972.0
HPE,97.69415532425941,15721480.0,17217355.0,151.0,126.0
FRD,97.67814251401121,72440.0,87040.0,4334.5,4316.0
CLOV,97.66212970376301,3572020.0,4764360.0,702.0,522.0
VSTS,97.64611689351482,966180.0,1217270.0,1932.0,1723.0
BRKRP,97.63010408326662,19420.0,8870.0,5202.0,5674.0
AGPU,97.61409127301842,975020.0,633505.0,1922.0,2478.0
WNC,97.59807846277022,1441760.0,1535650.0,1499.0,1469.0
PYXS,97.58206565252202,1029360.0,1056710.0,1861.0,1890.0
CSTE,97.56605284227382,72460.0,148510.0,4333.0,3902.0
ETON,97.55004003202562,588800.0,542615.0,2443.0,2635.0
TWST,97.53402722177742,1383780.0,1361570.0,1542.0,1595.0
COMP,97.51801441152922,11494900.0,12547745.0,202.0,182.0
BAX,97.50200160128102,9926860.0,6553335.0,241.0,375.0
XNCR,97.48598879103282,1039580.0,1068095.0,1850.0,1873.0
IART,97.46997598078462,1468220.0,1021330.0,1479.0,1929.0
APGE,97.45396317053643,870240.0,1252635.0,2056.0,1696.0
AMBQ,97.43795036028823,832100.0,542280.0,2106.0,2639.0
PBF,97.42193755004003,3819860.0,3142765.0,657.0,794.0
XMTR,97.40592473979184,738800.0,848940.0,2217.0,2140.0
SUNE,97.38991192954364,191700.0,6186220.0,3526.0,402.0
SIF,97.37389911929543,109840.0,131665.0,4025.0,4008.0
RFL,97.35788630904723,94140.0,181415.0,4154.0,3716.0
SNAL,97.34187349879903,122920.0,499628.0,3937.0,2730.0
ANY,97.32586068855083,2115760.0,970135.0,1116.0,1986.0
HPE-PC,97.30984787830265,85011.2,144515.95,4226.0,3927.0
SLN,97.29383506805445,712720.0,530445.0,2262.0,2662.0
BOLD,97.27782225780625,124940.0,190130.0,3919.5,3685.0
KMX,97.26180944755805,3039960.0,2856625.0,806.0,878.0
PENG,97.24579663730985,3222260.0,5071200.0,760.0,487.0
TLIH,97.22978382706164,4700.0,8085.0,5813.0,5711.5
FA,97.21377101681345,1553080.0,1864395.0,1423.0,1264.0
BMHL,97.19775820656525,1920.0,2010.0,6036.5,6081.0
DRTS,97.18174539631705,614540.0,738080.0,2402.0,2309.0
CRWD,97.16573258606886,7385480.0,8565295.0,335.0,281.0
ELMD,97.14971977582066,66900.0,128110.0,4409.0,4028.0
BLMN,97.13370696557246,1572920.0,1694645.0,1409.0,1363.0
CABR,97.11769415532426,36240.0,59240.0,4839.0,4604.0
MKDW,97.10168134507606,3020.0,3870.0,5937.5,5947.0
NTAP,97.08566853482786,2298980.0,2652310.0,1029.0,939.0
FORR,97.06965572457966,100040.0,130680.0,4109.5,4015.0
HPP,97.05364291433146,797980.0,695775.0,2150.0,2384.0
TENB,97.03763010408326,4026600.0,3891775.0,622.0,659.0
FTRE,97.02161729383508,2223940.0,1375435.0,1066.0,1579.0
CLDT,97.00560448358686,339240.0,332225.0,3015.0,3135.0
GENI,96.98959167333867,7498240.0,4986305.0,327.0,498.0
DVA,96.97357886309047,579760.0,674810.0,2459.0,2417.0
ENVA,96.95756605284227,538400.0,395600.0,2533.0,2972.0
AGYS,96.94155324259408,396560.0,300940.0,2857.0,3231.0
