Stock,RS,Volume SMA 5,Volume SMA 20,Volume SMA 5 Rank,Volume SMA 20 Rank
0001.HK,,6939284.4,6812903.0,311.0,334.0
0002.HK,,3748370.4,3427839.3,489.0,532.0
0003.HK,,26348965.2,25433581.65,97.0,102.0
0004.HK,,1139378.6,1118098.9,813.0,834.0
0005.HK,,16841393.4,13454189.4,138.0,192.0
0006.HK,,2549983.8,2491456.9,596.0,614.0
0007.HK,,0.0,0.0,2441.5,2488.0
0008.HK,,10483828.8,7095277.9,219.0,325.0
0009.HK,,,,,
0010.HK,,648220.0,618281.5,982.0,1031.0
0012.HK,,6980120.2,7117491.85,307.0,324.0
0013.HK,,2224480.0,3174347.3,631.0,558.0
0014.HK,,1227499.8,964368.85,793.0,881.0
0016.HK,,3815890.2,4216313.0,485.0,464.0
0017.HK,,3458259.6,3703430.35,524.0,501.0
0018.HK,,1969360.0,797432.0,657.0,955.0
0019.HK,,1119954.6,959819.0,820.0,887.0
0020.HK,,506757443.2,481931433.95,2.0,2.0
0021.HK,,1122020.0,458510.0,818.0,1138.0
0022.HK,,32520.0,89378.05,1912.0,1725.0
0023.HK,,3730179.4,1959087.05,490.0,677.0
0025.HK,,32656.0,14564.0,1911.0,2178.0
0026.HK,,1960.0,2199.6,2271.0,2360.0
0027.HK,,18881735.0,17308137.0,125.0,147.0
0028.HK,,18200.0,81000.0,2034.0,1753.0
0029.HK,,81367.8,40948.5,1684.0,1965.0
0030.HK,,951200.0,3613400.0,873.0,509.0
0031.HK,,6774544.0,10685346.0,317.0,235.0
0032.HK,,21793.8,10867.3,1990.0,2219.0
0033.HK,,0.0,0.0,2441.5,2488.0
0034.HK,,403337.2,234509.2,1147.0,1374.0
0035.HK,,634627.8,669860.75,992.0,1008.0
0036.HK,,0.0,0.0,2441.5,2488.0
0037.HK,,403600.0,810200.0,1146.0,948.0
0038.HK,,3046126.0,4239696.05,561.0,463.0
0039.HK,,0.0,0.0,2441.5,2488.0
0040.HK,,55533.4,47233.3,1785.0,1935.0
0041.HK,,104156.8,171185.4,1605.0,1490.0
0042.HK,,499200.0,338550.0,1071.0,1237.5
0045.HK,,234400.0,299145.15,1321.0,1280.0
0046.HK,,800.0,9200.0,2292.5,2241.5
