Stock,RS,Volume SMA 5,Volume SMA 20,Volume SMA 5 Rank,Volume SMA 20 Rank
MRNA,100.0,43295960.0,14946495.0,4.0,42.0
CRL,99.8,870640.0,960640.0,413.0,436.0
AXON,99.6,666100.0,957935.0,450.0,437.0
WDAY,99.4,7543620.0,5324650.0,87.0,153.0
EXPE,99.2,1329140.0,1646045.0,350.0,355.0
TECH,99.0,2398580.0,3503490.0,255.0,216.0
IQV,98.8,1096400.0,1527105.0,389.0,367.0
DELL,98.6,5984600.0,5909325.0,109.0,132.0
BBY,98.4,3130400.0,3226045.0,207.0,230.0
MPC,98.2,2379260.0,2377110.0,257.0,284.0
HPE,98.0,17157480.0,16712510.0,31.0,38.0
ABNB,97.8,4392720.0,5209435.0,154.0,155.0
VLO,97.6,2067020.0,2588285.0,282.0,267.0
NTAP,97.39999999999999,2604340.0,2462355.0,239.0,277.0
BAX,97.2,5852300.0,8026360.0,113.0,89.0
DLTR,97.0,1828540.0,2006830.0,305.0,315.0
ZBRA,96.8,680360.0,887295.0,446.0,445.0
PYPL,96.6,10781620.0,11390735.0,53.0,59.0
PANW,96.39999999999999,4853040.0,5712435.0,141.0,137.0
GPC,96.2,903640.0,1174465.0,408.0,405.0
DASH,96.0,4254680.0,4455525.0,158.0,186.0
TMO,95.8,1524400.0,2117405.0,332.0,309.0
PSX,95.6,2994480.0,2749155.0,215.0,262.0
A,95.39999999999999,1554860.0,1678235.0,327.0,351.0
BKNG,95.19999999999999,4685080.0,6065230.0,146.0,129.0
INCY,95.0,1287240.0,1866365.0,359.0,329.0
REGN,94.8,641200.0,838880.0,455.0,454.0
IP,94.6,3229080.0,4977975.0,204.0,165.0
ABT,94.39999999999999,7949140.0,8726140.0,82.0,82.0
SWK,94.19999999999999,1396360.0,2225450.0,343.0,301.0
AMGN,94.0,2566000.0,2791800.0,242.0,260.0
WTW,93.8,599960.0,599505.0,462.0,476.0
HOOD,93.60000000000001,16161760.0,17910170.0,34.0,35.0
MTD,93.4,124280.0,165435.0,499.0,498.0
J,93.2,871600.0,905680.0,411.0,442.0
FDS,93.0,736800.0,856305.0,433.0,451.0
SW,92.80000000000001,4242180.0,5182405.0,159.0,156.0
PLTR,92.60000000000001,29858640.0,46778925.0,15.0,8.0
LH,92.4,536480.0,742190.0,467.0,460.0
BDX,92.2,1651140.0,1877970.0,320.0,326.0
VRTX,92.0,1207900.0,1365490.0,369.0,380.0
TGT,91.8,5727860.0,4138890.0,117.0,193.0
PAYX,91.60000000000001,2379720.0,2903250.0,256.0,250.0
WSM,91.4,784780.0,866260.0,425.0,450.0
AJG,91.2,1120320.0,1343195.0,381.0,389.0
GPN,91.0,2555960.0,3180785.0,243.0,235.0
ALLE,90.8,1180380.0,1353825.0,375.0,385.0
MU,90.60000000000001,32396840.0,40914720.0,13.0,9.0
DXCM,90.4,4925000.0,5639190.0,138.0,138.0
ROP,90.2,754460.0,847140.0,428.0,453.0
NOW,90.0,19630400.0,23977690.0,27.0,23.0
RTX,89.8,4698080.0,5389690.0,145.0,147.0
MRK,89.60000000000001,13449000.0,9643940.0,42.0,74.0
DGX,89.4,664520.0,1009325.0,452.0,427.0
CDW,89.2,1483560.0,1862360.0,335.0,330.0
AMP,89.0,355380.0,465255.0,486.0,483.0
BRO,88.8,1848360.0,2412445.0,300.0,280.0
AMCR,88.6,3735600.0,4014025.0,184.0,198.0
ABBV,88.4,4751600.0,5344830.0,143.0,152.0
RVTY,88.2,1090440.0,1506850.0,391.0,369.0
ADP,88.0,2271560.0,2450605.0,265.0,278.0
SCHW,87.8,6196160.0,6876975.0,105.0,112.0
DHR,87.6,2937980.0,4716345.0,217.0,173.0
GRMN,87.4,812520.0,1045115.0,424.0,418.0
HUM,87.2,830860.0,1399220.0,418.0,378.0
COO,87.0,1494760.0,1871265.0,333.0,327.0
BX,86.8,3662780.0,5130175.0,188.0,157.0
BAC,86.6,25866860.0,27331520.0,16.0,19.0
CRWD,86.4,7322800.0,7412805.0,91.0,100.0
WAT,86.2,703300.0,900985.0,441.0,443.0
ANET,86.0,6583220.0,7993535.0,100.0,91.0
STT,85.8,1350900.0,1573695.0,348.0,363.0
IT,85.6,1623460.0,1633905.0,321.0,357.0
HSIC,85.39999999999999,1119160.0,1362505.0,383.0,381.0
LLY,85.2,2611200.0,2793255.0,238.0,259.0
ALL,85.0,1388120.0,1698000.0,345.0,349.0
MDT,84.8,6995440.0,6958370.0,96.0,109.0
CAG,84.6,10561120.0,11989010.0,55.0,55.0
ERIE,84.39999999999999,218160.0,267235.0,496.0,496.0
IVZ,84.2,3911420.0,4961420.0,178.0,167.0
URI,84.0,416260.0,485800.0,481.0,482.0
MSI,83.8,1010960.0,966460.0,401.0,433.0
XYZ,83.6,3931540.0,4916440.0,177.0,168.0
SJM,83.39999999999999,1014120.0,1200425.0,400.0,403.0
GIS,83.2,7745380.0,8819695.0,83.0,80.0
HPQ,83.0,12478500.0,14489865.0,46.0,43.0
MMM,82.8,2891020.0,3214635.0,220.0,231.0
CBRE,82.6,1235100.0,1705135.0,366.0,348.0
TRV,82.39999999999999,1721140.0,1955785.0,316.0,319.0
MKC,82.19999999999999,2453020.0,2901925.0,252.0,251.0
APH,82.0,5710780.0,6802405.0,119.0,114.0
PH,81.8,576060.0,672535.0,465.0,467.0
ZBH,81.6,1846320.0,2558100.0,301.0,269.0
EXPD,81.39999999999999,714120.0,1076830.0,438.0,412.0
GE,81.2,4213540.0,3486600.0,162.0,219.0
COF,81.0,3008200.0,3472680.0,213.0,220.0
RJF,80.80000000000001,887600.0,1029705.0,409.0,422.0
KKR,80.60000000000001,5782740.0,5239580.0,115.0,154.0
CTAS,80.4,1723160.0,2130975.0,315.0,306.0
PRU,80.2,1244620.0,1897675.0,364.0,324.0
RCL,80.0,1484320.0,2126235.0,334.0,308.0
PKG,79.80000000000001,406580.0,653730.0,483.0,468.0
EFX,79.60000000000001,1100100.0,1350735.0,387.0,386.0
FAST,79.4,6414660.0,7921440.0,103.0,93.0
CAH,79.2,1900380.0,2021175.0,294.0,312.0
CPAY,79.0,422400.0,576790.0,480.0,478.0
BR,78.8,1348540.0,1328140.0,349.0,391.0
OMC,78.60000000000001,1936840.0,3010860.0,288.0,242.0
JNJ,78.4,6186000.0,7079185.0,106.0,108.0
JPM,78.2,5532080.0,6391425.0,126.0,122.0
PCAR,78.0,2641400.0,3734135.0,233.0,208.0
JKHY,77.8,1169700.0,938810.0,378.0,439.0
NEM,77.60000000000001,7007960.0,7299405.0,95.0,105.0
GEHC,77.4,2482340.0,4715865.0,250.0,174.0
LDOS,77.2,1310540.0,1610125.0,356.0,359.0
UAL,77.0,2788320.0,3349690.0,228.0,225.0
