Stock,RS,Volume SMA 5,Volume SMA 20,Volume SMA 5 Rank,Volume SMA 20 Rank
0001.HK,,7958555.8,6477438.05,51.0,64.0
0002.HK,,3060487.2,3330134.5,76.0,77.0
0003.HK,,66994942.4,36125530.75,13.0,23.0
0005.HK,,7593715.6,13055784.65,52.0,38.0
0006.HK,,2860554.6,2520838.45,77.0,79.0
0012.HK,,6620765.0,7141830.35,57.0,58.0
0016.HK,,4125483.2,4403969.75,70.0,72.0
0017.HK,,3350971.6,3980860.35,74.0,74.0
0027.HK,,10774893.0,12805880.35,43.0,40.0
0066.HK,,7998821.0,5884582.7,50.0,67.0
0101.HK,,5747262.2,8806623.15,63.0,54.0
0175.HK,,53663354.8,48772851.4,16.0,17.0
0241.HK,,89169555.2,88170574.05,10.0,9.0
0267.HK,,11750547.0,11778253.85,40.0,41.0
0285.HK,,5903270.2,8511858.85,61.0,55.0
0288.HK,,26159375.2,41279964.15,27.0,20.0
0291.HK,,11980267.4,10328999.85,39.0,50.0
0316.HK,,1563935.6,1063065.95,81.0,81.0
0322.HK,,31029336.4,22868209.4,23.0,27.0
0386.HK,,58849054.6,91128999.95,14.0,7.0
0388.HK,,3412741.2,3483166.75,73.0,76.0
0669.HK,,6007704.8,6240812.35,59.0,66.0
0688.HK,,26348589.4,18126149.85,26.0,31.0
0700.HK,,22611686.2,26204537.95,28.0,26.0
0762.HK,,103832393.4,46780693.8,9.0,18.0
0823.HK,,5423959.8,7136062.35,64.0,59.0
0836.HK,,10519655.6,13430625.3,44.0,36.0
0857.HK,,74002221.0,85634999.1,12.0,11.0
0868.HK,,5198592.8,9474123.25,65.0,52.0
0881.HK,,4138345.2,7079447.35,69.0,60.0
0883.HK,,48000882.2,65603824.05,17.0,13.0
0939.HK,,179570523.6,236797895.75,1.0,1.0
0941.HK,,15665908.0,14130606.0,35.0,35.0
0960.HK,,10796230.2,11440401.6,42.0,42.0
0968.HK,,34307248.8,63603271.35,22.0,14.0
0981.HK,,123310321.4,102216829.6,6.0,6.0
0992.HK,,155724005.4,125006761.25,3.0,5.0
1038.HK,,1707856.6,1463612.4,80.0,80.0
1044.HK,,5991781.6,4596128.15,60.0,69.0
1088.HK,,6457220.8,8324442.4,58.0,56.0
1093.HK,,133259831.4,90412829.35,5.0,8.0
1099.HK,,4260033.2,3884424.45,68.0,75.0
1109.HK,,11428264.4,12975259.25,41.0,39.0
1113.HK,,6654424.0,4297418.55,56.0,73.0
1177.HK,,113373765.6,76659777.35,8.0,12.0
1209.HK,,4009940.8,4552742.45,71.0,70.0
1211.HK,,12272990.6,16092109.1,38.0,32.0
1299.HK,,30049012.0,29802786.45,24.0,24.0
1378.HK,,26544841.2,37477942.0,25.0,21.0
1398.HK,,119772053.4,168548699.25,7.0,3.0
1810.HK,,177781403.4,202871139.9,2.0,2.0
1876.HK,,10297489.8,19907141.95,45.0,30.0
1928.HK,,10097948.8,14176361.4,46.0,34.0
1929.HK,,16816342.8,15210035.15,32.0,33.0
1997.HK,,3243764.4,6864496.5,75.0,61.0
2015.HK,,6945195.0,9644211.65,53.0,51.0
2020.HK,,4896800.6,6560704.25,66.0,63.0
2269.HK,,41470077.8,37328664.25,20.0,22.0
2313.HK,,4583390.0,5601090.65,67.0,68.0
2318.HK,,38212874.6,29181993.0,21.0,25.0
2319.HK,,19362663.8,20966167.95,30.0,28.0
2331.HK,,20467287.0,20109072.2,29.0,29.0
2359.HK,,6787079.0,7486773.9,54.0,57.0
2382.HK,,9741429.2,11288935.45,47.0,44.0
2388.HK,,6663248.0,11381758.85,55.0,43.0
2628.HK,,55573614.4,50532317.35,15.0,16.0
2688.HK,,2739384.2,4448374.95,78.0,71.0
2899.HK,,47816429.4,57003379.7,18.0,15.0
3690.HK,,44106134.2,42818545.15,19.0,19.0
3692.HK,,9531123.0,10493974.75,48.0,47.0
3968.HK,,9013868.4,10470579.35,49.0,48.0
3988.HK,,136994443.6,152390326.05,4.0,4.0
6618.HK,,15749462.8,9064975.0,34.0,53.0
6690.HK,,12951136.8,13113422.8,37.0,37.0
6862.HK,,13902450.4,10940248.75,36.0,45.0
9618.HK,,17017977.2,10786270.5,31.0,46.0
9633.HK,,3501808.4,6843572.75,72.0,62.0
9888.HK,,15769805.0,10447073.5,33.0,49.0
9961.HK,,1986283.0,2626685.7,79.0,78.0
9988.HK,,77731624.8,86511893.2,11.0,10.0
9999.HK,,5800761.8,6250228.15,62.0,65.0
