Stock,RS,Volume SMA 5,Volume SMA 20,Volume SMA 5 Rank,Volume SMA 20 Rank
SNDK,100.0,22097060.0,15895455.0,30.0,40.0
MU,99.8,56248860.0,46898815.0,5.0,7.0
WDC,99.6,7816400.0,7321820.0,104.0,111.0
LITE,99.4,5005260.0,4353605.0,170.0,182.0
STX,99.2,7085720.0,5475320.0,118.0,147.0
INTC,99.0,151987620.0,117461660.0,1.0,2.0
CIEN,98.8,2454780.0,2008640.0,296.0,322.0
TER,98.6,5883360.0,4019545.0,152.0,198.0
DELL,98.4,6299220.0,6807705.0,140.0,116.0
LRCX,98.2,15530860.0,12069885.0,50.0,60.0
AMD,98.0,32877460.0,27968340.0,16.0,19.0
AMAT,97.8,9295520.0,8839925.0,89.0,87.0
FIX,97.6,701340.0,548540.0,473.0,478.0
CNC,97.39999999999999,7525740.0,4877785.0,110.0,162.0
COHR,97.2,6001060.0,4697415.0,150.0,167.0
HPE,97.0,15721480.0,17217355.0,47.0,37.0
GLW,96.8,22748100.0,14040240.0,28.0,47.0
VLO,96.6,2355860.0,2682800.0,303.0,264.0
STLD,96.39999999999999,1204200.0,1199325.0,414.0,404.0
KLAC,96.2,16119280.0,13072565.0,45.0,52.0
WBD,96.0,25455400.0,22742415.0,24.0,22.0
VTRS,95.8,8512220.0,8985625.0,96.0,84.0
CAT,95.6,3682460.0,3039275.0,225.0,241.0
KEYS,95.39999999999999,1262220.0,1312050.0,408.0,391.0
APA,95.19999999999999,5230720.0,5139060.0,163.0,154.0
JBHT,95.0,1093880.0,1104265.0,432.0,421.0
NUE,94.8,1759140.0,1339575.0,364.0,389.0
MPWR,94.6,1112600.0,922415.0,428.0,441.0
ROST,94.39999999999999,2492440.0,2340875.0,291.0,285.0
MPC,94.19999999999999,1954300.0,2032120.0,344.0,319.0
DDOG,94.0,4184420.0,4062795.0,205.0,196.0
MRNA,93.8,4761100.0,6488025.0,177.0,124.0
CVS,93.60000000000001,7073060.0,7512015.0,119.0,106.0
CMI,93.4,1074440.0,891535.0,433.0,445.0
GOOGL,93.2,29468360.0,28983585.0,21.0,18.0
GOOG,93.0,20305020.0,19403565.0,34.0,27.0
GM,92.80000000000001,8613680.0,7461160.0,95.0,108.0
PANW,92.60000000000001,6012240.0,6715385.0,148.0,117.0
CSCO,92.4,22281980.0,20989430.0,29.0,25.0
CASY,92.2,303480.0,372815.0,493.0,489.0
ALB,92.0,2161780.0,2050630.0,321.0,317.0
PSX,91.8,1989040.0,2479145.0,342.0,274.0
NTAP,91.60000000000001,2298980.0,2652310.0,308.0,265.0
DVA,91.4,579760.0,674810.0,480.0,468.0
FDX,91.2,1537900.0,1581175.0,381.0,363.0
BIIB,91.0,1296760.0,1474720.0,406.0,374.0
DAL,90.8,6288820.0,6982085.0,141.0,114.0
UNH,90.60000000000001,4638180.0,5652135.0,182.0,141.0
STT,90.4,1895560.0,2524230.0,350.0,272.0
EXPE,90.2,1636680.0,1478900.0,375.0,373.0
PWR,90.0,1647820.0,1124835.0,372.0,417.0
VRT,89.8,10465400.0,5877160.0,77.0,135.0
CRWD,89.60000000000001,7385480.0,8565295.0,113.0,91.0
MNST,89.4,5573660.0,5704900.0,157.0,140.0
INCY,89.2,3078880.0,1945440.0,253.0,327.0
ADI,89.0,5232040.0,4067410.0,162.0,195.0
TRGP,88.8,1251440.0,1138900.0,409.0,414.0
AAPL,88.6,55679720.0,50737260.0,6.0,5.0
HUM,88.4,2166800.0,1514225.0,320.0,369.0
MRK,88.2,7739000.0,8579820.0,106.0,90.0
GEV,88.0,3359760.0,3025845.0,240.0,243.0
HST,87.8,9420220.0,8907515.0,88.0,86.0
AIZ,87.6,381720.0,337130.0,491.0,491.0
JNJ,87.4,8162560.0,8168090.0,100.0,95.0
APH,87.2,8846880.0,6893720.0,93.0,115.0
WAB,87.0,1167520.0,1023260.0,423.0,429.0
LLY,86.8,2230020.0,2372700.0,315.0,283.0
EIX,86.6,2248960.0,2307610.0,310.0,289.0
NEM,86.4,7088740.0,7371285.0,117.0,110.0
DD,86.2,1274440.0,1229645.0,407.0,400.0
ADM,86.0,3804820.0,3294835.0,222.0,230.0
CHRW,85.8,4197560.0,2219325.0,203.0,303.0
FTNT,85.6,7405820.0,5379110.0,112.0,148.0
FCX,85.39999999999999,14530340.0,15375700.0,54.0,42.0
LUV,85.2,5601840.0,5591885.0,156.0,143.0
