Stock,RS,Volume SMA 5,Volume SMA 20,Volume SMA 5 Rank,Volume SMA 20 Rank
LITE,100.0,6719260.0,7494460.0,127.0,121.0
SNDK,99.80119284294234,19527400.0,19086090.0,36.0,40.0
CIEN,99.60238568588468,3068440.0,3336350.0,252.0,241.0
APA,99.40357852882704,12396220.0,10843485.0,61.0,84.0
LYB,99.20477137176938,9538060.0,10286905.0,85.0,88.0
GLW,99.00596421471172,11488200.0,13000045.0,64.0,66.0
CF,98.80715705765407,5460900.0,7331735.0,157.0,126.0
DOW,98.60834990059642,16798520.0,16428755.0,45.0,50.0
TPL,98.40954274353876,502440.0,493085.0,482.0,486.0
OXY,98.2107355864811,25766940.0,23085145.0,24.0,29.0
VRT,98.01192842942345,5627240.0,11628405.0,154.0,70.0
MPC,97.8131212723658,2647000.0,3052510.0,274.0,259.0
DELL,97.61431411530815,8876840.0,9275130.0,94.0,97.0
MRNA,97.4155069582505,6538800.0,7336485.0,129.0,125.0
DVN,97.21669980119285,16327240.0,19563590.0,48.0,38.0
CTRA,97.01789264413519,8683500.0,12697085.0,97.0,68.0
TRGP,96.81908548707754,1699720.0,1611970.0,349.0,372.0
BG,96.62027833001989,1930960.0,2210695.0,327.0,311.0
VLO,96.42147117296223,4025520.0,4831505.0,199.0,183.0
FIX,96.22266401590457,403160.0,430605.0,488.0,491.0
KEYS,96.02385685884693,1116980.0,1477510.0,411.0,387.0
EOG,95.82504970178927,4791560.0,5575975.0,171.0,161.0
TER,95.62624254473161,2870660.0,3312510.0,261.0,242.0
WDC,95.42743538767395,9112840.0,9102585.0,90.0,99.0
COP,95.2286282306163,10395960.0,11498025.0,71.0,72.0
FANG,95.02982107355865,4138800.0,4041485.0,193.0,212.0
GNRC,94.83101391650099,786260.0,1069880.0,447.0,429.0
COHR,94.63220675944333,6385840.0,9486680.0,133.0,93.0
AKAM,94.43339960238568,3938100.0,4721660.0,200.0,185.0
XOM,94.23459244532803,31092760.0,25844315.0,19.0,25.0
GEV,94.03578528827038,2641300.0,2651800.0,275.0,280.0
STX,93.83697813121272,3233460.0,3516390.0,244.0,235.0
PSX,93.63817097415506,3915840.0,4059620.0,201.0,211.0
PWR,93.43936381709742,1251900.0,1220080.0,400.0,416.0
Q,93.24055666003976,1390140.0,1977010.0,385.0,329.0
CVX,93.04174950298211,15260120.0,15702925.0,50.0,56.0
EQIX,92.84294234592446,540780.0,628750.0,478.0,473.0
DVA,92.6441351888668,834160.0,934380.0,445.0,447.0
INTC,92.44532803180915,99325160.0,90502985.0,2.0,2.0
OKE,92.2465208747515,5875580.0,5563365.0,151.0,162.0
HAL,92.04771371769384,16183040.0,18915510.0,49.0,41.0
CTVA,91.84890656063618,4858740.0,4417585.0,169.0,195.0
ETR,91.65009940357854,4263260.0,2978370.0,186.0,262.0
KMI,91.45129224652088,14407820.0,14343400.0,55.0,58.0
VZ,91.25248508946322,26344520.0,27115760.0,23.0,23.0
BKR,91.05367793240556,8739380.0,11203965.0,96.0,74.0
ADM,90.85487077534792,4302600.0,4808125.0,184.0,184.0
IRM,90.65606361829026,1460020.0,1438055.0,376.0,391.0
EIX,90.4572564612326,3528360.0,3586850.0,224.0,230.0
WMB,90.25844930417495,7178440.0,6489435.0,118.0,140.0
