Stock,RS,Volume SMA 5,Volume SMA 20,Volume SMA 5 Rank,Volume SMA 20 Rank
0017.HK,100.0,13342581.6,15614620.1,44.0,42.0
0016.HK,98.78048780487805,10451072.4,8361879.2,55.0,61.0
2899.HK,97.5609756097561,46688270.0,84275919.25,16.0,11.0
0669.HK,96.34146341463415,9097444.6,8488942.1,59.0,60.0
0005.HK,95.1219512195122,24302519.0,15934905.35,27.0,40.0
6862.HK,93.90243902439023,19089936.8,25682683.45,32.0,28.0
2269.HK,92.6829268292683,28895429.6,31143292.8,22.0,24.0
2331.HK,91.46341463414635,23506061.6,21262640.2,28.0,33.0
1113.HK,90.2439024390244,7163921.8,5481459.05,65.0,69.0
1038.HK,89.02439024390245,2543330.2,2638709.85,79.0,81.0
1093.HK,87.8048780487805,87389869.8,129916764.7,9.0,6.0
0386.HK,86.58536585365853,114368343.8,169398879.05,5.0,4.0
0006.HK,85.36585365853658,3779322.8,3189638.45,75.0,79.0
0288.HK,84.14634146341463,27696251.8,29646698.2,24.0,26.0
0868.HK,82.92682926829268,17937143.0,17408540.25,35.0,37.0
2388.HK,81.70731707317073,12385875.2,11556644.5,49.0,51.0
0066.HK,80.48780487804879,6468802.0,7286823.25,67.0,64.0
0012.HK,79.26829268292683,12156779.2,8971523.25,51.0,58.0
2318.HK,78.04878048780488,41706933.6,40018341.95,19.0,19.0
0883.HK,76.82926829268293,70466023.0,92374661.0,12.0,9.0
0316.HK,75.60975609756098,1456333.2,1144807.8,81.0,82.0
1997.HK,74.39024390243902,4361714.4,3748964.05,74.0,77.0
0001.HK,73.17073170731707,9703398.2,10177968.65,57.0,56.0
1378.HK,71.95121951219512,27164525.6,37119732.3,25.0,21.0
2628.HK,70.73170731707317,52611618.2,59844384.3,14.0,15.0
0101.HK,69.51219512195121,9399880.6,13041858.3,58.0,47.0
2359.HK,68.29268292682927,3461920.6,5232903.65,77.0,70.0
1088.HK,67.07317073170732,9000927.8,12383093.05,62.0,50.0
9888.HK,65.85365853658537,13589424.2,13209305.05,43.0,45.0
