Stock,RS,Volume SMA 5,Volume SMA 20,Volume SMA 5 Rank,Volume SMA 20 Rank
0300.HK,100.0,4054917.2,6241303.6,439.0,352.0
0605.HK,99.9622783855149,1450200.0,1854093.4,731.0,680.0
0381.HK,99.9245567710298,1406829.0,1345338.75,741.0,782.0
8375.HK,99.88683515654469,5482640.0,7331962.65,378.0,319.0
1252.HK,99.8491135420596,79591361.8,103602150.45,23.0,20.0
1860.HK,99.8113919275745,59141111.2,79742009.45,36.0,28.0
8187.HK,99.7736703130894,46800.0,332436.2,1902.0,1283.0
0058.HK,99.7359486986043,2368056.0,1034977.3,590.0,883.0
0218.HK,99.6982270841192,2411100.0,3788612.75,585.0,474.0
0565.HK,99.6605054696341,3274000.0,6963230.0,495.0,332.0
1683.HK,99.622783855149,1419200.0,4170400.0,735.0,450.0
8148.HK,99.5850622406639,4127009.8,2261959.95,437.0,630.0
8158.HK,99.54734062617881,54030.0,30575.0,1852.0,2113.0
8491.HK,99.5096190116937,1626000.0,1798637.5,700.0,689.0
8168.HK,99.4718973972086,19538652.0,7001163.0,144.0,330.0
0632.HK,99.4341757827235,14053948.0,14962675.0,191.0,179.0
9636.HK,99.3964541682384,4013720.0,7385946.85,443.0,318.0
8115.HK,99.3587325537533,123238.0,113859.5,1590.0,1705.0
8305.HK,99.3210109392682,44134000.0,14521500.0,59.0,184.0
0434.HK,99.2832893247831,17761183.2,27794960.95,154.0,90.0
3896.HK,99.245567710298,128084671.2,184101139.1,17.0,9.0
0674.HK,99.2078460958129,476600.0,607200.0,1121.0,1089.0
1959.HK,99.1701244813278,81200.0,207100.0,1717.5,1476.0
1520.HK,99.13240286684271,1212624.4,778731.1,790.0,989.0
0993.HK,99.0946812523576,1252800.0,1532293.75,779.0,745.0
0439.HK,99.0569596378725,919660.0,582740.0,888.0,1110.0
3301.HK,99.0192380233874,8157400.0,9918275.0,295.0,260.0
8427.HK,98.98151640890231,155070.0,145527.5,1504.0,1616.0
8117.HK,98.9437947944172,160300.0,192085.0,1493.0,1502.0
0108.HK,98.9060731799321,943600.0,1267986.15,879.0,805.0
2171.HK,98.868351565447,23389463.2,13877965.8,117.0,193.0
2789.HK,98.8306299509619,54246400.0,20928123.0,46.0,131.0
0370.HK,98.7929083364768,816940.2,1086695.15,936.0,859.0
8030.HK,98.7551867219917,2000.0,10000.0,2351.5,2329.5
2203.HK,98.7174651075066,562000.0,1138500.0,1078.0,835.0
8137.HK,98.6797434930215,2967200.0,5397800.0,526.0,388.0
0509.HK,98.6420218785364,18606.2,29271.4,2121.0,2124.0
1150.HK,98.6043002640513,666400.0,358100.05,1023.0,1255.0
1281.HK,98.56657864956621,41400.0,81700.0,1929.0,1815.5
2262.HK,98.5288570350811,577200.0,259500.0,1068.0,1382.0
6829.HK,98.491135420596,181800.0,147850.0,1440.0,1610.0
8402.HK,98.4534138061109,416000.0,499750.0,1166.0,1151.0
6099.HK,98.41569219162581,30873426.2,31740044.8,99.0,80.0
8527.HK,98.3779705771407,824000.0,402250.0,932.0,1208.0
0337.HK,98.3402489626556,1677600.0,2047062.5,690.0,649.0
1521.HK,98.3025273481705,1220000.0,1638673.0,787.0,722.0
8146.HK,98.2648057336854,1186000.0,1128500.0,794.0,840.0
3700.HK,98.2270841192003,30203204.0,28869127.2,100.0,84.0
1141.HK,98.1893625047152,211205.0,503642.5,1386.0,1150.0
7841.HK,98.1516408902301,654900.0,169475.0,1028.0,1553.0
8269.HK,98.113919275745,17000.0,17245.85,2134.5,2241.0
1672.HK,98.0761976612599,3133616.8,1895754.2,509.0,669.0
8196.HK,98.0384760467748,5440.0,33080.0,2276.0,2093.0
2522.HK,98.00075443228971,56729.8,106252.45,1834.0,1727.0
8267.HK,97.9630328178046,1328500.0,2659900.0,762.0,581.0
1142.HK,97.9253112033195,77040.0,381003.25,1743.0,1228.0
8370.HK,97.8875895888344,83360.4,65120.1,1708.0,1899.0
1918.HK,97.84986797434931,367894506.0,372072850.6,2.0,2.0
1323.HK,97.8121463598642,248400.0,320315.0,1345.0,1299.0
1777.HK,97.77442474537911,600900.0,983925.0,1056.0,905.0
1636.HK,97.736703130894,2172000.0,23511180.0,618.0,108.0
1241.HK,97.6989815164089,666800.0,981200.0,1021.5,907.0
0147.HK,97.6612599019238,476000.0,843500.0,1123.0,962.0
8406.HK,97.6235382874387,1246000.0,2304000.0,783.0,625.0
0345.HK,97.58581667295361,2591638.2,6813360.95,564.0,335.0
2531.HK,97.5480950584685,260000.0,244900.0,1327.0,1413.0
0915.HK,97.5103734439834,1481600.0,557250.0,723.0,1125.0
1921.HK,97.4726518294983,2716800.0,1942300.0,556.0,663.0
2170.HK,97.43493021501321,94800.0,74650.0,1672.0,1852.0
2105.HK,97.3972086005281,8210853.2,11704279.3,291.0,225.0
8111.HK,97.359486986043,24000.0,77950.0,2066.0,1832.0
1992.HK,97.3217653715579,15144635.2,5254848.8,184.0,395.0
0770.HK,97.28404375707281,600.0,1700.0,2398.0,2467.0
0813.HK,97.2463221425877,17835461.2,22131390.65,152.0,116.0
2477.HK,97.20860052810261,9701400.0,3323350.0,251.0,517.0
0030.HK,97.1708789136175,881200.0,1688350.0,905.0,712.0
8268.HK,97.1331572991324,1517920.0,1058601.0,718.0,873.0
1201.HK,97.0954356846473,2040.0,54705.0,2342.0,1944.0
1359.HK,97.0577140701622,158027695.4,162738748.15,13.0,10.0
0312.HK,97.01999245567711,3338000.0,1000600.0,490.0,896.0
1682.HK,96.98227084119199,68000.0,40400.0,1781.5,2024.0
0227.HK,96.9445492267069,2032000.0,2837249.95,642.0,564.0
3738.HK,96.9068276122218,13715361.6,20945544.2,196.0,130.0
1380.HK,96.86910599773671,31285670.0,15608937.85,95.0,170.0
0643.HK,96.8313843832516,52000.0,21500.0,1867.0,2198.0
0186.HK,96.79366276876651,0.0,1500.0,2536.0,2474.0
1695.HK,96.7559411542814,1861000.0,2380750.0,667.0,613.0
9900.HK,96.71821953979631,234200.0,62150.0,1359.0,1910.5
8428.HK,96.6804979253112,134000.0,296500.0,1562.5,1328.0
1226.HK,96.64277631082611,79600.0,27300.0,1726.0,2146.0
3839.HK,96.60505469634101,66440.0,111770.0,1786.0,1713.0
0489.HK,96.5673330818559,71798891.4,99104274.85,27.0,22.0
2161.HK,96.5296114673708,4745764.6,5596417.45,408.0,377.0
1952.HK,96.4918898528857,4156981.4,6737216.3,436.0,340.0
8420.HK,96.45416823840061,191000.0,347750.0,1427.5,1264.5
2211.HK,96.4164466239155,5516480.0,9773755.0,375.0,263.0
0718.HK,96.3787250094304,885000.0,422000.0,903.0,1194.0
0279.HK,96.3410033949453,2526000.0,5950961.2,570.0,363.0
1981.HK,96.30328178046021,4166800.0,5013075.0,433.0,407.0
2555.HK,96.2655601659751,2272080.0,1853920.0,604.0,681.0
2777.HK,96.22783855149001,32973342.2,44774230.35,89.0,53.0
0959.HK,96.1901169370049,181025.0,683733.45,1442.0,1034.0
6100.HK,96.1523953225198,3598800.0,4161653.6,469.0,451.0
6181.HK,96.1146737080347,611946.6,367746.25,1049.0,1246.0
1638.HK,96.07695209354961,5068200.0,7959865.6,396.0,296.0
6696.HK,96.03923047906451,3909800.0,18962250.0,452.0,144.0
2121.HK,96.00150886457939,45396312.0,39247804.0,54.0,62.0
8356.HK,95.9637872500943,0.0,3225.0,2536.0,2431.0
0348.HK,95.9260656356092,1459480.0,701830.0,729.0,1030.0
1707.HK,95.88834402112411,11019200.0,6341200.0,226.0,347.0
8411.HK,95.850622406639,1072000.0,370000.0,835.0,1242.5
0090.HK,95.8129007921539,199600.0,263200.0,1411.0,1377.0
2422.HK,95.7751791776688,7202382.8,5506395.7,315.0,381.0
0736.HK,95.73745756318371,70563.2,84887.7,1769.0,1799.0
1647.HK,95.6997359486986,14875000.0,9973300.0,186.0,256.0
0760.HK,95.66201433421351,0.0,0.0,2536.0,2591.0
6837.HK,95.62429271972842,13488854.4,17337911.5,197.0,153.0
1468.HK,95.5865711052433,184199440.0,110843426.65,12.0,18.0
1616.HK,95.5488494907582,42538000.0,24706500.0,63.0,103.0
8225.HK,95.51112787627311,120000.0,31000.0,1596.0,2109.5
2286.HK,95.47340626178801,3000.0,24250.0,2329.5,2176.0
3883.HK,95.4356846473029,9179849.6,10008256.95,262.0,255.0
9992.HK,95.3979630328178,5135687.2,7485487.65,395.0,313.0
2727.HK,95.3602414183327,56180859.4,123939247.4,40.0,14.0
8232.HK,95.3225198038476,29250.0,33512.5,2024.0,2089.0
2324.HK,95.2847981893625,1322800.0,717180.0,763.0,1023.0
2066.HK,95.24707657487741,8700.0,38050.0,2234.0,2041.0
9869.HK,95.2093549603923,44282474.0,28155136.8,58.0,88.0
2025.HK,95.1716333459072,4330800.0,1456100.0,424.0,763.0
8349.HK,95.1339117314221,556000.0,368953.8,1081.0,1245.0
6808.HK,95.09619011693701,21161966.6,16978854.45,130.0,155.0
6683.HK,95.05846850245192,1373900.0,4899928.2,749.0,410.0
1813.HK,95.0207468879668,2882732.2,3130240.75,535.0,533.0
0526.HK,94.9830252734817,4091200.0,9410648.7,438.0,270.0
6066.HK,94.94530365899661,8983665.8,11982889.3,273.0,222.0
3383.HK,94.90758204451151,6459647.2,7312093.7,338.0,320.0
0695.HK,94.8698604300264,448200.0,1528950.0,1141.0,747.0
1725.HK,94.8321388155413,2955840.0,2854930.0,527.0,562.0
8337.HK,94.7944172010562,0.0,16075.0,2536.0,2252.0
2233.HK,94.7566955865711,39925406.8,46696554.65,69.0,50.0
2799.HK,94.718973972086,15534600.0,23694573.45,178.0,106.0
2473.HK,94.68125235760091,2968158.0,3649250.05,525.0,493.0
1532.HK,94.6435307431158,113400.0,61050.0,1623.0,1917.0
2616.HK,94.6058091286307,6495011.6,3290782.5,335.0,520.0
