Stock,RS,Volume SMA 5,Volume SMA 20,Volume SMA 5 Rank,Volume SMA 20 Rank
1378.HK,100.0,53840235.8,34021263.8,20.0,21.0
2899.HK,98.78048780487805,68383312.8,50511265.6,15.0,15.0
3692.HK,97.5609756097561,15147885.8,8701939.7,38.0,50.0
0981.HK,96.34146341463415,98648993.8,62526567.85,11.0,12.0
6618.HK,95.1219512195122,9541424.4,7868266.95,56.0,55.0
2628.HK,93.90243902439023,86779023.2,56055139.55,14.0,14.0
1177.HK,92.6829268292683,90265729.8,58913608.7,13.0,13.0
2269.HK,91.46341463414635,35956491.2,25406657.25,22.0,23.0
2359.HK,90.2439024390244,6832884.6,4580716.85,60.0,66.0
1093.HK,89.02439024390245,128233347.6,119145756.3,8.0,6.0
1929.HK,87.8048780487805,12633486.8,10796160.3,47.0,43.0
9988.HK,86.58536585365853,117434401.0,73252972.05,9.0,10.0
0241.HK,85.36585365853658,92633060.2,78321328.65,12.0,9.0
9888.HK,84.14634146341463,14776767.4,12781556.35,40.0,39.0
0005.HK,82.92682926829268,13324077.0,12998844.7,46.0,38.0
0011.HK,81.70731707317073,2286569.8,1386525.05,80.0,81.0
1209.HK,80.48780487804879,3565615.6,2825143.65,77.0,77.0
9999.HK,79.26829268292683,5713909.2,4820891.7,65.0,64.0
2388.HK,78.04878048780488,10440797.6,8991241.3,52.0,47.0
2318.HK,76.82926829268293,66266587.8,41932293.1,16.0,18.0
1299.HK,75.60975609756098,26180235.8,18943065.8,25.0,26.0
0101.HK,74.39024390243902,11364696.6,7837239.9,50.0,56.0
0017.HK,73.17073170731707,6292807.6,4948276.7,63.0,63.0
0700.HK,71.95121951219512,20410057.2,14939071.85,31.0,34.0
0388.HK,70.73170731707317,5504385.8,3873538.05,66.0,68.0
0288.HK,69.51219512195121,24858611.2,30127049.1,27.0,22.0
0016.HK,68.29268292682927,5065037.8,3517057.55,69.0,71.0
0001.HK,67.07317073170732,7457875.0,5729260.7,59.0,59.0
9633.HK,65.85365853658537,5174399.2,5112478.9,68.0,61.0
1113.HK,64.63414634146342,4310305.8,3283285.7,71.0,75.0
0857.HK,63.41463414634146,194500805.8,117764338.85,5.0,7.0
