Stock,RS,Volume SMA 5,Volume SMA 20,Volume SMA 5 Rank,Volume SMA 20 Rank
PLTR,100.0,137941560.0,92679145.0,2.0,3.0
VST,99.800796812749,6431900.0,5409020.0,139.0,116.0
NVDA,99.60159362549801,257946500.0,216650565.0,1.0,1.0
AXON,99.40239043824701,2640260.0,1286920.0,295.0,380.0
GEV,99.20318725099602,4520880.0,3338255.0,194.0,200.0
UAL,99.00398406374502,6463360.0,5146450.0,137.0,120.0
TPL,98.80478087649402,262060.0,481730.0,497.0,478.0
HWM,98.60557768924303,3170560.0,2595230.0,264.0,247.0
TRGP,98.40637450199203,3310960.0,2070000.0,255.0,287.0
AVGO,98.20717131474103,81706500.0,43779240.0,5.0,9.0
RCL,98.00796812749005,2976100.0,2083495.0,275.0,286.0
CEG,97.80876494023904,3253360.0,2632650.0,256.0,236.0
ANET,97.60956175298804,8308840.0,7225850.0,107.0,91.0
GDDY,97.41035856573706,1379880.0,1480665.0,403.0,355.0
NFLX,97.21115537848605,3081040.0,2993020.0,270.0,217.0
NRG,97.01195219123507,3157940.0,2476490.0,265.0,257.0
FICO,96.81274900398407,219220.0,176155.0,499.0,498.0
DECK,96.61354581673307,2164500.0,1920325.0,332.0,300.0
WMT,96.41434262948208,26180820.0,19729960.0,25.0,26.0
KKR,96.21513944223108,4685320.0,3931295.0,191.0,169.0
TPR,96.01593625498009,6747920.0,6259055.0,131.0,107.0
SYF,95.81673306772909,5547820.0,3862480.0,160.0,172.0
GE,95.61752988047809,7175900.0,5677935.0,124.0,112.0
TSLA,95.4183266932271,128917700.0,90593340.0,3.0,4.0
FOX,95.2191235059761,1514960.0,1270875.0,393.0,385.0
FTNT,95.0199203187251,6297760.0,4644870.0,144.0,142.0
FOXA,94.82071713147411,7023400.0,4395355.0,125.0,150.0
META,94.62151394422311,20946940.0,13422960.0,35.0,40.0
GRMN,94.42231075697211,1150500.0,912020.0,421.0,416.0
AXP,94.22310756972112,3747480.0,2617690.0,228.0,242.0
ORCL,94.02390438247012,9898560.0,10543665.0,88.0,55.0
BSX,93.82470119521913,7453380.0,5101915.0,118.0,121.0
ISRG,93.62549800796812,2099400.0,1411325.0,339.0,366.0
DFS,93.42629482071713,2039020.0,1397355.0,345.0,367.0
DELL,93.22709163346613,8139920.0,10332965.0,111.0,57.0
GLW,93.02788844621513,5802000.0,4479470.0,156.0,147.0
RL,92.82868525896414,843540.0,704575.0,456.0,452.0
TT,92.62948207171314,1629600.0,1290240.0,383.0,379.0
NOW,92.43027888446214,1597720.0,1307285.0,385.0,378.0
FI,92.23107569721115,4045460.0,3487525.0,214.0,194.0
WAB,92.03187250996015,1873740.0,1372150.0,362.0,370.0
IRM,91.83266932270917,2914220.0,1828990.0,278.0,314.0
WMB,91.63346613545816,9823380.0,8252380.0,89.0,78.0
PGR,91.43426294820716,3232140.0,3023990.0,258.0,213.0
PWR,91.23505976095618,1338340.0,1036255.0,409.0,410.0
KMI,91.03585657370517,17484220.0,13522760.0,40.0,39.0
BK,90.83665338645417,6219720.0,4185865.0,147.0,158.0
MSI,90.63745019920319,1477020.0,1163765.0,398.0,398.0
K,90.43824701195219,3212720.0,2107345.0,262.0,282.0
EBAY,90.2390438247012,6758640.0,4669345.0,130.0,141.0
DAL,90.0398406374502,8626980.0,7038520.0,101.0,95.0
ETR,89.8406374501992,4310760.0,3578285.0,201.0,183.0
