Stock,RS,Volume SMA 5,Volume SMA 20,Volume SMA 5 Rank,Volume SMA 20 Rank
2442.HK,100.0,895200.0,804799.95,1037.5,1086.0
8146.HK,99.96175908221797,3363863.0,6112560.25,605.0,409.0
9929.HK,99.92351816443595,8868000.0,13395075.0,317.0,212.0
1757.HK,99.88527724665393,1058670.0,2898920.0,982.0,640.0
1546.HK,99.8470363288719,4119200.0,4903300.0,537.0,476.0
8247.HK,99.80879541108987,2075060.0,910765.0,758.0,1042.0
8186.HK,99.77055449330784,1095122.4,938307.3,974.0,1026.0
2623.HK,99.73231357552581,1653003.6,779162.35,832.0,1099.0
1380.HK,99.69407265774379,6548835.0,8146644.0,385.0,331.0
1255.HK,99.65583173996177,85600.0,175500.0,1805.5,1648.5
2339.HK,99.61759082217974,1947208.0,4035343.55,775.0,539.0
8460.HK,99.5793499043977,3091000.0,8929261.6,630.0,311.0
3938.HK,99.54110898661568,475200.0,1933080.0,1248.0,781.0
1570.HK,99.50286806883365,164600.0,169955.15,1598.0,1655.0
1201.HK,99.46462715105162,1655700.0,839086.25,831.0,1069.0
8321.HK,99.4263862332696,60000.0,281200.0,1906.5,1482.5
0607.HK,99.38814531548758,18219079.8,5947379.95,179.0,419.0
1826.HK,99.34990439770554,1540000.0,3543500.0,848.0,572.0
1020.HK,99.31166347992352,16470400.0,47458360.0,201.0,53.0
1653.HK,99.27342256214149,194400.0,281200.0,1551.0,1482.5
2436.HK,99.23518164435946,24480.0,165930.0,2082.0,1664.0
9963.HK,99.19694072657744,126400.0,595247.5,1684.5,1206.0
2668.HK,99.15869980879542,76576000.0,31032005.0,31.0,84.0
8031.HK,99.12045889101339,4993200.0,1393900.0,477.0,879.0
8148.HK,99.08221797323135,223980.0,133275.0,1502.0,1748.0
0205.HK,99.04397705544933,2536360.0,2102537.5,706.0,755.0
4335.HK,99.0057361376673,0.0,0.0,2495.0,2532.0
8489.HK,98.96749521988528,852000.0,725500.0,1058.0,1118.0
8125.HK,98.92925430210326,255006.8,246207.7,1457.0,1529.0
8603.HK,98.89101338432123,71400.0,116700.0,1859.5,1803.0
0704.HK,98.8527724665392,1044524.0,2815230.8,987.0,652.0
8257.HK,98.81453154875717,2144000.0,1721000.0,750.0,815.0
8311.HK,98.77629063097514,118000.0,658000.0,1705.0,1157.0
8168.HK,98.73804971319312,14882296.8,13556727.0,214.0,207.0
0876.HK,98.69980879541109,32692000.0,23414200.0,84.0,110.0
0199.HK,98.66156787762907,8676566.2,4415908.65,325.0,507.0
1831.HK,98.62332695984703,36781277.6,10912453.2,72.0,254.0
0550.HK,98.585086042065,28440400.0,7165800.0,105.0,363.0
8418.HK,98.54684512428298,217600.0,355500.0,1511.0,1392.0
1959.HK,98.50860420650096,489590.0,804997.5,1240.0,1084.0
1630.HK,98.47036328871893,28441200.0,9799200.0,104.0,279.0
1481.HK,98.43212237093691,794000.0,1550500.0,1074.0,848.0
1028.HK,98.39388145315488,2453200.0,2432350.0,717.0,712.0
1500.HK,98.35564053537284,406000.0,323250.0,1302.0,1425.0
0339.HK,98.31739961759082,2416000.0,3847625.0,722.0,554.0
1156.HK,98.2791586998088,660800.0,910947.35,1142.0,1041.0
0022.HK,98.24091778202677,3776000.0,8626380.35,567.0,318.0
1580.HK,98.20267686424474,26715751.4,6962386.85,111.0,373.0
8331.HK,98.16443594646272,301600.0,77400.0,1403.0,1927.5
0115.HK,98.12619502868068,4000.0,5246.35,2295.5,2361.0
1429.HK,98.08795411089865,0.0,2189200.0,2495.0,743.0
1300.HK,98.04971319311665,4642000.0,6546400.0,494.0,392.0
0451.HK,98.01147227533461,14213797.8,26869896.25,223.0,90.0
1045.HK,97.97323135755258,20097777.2,25408171.05,162.0,98.0
2521.HK,97.93499043977056,20139000.0,10998325.0,160.0,249.0
2211.HK,97.89674952198853,5767942.4,1484482.6,433.0,863.0
8455.HK,97.85850860420649,650000.0,1028500.0,1148.0,992.0
3928.HK,97.82026768642447,379240.0,294910.0,1324.0,1469.0
1239.HK,97.78202676864245,909700.0,557262.5,1029.0,1226.0
6933.HK,97.74378585086042,178400.0,540000.0,1583.0,1242.0
1633.HK,97.70554493307839,4603800.0,1836850.0,496.0,798.0
0851.HK,97.66730401529637,1227856.8,872034.2,928.0,1053.0
0661.HK,97.62906309751435,161956400.0,155176161.4,12.0,13.0
0695.HK,97.59082217973231,3127240.0,1921552.0,624.0,783.0
1793.HK,97.5525812619503,1929600.0,988400.0,780.0,1007.0
1751.HK,97.51434034416826,3483600.0,3270650.0,588.0,606.0
2187.HK,97.47609942638623,2078800.0,1582300.0,756.0,844.0
1875.HK,97.43785850860421,6921078.8,5603964.75,377.0,440.0
1557.HK,97.39961759082219,126400.0,48000.0,1684.5,2047.5
3300.HK,97.36137667304016,3425200.0,5209358.8,594.0,458.0
0472.HK,97.32313575525812,1440000.0,1307000.0,875.0,900.0
1750.HK,97.2848948374761,1642000.0,4060000.0,833.0,537.0
1262.HK,97.24665391969407,212020.0,132481.7,1520.0,1751.0
2427.HK,97.20841300191204,2015000.0,752250.0,767.0,1105.0
0616.HK,97.17017208413003,4596410.0,9111718.05,497.0,305.0
2198.HK,97.131931166348,13002840.0,5872670.0,231.0,422.0
2205.HK,97.09369024856596,117200.0,140450.0,1707.0,1731.0
2227.HK,97.05544933078394,776000.0,1302600.0,1084.0,901.0
6616.HK,97.01720841300191,4814469.0,8117070.15,485.0,334.0
0108.HK,96.97896749521988,4290160.8,2445213.95,527.0,709.0
0723.HK,96.94072657743786,1022394.2,2973084.25,994.0,638.0
1917.HK,96.90248565965584,256000.0,478500.0,1456.0,1289.0
8100.HK,96.8642447418738,8208.8,44211.7,2220.0,2068.0
0622.HK,96.82600382409177,4186231.8,1249069.1,532.0,918.0
2350.HK,96.78776290630975,6205000.0,5027000.0,403.0,470.0
3366.HK,96.74952198852772,1093600.0,533800.0,975.5,1247.0
2225.HK,96.7112810707457,14996927.8,11489318.0,211.0,243.0
0048.HK,96.67304015296368,3290200.0,2069078.0,610.0,760.0
3789.HK,96.63479923518165,425600.0,814000.0,1289.0,1082.0
8403.HK,96.59655831739961,618800.0,543100.0,1163.0,1236.0
0254.HK,96.5583173996176,156520.0,141727.85,1614.0,1727.0
0326.HK,96.52007648183556,10592133.8,13221781.1,277.0,215.0
2422.HK,96.48183556405354,4788400.0,2608640.0,486.0,683.0
2535.HK,96.4435946462715,3520000.0,6081500.0,587.0,411.0
1452.HK,96.40535372848949,1313400.0,429100.0,904.0,1330.0
9900.HK,96.36711281070745,4536111.0,3322937.35,509.0,602.0
0841.HK,96.32887189292543,208800.0,1981600.0,1528.0,774.0
0653.HK,96.2906309751434,4273404.0,6354613.6,529.0,397.0
3393.HK,96.25239005736138,6066529.8,3299802.65,413.0,603.0
