Stock,RS,Volume SMA 5,Volume SMA 20,Volume SMA 5 Rank,Volume SMA 20 Rank
MGRT,100.0,33440.0,88160.0,5059.0,4482.0
EDSA,99.98541423570595,3406520.0,1022220.0,734.0,2003.0
AKAN,99.97082847141189,9206880.2,6345550.15,271.0,433.0
MOBBW,99.95624270711785,0.0,0.0,6717.0,6737.0
AXTI,99.94165694282381,12325260.2,13940750.05,190.0,187.0
HURA,99.92707117852976,712720.0,1424570.0,2327.0,1586.5
LWLG,99.9124854142357,8436740.0,9673625.0,295.0,274.0
RYDE,99.89789964994166,614840.0,1592575.0,2481.0,1462.0
BBGI,99.88331388564761,70993.2,3884233.3,4517.0,682.0
AAOI,99.86872812135356,9567522.4,11536400.6,262.0,231.0
MXL,99.8541423570595,10325360.0,6101995.0,236.0,446.0
ATOM,99.83955659276546,3763942.0,3018230.5,668.0,862.0
ANTX,99.82497082847142,259192.0,323818.0,3371.0,3287.0
GVH,99.81038506417737,159720.0,188325.0,3834.0,3829.0
AEHR,99.79579929988331,3172355.0,4581303.75,780.0,595.0
AIXI,99.78121353558926,40414365.8,138904001.45,32.0,3.0
WATT,99.76662777129522,577900.0,527270.0,2537.0,2753.0
RXT,99.75204200700117,3477420.0,6350465.0,718.0,432.0
XWEL,99.73745624270713,43260.0,189635.0,4891.0,3820.0
VFSWW,99.72287047841307,13320.0,33715.0,5597.5,5175.0
STAK,99.70828471411902,5232820.0,1544800.0,486.0,1494.0
FSLY,99.69369894982498,7213700.0,12382335.0,333.0,211.0
BAND,99.67911318553092,1917527.2,834221.8,1227.0,2262.0
CUE,99.66452742123687,4500100.0,1990553.5,558.0,1257.0
SNSE,99.64994165694281,39360.0,34390.0,4952.0,5161.0
WLDSW,99.63535589264878,0.0,0.0,6717.0,6737.0
MKDW,99.62077012835474,9600.0,21060.0,5751.5,5453.0
AIFF,99.60618436406068,558791.2,1070217.8,2579.0,1933.0
TLYS,99.59159859976663,198140.0,444225.0,3642.0,2934.0
SVCO,99.57701283547257,374600.0,329440.0,2995.0,3261.0
SAFX,99.56242707117853,30108180.0,24941940.0,54.0,84.0
SIF,99.54784130688448,60540.0,66270.0,4649.0,4696.0
FBYD,99.53325554259042,58520.0,74460.0,4673.0,4610.0
ARTV,99.51866977829638,223828.0,365817.0,3522.0,3156.0
CYCN,99.50408401400233,120400.0,521520.0,4094.0,2764.0
TRT,99.48949824970829,1275420.0,2354585.0,1673.0,1089.0
CVGI,99.47491248541424,332680.0,478060.0,3110.0,2851.0
BIAF,99.46032672112018,791711.2,593612.8,2210.0,2631.0
CRESW,99.44574095682613,0.0,,6717.0,
IFRX,99.43115519253209,2120720.0,1595810.0,1137.0,1459.0
QUIK,99.41656942823805,946520.0,444585.0,2002.0,2932.0
TBMCR,99.401983663944,283200.0,93125.0,3281.0,4433.0
NDLS,99.38739789964994,50360.0,49940.0,4780.0,4908.0
LNZA,99.37281213535589,20620.0,53455.0,5354.0,4856.0
CURR,99.35822637106185,126660.0,177695.0,4048.0,3870.0
STRO,99.34364060676779,257340.0,270190.0,3375.5,3479.0
ULY,99.32905484247374,9010.2,18578.6,5782.0,5517.0
JLHL,99.3144690781797,136800.0,228850.0,3980.0,3636.0
TMDE,99.29988331388564,478360.0,2076820.0,2742.0,1215.0
