Date,Percent Change 1211.HK,Percent Change 0175.HK,Percent Change 1928.HK,Percent Change 1929.HK,Percent Change 2015.HK,Percent Change 2020.HK,Percent Change 2313.HK,Percent Change 2331.HK,Percent Change 0027.HK,Percent Change 3690.HK,Percent Change 6690.HK,Percent Change 6862.HK,Percent Change 0881.HK,Percent Change 9618.HK,Percent Change 9961.HK,Percent Change 9988.HK,Percent Change,Close
2021-08-13,-0.012283215485642929,-0.015570894862652063,-0.03269232236422026,-0.013003888672104114,-0.020512833554520604,-0.008343320201499638,0.026651162700236153,0.010989064328197573,-0.005076142131979711,-0.013524987846497138,-0.016778523919496524,-0.009448794868048727,0.007840276698502846,-0.007965286422153328,-0.008900507582419781,-0.02490724443165382,-0.008970466163497004,99.10295338365029
2021-08-16,-0.07242131761153414,-0.06678388312572392,-0.0019880412651659407,0.003952533908838429,-0.07155320294436052,0.019831749836545676,-0.007336360463581326,0.041189913172428705,0.0030612556301816696,-0.051413883092568335,0.02389081164391449,-0.015898250806696268,-0.012729758632708865,-0.03795618210395757,0.010036945936894082,-0.019565250562584735,-0.01598018253000491,97.519270099317
2021-08-17,-0.003154586090314382,-0.035781502180412095,-0.043824715727168284,-0.0026246694523468506,-0.0009398352696149415,-0.04537417257933518,0.02330873363149988,0.0,-0.03153617504857431,-0.03523029813910339,-0.01833330790201826,-0.03231017690950866,-0.012177737340288264,-0.051593345176839334,0.007845188409736581,-0.047671791217805515,-0.020587399437005813,95.51160193297711
2021-08-18,0.015822724259983545,0.025390609720489232,0.008333365122477288,0.0013158196062266203,0.0479774066576264,0.012963000638985367,0.01833335028754335,0.05604393927605589,0.004201696835099522,0.021535537047210118,-0.016977928252864816,-0.0383973788508859,0.017403983042051596,0.013599975585937507,-0.003113600696567409,-0.0011641265697878156,0.01145427335684878,96.60561793026795
2021-08-19,0.006230553658770122,0.020952351888020804,-0.018595072262501566,-0.0670171116864765,-0.022441651398175555,0.02010961407818046,0.011456578340228507,-0.014047851150430946,-0.01987449326574242,-0.07149400120489902,-0.03281522410719939,-0.01041664045166013,-0.04989308515850599,-0.02683499588301741,0.009890649849644273,-0.05536130339219947,-0.020009480134122765,94.6725897374476
2021-08-20,-0.030959753053263595,-0.03917907712506752,-0.05894735235916937,-0.028168987598808592,-0.0394857942287169,-0.03823174510055216,-0.0070118006244090925,-0.05857523009770782,-0.054429014303364553,-0.04540973311881624,-0.012500013623918838,-0.04912279363264116,-0.05176295099708117,-0.021086829190297696,0.06082475799875153,-0.02591000647063002,-0.031247270220355824,91.71432974346068
2021-08-23,0.04792332385183995,-0.005825227904088237,-0.013422869766834933,0.04492752731810401,0.06405358198254985,0.05652177704046979,-0.007604612215418416,0.053251122898088976,-0.010158030941070373,0.010341261960279402,0.01265824181911257,-0.025830286091733656,0.032436696397362574,0.009113555354829828,0.008746370384188351,-0.036732033040932754,0.015025024940421683,93.09233983525024
2021-08-24,0.016006144453982518,-0.007812529685906622,0.09297057665941488,0.016643534663548287,0.03504037546765204,0.006466730189634173,-0.0651340672975248,0.019159160300446176,0.0889396045972628,0.1351075229268388,0.025000027247837675,0.09090907777308077,0.02528737970695638,0.14942525855691713,0.07707128867819946,0.09467451228558188,0.0499846622827451,97.74552900302578
2021-08-25,-0.0007502333175251064,0.003937022951637115,0.01037344381920513,0.004092798106494655,0.022569498024238133,-0.06834110488786616,0.0005854264809133092,-0.01305483028720622,0.013612597400605386,0.023444530553179188,-0.010453001269483342,-0.029513836688832118,-0.008221271139210007,0.050000000000000044,0.03309478396462384,-0.014414377756662877,0.001060090372131936,97.84914809724083
2021-08-26,-0.037537538397563686,-0.0137255051556755,0.012320297016867654,-0.02717395142312229,-0.015280161333840803,-0.028840163658405138,-0.05090694709744603,0.0031746354683364064,0.01652890933552542,-0.000881043824855432,-0.005281676779756106,-0.021466918250152678,-0.021853760084225793,0.00884355817522331,-0.023376596954477913,-0.011578361271204929,-0.013564701514673344,96.52185360983668
