Date,Percent Change 1038.HK,Percent Change 2688.HK,Percent Change 0002.HK,Percent Change 0003.HK,Percent Change 0006.HK,Percent Change 0836.HK,Percent Change,Close
2003-11-13,0.002941131591796875,-0.028735632813895018,0.00845068273409999,0.009132455524491823,0.0065789725476688155,0.018018226879516375,0.002730972743946477,100.27309727439464
2003-11-14,0.014662757254357617,-0.023668617015333404,0.005586613608986157,0.009049883207083997,-0.0032679862818002503,0.02654858815042882,0.004818539820620489,100.75626718654827
2003-11-17,-0.023121366252628617,0.006060629179983401,-0.008333312140570759,-0.00896871736243654,-0.00655740206358868,-0.017241577049649903,-0.00969362428148185,99.77957378843728
2003-11-18,-0.0029585348040910286,0.012048123553905166,0.016806679588196483,0.004524792290174329,0.013201370823457292,-0.008771648869636772,0.005808463763667578,100.3591398271416
2003-11-19,-0.005934740605685662,-0.005952290396567306,0.0,0.0,0.0,0.008849271572623829,-0.0005062932382715232,100.30832867324837
2003-11-20,0.0,0.005987932308542776,0.024793430986082443,0.009009118815725303,0.0032572792063838563,-0.01754372365498369,0.004250672943625115,100.73470657196
2003-11-21,0.01791040221257001,-0.005952290396567306,-0.010752728969764092,0.031250082863918394,0.0032467657125587746,0.0,0.005950371903785963,101.3341155396819
2003-11-24,-0.01173013868271,0.02994011839266486,0.005434803453420622,-0.012986954548551699,-0.003236258339943676,0.0,0.0012369283791466845,101.45945858296865
2003-11-25,0.005934740605685551,-0.011627950817908794,-0.0027026614627322365,0.00438580018764112,0.0,0.017857001962724217,0.002307821745901643,101.69360892781383
2003-11-26,0.011799341981630462,-0.023529389325310235,0.00813006028875507,-0.004366648937909945,0.0032467657125587746,0.008772074785347028,0.0006753674175118592,101.76228947785289
2003-11-27,0.0,-0.04216871968996172,0.0,0.00438580018764112,0.0,0.008695710182175187,-0.004847868220024236,101.26895930869631
2003-11-28,0.023323593436006984,0.04402520627256212,0.016128990909022756,0.013100451153865489,0.00970877501983125,-0.008620746667599821,0.016277711687281465,102.91738623119431
2003-12-01,0.005698027681878992,0.042168604789444286,-0.0079364879131113,0.00862072276132797,0.0,0.008695710182175187,0.009541096250285855,103.89933091905397
2003-12-02,0.0028329260900767927,0.0,-0.013333333333333308,0.0,-0.00961542106003832,0.0,-0.0033526380505491393,103.55099406878816
2003-12-03,-0.022598955290241363,0.01156073825199977,-0.008108087488122862,-0.017094152688416298,-0.003236258339943676,-0.03448281924149854,-0.012326589132703828,102.27456351061916
2003-12-04,0.01156073825199977,-0.02857142857142858,0.008174365962506869,0.017391444699583092,0.006493531425117771,0.017857001962724217,0.005484275621750523,102.83546540600564
2003-12-05,-0.014285714285714235,0.02941176470588225,0.0027026614627323475,0.004273414781200691,-0.0032258187570879393,0.008772074785347028,0.004608063782060023,103.30933778965434
2003-12-08,-0.005797123563462403,-0.02285712105887272,-0.013477089503083683,-0.004255230416640887,-0.009708713293337445,-0.008695794624582143,-0.010798512076663214,102.19375065790068
2003-12-09,0.011661852325836497,0.011695839247322315,0.01366120275533711,0.01282045587086511,0.013071882795547163,0.008772074785347028,0.01194721796337587,103.41468167150552
2003-12-10,-0.0028819102772229543,-0.005780258874628963,-0.00808623313744361,-0.016877771957832355,-0.006451637514175879,0.034782671843886837,-0.0008825233195694874,103.32341580334456
2003-12-11,0.017341107377999654,0.0,0.010869606906841245,0.021459277917359465,0.006493531425117771,-0.008403498494120587,0.007960004188866257,104.14587062594715
2003-12-12,0.005681839733084004,0.017441815334505728,-0.005376364484882101,-0.016806581128157694,-0.006451637514175879,0.0,-0.0009184880099376569,104.05021389249272
2003-12-15,-0.014124293176498326,-0.02857142857142858,-0.005405426025390625,0.008547111598751878,0.0,0.00847471575520764,-0.005179886736559669,103.5112455696148
2003-12-16,0.01432664693808805,-0.005882375380572125,-0.005434803453420622,-0.029661161808245406,-0.006493469498212501,0.0,-0.005524193867060434,102.93942938166734
2003-12-17,-0.02824858635299654,-0.017751434546282918,0.0,-0.008733658118773802,0.0,-0.008403498494120587,-0.010522862918695641,101.85621187735529
2003-12-18,-0.0029070431506559302,-0.024096362008327765,-0.008196700807861168,0.013215801396436744,-0.0032679862818002503,0.0,-0.004208715142034729,101.42752809611677
