Date,Percent Change 1044.HK,Percent Change 1876.HK,Percent Change 2319.HK,Percent Change 0288.HK,Percent Change 0291.HK,Percent Change 0322.HK,Percent Change 9633.HK,Percent Change,Close
2020-09-09,-0.0025509815157803706,0.0,-0.03994673849472552,0.007716078794396619,-0.006147525445711843,0.0,0.0030212173241199736,-0.0054154213339573055,99.45845786660426
2020-09-10,-0.018755366755327185,-0.027832956906888695,0.012482684395644483,-0.009188425373490183,0.008247454141833144,-0.0013698943315820777,0.08132532231605882,0.00641554535517833,100.09653811400356
2020-09-11,-0.00608164168133829,0.024539814126736337,0.017808260982983715,0.02318394130318646,0.008179912038856596,-0.009602218385140415,-0.025069679321047644,0.004708341294890965,100.56782677788134
2020-09-14,0.0034965167879690284,0.013972071542098563,-0.0053836003963588785,0.0030211452072894662,0.012170432010216281,0.02493079091502337,0.032857186453683074,0.012152077502845844,101.78993480317892
2020-09-15,0.024390203379183628,-0.023622062617355444,0.012178640152852083,0.003012045380823114,0.02304604561154644,-0.0013513822639132922,-0.02351320201770568,0.0020200410893472637,101.99555465396332
2020-09-16,-0.005952355079292149,0.02016129094281638,-0.021390455056646163,0.003003000207918216,0.004897159720592237,-0.012178576099695082,-0.02691220349778567,-0.005481734123156033,101.43644214160648
2020-09-17,0.005987997768222675,-0.029644269668647527,-0.008196700807861168,0.002994009197675007,-0.01364523924658756,-0.02739729875022956,0.014556041403515518,-0.007906494300558944,100.63443548994488
2020-09-18,-0.003401373563511778,-0.002036628864129142,-0.03168037838434856,0.001492571517391239,-0.012845804956181484,-0.015492976759426735,0.025825009046907876,-0.005448511709042655,100.086127589845
2020-09-21,-0.025597270291097818,-0.028571459711814406,-0.004267468545299136,-0.025335331643439485,-0.015015014785674685,-0.01573671820874034,0.006993006993007089,-0.01536146517043697,98.5486580268297
2020-09-22,-0.0017512868089902822,-0.029411717564293283,0.0114286150251115,-0.016819592378596426,-0.02439025903112113,0.014534869617613966,0.01944446563720703,-0.003852129357581232,98.16903584809431
2020-09-23,-0.007894750227007918,0.006493489872433145,0.008474554353937958,-0.01088642250279892,0.0010416507720947266,0.010028677861045221,0.07084464359866272,0.01115740624690956,99.26434766191893
2020-09-24,-0.010610052735913755,-0.0021505048198084964,-0.004201723324180562,0.0015722880243325132,-0.015608741142737248,0.0,-0.03307886163607421,-0.009153942233483108,98.35568755757734
2020-09-25,-0.013404825554475974,-0.006465582799399017,0.00984535292066857,-0.00941914346271211,-0.010570824694818182,-0.024113485346760832,-0.07499995984529195,-0.018446924111827072,96.54132765323614
2020-09-28,0.0018115665351263743,-0.010845987343810481,0.005570945396701887,-0.006339138227536623,0.004273520645296847,-0.011627895694091062,0.014224750449352896,-0.0004188911769943087,96.50088734286687
2020-09-29,0.020795687915818428,-0.0065789308574385474,-0.02077562414684453,0.003189789631157014,-0.008510670763380968,0.005882347166331847,-0.018232861095589525,-0.003461466021420897,96.16685280029257
2020-09-30,-0.003542971837668385,-0.006622499825896577,0.026874138725491825,-0.0015897857083184697,0.017167448024748122,-0.0014620217337351082,0.0,0.004403472520660201,96.59032089399705
2020-10-05,-0.0062221950954861605,0.013333299424913125,-0.011019220925306827,0.014331158080244544,0.014767867630974818,-0.004392347482620851,0.01714281354631697,0.005420196454147945,97.1138594088117
2020-10-06,0.009838984294229913,0.07017545767584887,0.033426097416100475,0.026687610572700082,0.0062370698809735,0.049999950913823143,0.05477530467752634,0.03587721077588605,100.59803381208141
2020-10-07,-0.0017715197071177524,0.00819675270763387,0.001347791207934712,0.001529086993909079,0.014462746408549387,-0.021008417110974453,-0.019973369247362704,-0.002459561249632552,100.35060678632799
2020-10-08,-0.0017745958620924984,0.022357692216738334,0.0026917488563609204,-0.025954209365430914,-0.01731157842233133,-0.004291807432547756,0.0027174535568372793,-0.0030807566360665666,100.04145098853769
2020-10-09,-0.0017777506510416874,0.027833032745801622,0.005369147998374624,-0.020376193120540398,-0.027979242986965636,0.007183935411037234,-0.008130163668080392,-0.0025538906102020903,99.78595606622707
2020-10-12,-0.016028521841875754,-0.03288202587722355,0.025367176063707086,0.0016000366210937589,-0.0234542058215369,0.00713262657135183,0.030054708597765156,-0.0011728865266740535,99.6689184628057
2020-10-14,0.03710405858933119,-0.04599998474121092,0.0013020634133791287,-0.011182135639295376,0.0,0.02832865265202167,0.006631299600549534,0.002311993410682175,99.89935234554153
2020-10-15,-0.031413599668886905,-0.016771472206811966,-0.011703530663468631,-0.019386087956349107,0.010917030749542311,0.006887012716445318,-0.04084319383134816,-0.014616262980125305,98.4391971401149
2020-10-16,0.0,0.0063965720106642365,-0.023684250681023866,0.0016474055620891992,0.002159876683935469,-0.00683990619549768,0.01648347387278326,-0.0005481183924356259,98.38524080562581
2020-10-19,-0.009909896163253107,0.016949136104436047,0.009434024345378322,0.016447352942006832,-0.003232791399699564,-0.008264520347810111,-0.01891893953890411,0.0003577665631649011,98.42043975509497
2020-10-20,0.005459494684172617,0.03125,0.04405868297910631,0.006472485916521498,0.024864897856841317,-0.012499955296515153,-0.008264441966000402,0.013048737739160885,99.7047022616321
2020-10-21,-0.005429850444534812,0.0,0.030690557794617046,0.009646370038679741,0.005274261433589,0.04360055372127136,0.025000042385525223,0.015540276418449652,101.25414089499706
2020-10-22,-0.015468649263270517,0.0,-0.016128975768910037,0.011146447848025653,-0.009443877198934691,-0.0053908303829838244,-0.008130163668080392,-0.0062022926334505445,100.62613308281767
2020-10-23,-0.00462107221906094,-0.00404041945332223,-0.015132465718235788,-0.0031496033428162207,-0.004237304231073047,-0.024390284875953294,-0.019125600476107563,-0.01067096433093844,99.55235520593067
2020-10-27,0.003714034700215807,-0.020283975973132806,-0.015364877998554793,-0.014218033755551418,0.024468117571891712,0.013888942238726942,-0.005571051655674175,-0.0019095492674398187,99.36225507897527
2020-10-28,-0.02775208179783828,-0.014492769647961867,0.0026007404977084203,0.06891030784424657,0.018691540657541195,0.004109552354432333,-0.005602262147486492,0.006637861108663125,100.02180792763306
2020-10-29,0.012369201433222843,-0.02521002072919387,0.005188087338460434,-0.050974535037307644,0.03261982290938459,-0.00954975382712242,0.0,-0.0050795997017937244,99.51373718191098
2020-10-30,0.01033833137543283,-0.017241444513996895,-0.05935481902091733,-0.0379146562418361,-0.051332718864577465,-0.024793429683335422,0.0,-0.025756962421318624,96.95056559291153
2020-11-02,-0.015813925099927295,-0.04166661786754067,0.0384087155522117,-0.022988561545973396,-0.03225804915029107,0.00847456828052251,0.028169014084507005,-0.005382122249498744,96.42876579673243
2020-11-03,0.010396960703138891,0.029748265774929505,0.0026420685032981783,0.01512607655007736,0.01182794058194725,-0.0028011178292021155,-0.012328788025738446,0.007801629465492946,97.18106729729334
2020-11-04,0.009354536816895243,-0.011111111111111072,0.01185772737530244,0.009933765423590035,0.011689675791265897,-0.011235944521335028,0.05131767900057249,0.010258046967882859,98.17795525001796
2020-11-05,0.014828530597725154,0.03146070844671689,0.06510416407965969,0.02459017995287449,0.024159696696295807,0.0014204870647760437,0.0,0.023080538119721154,100.44395528868229
2020-11-06,0.0,-0.01742925980747001,-0.015892457252541292,0.025599975585937518,0.0020512507512018274,-0.017021327538961795,-0.003957823742473554,-0.0038070917149010436,100.06155593869086
2020-11-09,-0.010045648165489474,0.008869213734196357,0.0012422170698271895,0.0031201219036827155,0.04094165941600858,0.004329034711612723,0.031788099680515325,0.011463528335764774,101.20861442051475
2020-11-10,-0.009225092121066703,0.11868135221711884,0.004962798181780803,0.0342146614155745,0.06489681712453277,-0.01867817725982779,0.010269517415831153,0.02930312528199194,104.17434312849589
2020-11-11,0.04376160969708809,-0.04518669907285622,-0.008641937632619556,-0.0045113096809199504,-0.021237331366081413,-0.004392347482620851,-0.05972042097197516,-0.014275490929997867,102.68720323802656
