Date,Close,High,Low,Open,Volume
2022-01-07,24.543630599975586,24.58061159163833,24.543630599975586,24.543630599975586,9400
2022-01-10,24.553361892700195,24.572825962712127,24.54362985769423,24.54362985769423,11400
2022-01-11,24.582557678222656,24.611753782861097,24.543629538704735,24.543629538704735,19600
2022-01-12,24.592288970947266,24.611753040118835,24.592288970947266,24.611753040118835,12000
2022-01-13,24.621484756469727,24.650680862050788,24.57282643669721,24.57282643669721,15800
2022-01-14,24.602022171020508,24.646788047279195,24.57282606588003,24.57282606588003,9700
2022-01-18,24.67987632751465,24.709070576142587,24.65068022269084,24.699338541201318,142400
2022-01-19,24.67987632751465,24.67987632751465,24.640948187749572,24.640948187749572,20400
2022-01-20,24.68960952758789,24.718803777593543,24.665278510988575,24.679877492187355,17700
2022-01-21,24.71880340576172,24.72853544101586,24.699339335253438,24.72853544101586,16700
2022-01-24,24.640949249267578,24.718803675955787,24.592290928660926,24.709071640595266,35100
2022-01-25,24.638029098510742,24.64094889469648,24.58255853956952,24.60202261001048,17200
2022-01-26,24.611753463745117,24.670143816069054,24.572825324731937,24.62148364230258,23000
2022-01-27,24.533897399902344,24.65165260839064,24.524167221259937,24.611753678608395,34000
2022-01-28,24.533897399902344,24.670144031442085,24.42684872907322,24.533897399902344,54800
2022-01-31,24.640949249267578,24.699339605234748,24.514436501972718,24.514436501972718,51800
2022-02-01,24.63121795654297,24.645816938121886,24.62440571720481,24.640949992196912,15800
2022-02-02,24.582557678222656,24.635108439136822,24.572825643343176,24.621483961544723,16900
2022-02-03,24.592288970947266,24.648732172870687,24.524166585042583,24.58255693636148,26400
2022-02-04,24.524168014526367,24.589370608236315,24.514435979373314,24.543630228636562,25400
2022-02-07,24.504703521728516,24.631216264145134,24.494971486743257,24.543629805473678,14500
2022-02-08,24.50567626953125,24.567960922454855,24.485239552836603,24.485239552836603,12800
2022-02-09,24.514434814453125,24.60688635971998,24.48523871038136,24.52416684914371,21100
2022-02-10,24.407386779785156,24.55336360264902,24.35872845756254,24.48524120905895,35300
2022-02-11,24.29060173034668,24.456042607704468,24.203017130518035,24.456042607704468,30400
2022-02-14,24.319799423217773,24.475508276056782,24.29060331723698,24.29060331723698,20800
2022-02-15,24.405437469482422,24.47550700648417,24.373323425145692,24.42684868856942,23600
2022-02-16,24.465776443481445,24.47550847888903,24.368459801797545,24.436582193454658,15600
2022-02-17,24.42782211303711,24.499836945578913,24.397653360986645,24.417117431250666,62000
2022-02-18,24.504703521728516,24.543629805473678,24.45604334680222,24.475507416772736,19100
2022-02-22,24.504703521728516,24.504703521728516,24.436581133027577,24.475507416772736,22400
2022-02-23,24.475507736206055,24.54363012579607,24.42684941684059,24.54363012579607,39900
2022-02-24,24.563095092773438,24.592291199176152,24.417118273151793,24.446314379554508,13200
2022-02-25,24.319799423217773,24.44631402627193,24.30033535256391,24.310067387890843,14400
2022-02-28,24.183555603027344,24.426850927290804,24.183555603027344,24.426850927290804,35100
2022-03-01,24.329530715942383,24.39765310495568,24.2516762918992,24.2516762918992,8600
2022-03-02,24.465776443481445,24.52416865592694,24.329531660167216,24.329531660167216,23900
2022-03-03,24.387922286987305,24.566987656842333,24.368460072152175,24.49497282146241,26000
2022-03-04,24.436580657958984,24.524167114927685,24.368458270582405,24.368458270582405,16500
2022-03-07,24.446313858032227,24.48524014287612,24.37818961121254,24.426849787512317,22400
2022-03-08,24.339263916015625,24.456044629572375,24.300335774032725,24.397654272794,13700
2022-03-09,24.417118072509766,24.53389878476907,24.33147875977321,24.35872771638011,17400
2022-03-10,24.329530715942383,24.465775493968977,24.27114036195897,24.465775493968977,7400
2022-03-11,24.261409759521484,24.339264188161827,24.222481617103313,24.339264188161827,16600
2022-03-14,24.15435791015625,24.286710246025738,24.027845166571034,24.21274826441128,72700
2022-03-15,24.27113914489746,24.329529495952926,24.1251623391609,24.251675075813708,12500
2022-03-16,24.31006622314453,24.387920645833866,24.200097755991322,24.31979825800518,21100
2022-03-17,24.368457794189453,24.48523849706748,24.290601517343028,24.290601517343028,10200
2022-03-18,24.417118072509766,24.48524046402702,24.37818993095936,24.37818993095936,9000
2022-03-21,24.22248077392578,24.456044051716542,24.22248077392578,24.358727411450673,14500
2022-03-22,24.29060173034668,24.358725973184683,24.251675447777927,24.251675447777927,6400
2022-03-23,24.261409759521484,24.339264188161827,24.232213652707856,24.290604010139116,10500
2022-03-24,24.261409759521484,24.407386581197628,24.261409759521484,24.290604010139116,9400
2022-03-25,23.95972442626953,24.33926453934293,23.940260354779607,24.33926453934293,37700
2022-03-28,24.09596824645996,24.125164352522148,23.959723463894996,23.959723463894996,16400
2022-03-29,24.15435791015625,24.17382198030656,24.066771450675756,24.076503485750912,11700
2022-03-30,24.378189086914062,24.378189086914062,24.20301802459004,24.20301802459004,19500
2022-03-31,24.602022171020508,24.670144560152398,24.212748193931045,24.32953075829706,171900
2022-04-01,24.446313858032227,24.514436248655983,24.37818961121254,24.514436248655983,22900
2022-04-04,24.426849365234375,24.490106665232563,24.37818918977581,24.387921224867526,30700
2022-04-05,24.280872344970703,24.456043406545664,24.232212169925532,24.417117122705413,15100
2022-04-06,24.280872344970703,24.348994733838058,24.125163497217926,24.134893676031076,19700
2022-04-07,24.300334930419922,24.524168026659034,24.261408645984368,24.290602895262058,9800
2022-04-08,24.19328498840332,24.339261795730653,24.066770394176036,24.310065691786864,23700
2022-04-11,23.95972442626953,24.193287715560547,23.95972442626953,24.047309035582142,17700
2022-04-12,24.02784538269043,24.13976100276749,24.00838131236505,24.066771667145275,16700
2022-04-13,23.716428756713867,24.057040721859476,23.677500614299515,24.057040721859476,49900
2022-04-14,23.726158142089844,23.81374460339493,23.550987075675607,23.794282389035082,31100
2022-04-18,23.726158142089844,23.83320867395071,23.59964539586913,23.6288415017028,68600
2022-04-19,23.745620727539062,23.833207183366287,23.628840023899976,23.726156658200612,64200
2022-04-20,23.842939376831055,23.89159769430544,23.7553529204205,23.79428105935667,16700
2022-04-21,23.456588745117188,23.978213222103843,23.424472842574207,23.85267312057284,14400
2022-04-22,23.52178955078125,23.714479382788348,23.375812742811476,23.482861412018206,12100
2022-04-25,23.580181121826172,23.707668369811667,23.453668376697205,23.453668376697205,5700
2022-04-26,23.59964370727539,23.73588847902546,23.59575126468193,23.73588847902546,7000
2022-04-27,23.38554573059082,23.758273579078136,23.356349625328637,23.550986614684735,17500
2022-04-28,23.774818420410156,23.862404882090754,23.220105400563654,23.42447257368776,26000
2022-04-29,23.94025993347168,24.037578433012637,23.51692659509391,23.784551076684547,56900
2022-05-02,23.48286247253418,23.862404417831172,23.37873359465167,23.492594507664453,37900
2022-05-03,23.39527702331543,23.58018011552102,23.36510827236057,23.58018011552102,9800
2022-05-04,23.477996826171875,23.63857261771867,23.3563491742228,23.358296323681028,11400
2022-05-05,23.42447280883789,23.570449627705653,23.23178296244541,23.541255377649676,9100
2022-05-06,23.054662704467773,23.677498066509987,23.020601511618327,23.346616316376114,10500
2022-05-09,22.19826316833496,23.20356029197945,22.149604849682074,22.986541295122013,29900
2022-05-10,22.451290130615234,22.572937781393335,22.28584925130918,22.334509425337927,14000
2022-05-11,22.441558837890625,22.51941326271521,22.344240342810917,22.451290873018188,12900
2022-05-12,22.422096252441406,22.587535278281972,22.38316811257595,22.519412889713298,7100
