Date,Percent Change 0700.HK,Percent Change 0762.HK,Percent Change 0941.HK,Percent Change 9888.HK,Percent Change 9999.HK,Percent Change,Close
2021-03-24,-0.007955504208351005,-0.013483133786796553,-0.0009588312616443107,-0.004761892651754751,-0.01376423080638911,-0.008184718542987145,99.18152814570128
2021-03-25,-0.028067290818436175,0.0,-0.02111321509284647,-0.09649121472796807,-0.02245143737697719,-0.03362463160324558,95.84658579995514
2021-03-26,0.023102337635094727,0.004555804449835721,-0.004901960784313708,-0.055604615022647685,-0.011793973204771824,-0.008928481385360554,94.99082134278989
2021-03-29,-0.012903271277743156,0.0,0.0049261083743843415,-0.049532738801474796,-0.019472304674317376,-0.015396441275830198,93.52830074024276
2021-03-30,-0.004084941334751013,0.0,0.004901960784313708,-0.007866228577867451,0.01729658451423588,0.0020494750771862247,93.71998466162145
2021-03-31,0.0008203610305481668,-0.004535143224154603,-0.005853643649961882,0.05550047957813753,-0.003778375894111674,0.008430735568091508,94.51011306974918
2021-04-01,0.0721310763676899,0.004555804449835721,0.0019626785598367835,0.024413131212404737,0.04740834478305178,0.030094207074563784,97.35431998311064
2021-04-07,-0.03746171851533597,0.002267625675248963,-0.0068559937189383025,0.01466543076534177,-0.029571478495651005,-0.01139122685786691,96.24533483858967
2021-04-08,-0.015091329971243517,-0.0045248824844553726,-0.000986178230930057,-0.012646738347598774,0.012437810709221564,-0.004162263665001231,95.84473637846513
2021-04-09,0.0008063610147996947,-0.006818229354116467,-0.007897364537581164,-0.002744767094066236,0.0,-0.0033307999941928346,95.52549673109232
2021-04-12,-0.011281132217003664,0.0,-0.001990019385494368,-0.03669724770642202,-0.010442241501074867,-0.012082128161998985,94.37134543684866
2021-04-13,-0.008965027209884457,-0.004576654794112178,-0.002991057254534746,-0.0219047909691219,-0.008069540673527276,-0.009301414180236112,93.49355846619439
2021-04-14,0.025493390156883677,0.006896600107140438,0.0,0.032132455207578126,0.05694612434881585,0.02429371396408362,95.76486423305643
2021-04-15,-0.005613373212331463,-0.00456620557167875,-0.005999984741210884,-0.007547198601488669,-0.031379443365859516,-0.011021241098513856,94.70941657557748
2021-04-16,0.019354800127975524,0.022935757240897692,0.03018108605580805,-0.016159667277163448,0.008557419585904835,0.01297387914668453,95.93816510028202
2021-04-19,-0.007911446774701791,0.01345290185344239,0.01757808003458261,0.01739133383340863,0.0121212121212122,0.010526416213588807,96.94805015689558
2021-04-20,-0.007176967052963001,0.0022124400274412537,0.004798464631897703,-0.025641068370240938,-0.005988023952095856,-0.0063590309431921675,96.33155450606573
2021-04-21,-0.021686757495784748,0.0022074506802507443,0.0019102634524008621,-0.01754381529369431,-0.004216849085796337,-0.007865941548524758,95.5738161290425
2021-04-22,0.01970439493763476,0.006607975784234332,0.01620588106305032,0.03174600050953469,0.013309116198584325,0.017514673698607687,97.2477603326734
2021-04-23,0.01771340262351684,-0.0021882338087966247,-0.015947438767129896,0.011538432194636572,0.03999998178055031,0.01022322880455544,98.24194643728488
2021-04-26,-0.005537981313987972,-0.006578888892025958,-0.006673065466677119,0.019962035783601673,-0.010332968331179804,-0.0018321736440538362,98.06195013228192
2021-04-27,-0.0055688213425239,-0.006622562564874368,-0.0009596782826276629,-0.01584347184796142,-0.0005799933194116091,-0.0059149054714797925,97.48192296690051
2021-04-28,0.004799990677778476,-0.0022222730848524552,-0.004803074037741717,0.0028409380311813504,0.014509576063379548,0.0030250315299490405,97.77680885747544
2021-04-29,0.005573255206760219,0.004454445163299292,0.011583055939295983,-0.0047214352483064825,0.02631573663854292,0.008641011539918387,98.62169939114929
2021-04-30,-0.013459972254094787,-0.004434691075089092,-0.007633616683796363,-0.02371916474200597,-0.023411355023042146,-0.014531759955605673,97.1885525291832
2021-05-03,0.0024076467413129965,0.0,-0.03942306225116432,-0.0068027654738241905,-0.005136951553430968,-0.009791026507421297,96.23697683515206
2021-05-04,-0.004003177181964301,0.002227222581649535,-0.005005004928558265,-0.014677104156467391,-0.004589805150607251,-0.0052095737671895345,95.73562320519802
2021-05-05,-0.0184887986043748,0.004444440205891853,0.006036201860267321,-0.035253183018346346,-0.031123884129592994,-0.014877044737230994,94.3113600558276
2021-05-06,0.0,0.004424774559935729,0.0009999847412109908,-0.023674760840277864,-0.0005949202848573032,-0.0037689843647976894,93.9559020143544
2021-05-07,-0.01719893033212061,-0.0022025885746035367,-0.0009989857706835803,-0.02214020567110564,0.005357106526692634,-0.007436720764364147,93.25717820690967
2021-05-10,-0.008333390346601632,-0.004415006622562556,-0.003000030517578134,-0.013477088948787075,0.004144536603478244,-0.005016195966410231,92.78938192574937
2021-05-11,-0.01764708042408003,-0.0066519308837790225,-0.012036078083985768,-0.034972644243083995,-0.05011792272467264,-0.02428513127192029,90.5359796050422
2021-05-12,0.023952125653169176,-0.00223219393733487,-0.007106568002458791,0.04190256874706333,0.05090004120157032,0.021483194732401834,92.48098168518608
2021-05-13,-0.03091056845453355,-0.006711349972995273,-0.010224948556195601,-0.028260852979577145,-0.042528037911736094,-0.023727151575007533,90.28667141493618
2021-05-14,0.005172403558662886,0.0,0.0030991261663790848,-0.015100653815204979,-0.009253546844668947,-0.003216534186966391,89.99626124970264
2021-05-17,0.03001707464293446,0.0,0.005149330667942875,0.03918224677646176,0.020547868415657033,0.018979304100599226,91.70432765987772
2021-05-18,0.011656967228162118,0.004504500150622537,0.02663932904476929,0.02021856255870058,0.006711446885168115,0.013946161173484527,92.9832509937284
2021-05-20,0.0024691855861727063,-0.04708520994412879,-0.004990020112059179,-0.0037493141922023687,0.0824242794152461,0.005813784150605694,93.52383554462753
2021-05-21,-0.03366176528304443,0.0,0.0,0.014516112624958,0.048152242725804095,0.005801318013543532,94.06639705646825
2021-05-24,-0.0050976961869376725,-0.004705877865062047,0.0030090577827555087,-0.02490724443165382,-0.039529882570085495,-0.014246328654196705,92.72629624868564
2021-05-25,0.041844627982541294,0.0,0.0019999694824219816,0.018478227698284888,0.006117857764496026,0.013688136585548839,93.99554645680972
2021-05-26,0.013114691821728641,0.0,-0.001995977588157949,0.010672358938841553,-0.002211132725152498,0.00391598808945195,94.36363189719611
2021-05-27,-0.020226516067350597,-0.0023641202923744276,-0.004000015258789014,0.0010560306941747033,0.008310249307479145,-0.003444874323372038,94.03856104461333
2021-05-28,-0.00660613421906453,-0.004739332208735791,-0.011044161555955334,-0.009493686676228519,-0.009340642572759239,-0.008244791446548683,93.26323272086697
2021-05-31,0.029093967521615305,-0.0071427938889455644,-0.0172588522664181,0.0250266074114327,0.041597337066306084,0.014263253168798085,94.59346982050522
2021-06-01,0.014539551456233424,0.0,0.007231373204274583,0.01558441558441559,0.007454706462909577,0.008962009341566634,95.44121738068779
2021-06-02,0.0007961943764345225,0.0,-0.00512820512820511,0.003580547049832239,-0.035940820092180026,-0.007338456758823675,94.74082613393011
2021-06-03,-0.020684163459544047,0.004796158407816664,-0.004123727070916572,-0.029051972665146697,-0.01151310808660655,-0.01211536257487944,93.59300667467394
2021-06-04,-0.006498804635164945,0.004773265072407051,0.0020704407949891923,-0.030971096569471945,-0.017748180222290855,-0.0096748751119063,92.68750602374865
2021-06-07,-0.01798859018764798,0.004750589250663406,0.005165289093355341,0.003250221153243915,-0.0067759015566032366,-0.002319678449397711,92.47250081349694
2021-06-08,0.0008326562672102966,0.0,0.0,-0.005399568123532261,-0.003979516614731282,-0.0017092856942106493,92.31443889074853
2021-06-09,0.0033278541102601533,0.0023640075649142833,0.005138745984766713,-0.002714440870161816,-0.005136951553430968,0.000595843047269673,92.36944380732419
