Date,Percent Change 1088.HK,Percent Change 0386.HK,Percent Change 0857.HK,Percent Change 0883.HK,Percent Change,Close
2005-06-16,0.03424657444766899,0.008620830622657616,0.028301813798515152,0.0,0.01779230471721044,101.77923047172104
2005-06-17,-0.01324508330376517,0.0,-0.018348606996750005,-0.02339179003549785,-0.013746370084003257,100.3801355027917
2005-06-20,0.006711435169794333,0.00854661729600692,0.04672897279559285,0.011975978829573242,0.018490751022741836,102.23623959600292
2005-06-21,-0.006666692097981763,-0.01694890857589537,0.0,-0.011834252077232543,-0.00886246318777742,101.33017468612655
2005-06-22,0.02013424150439369,0.017241126858769995,0.008928605640421639,0.005987932308542776,0.013072976578032025,102.65486168644617
2005-06-23,-0.006578909805936672,0.0,0.008849506735177037,0.011904807858458266,0.0035438511969246578,103.01865524090381
2005-06-24,0.0,0.0,0.008771963580347819,0.005882375380572125,0.003663584740229986,103.3960728142034
2005-06-27,-0.006622541651882585,0.008474716952585837,-0.017391287762185792,0.0,-0.003884778115370635,102.9944020133195
2005-06-28,-0.006666692097981763,0.04201687325968928,0.03539819573261971,0.07602334550058143,0.036692930598727164,106.77356845845165
2005-06-29,0.006711435169794333,-0.016129196744586016,-0.008546959779967,0.005434803453420622,-0.0031324794753345153,106.43910244674733
2005-06-30,0.0,0.0,-0.008620722256998503,0.0,-0.002155180564249626,106.2097069618779
2005-07-04,0.0066666920979818745,0.0,0.026086973107379396,0.0,0.008188416301340318,107.07939625772514
2005-07-05,-0.01324508330376517,0.008196857083887954,0.008474527642289953,0.027027027027026973,0.007613332112359927,107.8946272638262
2005-07-06,0.0,0.01626032895413232,0.0336134945400941,0.03684214541786601,0.02167899222802311,110.23367404972413
2005-07-07,0.006711435169794333,-0.016000161071785923,-0.016260146842582146,-0.00507616129933619,-0.007656258510977482,109.38969654458461
2005-07-08,-0.013333320617675781,-0.016260026569527297,-0.016528988151582213,-0.025510203585134117,-0.017908134730979852,107.43073112068319
2005-07-11,0.0,0.016528785053661732,0.008403393670198822,0.02617800994837083,0.012777547168057846,108.80343235487666
2005-07-12,-0.01351350045186761,-0.008130214874500274,0.016666650772094727,0.0051020601797675535,3.1248906373598784e-05,108.80683234314745
