Date,Percent Change 1378.HK,Percent Change 2899.HK,Percent Change 0868.HK,Percent Change,Close
2011-03-25,-0.00760455561405049,0.008223677438442989,-0.01225491610415208,-0.003878598093253194,99.61214019067468
2011-03-28,0.0,-0.011419123584073487,0.011166366657631377,-8.425230881403678e-05,99.6037476378777
2011-03-29,0.0,0.00330020888772542,0.00490789366928257,0.00273603418566933,99.87626689643571
2011-03-30,0.0,0.01809209036457471,0.04029303666982931,0.019461709011468004,101.82002973992586
2011-03-31,-0.033205588068718095,0.0016156231288086964,-0.05164316821544168,-0.02774437771845036,98.9950963755175
2011-04-01,-0.01188905555442521,0.011290312160686211,0.013613838973379977,0.00433836519321366,99.42457325593188
2011-04-04,0.0,-0.0015948948762247728,-0.004883923890140807,-0.002159606255455193,99.2098553255824
2011-04-06,-0.013368971173472688,0.038338623102944114,0.006134913679940457,0.010368188536470627,100.23848181027401
2011-04-07,-0.01084009789505469,-0.012307571433696096,-0.008536582504470092,-0.010561417277740293,99.17982137658854
2011-04-08,0.01917806340105077,-0.023364573964402724,0.007380044615443948,0.0010645113506973318,99.28539942220404
2011-04-11,-0.01075267783478251,0.025518203943717177,0.013431053437302332,0.009398859848745666,100.21856897640005
2011-04-12,0.005434777327093299,-0.015551976186317984,-0.006024103000186631,-0.005380433953137105,99.6793495851446
2011-04-13,0.022972982986901425,-0.009478664417471583,0.024242389651254914,0.012578902740228251,100.93320642878535
2011-04-14,0.002642005346497056,0.0015947808003449193,0.011834332999505648,0.005357039715449208,101.473909624232
2011-04-15,0.014492708098265306,0.009554132510257496,0.02222216432013191,0.015423001642884904,103.03894189907648
2011-04-18,0.02727273290244603,-0.00946371492383602,-0.021739075022807364,-0.0013100190147324515,102.90395892593077
2011-04-19,0.0025284426437830465,-0.003184596942509055,-0.009356806735508094,-0.003337653678078034,102.56050114893284
2011-04-20,-0.005044131490404724,0.01437698366360407,0.03541928865166044,0.014917380274953262,104.09043514576126
