Date,Adj Close,Close,High,Low,Open,Volume
1995-08-04,11.997485160827637,17.72727394104004,21.81818199157715,16.363636016845703,21.81818199157715,733
1995-08-07,11.997485160827637,17.72727394104004,19.09090805053711,16.363636016845703,19.09090805053711,1173
1995-08-08,11.074594497680664,16.363636016845703,19.09090805053711,16.363636016845703,17.72727394104004,660
1995-08-09,11.074594497680664,16.363636016845703,16.363636016845703,16.363636016845703,16.363636016845703,110
1995-08-10,11.53603458404541,17.045455932617188,19.09090805053711,16.363636016845703,16.363636016845703,788
1995-08-11,11.53603458404541,17.045455932617188,17.72727394104004,17.045455932617188,17.045455932617188,495
1995-08-14,12.458927154541016,18.40909194946289,19.77272605895996,17.045455932617188,17.045455932617188,3373
1995-08-15,12.920361518859863,19.09090805053711,19.09090805053711,17.045455932617188,17.045455932617188,1375
1995-08-16,11.997485160827637,17.72727394104004,18.40909194946289,17.045455932617188,17.045455932617188,807
1995-08-17,11.997485160827637,17.72727394104004,19.09090805053711,17.72727394104004,17.72727394104004,1503
1995-08-18,11.997485160827637,17.72727394104004,17.72727394104004,17.72727394104004,17.72727394104004,55
1995-08-21,11.997485160827637,17.72727394104004,17.72727394104004,17.72727394104004,17.72727394104004,165
1995-08-22,11.997485160827637,17.72727394104004,17.72727394104004,17.72727394104004,17.72727394104004,0
1995-08-23,12.458927154541016,18.40909194946289,19.77272605895996,18.40909194946289,18.40909194946289,807
1995-08-24,11.997485160827637,17.72727394104004,17.72727394104004,17.72727394104004,17.72727394104004,18
1995-08-25,11.997485160827637,17.72727394104004,17.72727394104004,17.72727394104004,17.72727394104004,55
1995-08-28,11.997485160827637,17.72727394104004,17.72727394104004,17.72727394104004,17.72727394104004,0
1995-08-29,11.997485160827637,17.72727394104004,17.72727394104004,17.72727394104004,17.72727394104004,0
1995-08-30,11.997485160827637,17.72727394104004,17.72727394104004,17.72727394104004,17.72727394104004,0
1995-08-31,11.997485160827637,17.72727394104004,17.72727394104004,17.72727394104004,17.72727394104004,0
1995-09-01,11.074594497680664,16.363636016845703,16.363636016845703,16.363636016845703,16.363636016845703,18
1995-09-05,11.074594497680664,16.363636016845703,16.363636016845703,16.363636016845703,16.363636016845703,92
1995-09-06,11.074594497680664,16.363636016845703,16.363636016845703,16.363636016845703,16.363636016845703,37
1995-09-07,11.074594497680664,16.363636016845703,16.363636016845703,16.363636016845703,16.363636016845703,0
1995-09-08,11.074594497680664,16.363636016845703,16.363636016845703,16.363636016845703,16.363636016845703,0
1995-09-11,11.997485160827637,17.72727394104004,17.72727394104004,16.363636016845703,16.363636016845703,73
1995-09-12,11.997485160827637,17.72727394104004,17.72727394104004,16.363636016845703,16.363636016845703,275
1995-09-13,11.997485160827637,17.72727394104004,17.72727394104004,17.72727394104004,17.72727394104004,0
1995-09-14,11.305316925048828,16.704544067382812,16.704544067382812,16.363636016845703,16.363636016845703,1595
1995-09-15,11.305316925048828,16.704544067382812,16.704544067382812,16.704544067382812,16.704544067382812,0
