Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,39.33830,31.66390,7.67440,12.93730,12.93730,-5.26290,0.12460,-5.13830,0.45680,-5.59500,-5.59500,-5.59500,-4.77490,-5.26290,56.60100,56.60100,-0.10000,-0.10000,1.12600,19.50870,-13.37850,-13.37850,-13.06170,-14.22280,0.30510,4.52860,0.63080,142.66850,-18.21650,-19.49610,-4.33880,-18.21650,0.54230,0.06380,0.05900
2024-06-30,37.34340,26.90400,10.43940,13.82480,13.82480,-3.38530,0.10950,-3.27580,0.17830,-3.45420,-3.45420,-3.45420,-1.80630,-3.38530,54.81290,54.81290,-0.07000,-0.07000,1.19280,27.95520,-9.06540,-9.06540,-8.77220,-9.24970,0.30450,4.22660,0.62520,143.96440,-10.02480,-10.44160,-2.81650,-10.02470,0.61020,-0.0233,-0.0371
2024-03-31,30.01500,23.89310,6.12200,11.80190,11.80190,-5.67990,-0.01430,-5.69430,0.25550,-5.94980,-5.94980,-5.94980,-5.61650,-5.67990,54.34800,54.34800,-0.11000,-0.11000,1.41450,20.39630,-18.92360,-18.92360,-18.97140,-19.82260,0.27750,2.43460,0.62880,143.12480,-16.67740,-17.14250,-5.50140,-16.67740,0.63330,0.0622,0.0609
2023-12-31,41.68560,35.30940,6.37620,10.32680,10.32680,-3.95060,0.28050,-3.67010,0.35220,-4.02230,-4.02230,-4.02230,-4.19210,-3.95060,54.27000,54.27000,-0.07000,-0.07000,1.41830,15.29600,-9.47720,-9.47720,-8.80440,-9.64920,0.46020,4.67790,0.91710,98.13830,-13.87620,-14.23310,-4.44060,-13.87620,0.53400,-0.1309,-0.1419
2023-09-30,42.86470,36.01980,6.84480,7.72310,7.72310,-0.87820,0.03270,-0.84550,0.49600,-1.34160,-1.34160,-1.34160,-0.56160,-0.87820,54.24600,54.24600,-0.02000,-0.02000,1.51120,15.96850,-2.04890,-2.04890,-1.97260,-3.12980,0.48490,6.42180,1.09460,82.22320,-4.32600,-4.36190,-1.51750,-4.32600,0.57150,-0.24190,-0.25170
2023-06-30,32.62880,26.30260,6.32620,7.20590,7.20590,-0.87970,-0.43610,-1.31580,0.22160,-1.53740,-1.53740,-1.53740,0.17620,-0.87970,50.72580,50.72580,-0.02000,-0.02000,1.51840,19.38840,-2.69610,-2.69610,-4.03270,-4.71180,0.36100,3.52010,1.33040,67.65080,-4.88530,-4.88530,-1.70080,-4.88530,0.58040,-0.199,-0.2092
2023-03-31,24.13630,19.61610,4.52020,7.20960,7.20960,-2.68940,0.59320,-2.09620,0.23800,-2.33420,-2.33420,-2.33420,-2.68220,-2.68940,50.00000,50.00000,-0.05000,-0.05000,1.08870,18.72780,-11.14270,-11.14270,-8.68500,-9.67100,0.34850,1.37780,1.56600,57.47150,-32.24530,-32.24530,-3.37070,-32.24530,0.14480,-0.1352,-0.1355
2022-12-31,31.89740,26.75880,5.13860,4.82870,4.82880,0.30980,0.07820,0.38810,0.51830,-0.13020,-0.13020,-0.13020,0.06030,0.30980,50.00000,50.00000,-0.01000,-0.01000,,16.10970,0.97140,0.97140,1.21660,-0.40830,,,,,,,,,,0.1228,0.1197
2022-09-30,26.94310,22.15100,4.79210,6.00700,6.00690,-1.21490,-0.51950,-1.73440,0.26740,-2.00180,-2.00180,-2.00180,-0.95170,-1.21490,50.00000,50.00000,-0.04000,-0.04000,,17.78600,-4.50900,-4.50900,-6.43710,-7.42960,,,,,,,,,,0.04470,0.03820
2022-06-30,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0.4801,0.4825
2022-03-31,19.01420,16.03840,2.97570,3.87140,3.87140,-0.89570,0.06390,-0.83180,0.15880,-0.99060,-0.99060,-0.99060,-0.89570,-0.89570,50.00000,50.00000,-0.02000,-0.02000,,15.65010,-4.71060,-4.71060,-4.37460,-5.20960,,,,,,,,,,-0.4801,-0.4825
