Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,,,0.84500,-0.06900,-0.91400,1.99800,1.08400,1.08400,1.08400,1.07000,-0.91400,-0.91400,13.51800,13.51800,0.08000,0.08000,45.17930,0.07420,0.08010,,,,,,,,,2.89570,2.89570,2.64800,2.68080,2.76930,-0.12280,-0.12280
2021-12-31,,,0.82600,-0.25000,-1.07600,1.08000,0.00400,-0.03400,-0.03400,0.12200,-1.07600,-1.07600,13.51800,13.51800,0.01000,0.01000,28.01410,0.06430,0.06870,,,,,,,,,-0.09350,-0.09350,-0.08560,-0.08750,2.69010,0,0
2021-09-30,,,0.65300,-0.06100,-0.71400,2.27500,1.56100,1.56100,1.56100,1.51900,-0.71400,-0.71400,13.51800,13.51800,0.11000,0.11000,31.36800,,,,,,,,,,,4.30700,4.30700,4.21630,4.30700,2.68110,-0.0946,-0.0946
2021-06-30,,,0.61600,-0.08200,-0.69800,1.39900,0.70100,0.70100,0.70100,0.64900,-0.69800,-0.69800,13.51800,13.51800,0.05000,0.05000,33.05240,,,,,,,,,,,2.01880,2.01880,1.97540,2.01880,2.56870,-0.0991,-0.0991
2021-03-31,,,0.91400,-0.04800,-0.96200,1.32200,0.36000,0.36000,0.36000,0.29800,-0.96200,-0.96200,13.51800,13.51800,0.02000,0.02000,24.52350,,,,,,,,,,,1.05650,1.05650,1.02390,1.05650,2.52070,1.89600,1.89600
2020-12-31,0.00600,0.00600,2.45700,-0.07000,-2.52100,-1.11500,-3.63600,-3.63600,-3.63600,-3.65400,-2.52100,-2.52100,13.51800,13.51800,-0.27000,-0.27000,26.42640,0.41540,0.71050,100.00000,-42016.79000,-42016.79000,-60600.19000,-60900.17000,0.00010,0.00160,,-10.76470,-10.76470,-6.18130,-6.29320,2.49870,1.8477,1.8477
2020-09-30,0.10400,0.10400,0.72600,-0.08200,-0.70400,-3.31200,-4.01600,-4.01600,-4.01600,-4.03800,-0.70400,-0.70400,13.51800,13.51800,-0.30000,-0.30000,9.45060,0.41910,0.72130,100.00000,-676.92300,-676.92300,-3861.53800,-3882.69200,0.00160,0.21270,423.17310,-10.72910,-10.72910,-6.20860,-6.23300,2.76900,-0.0479,-0.0479
2020-06-30,0.10400,0.10400,0.61500,-0.06900,-0.58000,3.22800,2.64800,2.64800,2.64800,2.57400,-0.58000,-0.58000,13.51800,13.51800,0.19000,0.19000,12.30200,0.39430,0.65110,100.00000,-557.69230,-557.69230,2546.15400,2475.00000,0.00150,0.09310,966.63460,6.38550,6.38550,3.85070,3.86740,3.06770,-0.1523,-0.1523
2020-03-31,0.10400,0.10400,0.91500,-0.05000,-0.86100,-6.25500,-7.11600,-7.11600,-7.11600,-7.17400,-0.86100,-0.86100,13.51800,13.51800,-0.53000,-0.53000,14.20120,0.40070,0.66850,100.00000,-827.88460,-827.88460,-6842.30800,-6898.07700,0.00160,0.09900,908.65380,-18.29540,-18.29540,-10.91010,-10.96520,2.87730,0.17330,0.17330
2019-12-31,0.15400,0.15400,0.78900,-0.07500,-0.71000,-2.34100,-3.05100,-3.05100,-3.05100,-3.11700,-0.71000,-0.71000,13.51800,13.51800,-0.23000,-0.23000,50.05660,0.38660,0.63040,100.00000,-461.03880,-461.03870,-1981.16900,-2024.02600,0.00210,0.14670,613.63630,-6.63420,-6.63420,-4.06330,-4.06910,3.40210,-0.2335,-0.2335
2019-09-30,0.09000,0.09000,0.79600,-0.05000,-0.75600,1.83500,1.07900,1.07900,1.07900,1.01100,-0.75600,-0.75600,13.51800,13.51800,0.07000,0.07000,32.98920,0.35510,0.55060,100.00000,-840.00010,-840.00010,1198.88900,1123.33300,0.00120,0.08570,1050.00000,2.20100,2.20100,1.41600,1.41950,3.62660,-0.0197,-0.0197
2019-06-30,0.09100,0.09100,0.70200,-0.07300,-0.68400,2.09600,1.41200,1.41200,1.41200,1.30200,-0.68400,-0.68400,13.51800,13.51800,0.10000,0.10000,143.12770,0.36020,0.56310,100.00000,-751.64840,-751.64840,1551.64800,1430.76900,0.00120,0.08670,1038.46200,2.94580,2.94580,1.88340,1.88460,3.54590,-0.0683,-0.0683
2019-03-31,0.01600,0.01600,0.86700,-0.05500,-0.90600,3.96300,3.05700,3.05700,3.05700,2.97700,-0.90600,-0.90600,13.51800,13.51800,0.22000,0.22000,37.25850,0.36690,0.57950,100.00000,-5662.50000,-5662.50000,19106.25000,18606.25000,0.00020,0.01520,5906.25000,6.56690,6.56690,4.14600,4.15750,3.44370,-0.08160,-0.08160
2018-12-31,0.16500,0.16500,0.86600,-0.14300,-0.84400,-2.25000,-3.09400,-3.09400,-3.09400,-3.15600,-0.84400,-0.84400,13.51800,13.51800,-0.23000,-0.23000,18.97640,0.38280,0.62030,100.00000,-511.51520,-511.51500,-1875.15100,-1912.72800,0.00230,0.14610,615.81820,-7.11350,-7.11350,-4.36140,-4.39010,3.21760,-0.7891,-0.7891
2018-09-30,0.08500,0.08500,0.69700,-0.04800,-0.66000,3.08000,2.42000,2.42000,2.42000,2.35800,-0.66000,-0.66000,13.51800,13.51800,0.17000,0.17000,42.65160,0.26740,0.36490,100.00000,-776.47060,-776.47060,2847.05900,2774.11800,0.00130,0.08100,1111.76500,5.19640,5.19640,3.79390,3.80710,3.44510,-0.4506,-0.4506
2018-06-30,0.11700,0.11700,0.87700,-0.08300,-0.84300,1.72800,0.88500,0.88500,0.88500,0.79300,-0.84300,-0.84300,13.51800,13.51800,0.06000,0.06000,23.32370,0.21370,0.27180,100.00000,-720.51280,-720.51280,756.41020,677.77780,0.00210,0.11140,807.69230,2.00530,2.00530,1.56420,1.57670,3.26470,0.4515,0.4515
2018-03-31,0.11300,0.11300,1.00000,-0.05900,-0.94600,1.04400,0.09800,0.09800,0.09800,0.05600,-0.94600,-0.94600,13.51800,13.51800,0.00000,0.00000,27.61410,0.30510,0.43900,100.00000,-837.16810,-837.16810,86.72580,49.55750,0.00180,0.11120,809.20360,0.22650,0.22650,0.15640,0.15740,3.20020,-0.11900,-0.11900
2017-12-31,0.12100,0.12100,0.78300,-0.07300,-0.73500,1.76700,1.03200,1.03200,1.03200,1.00800,-0.73500,-0.73500,13.34500,13.34500,0.08000,0.08000,60.20600,0.29500,0.41850,100.00000,-607.43760,-607.43780,852.89250,833.05770,0.00200,0.12030,748.26440,2.39960,2.39960,1.68620,1.69170,3.18150,-0.1082,-0.1082
2017-09-30,0.11200,0.11200,0.68700,0.17100,-0.40400,0.31500,-0.08900,-0.08900,-0.08900,-0.12300,-0.40400,-0.40400,13.51800,13.51800,-0.01000,-0.01000,14.24320,0.29990,0.42840,100.00000,-360.71430,-360.71430,-79.46430,-109.82140,0.00180,0.11650,772.23210,-0.21190,-0.21190,-0.14600,-0.14840,3.10690,1.1864,1.1864
2017-06-30,0.13700,0.13700,1.24000,0.84500,-0.25800,0.41500,0.15700,0.15700,0.15700,0.08700,-0.25800,-0.25800,13.51800,13.51800,0.01000,0.01000,,,,100.00000,-188.32110,-188.32110,114.59860,63.50370,,,,,,,,,0.2279,0.2279
2017-03-31,0.19000,0.19000,1.21200,-1.40600,-2.42800,0.67700,-1.75100,-1.75100,-1.75100,-1.80100,-2.42800,-2.42800,12.81400,12.81400,-0.14000,-0.14000,,,,100.00000,-1277.89500,-1277.89500,-921.57890,-947.89480,,,,,,,,,-0.50360,-0.50360
2016-12-31,0.19200,0.19200,,,0.19200,,0.19200,0.19200,1.23400,1.23400,0.19200,0.19200,12.67400,12.67400,0.08000,0.08000,32.55830,0.41240,0.70180,100.00000,100.00000,100.00000,100.00000,642.70830,0.00260,0.16650,540.46880,2.88720,2.88720,1.68700,1.69660,3.37230,-0.0389,-0.0389
2016-09-30,0.19100,0.19100,0.92700,-0.04600,-0.78200,2.45500,1.67300,1.67300,1.67300,1.88900,-0.78200,-0.78200,12.67400,12.67400,0.16000,0.16000,,,,100.00000,-409.42410,-409.42410,875.91630,989.00520,,,,,,,,,-1.532,-1.532
2016-06-30,0.22700,0.22700,,,0.22700,,0.22700,0.22700,2.06700,2.06700,0.22700,0.22700,12.67400,12.67400,0.17000,0.17000,,,,100.00000,100.00000,100.00000,100.00000,910.57260,,,,,,,,,0,0
2016-03-31,0.13800,0.13800,,,0.13800,,0.13800,0.13800,0.24200,0.24200,0.13800,0.13800,12.67400,12.67400,0.02000,0.02000,,,,100.00000,100.00000,100.00000,100.00000,175.36230,,,,,,,,,0.00000,
2015-12-31,0.22200,0.22200,0.54200,,-1.22300,3.22700,0.22200,0.22200,-0.34400,-0.34400,-1.22300,0.22200,12.67400,12.67400,-0.03000,-0.03000,,,,100.00000,-550.90090,100.00000,100.00000,-154.95500,,,,,,,,,0.1049,0.1049
2015-09-30,0.09100,0.09100,,,0.09100,,0.09100,0.09100,-0.33300,-0.33300,0.09100,0.09100,12.67400,12.67400,-0.03000,-0.03000,,,,100.00000,100.00000,100.00000,100.00000,-365.93410,,,,,,,,,0,0
2015-06-30,0.08900,0.08900,,,0.08900,,0.08900,0.08900,2.62300,2.62300,0.08900,0.08900,12.67400,12.67400,0.21000,0.21000,,,,100.00000,100.00000,100.00000,100.00000,2947.19100,,,,,,,,,-1.4415,-1.4415
2015-03-31,0.04400,0.04400,1.11000,,-1.06600,0.22900,-0.83000,-0.83000,-0.83900,-0.83900,-1.06600,-1.06600,12.67400,12.67400,-0.07000,-0.07000,39.26000,,,90.90910,-2422.72700,-2422.72700,-1886.36400,-1906.81800,0.00120,0.06670,1350.00000,-2.37270,-2.37270,-2.33970,-2.37270,,1.44150,1.44150
2014-12-31,0.53600,0.53600,1.35000,,-0.81400,-0.60600,-1.41000,-1.41000,-1.40900,-1.40900,-0.81400,-0.81400,12.80900,12.80900,-0.11000,-0.11000,39.02410,0.29280,0.41410,102.61190,-151.86570,-151.86570,-263.05970,-262.87310,0.01030,0.34810,258.58210,-3.89330,-3.89230,-2.70810,-2.75250,,-1.2514,-1.2514
2014-09-30,0.10900,0.10900,0.54000,,-0.43100,-0.00400,-0.43000,-0.43000,-0.43700,-0.43700,-0.43100,-0.43100,12.53700,12.53700,-0.03000,-0.03000,83.23810,,,91.74310,-395.41290,-395.41290,-394.49550,-400.91740,0.00290,0.10790,833.94500,-1.16220,-1.16220,-1.15580,-1.16220,,-0.1354,-0.1354
2014-06-30,0.06000,0.06000,0.77000,,-0.71000,1.72000,1.01000,1.01000,1.01100,1.01100,-0.71000,-0.71000,11.67600,11.67600,0.09000,0.09000,50.50000,,,100.00000,-1183.33300,-1183.33300,1683.33300,1685.00000,0.00160,0.06060,1485.00000,2.65840,2.65770,2.63280,2.65770,,-0.2597,-0.2597
2014-03-31,0.25700,0.25700,0.72000,,-0.46300,-0.06000,-0.53000,-0.53000,-0.53800,-0.53800,-0.46300,-0.46300,10.56200,10.56200,-0.05000,-0.05000,52.81080,,,97.27630,-180.15570,-180.15570,-206.22570,-209.33850,0.00780,0.30240,297.66540,-1.64630,-1.64630,-1.62780,-1.64680,,1.38420,1.38420
2013-12-31,0.05300,0.05300,0.47000,,-0.41700,4.23800,3.82000,3.82000,3.84500,3.84500,-0.41700,-0.41700,10.68100,10.68100,0.36000,0.36000,268.00000,0.31110,0.45170,107.54720,-786.79250,-786.79250,7207.54700,7254.71700,0.00110,0.08410,1069.81100,11.57440,11.57780,7.95410,7.97550,,-1.5122,-1.5122
2013-09-30,0.03000,0.03000,0.62000,,-0.59000,-0.20000,-0.79000,-0.79000,29.37300,29.37300,-0.59000,-0.59000,10.56200,10.56200,2.78000,2.78000,173.41670,,,100.00000,-1966.66700,-1966.66700,-2633.33300,97910.00000,0.00100,0.05360,1680.00000,99.97620,100.01020,99.60330,100.01020,,-0.0994,-0.0994
2013-06-30,0.01000,0.01000,1.37000,,-1.36000,0.11000,-1.24000,-1.24000,-1.24900,-1.24900,-1.36000,-1.36000,10.56200,10.56200,-0.11000,-0.11000,46.42550,,,100.00000,-13600.00000,-13600.00000,-12400.00000,-12490.00000,0.00030,0.01960,4590.00000,-4.13990,-4.13990,-4.07640,-4.14120,,-0.1382,-0.1382
2013-03-31,-0.09600,-0.09600,0.67000,,-0.76600,-0.68000,-1.45000,-1.45000,-1.45900,-1.45900,-0.76600,-0.76600,10.56200,10.56200,-0.14000,-0.14000,66.11430,,,93.75000,797.91670,797.91670,1510.41700,1519.79200,-0.00300,-0.25260,-356.25000,-4.64350,-4.64350,-4.59240,-4.64500,,-0.08710,-0.08710
2012-12-31,0.17700,0.17700,0.88000,,-0.70300,1.88800,1.20000,1.20000,1.21100,1.21100,-0.70300,-0.70300,9.96000,9.96000,0.12000,0.12000,60.12500,,,101.69490,-397.17510,-397.17510,677.96610,684.18080,0.00530,0.49170,183.05090,3.68420,3.68310,3.63880,3.68420,,1.2922,1.2922
2012-09-30,-0.10000,-0.10000,0.58000,,-0.68000,-1.06000,-1.75000,-1.75000,-1.75000,-1.75000,-0.68000,-0.68000,,,,0.00000,,,,100.00000,680.00000,680.00000,1750.00000,1750.00000,,,,-5.52750,-33.91470,,,,0,0
2012-06-30,0.21000,0.21000,0.98000,,-0.77000,-3.45000,-4.23000,-4.23000,-4.23000,-4.23000,-0.77000,-0.77000,,,,0.00000,70.28210,,,100.00000,-366.66670,-366.66670,-2014.28600,-2014.28600,0.00620,0.56760,158.57140,-12.65710,-12.65710,-12.51110,-12.66090,,0,0
2012-03-31,0.22000,0.22000,0.72000,,-0.50000,,-0.49000,-0.49000,-0.49000,-0.49000,-0.50000,-0.50000,,,,0.00000,74.72220,0.17520,0.21250,100.00000,-227.27270,-227.27270,-222.72730,-222.72730,0.00480,0.08730,1030.90900,-1.30150,-1.30150,-1.06500,-1.07340,,0.00000,
2011-12-31,-0.13000,-0.13000,0.60000,,-0.73000,-0.09100,-0.82000,-0.82000,-0.82000,-0.82000,-0.73000,-0.73000,,,,0.00000,167.40000,0.13590,0.15730,100.00000,561.53850,561.53850,630.76920,630.76920,-0.00290,-0.05800,-1550.76900,-2.14940,-2.14940,-1.85100,-1.85770,,0,0
2011-09-30,-0.16000,-0.16000,0.72000,,-0.88000,-1.57200,-2.46000,-2.46000,-2.46000,-2.46000,-0.88000,-0.88000,,,,0.00000,67.25640,0.15230,0.17960,100.00000,550.00000,550.00000,1537.50000,1537.50000,-0.00350,-0.06370,-1411.87500,-6.31250,-6.31250,-5.30630,-5.35130,,0,0
2011-06-30,0.39000,0.39000,1.59000,,-1.20000,1.66900,0.47000,0.47000,0.47000,0.47000,-1.20000,-1.20000,,,,0.00000,58.91670,0.26580,0.36210,100.00000,-307.69230,-307.69230,120.51280,120.51280,0.00680,0.14230,632.30770,1.13440,1.13420,0.82400,0.83290,,0,0
2011-03-31,0.43000,0.43000,1.12000,,-0.69000,-1.03000,-1.71000,-1.71000,-1.71000,-1.71000,-0.69000,-0.69000,,,,0.00000,42.09680,0.14170,0.16520,100.00000,-160.46510,-160.46510,-397.67440,-397.67440,0.01000,0.17480,514.88370,-4.70570,-4.70690,-3.98140,-4.03970,,0.00000,
2010-12-31,0.63000,0.63000,0.79000,,-0.16000,6.73600,6.57000,6.57000,6.57000,6.57000,-0.16000,-0.16000,,,,0.00000,64.47500,0.28280,0.39420,100.00000,-25.39680,-25.39680,1042.85700,1042.85700,0.01180,0.21070,427.14290,,17.26680,12.29190,12.38450,,0,0
2010-09-30,0.60000,0.60000,0.52000,,0.08000,-6.49700,-6.41000,-6.41000,-6.41000,-6.41000,0.08000,0.08000,,,,0.00000,,,,100.00000,13.33330,13.33330,-1068.33300,-1068.33300,,,,,,,,,-1.4782,-1.4782
2010-06-30,0.82700,0.82700,1.44000,,-0.61300,-11.64000,-12.26000,-12.26000,-12.26300,-12.26300,-0.61300,-0.61300,8.86200,8.86200,-1.38000,-1.38000,,,,99.15360,-74.12330,-74.12330,-1482.46700,-1482.82900,,,,,,,,,0.5695,0.5695
2010-03-31,0.85100,0.85100,0.88000,,-0.02900,-0.70900,-0.75000,-0.75000,-0.75000,-0.75000,-0.02900,-0.02900,9.50790,9.50790,-0.07460,-0.07460,,,,99.88250,-3.40780,-3.40780,-88.13160,-88.13160,,,,,,,,,0.90870,0.90870
2009-12-31,0.82200,0.82200,,,0.82200,,0.82200,0.82200,-14.73100,-14.73100,0.82200,0.82200,8.71700,8.71700,-1.69000,-1.69000,,,,100.00000,100.00000,100.00000,100.00000,-1792.09200,,,,,,,,,1.4179,1.4179
2009-09-30,1.32900,1.32900,,,1.32900,,1.32900,1.32900,-7.36500,-7.36500,1.32900,1.32900,8.86200,8.86200,-0.83000,-0.83000,,,,100.00000,100.00000,100.00000,100.00000,-554.17600,,,,,,,,,0,0
2009-06-30,0.71500,0.71500,,,0.71500,,0.71500,0.71500,-6.39900,-6.39900,0.71500,0.71500,8.86200,8.86200,-0.72000,-0.72000,,,,100.00000,100.00000,100.00000,100.00000,-894.96510,,,,,,,,,0,0
2009-03-31,0.90500,0.90500,,,0.90500,,0.90500,0.90500,-0.12700,-0.12700,0.90500,0.90500,13.62600,13.62600,-0.00930,-0.00930,,,,100.00000,100.00000,100.00000,100.00000,-14.03320,,,,,,,,,0.00000,
