,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-24,2024-09-30,$1.31,$1.73
1,2024-07-25,2024-06-30,$0.77,$1.22
2,2024-04-24,2024-03-31,$0.27,$0.61
3,2024-02-13,2023-12-31,$0.64,$0.38
4,2023-10-26,2023-09-30,$1.64,$1.64
5,2023-08-03,2023-06-30,$0.58,$0.49
6,2023-04-27,2023-03-31,$0.04,$0.01
7,2023-02-16,2022-12-31,$1.30,$1.31
8,2022-10-18,2022-09-30,$1.53,$1.42
9,2022-07-19,2022-06-30,$0.88,$1.15
10,2022-04-19,2022-03-31,$0.67,$0.57
11,2022-02-07,2021-12-31,$0.89,$1.21
12,2021-10-26,2021-09-30,$1.73,$1.96
13,2021-07-26,2021-06-30,$0.50,$1.05
14,2021-04-27,2021-03-31,$0.64,$1.00
15,2021-02-08,2020-12-31,$1.14,$1.27
16,2020-10-26,2020-09-30,$1.67,$1.88
17,2020-07-27,2020-06-30,$0.19,$0.02
18,2020-04-29,2020-03-31,$0.58,$0.57
19,2020-02-11,2019-12-31,$0.89,$1.24
20,2019-10-22,2019-09-30,$2.22,$1.84
21,2019-07-23,2019-06-30,$0.51,$0.78
22,2019-04-23,2019-03-31,$-0.08,$0.21
23,2019-02-08,2018-12-31,$1.68,$1.33
24,2018-10-22,2018-09-30,$2.24,$1.93
25,2018-07-23,2018-06-30,$0.29,$0.48
26,2018-04-23,2018-03-31,$0.31,$0.10
27,2018-02-07,2017-12-31,$1.82,$2.30
28,2017-10-23,2017-09-30,$1.93,$2.09
29,2017-07-24,2017-06-30,$0.46,$0.53
30,2017-04-24,2017-03-31,$0.37,$0.43
31,2017-02-06,2016-12-31,$1.28,$1.64
32,2016-10-17,2016-09-30,$1.74,$2.03
33,2016-07-18,2016-06-30,$0.39,$0.41
34,2016-04-18,2016-03-31,$0.24,$0.38
35,2016-02-08,2015-12-31,$1.30,$1.39
36,2015-10-19,2015-09-30,$1.51,$1.58
37,2015-07-20,2015-06-30,$0.29,$0.33
38,2015-04-20,2015-03-31,$0.09,$0.21
39,2015-02-09,2014-12-31,$1.22,$1.22
