Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,386.20700,332.08200,54.12500,21.18700,81.75400,112.75700,-58.63200,4.14300,-54.48900,0.19500,-54.68400,-54.68400,1.83600,-52.42300,-48.27900,-58.63200,331.58280,331.58280,-0.16000,-0.16000,0.54500,0.59960,1.53310,14.01450,-15.18150,-15.18150,-14.10880,-13.57380,0.35040,5.02430,17.91300,-24.60730,10.09090,-4.96090,-9.85360,0.66520,0.0203,0.011
2024-06-30,390.96500,341.67200,49.29300,19.34900,56.10000,84.96800,-35.67500,9.94100,-25.73400,0.09900,-25.83300,-25.83300,0.10600,-25.27200,-25.45400,-35.67500,311.25380,311.25380,-0.08000,-0.08000,0.60420,0.58110,1.41870,12.60800,-9.12490,-9.12490,-6.58220,-6.46400,0.35260,5.44190,16.53820,-10.16120,5.04770,-2.32970,-4.25610,0.77190,-0.0951,-0.1056
2024-03-31,402.34700,374.67000,27.67700,20.04000,61.68900,90.99000,-63.31300,7.09700,-56.21600,0.11300,-56.32900,-56.32900,-0.25500,-56.01000,-53.31100,-63.31300,299.36330,299.36330,-0.19000,-0.19000,0.62970,0.61660,1.64200,6.87890,-15.73590,-15.73590,-13.97200,-13.92080,0.35180,5.46590,16.46590,-23.85800,10.49240,-4.92540,-9.14690,0.78770,-0.22470,-0.23720
2023-12-31,410.18110,370.40000,39.78110,14.16400,88.07000,111.87210,-72.09100,0.65400,-71.43700,-0.39700,-71.04000,-71.04000,0.51300,-70.09000,-61.00800,-72.09110,276.28300,276.28300,-0.21000,-0.21000,0.74760,0.57990,1.40820,9.69840,-17.57540,-17.57540,-17.41600,-17.08760,0.33280,5.10820,17.61880,-25.02950,14.28110,-5.76320,-10.51550,0.94860,-0.0431,-0.0642
2023-09-30,320.93500,301.25500,19.68000,17.50600,76.35500,102.96400,-83.28400,-1.44800,-84.73200,-0.24700,-84.48500,-84.48500,0.66900,-83.81100,-72.55300,-83.28400,292.69400,292.69400,-0.29000,-0.29000,0.84450,0.54290,1.21110,6.13210,-25.95040,-25.95040,-26.40160,-26.11460,0.26300,5.16870,17.41250,-25.33770,18.92130,-6.92230,-11.58210,1.13890,-0.088,-0.1035
2023-06-30,312.73500,289.28000,23.45500,17.77800,49.27900,75.97000,-52.51500,-1.81500,-54.33000,-0.12100,-54.20900,-54.20900,4.25900,-49.94000,-42.26500,-52.51500,291.72040,291.72040,-0.17000,-0.17000,1.01500,0.49080,0.98280,7.50000,-16.79220,-16.79220,-17.37250,-15.96880,0.25220,6.39740,14.06830,-13.21800,14.36500,-4.37080,-6.73010,1.40180,-0.165,-0.1773
2023-03-31,324.37400,321.14200,3.23200,18.22700,57.62300,84.69200,-81.46000,-2.02200,-83.48200,-0.11400,-83.36800,-83.36800,-0.25600,-83.61300,-71.32800,-81.46000,225.46160,225.46160,-0.37000,-0.37000,1.08510,0.47410,0.91900,0.99640,-25.11300,-25.11300,-25.73630,-25.77670,0.24990,7.85140,11.46290,-19.04200,23.78610,-6.42280,-10.01380,1.55470,-0.34680,-0.36420
2022-12-31,319.31490,316.70300,2.61190,14.90400,73.05200,96.51300,-93.90110,-2.53100,-96.43200,-0.51600,-95.91600,-95.91600,-56.16600,-151.98100,-83.99110,-93.90110,182.47200,182.47200,-0.74000,-0.74000,0.99580,0.49520,1.00020,0.81800,-29.40700,-29.40700,-30.19970,-47.59600,0.24990,7.25780,12.40040,-23.87860,24.67890,-7.50650,-12.05310,1.91560,-0.1516,-0.16
2022-09-30,224.98900,231.07400,-6.08500,17.60200,71.52000,97.53000,-103.61500,-2.57900,-106.19400,-0.39200,-105.80200,-105.80200,-46.94400,-152.64800,-93.94600,-103.61500,186.75100,186.75100,-0.82000,-0.82000,1.10840,0.46100,0.87150,-2.70460,-46.05340,-46.05340,-47.19960,-67.84690,0.17740,5.12060,17.57610,-22.99950,30.21730,-8.34380,-12.39650,2.42950,-0.4117,-0.4204
2022-06-30,222.07200,236.05700,-13.98500,18.04000,50.94900,77.39900,-91.38400,-3.93500,-95.31900,-0.35500,-94.96400,-94.96400,-21.31000,-116.12400,-81.34100,-91.38400,185.10300,185.10300,-0.63000,-0.63000,1.39600,0.39560,0.66710,-6.29750,-41.15060,-41.15060,-42.92260,-52.29120,0.16310,6.99880,12.85930,-15.82380,44.20490,-6.97260,-9.56360,3.23880,-0.3795,-0.3836
2022-03-31,242.32000,265.95800,-23.63800,18.71800,69.24500,99.31900,-122.95700,-5.80900,-128.76600,-0.40300,-128.36300,-128.36300,-12.45400,-140.72400,-110.29400,-122.95700,157.50350,157.50350,-0.89000,-0.89000,1.58930,0.36360,0.58420,-9.75490,-50.74160,-50.74160,-53.13880,-58.07360,0.16650,7.21230,12.47860,-18.69760,86.22660,-8.81760,-11.89940,3.75810,-0.79280,-0.80440
2021-12-31,231.07600,234.36100,-3.28500,8.72200,56.98600,75.58610,-78.87110,-2.88200,-81.75300,-0.94800,-80.80500,-80.80500,,-111.96100,-64.78810,-78.87110,137.49800,137.49800,-0.77000,-0.77000,1.27040,0.32040,0.48460,-1.42160,-34.13210,-34.13210,-35.37930,-48.45200,0.16870,6.73750,13.35810,-12.04460,53.06800,-5.89910,-8.18500,4.35780,-0.4214,-0.4488
2021-09-30,156.69000,157.69000,-1.00000,15.25700,77.66900,102.25800,-103.25800,-3.12200,-106.38000,-0.51500,-105.86500,-105.86500,,-105.85100,-89.42800,-103.25800,142.52980,142.52980,-0.74000,-0.74000,1.72250,0.34700,0.53990,-0.63820,-65.89950,-65.89950,-67.89200,-67.55440,0.13510,5.99610,15.00980,-18.02630,87.44690,-9.12470,-11.77060,4.06250,-0.3817,-0.3936
2021-06-30,130.88400,132.89500,-2.01100,20.00100,49.80700,79.05500,-81.06600,-14.61700,-95.68300,-0.75300,-94.93000,-94.93000,,-94.91500,-67.40300,-81.06600,140.59600,140.59600,-0.68000,-0.68000,2.00030,0.33680,0.51590,-1.53650,-61.93730,-61.93730,-73.10520,-72.51840,0.11450,6.26000,14.37700,-15.65480,115.35320,-8.30640,-10.38190,4.30310,-0.1675,-0.1774
2021-03-31,119.72000,123.85800,-4.13800,11.43800,40.29700,60.94400,-65.08200,-5.56900,-70.65100,-0.46500,-70.18600,-70.18600,,-70.11000,-53.11000,-65.08200,118.58420,118.58420,-0.59000,-0.59000,2.36210,0.31070,0.48390,-3.45640,-54.36180,-54.36180,-59.01350,-58.56160,0.10040,6.66300,13.50750,-10.39320,331.72490,-5.88390,-7.16440,4.81080,-0.45430,-0.45960
2020-12-31,105.07700,100.19700,4.88000,9.91100,65.11900,97.19710,-92.31710,-92.08100,-184.39800,10.93000,-195.32800,-195.32800,,-167.82400,-82.09210,-92.31710,44.49300,44.49300,-2.71000,-2.71000,0.68940,,0.04630,4.64420,-87.85660,-87.85660,-175.48850,-159.71530,0.12230,6.00610,14.98470,-90.31130,271.63990,-22.72980,-31.35540,6.79400,-1.71,-1.7125
2020-09-30,61.20200,71.00600,-9.80400,10.72700,30.53900,292.36000,-302.16400,11.97600,-290.18800,-16.07100,-274.11700,-274.11700,,-274.11700,-286.19400,-302.16400,44.19970,44.19970,-6.20000,-6.20000,0.23480,0.04840,0.25030,-16.01910,-493.71590,-493.71590,-474.14790,-447.88890,0.07660,8.77450,10.25700,479.33460,122.72980,-34.29410,-51.25200,10.70750,-0.4318,-0.4321
2020-06-30,44.17200,62.57900,-18.40700,9.55100,24.91500,48.88300,-67.29000,-9.79500,-77.08500,-3.48100,-73.60400,-73.60400,,-72.92200,-43.40200,-67.29000,35.04540,35.04540,-2.08000,-2.08000,0.16160,0.02710,0.07100,-41.67120,-152.33630,-152.33630,-174.51100,-165.08650,0.03980,10.74220,8.37820,-60.45750,20.23920,-6.62880,-10.40670,17.78670,-0.9609,-0.9629
2020-03-31,7.29500,,7.29500,,20.20300,,-18.12800,-39.25300,-57.38100,-1.03800,-56.34300,-56.34300,,-55.64100,-11.23100,-18.12800,30.33800,30.33800,-1.83000,-1.83000,0.24550,0.23720,0.39810,100.00000,-248.49890,-248.49890,-786.57980,-762.72790,0.02410,,,-31.86980,50.85110,-18.61560,-24.24570,5.48640,-0.24650,-0.24650
2019-12-31,-1.56300,,-1.56300,,9.68800,,-19.80300,-7.22200,-27.02400,-2.03800,-24.98600,-24.98600,,-18.77900,-14.37100,-25.02500,22.28610,22.28610,-0.77000,-0.77000,0.26650,0.16460,0.22610,100.00000,1266.98600,1601.08700,1728.98200,1201.47100,-0.00420,-0.17550,-512.70620,-11.21890,20.60990,-6.78550,-9.35250,7.71890,0.0261,0.0186
2019-09-30,5.83400,,5.83400,,2.26400,,-6.92500,-1.01100,-7.93700,-1.02800,-6.90900,-6.90900,,-7.16600,3.63700,-1.70300,24.36300,24.36300,-0.29000,-0.29000,0.29120,0.12270,0.18560,100.00000,-118.70070,-29.19090,-136.04730,-122.83170,0.01560,0.44910,200.37880,-2.95160,6.47420,-1.85150,-2.58450,8.71600,0.119,0.119
2019-06-30,,,,,0.80400,,-5.96200,1.56000,-4.40200,-1.03700,-3.36500,-3.36500,,-5.54700,-0.56400,-5.96200,22.96400,22.96400,-0.24000,-0.24000,0.01220,,0.02270,,,,,,,,,-1.47130,7.45890,-1.22310,-1.47130,9.80890,-0.0222,-0.0226
2019-03-31,,,,,1.03700,,-6.19500,2.15900,-4.03600,-1.16900,-2.86700,-2.86700,,-3.46600,-0.79700,-6.19500,12.88300,12.88300,-0.27000,-0.27000,0.02200,,0.02480,,,,,,,,,-1.23760,6.05820,-1.02230,-1.23760,10.10230,-0.04520,-0.04520
2018-12-31,,,,,1.93900,,-7.59000,0.13300,-7.45700,,-5.34300,-5.34300,,-3.46700,-1.65800,-7.59000,4.48200,4.48200,-0.44000,-0.44000,0.00170,,0.02450,,,,,,,,,-2.29760,9.98640,-1.86750,-2.29760,30.87080,-0.1855,-0.1855
2018-09-30,,,,,2.92700,,-5.49300,0.62600,-4.86700,,-4.86700,-4.86700,,-4.26100,-2.49600,-5.49300,4.75300,4.75300,-0.90000,-0.90000,0.04920,,0.01790,,,,,,,,,-2.06490,9.14060,-1.67900,-2.06490,1.09850,0.0465,0.0465
2018-06-30,,,,,1.04000,,-1.04000,-1.14700,-2.18700,,-2.18700,-2.18700,,-2.18700,-0.58700,-1.04000,2.84300,2.84300,-0.77000,-0.77000,0.09000,,-0.20150,,,,,,,,,58.74300,58.75870,-578.57150,58.75870,-1.23370,-0.3269,-0.3269
2018-03-31,,,,,0.84000,,-0.84000,0.14500,-0.69500,,-0.69500,-0.69500,,-0.69500,-0.47000,-0.84000,2.69800,2.69800,-0.26000,-0.26000,0.13410,,-0.23460,,,,,,,,,25.22690,25.23600,-159.03890,25.23600,-0.99310,-0.23760,-0.23760
2017-12-31,0.00000,,0.00000,,0.43000,,-0.42200,0.03800,-0.38400,,-0.38400,-0.38400,,-0.36500,0.39400,-0.42200,1.47200,2.16600,-5867.64500,-8.25900,0.02420,,-0.81770,,,,,,0.00000,,,12.38710,12.39110,-446.51200,12.39110,-1.16500,-0.278,-0.2808
2017-09-30,,,,,0.22600,,-0.22600,-0.58200,-0.80800,,-0.80800,-0.80800,,-0.80800,-0.22600,-0.22600,79.39400,79.39400,-0.01000,-0.01000,0.06090,,-0.20290,,,,,,,,,31.04110,31.05300,-469.76740,31.05300,-0.98130,0.229,0.229
2017-06-30,0.03600,0.00800,0.02800,,0.38700,0.38700,-0.35900,5.36200,5.00300,,5.00300,5.00300,0.01400,5.01700,-0.35900,-0.35900,0.56950,0.76650,8.70870,6.60660,0.01930,,-0.27410,77.77780,-997.22240,-997.22240,13897.22000,13936.11000,0.90000,3.60000,25.00000,-266.11710,-266.25860,12507.50000,-266.25860,-0.71140,-0.205,-0.205
2017-03-31,0.00500,,0.00500,,0.14200,,-0.13700,6.80000,6.66300,,6.66300,6.66300,-0.03300,6.63000,-0.13700,-0.13700,0.00110,2.91040,5866.06600,2.40240,0.00670,,-0.11880,100.00000,-2740.00000,-2740.00000,133260.00000,132600.00000,0.14710,,,-131.81010,-131.94060,19597.06000,-131.94060,-148.67810,-0.02850,-0.02850
2016-12-31,0.00200,0.00400,-0.00200,,-0.67900,-0.26800,0.26600,-5.14200,-4.87600,,-4.87600,-4.87600,-0.16100,-5.06900,-0.00900,0.42700,0.00090,0.00090,-4108.70900,-4108.70900,0.00790,,-0.03570,-100.00000,13300.00000,21350.00000,-243799.90000,-253450.00000,0.01740,0.20000,449.99990,33.75800,33.76970,-4240.00000,33.76970,-425.10160,2.6916,2.6916
2016-09-30,,,,,1.21700,,-1.21700,0.52500,-0.69200,,-0.69200,-0.69200,-0.01500,-0.70700,-0.94100,-1.21700,0.01250,0.01250,-56.75680,-56.75680,0.02650,,-0.06790,,,,,,,,,8.54260,7.75440,-50.00000,8.54740,-0.02400,-16.9559,-16.9559
2016-06-30,,,,,0.09800,,-0.09800,-1.69700,-1.79500,,-1.79500,-1.79500,-0.02800,-1.82300,-0.09700,-0.09800,0.00090,0.00090,-1968.16800,-1968.16800,0.00290,,-0.06450,,,,,,,,,19.48000,19.48120,-643.36910,19.48120,-0.02840,1.716,1.716
2016-03-31,0.02200,0.00200,0.02000,,0.14200,0.14200,-0.12200,-2.37700,-2.49900,,-2.49900,-2.49900,,-2.46700,-0.04300,-0.12200,0.00050,0.00050,-4659.76000,-4659.76000,0.00270,,-0.11560,90.90910,-554.54550,-554.54550,-11359.09000,-11213.64000,0.08060,,,32.09200,32.09200,-915.38460,32.09200,-0.03260,-9.00900,-9.00900
2015-12-31,0.19600,0.17000,0.02600,,1.81400,2.13300,-2.10700,-3.55700,-5.66400,,-5.66400,-5.66400,,-5.65000,-3.07900,-2.10700,0.00020,0.00020,-37173.22000,-37173.22000,0.01070,,-0.14890,13.26530,-1075.00000,-1075.00000,-2889.79600,-2882.65300,0.62620,,,105.43560,105.43560,-1809.58500,105.43560,-597.48640,-149.6224,-149.6224
2015-09-30,0.36600,0.28600,0.08000,,0.14800,0.14800,-0.06800,-0.91600,-0.98400,,-0.98400,-0.98400,,-0.98900,1.05200,-0.06800,58.83800,58.83800,-0.02000,-0.02000,0.24770,,-0.48320,21.85790,-18.57920,-18.57920,-268.85250,-270.21860,0.41680,,,72.31670,58.57430,-112.06960,72.31670,-0.02270,-0.0028,-0.0028
