,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-29,2024-09-30,--,$-0.17
1,2024-07-30,2024-06-30,--,$-0.15
2,2024-05-07,2024-03-31,--,$-0.11
3,2024-03-07,2023-12-31,$-0.10,$-0.11
4,2023-10-30,2023-09-30,$-0.04,$-0.04
5,2023-08-01,2023-06-30,$-0.01,$-0.01
6,2023-05-02,2023-03-31,$0.02,$0.02
7,2023-03-07,2022-12-31,$-0.13,$-0.11
8,2022-11-09,2022-09-30,$-0.08,$-0.02
9,2022-08-02,2022-06-30,$0.03,$0.07
10,2022-05-03,2022-03-31,$-0.05,$0.04
11,2022-03-01,2021-12-31,$-0.12,$-0.10
12,2021-11-02,2021-09-30,$-0.06,$-0.09
13,2021-08-05,2021-06-30,$-0.06,$0.04
14,2021-05-10,2021-03-31,$-0.03,$-0.06
15,2021-03-08,2020-12-31,$-0.18,$-0.07
16,2020-11-09,2020-09-30,$0.01,$0.03
17,2020-08-10,2020-06-30,$-0.01,$0.03
18,2020-05-06,2020-03-31,$0.00,$-0.03
19,2020-03-09,2019-12-31,--,$-0.70
20,2019-11-01,2019-09-30,$-0.03,$-0.04
21,2019-08-08,2019-06-30,$-0.04,$-0.04
22,2019-05-09,2019-03-31,$-0.05,$-0.10
23,2019-03-07,2018-12-31,$-0.01,$-0.13
24,2018-10-29,2018-09-30,$-0.01,$0.01
25,2018-08-08,2018-06-30,--,$-0.02
26,2018-05-08,2018-03-31,$0.02,$0.02
27,2018-03-08,2017-12-31,$-0.01,$0.00
28,2017-10-30,2017-09-30,$0.01,$0.02
29,2017-08-10,2017-06-30,$0.02,$0.02
30,2017-05-10,2017-03-31,$0.03,$0.02
31,2017-03-06,2016-12-31,$0.01,$-0.01
32,2016-11-01,2016-09-30,$0.00,$0.00
33,2016-08-08,2016-06-30,$0.01,$0.02
34,2016-05-09,2016-03-31,$0.02,$0.03
35,2016-03-08,2015-12-31,$-0.02,$-0.01
36,2015-11-02,2015-09-30,$-0.02,$0.00
37,2015-08-11,2015-06-30,$-0.04,$-0.02
38,2015-05-11,2015-03-31,$-0.05,$0.00
39,2015-03-09,2014-12-31,$-0.06,$-0.07
