Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,15.15200,9.84400,5.30800,1.01000,6.85600,,7.86600,-2.55800,-2.23600,-4.79400,-0.03500,-4.75900,,-4.75900,,-4.75900,-1.96100,-2.55800,10.38700,10.38700,-0.46000,-0.46000,1.64250,1.40520,-3.55760,35.03170,-16.88230,-16.88230,-31.63940,-31.40840,0.15550,0.45150,0.71440,125.97740,18.06620,6.51780,-4.88370,-7.32040,,-0.3121,-0.3214
2024-06-30,15.84300,10.10900,5.73400,0.99100,8.36200,-0.43300,9.78600,-4.05200,-2.83600,-6.88800,-0.13100,-6.75700,,-6.75700,,-6.75700,-3.89900,-4.05200,9.46600,9.46600,-0.71400,-0.71400,1.78440,1.47750,-3.17470,36.19260,-25.57600,-25.57600,-43.47660,-42.64980,0.16790,0.44040,0.90680,99.24830,22.98300,9.49200,-7.16130,-10.97420,-2.91290,-0.0963,-0.1034
2024-03-31,14.70400,9.18200,5.52200,1.08900,7.50300,0.02900,8.56300,-3.04100,-0.20900,-3.25000,0.06700,-3.31700,,-3.31700,,-3.31700,-2.35000,-3.04100,8.87200,8.87200,-0.37400,-0.37400,2.01770,1.37550,-3.74660,37.55440,-20.68150,-20.68150,-22.10280,-22.55850,0.16280,0.40550,0.84900,106.00590,14.51200,5.39970,-3.67310,-5.44890,,-0.31770,-0.32520
2023-12-31,13.42800,8.86100,4.56700,1.11700,6.93400,-0.29000,8.34100,-3.77400,-1.72600,-5.50000,-0.00300,-5.49700,,-5.49700,-0.00300,-5.50000,-3.31200,-3.77400,7.65500,7.65500,-0.71700,-0.71700,2.59670,1.57610,-2.81540,34.01100,-28.10540,-28.10550,-40.95920,-40.95920,0.22590,0.44450,0.96600,93.17030,22.95290,13.66770,-9.24880,-13.22220,,0.0294,-0.0033
2023-09-30,14.67700,10.39700,4.28000,1.16900,7.68100,0.07000,8.78000,-4.50000,-1.99800,-6.49800,0.22200,-6.72000,,-6.72000,-0.00100,-6.72100,-4.27100,-4.50000,7.66600,7.66600,-0.88000,-0.88000,3.44070,1.36650,-3.83230,29.16130,-30.66020,-30.66020,-44.27340,-45.79270,0.23080,0.49790,0.97230,92.56320,38.42860,19.96970,-10.56650,-14.08270,,-0.6073,-0.624
2023-06-30,13.89800,8.86800,5.03000,1.23300,7.90500,-10.74400,19.88200,-14.85200,-3.76100,-18.61300,-0.26700,-18.34600,,-18.34600,12.35800,-5.98800,-14.36800,-14.85200,7.65700,7.65700,-0.78200,-0.78200,3.58520,1.21040,-5.91630,36.19230,-106.86430,-106.86430,-133.92580,-43.08530,0.19310,0.39270,1.00230,89.79280,161.21260,67.60760,-25.48410,-33.91440,,-0.5757,-0.5953
2023-03-31,14.82900,9.25600,5.57300,0.86000,8.63200,,9.49200,-3.91900,-2.39700,-6.31600,-0.01100,-6.30500,,-6.30500,0.49600,-5.80900,-3.31700,-3.91900,7.63200,7.63200,-0.76100,-0.76100,3.60760,1.09660,-11.62470,37.58180,-26.42790,-26.42790,-42.59220,-39.17320,0.16270,0.42990,1.09080,82.50460,95.27050,22.55980,-6.91660,-9.19860,,-0.35610,-0.39200
2022-12-31,15.72600,10.35000,5.37600,1.16600,9.67000,-2.69200,13.52800,-8.15200,-2.27200,-10.42400,-0.01400,-10.41000,,-10.41000,0.33100,-10.07900,-7.48400,-8.15200,6.74700,6.74700,-0.97500,-0.97500,2.69150,1.03190,-33.18020,34.18540,-51.83770,-51.83770,-66.28510,-64.09130,0.17070,0.45990,0.99830,90.15450,478.40090,27.80080,-11.30240,-15.27780,-0.26380,0.2246,0.1435
2022-09-30,15.70400,15.37500,0.32900,1.02300,5.15000,-2.28700,8.46000,-8.13100,-1.85500,-9.98600,0.00200,-9.98800,,-9.98800,1.04300,-8.94500,-7.38700,-8.13100,7.62160,7.62160,-1.17500,-1.17500,3.38360,0.89690,8.73060,2.09500,-51.77660,-51.77660,-63.58890,-56.96000,0.16040,0.65280,0.90960,98.94610,-150.58040,32.73570,-10.20280,-15.52550,,0.1437,0.1065
2022-06-30,15.41600,9.83500,5.58100,0.98400,5.92900,-0.51800,7.43100,-1.85000,-8.30000,-10.15000,-0.03200,-10.11800,,-10.11800,0.41200,-9.70600,-1.58900,-1.85000,6.79040,6.79040,-1.43000,-1.43000,4.12340,0.78380,3.63940,36.20260,-12.00050,-12.00050,-65.84070,-62.96060,0.14390,0.33790,0.96880,92.90150,-63.96110,44.13720,-9.44360,-13.82600,1.91760,-0.201,-0.213
2022-03-31,15.67500,9.69300,5.98200,0.96500,6.23400,0.00100,7.19800,-1.21600,-12.00400,-13.22000,-0.15000,-13.07000,,-13.07000,0.79100,-12.27900,-0.55600,-1.21600,4.91500,4.91500,-2.50000,-2.50000,3.65630,1.08980,-12.16480,38.16270,-7.75760,-7.75760,-84.33810,-78.33490,0.14770,0.32720,0.92760,97.02200,207.95550,29.97360,-12.31890,-18.68180,,-0.30380,-0.33670
2021-12-31,19.52400,12.28700,7.23700,0.94100,5.58100,-0.15400,6.67600,0.56100,-3.15200,-2.59100,-1.18900,-1.40200,,-1.24000,-0.02500,-1.26500,0.93500,0.56100,4.37500,4.37500,-0.31500,-0.27500,0.72330,1.02350,-310.83700,37.06720,2.87340,2.87340,-13.27090,-6.47920,0.16420,0.42190,1.21150,74.29010,388.71330,3.41600,-1.04290,-9.15400,-0.06630,0.9857,0.856
2021-09-30,22.00400,13.10400,8.90000,1.06300,6.11200,1.04300,6.13200,2.76800,-1.16700,1.60100,0.25100,1.35000,,1.35000,-0.02900,1.32100,3.54400,2.76800,4.18040,4.36640,0.31500,0.30500,0.76060,,102.66540,40.44720,12.57950,12.57950,7.27590,6.00350,0.17920,0.40800,1.30850,68.78020,166.66710,-4.02880,1.09950,166.66670,,0.3151,0.2625
