Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,3250.00000,1384.00000,1866.00000,577.00000,265.00000,-5.00000,876.00000,990.00000,-82.00000,908.00000,173.00000,735.00000,,729.00000,,718.00000,1208.00000,990.00000,254.45800,257.71700,2.82000,2.79000,2.34830,0.49840,1.04500,57.41540,30.46150,30.46150,27.93850,22.09230,0.13730,0.61950,3.03740,29.63080,7.48150,-76.81770,3.08000,3.75250,38.36190,3.0472,2.3193
2024-06-30,3127.00000,1335.00000,1792.00000,594.00000,270.00000,-4.00000,896.00000,896.00000,-75.00000,821.00000,154.00000,667.00000,,664.00000,,658.00000,1109.00000,896.00000,255.47800,258.73200,2.58000,2.54000,2.21080,0.50880,1.08940,57.30730,28.65370,28.65370,26.25520,21.04250,0.13480,0.62150,3.37320,26.68050,7.10540,-47.70120,2.86260,3.49000,36.65050,2.9441,2.2322
2024-03-31,3126.00000,1343.00000,1783.00000,564.00000,306.00000,-6.00000,927.00000,856.00000,-70.00000,786.00000,141.00000,645.00000,,644.00000,,639.00000,1091.00000,856.00000,256.56700,258.95400,2.49000,2.47000,2.35450,0.52660,1.11240,57.03780,27.38320,27.38320,25.14400,20.44150,0.13400,0.63890,3.54820,25.36470,7.03830,-39.41250,2.76160,3.33200,35.72890,3.28630,2.42130
2023-12-31,3422.00000,1485.00000,1937.00000,651.00000,311.00000,-5.00000,1030.00000,907.00000,-78.00000,829.00000,124.00000,705.00000,,703.00000,,697.00000,1176.00000,907.00000,258.38100,261.37000,2.71000,2.67000,1.91290,0.53170,1.24720,56.60430,26.50500,26.50500,24.22560,20.36820,0.14050,0.69590,3.82770,23.51260,7.84600,-36.67190,2.88670,3.67390,34.83810,4.3406,3.6737
2023-09-30,3434.00000,1469.00000,1965.00000,601.00000,294.00000,-7.00000,973.00000,992.00000,-75.00000,917.00000,123.00000,794.00000,,792.00000,,787.00000,1265.00000,992.00000,257.48800,261.09500,3.06000,3.01000,1.92130,0.54510,1.31620,57.22190,28.88760,28.88760,26.70360,22.91790,0.14310,0.68640,3.65710,24.60980,9.33080,-32.20820,3.30060,4.24410,33.03370,3.7883,3.0209
2023-06-30,3299.00000,1418.00000,1881.00000,589.00000,274.00000,,944.00000,937.00000,-74.00000,863.00000,158.00000,705.00000,,704.00000,,698.00000,1218.00000,937.00000,259.16000,261.30300,2.69000,2.67000,1.82300,0.55450,1.36690,57.01730,28.40260,28.40260,26.15940,21.15790,0.13860,0.67300,3.10930,28.94510,8.61480,-24.37670,2.95860,3.83800,31.65910,2.8923,2.1273
2023-03-31,3121.00000,1351.00000,1770.00000,577.00000,280.00000,-3.00000,945.00000,825.00000,-82.00000,743.00000,118.00000,625.00000,,623.00000,,615.00000,1108.00000,825.00000,259.57600,261.21000,2.37000,2.35000,1.74630,0.56130,1.40480,56.71260,26.43380,26.43380,23.80650,19.70520,0.13150,0.68340,2.93600,30.65360,7.83750,-19.42020,2.62510,3.43860,30.60430,2.41950,1.45860
2022-12-31,3312.00000,1421.00000,1891.00000,540.00000,261.00000,-1.00000,911.00000,980.00000,-103.00000,877.00000,137.00000,740.00000,,734.00000,,722.00000,1282.00000,980.00000,261.87900,264.05300,2.78000,2.75000,2.12080,0.59060,1.44250,57.09540,29.58940,29.58940,26.47950,21.79950,0.14250,0.79740,3.45000,26.08700,9.48320,-20.88790,3.15890,3.88260,29.83080,4.1012,3.2111
2022-09-30,3445.00000,1478.00000,1967.00000,548.00000,289.00000,2.00000,966.00000,1001.00000,-98.00000,903.00000,149.00000,754.00000,,750.00000,,738.00000,1322.00000,1001.00000,262.18000,264.70500,2.81000,2.79000,2.08230,0.60180,1.51140,57.09720,29.05660,29.05660,26.21190,21.42240,0.15020,0.93490,3.40420,26.43830,10.15570,-19.03070,3.26940,4.04380,28.36140,4.3215,3.26
2022-06-30,3312.00000,1430.00000,1882.00000,542.00000,265.00000,2.00000,939.00000,943.00000,-128.00000,815.00000,129.00000,686.00000,,683.00000,,670.00000,1260.00000,943.00000,262.57900,264.69200,2.55000,2.53000,2.14890,0.60700,1.54440,56.82370,28.47220,28.47220,24.60750,20.22950,0.14690,0.97810,3.32530,27.06520,9.45200,-16.14280,3.03030,3.71480,27.51770,3.0992,2.0851
