Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,6.33400,2.75000,3.58400,0.70100,11.16800,1.13500,10.73400,-7.15000,-2.68700,-9.83700,-8.48100,-1.35600,-1.35600,0.17200,-1.09500,-7.15000,-7.15000,26.93700,26.93700,-0.08100,-0.08100,0.65620,-0.07420,-5.03340,56.58350,-112.88280,-112.88280,-155.30470,-17.28770,0.03450,4.65310,0.55870,161.08780,4.33280,4.28370,-0.73890,4.65420,,0.9856,0.9856
2024-06-30,12.61700,8.42700,4.19000,1.55100,15.53200,1.27800,15.80500,-11.61500,-8.26900,-19.88400,-1.24600,-18.63800,-18.63800,,-18.64200,-11.61500,-11.61500,26.12600,26.12600,-1.43000,-1.43000,1.04210,1.77440,-4.71080,33.20920,-92.05830,-92.05830,-157.59690,-147.75300,0.07000,3.14910,0.63540,141.65170,55.85260,45.93360,-10.34150,-43.25270,,-0.9856,-0.9856
2024-03-31,13.32800,9.95700,3.37100,2.98100,26.89700,0.66300,29.21500,-25.84400,-5.32600,-31.17000,0.37200,-31.54200,-31.54200,,-31.49600,-25.84400,-25.84400,12.54350,12.54350,-2.60000,-2.60000,1.14970,1.40230,-6.45660,25.29260,-193.90760,-193.90760,-233.86850,-236.31450,0.07430,3.21820,1.38890,64.79890,140.78740,106.17700,-17.58350,-56.64460,,0.00000,
2023-12-31,9.68300,7.12600,2.55700,3.81100,56.27900,1.80200,58.28800,-55.73100,-15.79200,-71.52300,0.45400,-71.97700,-71.97700,,-71.67500,-55.73100,-55.73100,11.29880,11.29880,-6.00000,-6.00000,1.40010,1.06830,-23.56520,26.40710,-575.55500,-575.55510,-738.64500,-740.21480,0.04690,2.25290,0.93990,95.75340,1172.08100,526.80210,-34.88020,-80.07140,-0.50020,-7.0461,-7.1252
2023-09-30,23.42900,17.01100,6.41800,2.38700,36.71400,0.68100,38.42000,-32.00200,-17.75200,-49.75400,0.29800,-50.05200,-50.05200,,-50.28100,-32.00200,-32.00200,11.24790,11.24790,-4.40000,-4.40000,1.49790,0.76500,7.08710,27.39340,-136.59140,-136.59140,-212.36070,-214.61010,0.09440,6.58320,0.73140,123.04750,-214.12580,-308.46790,-20.17620,-50.31870,,1.2504,1.2738
2023-06-30,6.70400,4.06900,2.63500,1.54200,47.97800,0.89200,48.62800,-45.99300,-0.78400,-46.77700,-0.66400,-46.11300,-46.11300,,-46.15300,-45.99300,-45.99300,11.04650,11.04650,-4.20000,-4.20000,2.72200,0.60820,1.97060,39.30490,-686.05320,-686.05320,-697.74760,-688.43980,0.03500,0.99750,0.26750,336.42600,-90.62550,-105.71530,-24.08540,-35.50400,,-1.2504,-1.2738
2023-03-31,5.26600,4.37500,0.89100,1.14000,16.29200,0.07200,17.36000,-16.46900,0.94800,-15.52100,0.44500,-15.96600,-15.96600,,-15.96600,-16.46900,-16.46900,10.98490,10.98490,-1.40000,-1.40000,2.89110,0.58830,1.85260,16.91990,-312.74210,-312.74210,-294.73980,-303.19030,0.03160,,0.19870,452.90550,-33.67930,-33.76050,-9.59060,-13.86680,,0.00000,
2022-06-30,1.58200,1.77600,-0.19400,1.99600,75.27700,-0.11700,77.39000,-77.58400,-6.80500,-84.38900,-0.01100,-84.37800,-84.37800,,-84.37800,-77.58400,-77.58400,10.70800,10.70800,-7.80000,-7.80000,3.47730,,,-12.26300,-4904.17200,-4904.17200,-5334.32400,-5333.62800,0.01780,,7.35810,12.23140,-133.83140,-133.83140,-94.83660,-133.83140,,0,0
2021-06-30,39.75100,25.34900,14.40200,,22.30200,,22.30200,-7.90000,0.11900,-7.78100,,-7.78100,-7.78100,,-8.15600,-7.90000,-7.90000,0.56490,0.56490,-14.00000,-14.00000,0.65770,0.47220,0.94360,36.23050,-19.87370,-19.87370,-19.57440,-20.51770,0.11140,19.74220,28.35310,3.17430,-11.68040,12.43230,-2.18020,-6.16440,,0,0
2021-03-31,39.91900,24.76200,15.15700,,20.46600,,20.46600,-5.30900,1.22400,-4.08500,-0.18700,-3.89800,-3.89800,,-3.75600,-5.30900,-5.30900,0.56480,0.56480,-7.00000,-7.00000,0.75750,0.44960,0.86150,37.96940,-13.29940,-13.29940,-10.23320,-9.40910,0.10580,15.84260,42.33190,2.12610,-5.35860,6.98590,-1.03340,-2.94950,,0.00000,
