Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.10900,0.10900,3.41100,8.47500,5.17300,-17.33200,-12.15900,0.28500,-12.44400,-12.44400,,4.42600,5.17300,30.21600,30.21600,-0.49000,-0.49000,,5.25390,4745.87200,4745.87200,-11155.05000,,0.00010,-9.29820,-5.19160,-0.80210,-5.19160,7.58270,0.1476,0.1476
2024-06-30,0.16700,0.16700,3.37100,8.89400,5.69000,-4.24200,1.44800,0.66400,0.78400,0.78400,-1.86400,4.98400,5.69000,29.97900,30.03000,-0.06000,-0.06000,,4.85480,3407.18500,3407.18500,867.06590,-1116.16800,0.00010,0.59440,0.32980,0.05530,0.32980,7.90400,0.1355,0.1355
2024-03-31,-0.90700,-0.90700,1.84100,10.25700,7.50900,5.25000,12.75900,0.70300,12.05600,12.05600,9.66600,6.94000,7.50900,29.97800,30.02000,0.32000,0.32000,,4.52310,-827.89420,-827.89420,-1406.72500,-1065.71100,-0.00060,8.49630,4.81970,0.85750,4.81970,8.33240,-0.63460,-0.63460
2023-12-31,-0.39000,-0.39000,1.75600,9.74200,7.59600,-41.96100,-34.36500,-0.72100,-33.64400,-33.64400,-22.36300,7.07800,7.59600,26.26200,26.29400,-1.29000,-1.29000,,4.15210,-1947.69100,-1947.69100,8811.53800,5734.10200,-0.00030,-23.52790,-13.02140,-2.41520,-13.02140,8.60680,0.7285,0.7285
2023-09-30,-0.47300,-0.47300,1.62600,10.35600,8.25700,8.90400,17.16100,1.27600,15.88500,15.88500,0.00000,7.81300,8.25700,26.93600,26.97800,0.49000,0.49000,,4.42350,-1745.66600,-1745.66600,-3628.11800,-0.00020,-0.00030,11.17270,6.16760,1.11280,6.16760,9.54690,0.6317,0.6317
2023-06-30,-0.63400,-0.63400,1.99500,10.97200,8.34300,-6.13000,2.21300,0.58700,1.62600,1.62600,-0.87600,8.01000,8.34300,26.01500,26.03400,-0.03000,-0.03000,,4.39840,-1315.93100,-1315.93100,-349.05360,138.17030,-0.00040,1.10470,0.61930,0.11280,0.61930,9.73270,0.0383,0.0383
2023-03-31,-0.16000,-0.16000,1.52300,11.10900,9.42600,-29.36700,-19.94100,-0.61900,-19.32200,-19.32200,-21.40800,9.08600,9.42600,24.66300,24.68500,-0.87000,-0.87000,,4.42770,-5891.25000,-5891.25000,12463.13000,13380.00000,-0.00010,-12.98820,-7.31490,-1.30650,-7.31490,10.29890,0.14780,0.14780
2022-12-31,1.36700,1.36700,1.58700,10.39600,10.17600,-44.50100,-34.32500,-1.57200,-32.75300,-32.75300,-34.51400,9.88700,10.17600,19.76800,19.79600,-1.78000,-1.77000,,3.80330,744.40350,744.40340,-2510.97200,-2524.79800,0.00100,-21.81540,-12.33560,-2.32480,-12.33560,11.29470,0.8079,0.8079
2022-09-30,3.33100,3.33100,1.47500,10.70100,12.55700,30.46400,43.02100,1.34400,41.67700,41.67700,38.34900,12.11200,12.55700,20.12300,20.15700,1.91000,1.90000,,4.15770,376.97380,376.97380,1291.53400,1151.27600,0.00240,30.77570,16.61760,3.05150,16.61760,11.94920,0.6684,0.6684
2022-06-30,3.50200,3.50200,1.49900,10.57300,12.57600,-26.61700,-14.04100,1.42300,-15.46400,-15.46400,-17.58200,12.83400,12.57600,19.00700,19.02900,-0.93000,-0.93000,,3.37720,359.10910,359.10910,-400.94230,-502.05600,0.00290,-11.06900,-6.06230,-1.28930,-6.06230,12.98270,0.797,0.797
2022-03-31,3.87900,3.87900,1.74400,9.92300,12.05800,20.54600,32.60400,3.87500,28.72900,28.72900,25.63300,13.26700,12.05800,18.25300,18.27300,1.40000,1.40000,,3.55840,310.85330,310.85330,840.52590,660.81460,0.00320,19.91310,11.06450,2.37030,11.06450,13.83550,0.75320,0.75320
2021-12-31,2.99500,2.99500,1.54700,9.64000,11.08800,-5.02000,6.06800,-0.63700,6.70500,6.70500,4.11200,13.23500,11.08800,17.96400,17.98400,0.23000,0.23000,,3.62520,370.21710,370.21710,202.60430,137.29550,0.00230,4.10250,2.40480,0.51460,2.40480,15.26760,0.268,0.268
2021-09-30,2.16100,2.16100,1.93600,10.75900,10.98400,-14.98900,-4.00500,-0.21500,-3.79000,-3.79000,-6.17500,13.97600,10.98400,17.18600,17.20600,-0.36000,-0.36000,,3.22970,508.28320,508.28320,-185.33090,-285.74730,0.00180,-2.26770,-1.34160,-0.31210,-1.34160,15.99060,0.7748,0.7748
2021-06-30,2.18500,2.18500,1.88300,9.67600,9.97800,-23.42100,-13.44300,-1.83000,-11.61300,-11.61300,-13.83800,13.49600,9.97800,17.07400,17.09600,-0.81000,-0.81000,,3.59530,456.65910,456.65910,-615.24030,-633.31810,0.00160,-6.76480,-4.04570,-0.87000,-4.04570,16.77370,0.8844,0.8844
2021-03-31,1.84700,1.84700,1.61700,10.45800,10.68800,14.00300,24.69100,3.46300,21.22800,21.22800,18.33100,15.73300,10.68800,17.06600,17.08800,1.07000,1.07000,,3.41680,578.66820,578.66820,1336.81700,992.47420,0.00130,11.04470,6.90160,1.50500,6.90160,17.99450,0.74220,0.74220
2020-12-31,-3.97700,-3.97700,2.06200,9.10500,3.06600,4.76100,7.82700,-1.21600,9.04300,9.04300,6.41200,7.60900,3.06600,16.90200,16.91900,0.43000,0.43000,,4.03550,-77.09330,-77.09330,-196.80670,-161.22710,-0.00250,4.58600,2.89320,0.56750,2.89320,18.30330,0.6091,0.6091
2020-09-30,10.01900,10.01900,1.50300,9.09900,17.61500,-20.47300,-2.85800,-2.11600,-0.74200,-0.74200,-3.19100,21.55600,17.61500,17.05500,17.07700,-0.19000,-0.19000,,4.59290,175.81590,175.81590,-28.52580,-31.84950,0.00550,-0.35860,-0.23030,-0.04050,-0.23030,18.86710,1.3121,1.3121
2020-06-30,6.70700,6.70700,1.42000,11.43800,16.72500,-32.68600,-15.96100,-3.27800,-12.68300,-12.68300,-14.91700,20.25600,16.72500,16.88200,16.89500,-0.88000,-0.88000,,4.35280,249.36630,249.36630,-237.97530,-222.40940,0.00340,-5.38440,-3.61510,-0.65100,-3.61510,20.54410,0.3419,0.3419
2020-03-31,7.95800,7.95800,2.75600,13.67900,18.88100,-79.87100,-60.99000,-12.15400,-48.83600,-48.83600,-50.38500,23.10800,18.88100,16.61100,16.62400,-3.03000,-3.03000,,4.98230,237.25810,237.25810,-766.39860,-633.13640,0.00370,-20.92780,-14.00770,-2.28540,-14.00770,21.09370,1.42420,1.42420
2019-12-31,-1.25800,-1.25800,2.24600,13.94000,10.43600,-4.80900,5.62700,3.69700,1.93000,1.93000,-0.56300,16.30300,10.43600,16.77500,16.78800,-0.02000,-0.02000,,6.27140,-829.57170,-829.57140,-447.29800,44.75380,-0.00040,0.67940,0.48330,0.06550,0.48330,23.97070,1.3143,1.3143
