Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,98.39900,22.44600,75.95300,38.83800,38.83800,37.11500,,37.11500,7.30600,29.80900,29.80900,29.53100,14.63300,14.65400,2.02000,2.02000,,0.65990,49.65020,39.50480,0.01160,4.02120,5.13370,0.46330,4.02120,50.42170,2.5847,2.5401
2024-06-30,94.90100,21.36500,73.53600,37.27200,37.27200,36.26400,,36.26400,7.14900,29.11500,29.11500,28.85700,14.69500,14.71000,1.96000,1.96000,,0.68830,49.65220,39.51070,0.01150,4.23960,5.54040,0.45910,4.23960,46.71380,1.9415,1.9099
2024-03-31,91.51600,19.14100,72.37500,35.72000,35.72000,36.65500,,36.65500,7.13200,29.52300,29.52300,29.26200,14.79500,14.81900,1.98000,1.97000,,0.66680,50.52030,40.33080,0.01150,4.32740,5.67310,0.46760,4.32740,46.01900,2.17070,2.13370
2023-12-31,86.10000,17.19800,68.90200,35.30600,35.30600,33.59600,0.49700,34.09300,6.64100,27.45200,27.45200,27.20200,14.86800,14.89100,1.85000,1.84000,,0.64230,49.26590,39.30810,0.01120,4.05460,5.33570,0.44510,4.05460,45.64900,2.2773,2.2385
2023-09-30,87.59900,14.57500,73.02400,35.22600,35.22600,37.79800,-0.00200,37.79600,7.95700,29.83900,29.83900,29.55800,14.92200,14.94500,1.98000,1.98000,,0.62060,51.90050,40.58830,0.01200,4.89060,6.68030,0.49110,4.89060,40.94580,2.478,2.4331
2023-06-30,87.98200,12.17900,75.80300,35.18600,35.18600,40.61700,,40.61700,7.88400,32.73300,32.73300,32.44200,14.99400,15.01200,2.16000,2.16000,,0.58430,53.88440,43.03910,0.01230,5.14510,6.92370,0.53250,5.14510,42.39300,1.7958,1.7411
2023-03-31,80.21200,8.07100,72.14100,35.89600,35.89600,36.24500,-5.64500,30.60000,6.25900,24.34100,24.34100,24.12700,14.81800,14.84400,1.63000,1.63000,,0.45040,44.20500,34.85400,0.01110,3.73870,4.99870,0.39190,3.73870,42.66380,2.68800,2.64650
2022-12-31,75.12400,4.54300,70.58100,32.81700,32.81700,37.76400,,37.49600,6.82400,30.67200,30.67200,30.37200,14.84700,14.87300,2.05000,2.05000,,0.50350,53.50380,43.33840,0.01190,5.30790,6.63730,0.52180,5.30790,39.07570,2.2623,2.2316
2022-09-30,69.05100,2.02500,67.02600,32.23100,32.23100,34.79500,,34.79500,7.42100,27.37400,27.37400,27.11900,14.77600,14.80000,1.84000,1.83000,,0.55590,52.48430,40.90590,0.01110,4.99260,6.33350,0.46020,4.99260,36.90680,2.4799,2.4456
2022-06-30,60.59100,1.45200,59.13900,30.68900,30.68900,28.45000,,28.45000,5.76700,22.68300,22.68300,22.48000,14.88800,14.90900,1.51000,1.51000,,0.67970,48.10700,38.01210,0.00950,3.83160,4.76970,0.36330,3.83160,39.82730,1.1471,1.1033
