,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-08-21,2024-07-31,$-0.05,$0.02
1,2024-05-22,2024-04-30,$-0.11,$-0.02
2,2024-02-28,2024-01-31,$-0.14,$-0.04
3,2023-11-29,2023-10-31,$-0.13,$-0.10
4,2023-08-23,2023-07-31,$-0.15,$-0.12
5,2023-05-24,2023-04-30,$-0.18,$-0.13
6,2023-03-01,2023-01-31,$-0.27,$-0.16
7,2022-12-06,2022-10-31,$-0.26,$-0.24
8,2022-08-24,2022-07-31,$-0.22,$-0.25
9,2022-05-25,2022-04-30,$-0.14,$-0.21
10,2022-03-02,2022-01-31,$-0.16,$-0.18
11,2021-12-01,2021-10-31,$-0.15,$-0.18
12,2021-08-25,2021-07-31,$-0.15,$-0.19
13,2021-05-26,2021-04-30,$-0.17,$-0.13
14,2021-03-11,2021-01-31,$-0.18,$-0.15
15,2020-12-03,2020-10-31,$-0.17,$-0.13
16,2020-09-02,2020-07-31,$-0.17,$-0.16
17,2020-06-03,2020-04-30,$-0.20,$-0.16
18,2020-03-12,2020-01-31,$-0.18,$-0.21
19,2019-12-05,2019-10-31,$-0.17,$-0.16
20,2019-08-28,2019-07-31,$-0.18,$-0.19
21,2019-05-30,2019-04-30,$-0.17,$-0.18
22,2019-03-21,2019-01-31,$-0.15,$-0.18
23,2018-11-29,2018-10-31,$-0.16,$-0.17
24,2018-08-30,2018-07-31,$-0.19,$-0.19
25,2018-05-31,2018-04-30,$-0.43,$-0.42
