Date,revenue,gross-profit,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,624.80000,624.80000,436.90000,164.70000,-71.10000,93.60000,43.60000,50.00000,50.00000,26.60000,152.50000,147.00000,154.40000,154.70000,0.17000,0.17000,3.08470,0.07880,0.15080,100.00000,26.36040,23.52750,14.98080,4.25740,0.08600,2.30810,38.99330,1.07920,5.99950,0.68830,0.99420,29.22180,1.487,1.4701
2024-06-30,588.40000,588.40000,406.00000,164.30000,10.80000,175.10000,41.60000,133.50000,133.50000,126.50000,156.80000,151.50000,155.60000,155.80000,0.81000,0.81000,4.05130,0.06340,0.06770,100.00000,27.92320,25.74780,29.75870,21.49900,0.09170,2.30840,38.98880,2.98340,17.48760,2.08160,2.79410,28.02990,1.4361,1.4237
2024-03-31,551.70000,551.70000,415.20000,119.20000,54.00000,173.20000,32.60000,140.60000,140.60000,127.10000,112.10000,107.00000,157.50000,157.70000,0.81000,0.81000,3.92280,0.06420,0.06860,100.00000,21.60600,19.39460,31.39390,23.03790,0.08800,2.05550,43.78470,3.17570,19.56850,2.24240,2.97170,27.55500,-0.03170,-0.04310
2023-12-31,568.50010,568.50010,407.59990,143.70010,33.50000,177.20000,32.90000,144.30000,144.30000,118.00000,136.30010,131.40010,160.40000,160.50000,0.74000,0.74000,3.89160,0.06290,0.06710,100.00000,25.27710,23.11350,31.16970,20.75640,0.08750,1.93370,46.54350,3.17960,17.66870,2.22120,2.97960,27.78470,1.0106,0.9955
2023-09-30,521.00000,521.00000,381.10000,121.70000,-22.50000,99.20000,13.20000,86.00000,86.00000,90.70000,115.10000,109.30000,160.80000,160.90000,0.56000,0.56000,3.84170,0.06410,0.06850,100.00000,23.35890,20.97890,19.04030,17.40880,0.08270,2.23800,40.21500,1.92880,10.98340,1.36510,1.80520,26.91510,1.3475,1.3358
2023-06-30,516.50000,516.50000,381.40000,117.90000,10.70000,128.60000,28.20000,100.40000,100.40000,87.10000,112.90000,106.80000,160.50000,160.70000,0.54000,0.54000,4.52480,0.06390,0.06830,100.00000,22.82670,20.67760,24.89840,16.86350,0.08090,2.09190,43.02230,2.24020,13.13790,1.57160,2.09700,27.05450,1.0679,1.0398
2023-03-31,495.80000,495.80000,377.70000,100.40000,21.60000,122.00000,26.00000,96.00000,96.00000,85.00000,94.90000,88.80000,160.20000,160.40000,0.53000,0.53000,3.97810,0.06530,0.10430,100.00000,20.25010,17.91040,24.60670,17.14400,0.07800,1.88300,47.79550,2.18640,13.73780,1.51040,2.04360,26.50460,-0.67460,-0.68700
2022-12-31,515.20010,515.20010,392.40010,67.79990,19.00000,86.80000,5.60000,81.20000,81.20000,62.80000,63.39990,56.00000,161.70000,162.00000,0.38000,0.40000,3.62780,0.06580,0.07050,100.00000,13.15990,10.86960,16.84780,12.18940,0.08260,2.03720,44.17900,1.86130,11.68680,1.30170,1.73870,26.33500,0.8874,0.8428
2022-09-30,512.90000,512.90000,372.60000,120.70000,21.80000,142.50000,27.90000,114.60000,114.60000,104.10000,115.30000,108.20000,160.50000,160.90000,0.65000,0.65000,3.06700,0.06770,0.07260,100.00000,23.53290,21.09570,27.78320,20.29640,0.08380,2.32610,38.69180,2.69910,18.65540,1.87130,2.51650,25.62990,1.3844,1.3666
2022-06-30,555.50000,555.50000,393.60000,143.90000,-112.00000,31.90000,36.70000,-4.80000,-4.80000,93.20000,141.30000,133.60000,161.90000,162.20000,0.58000,0.57000,4.85310,0.06630,0.07100,100.00000,25.90460,24.05040,5.74260,16.77770,0.08050,1.89270,47.55180,-0.11040,-0.75880,-0.06960,-0.10310,26.24690,0.9993,0.9708
2022-03-31,620.00000,620.00000,438.30000,157.40000,-43.20000,114.20000,30.70000,83.50000,83.50000,101.00000,152.10000,142.60000,164.00000,164.50000,0.62000,0.61000,3.17810,0.06430,0.06880,100.00000,25.38710,23.00000,18.41940,16.29030,0.09650,1.92190,46.82900,1.85390,11.95930,1.30000,1.73470,26.84280,-0.34950,-0.36720
2021-12-31,697.20010,697.20010,441.49980,155.10020,-2.50000,152.60010,29.20000,123.40000,123.40000,126.80000,152.40020,142.20010,167.90000,168.50000,0.76000,0.76000,3.06670,0.06270,0.06690,100.00000,22.24620,20.39590,21.88760,18.18700,0.10400,1.98290,45.38730,2.66010,16.35090,1.84110,2.49330,27.44160,1.6536,1.6271
2021-09-30,687.40000,687.40000,416.30000,248.30000,5.10000,253.40000,53.30000,200.10000,200.10000,191.40000,245.10010,235.30000,167.10000,167.80000,1.15000,1.14000,2.97490,0.06260,0.06670,100.00000,36.12160,34.23040,36.86350,27.84410,0.10250,1.91210,47.06870,4.29200,29.84340,2.98510,4.02350,27.33070,1.9066,1.8779
2021-06-30,738.40000,738.40000,449.40000,225.00000,-4.10000,220.90000,79.70000,141.20000,141.20000,133.40000,222.00000,211.90000,167.60000,168.10000,0.80000,0.79000,2.98200,0.06300,0.06720,100.00000,30.47130,28.69720,29.91600,18.06610,0.11140,1.91300,47.04770,3.04210,22.98180,2.12960,2.85050,26.93120,1.6035,1.6063
