Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,155.09500,35.37200,119.72300,51.88200,99.93300,151.81500,-32.09200,10.50700,-21.58500,8.98500,-30.57000,-30.57000,-30.57000,-36.37100,-32.09200,108.24800,108.24800,-0.28000,-0.28000,1.49020,0.21210,1.81410,77.19330,-20.69180,-20.69180,-13.91730,-19.71050,0.12690,0.90470,1.67680,53.67500,-8.47330,-8.47330,-2.50170,-6.67570,3.33750,0.0974,-0.0002
2024-06-30,150.35600,34.65400,115.70200,54.95500,94.32700,149.28200,-33.58000,10.85100,-22.72900,10.64600,-33.37500,-33.37500,-33.37500,-37.57600,-33.58000,107.70000,107.70000,-0.31000,-0.31000,6.45970,0.64370,1.80640,76.95200,-22.33370,-22.33370,-15.11680,-22.19730,0.12400,0.85690,1.54110,58.39800,-9.22600,-9.22600,-2.75330,-3.28750,3.34910,-0.0147,-0.1206
2024-03-31,138.50300,33.68900,104.81400,51.59800,94.73600,146.33400,-41.52000,9.87800,-31.64200,7.11800,-38.76000,-38.76000,-38.76000,-44.08600,-41.52000,107.26600,107.26600,-0.36000,-0.36000,6.25790,0.61320,1.58520,75.67630,-29.97770,-29.97770,-22.84570,-27.98500,0.12350,0.79470,1.59990,56.25370,-10.78600,-10.78600,-3.45630,-4.17220,3.33960,-0.29440,-0.40420
2023-12-31,133.78400,32.55600,101.22800,54.30800,98.63600,152.94400,-51.71600,13.18200,-38.53400,8.54500,-47.07900,-47.07900,-47.07900,-56.25500,-51.71600,106.39100,106.39100,-0.45000,-0.45000,5.77510,0.61080,1.56920,75.66530,-38.65630,-38.65630,-28.80310,-35.19030,0.11670,0.85330,1.59460,56.44040,-12.98750,-12.98750,-4.10770,-5.05510,3.38540,-0.1388,-0.2036
2023-09-30,127.32100,32.09200,95.22900,53.62300,99.85100,153.47400,-58.24500,10.02300,-48.22200,1.26300,-49.48500,-49.48500,-49.48500,-62.13300,-58.24500,106.77300,106.77300,-0.46000,-0.46000,6.66830,0.59060,1.44270,74.79440,-45.74660,-45.74660,-37.87440,-38.86630,0.11110,0.87190,1.44200,62.41420,-12.56910,-12.56910,-4.31670,-5.14560,3.68820,-0.1792,-0.2466
2023-06-30,126.05100,34.01800,92.03300,55.42700,99.26600,154.69300,-62.66000,8.75600,-53.90400,3.51400,-57.41800,-57.41800,-57.41800,-65.01400,-62.66000,106.28900,106.28900,-0.54000,-0.54000,7.09910,0.57710,1.36440,73.01250,-49.71000,-49.71000,-42.76360,-45.55140,0.10880,1.03010,1.38310,65.07080,-13.81290,-13.81290,-4.95400,-5.84210,3.89930,-0.213,-0.2779
2023-03-31,122.18200,29.61400,92.56800,59.70400,93.11300,152.81700,-60.24900,9.16900,-51.08000,1.98100,-53.06100,-53.06100,-53.06100,-61.58300,-60.24900,105.66700,105.66700,-0.50000,-0.50000,7.31970,0.56720,1.31050,75.76240,-49.31090,-49.31090,-41.80650,-43.42780,0.10400,0.93350,1.23970,72.59990,-12.27850,-12.27850,-4.51840,-5.31420,4.06970,-0.15830,-0.21590
2022-12-31,128.42900,28.88800,99.54110,54.82000,87.69900,142.51900,-42.97800,10.42000,-32.55800,4.74500,-37.30300,-37.30300,-37.30300,-43.55700,-42.97800,104.66000,104.66000,-0.36000,-0.36000,7.00060,0.56180,1.28180,77.50660,-33.46440,-33.46440,-25.35100,-29.04560,0.10780,0.98340,1.14440,78.64110,-8.45550,-8.45550,-3.13040,-3.70560,4.19970,-0.0347,-0.0965
2022-09-30,130.99800,29.74900,101.24900,51.95600,73.90400,125.86000,-24.61100,1.19400,-23.41700,3.15900,-26.57600,-26.57600,-26.57600,-21.71900,-24.61100,104.88500,104.88500,-0.25000,-0.25000,7.81400,0.55900,1.26780,77.29050,-18.78730,-18.78730,-17.87580,-20.28730,0.11160,1.11040,1.24720,72.15910,-5.96680,-5.96680,-2.26330,-2.63110,4.24420,0.2135,0.1594
2022-06-30,140.86600,28.50300,112.36300,57.07500,76.41600,133.49100,-21.12800,-2.22800,-23.35600,0.65200,-24.00800,-24.00800,-24.00800,-17.64700,-21.12800,104.62800,104.62800,-0.23000,-0.23000,8.08390,0.56080,1.27660,79.76590,-14.99870,-14.99870,-16.58030,-17.04320,0.12120,0.96520,1.21690,73.95840,-5.43570,-5.43570,-2.06490,-2.38760,4.21730,0.1508,0.1115
