Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-12-31,3184.00000,335.00000,2849.00000,322.00000,1959.00000,-132.00000,2633.00000,216.00000,119.00000,335.00000,34.00000,301.00000,301.00000,,299.00000,635.00000,216.00000,131.43200,137.91900,2.18000,2.10000,0.72110,0.65110,2.23870,89.47870,6.78390,6.78390,10.52140,9.39070,0.14220,0.97910,91.92210,10.75380,-6.19090,1.34450,3.75220,21.73240,1.0983,-0.2205
2024-09-30,4060.00000,388.00000,3672.00000,320.00000,2281.00000,-92.00000,2910.00000,762.00000,112.00000,874.00000,190.00000,684.00000,684.00000,,684.00000,1153.00000,762.00000,129.75800,135.73200,5.28000,5.04000,0.73250,0.67050,2.44080,90.44340,18.76850,18.76850,21.52710,16.84730,0.17350,1.05950,84.94580,26.65630,-13.07340,2.92250,8.78390,19.91630,-10.5079,-11.9789
2024-06-30,3558.00000,362.00000,3196.00000,331.00000,2170.00000,-21.00000,2745.00000,451.00000,37.00000,488.00000,113.00000,375.00000,375.00000,,386.00000,770.00000,451.00000,131.94800,137.83200,2.92000,2.80000,0.76120,0.71050,2.94400,89.82570,12.67570,12.67570,13.71560,10.84880,0.13740,0.84750,106.18890,17.63880,-6.56510,1.44830,5.10620,16.25330,10.5307,9.1453
2024-03-31,2889.00000,358.00000,2531.00000,341.00000,2022.00000,-20.00000,2641.00000,-110.00000,-45.00000,-155.00000,-19.00000,-136.00000,-136.00000,,-135.00000,204.00000,-110.00000,135.50100,135.50100,-0.99000,-0.99000,0.79330,0.74550,2.92880,87.60820,-3.80750,-3.80750,-5.36520,-4.67290,0.11670,0.75910,118.56700,-6.36700,2.37890,-0.54930,-1.62060,15.99640,21.24710,19.94080
2023-12-31,2887.00000,340.00000,2547.00000,357.00000,1762.00000,-116.00000,2443.00000,104.00000,67.00000,171.00000,35.00000,136.00000,136.00000,,132.00000,525.00000,104.00000,144.96700,150.22800,0.85000,0.85000,0.78330,0.69180,2.24440,88.22310,3.60240,3.60240,5.92310,4.57220,0.13340,1.01910,88.31660,4.88160,-2.67400,0.62840,1.50460,20.32910,-1.9114,-3.0149
2023-09-30,3929.00000,412.00000,3517.00000,340.00000,2050.00000,-15.00000,2910.00000,607.00000,-163.00000,444.00000,139.00000,305.00000,305.00000,,425.00000,1232.00000,607.00000,142.22800,147.74800,2.98000,2.87000,0.80370,0.68110,2.13600,89.51390,15.44920,15.44920,11.30060,10.81700,0.17450,1.38490,64.98600,10.42380,-6.01820,1.35420,3.32390,20.92180,-8.5208,-10.0456
2023-06-30,3358.00000,407.00000,2951.00000,344.00000,1964.00000,-1.00000,2508.00000,443.00000,21.00000,464.00000,77.00000,387.00000,387.00000,,385.00000,748.00000,443.00000,147.16800,151.84400,2.62000,2.54000,0.83040,0.66020,1.94250,87.87970,13.19240,13.19240,13.81780,11.46520,0.13080,1.12950,79.68140,12.03360,-7.56750,1.50720,4.08960,22.27020,7.6335,6.1585
2023-03-31,2665.00000,414.00000,2251.00000,317.00000,1858.00000,-5.00000,2372.00000,-121.00000,60.00000,-61.00000,79.00000,-140.00000,-140.00000,,-145.00000,174.00000,-121.00000,152.47700,152.47700,-0.95000,-0.95000,0.82990,0.65490,1.89760,84.46530,-4.54030,-4.54030,-2.28890,-5.44090,0.10670,1.03460,86.99440,-4.25530,2.76900,-0.56030,-1.46860,21.99100,20.70480,19.17670
2022-12-31,2618.00000,412.00000,2206.00000,317.00000,1562.00000,,2078.00000,128.00000,55.00000,183.00000,8.00000,175.00000,175.00000,,177.00000,421.00000,128.00000,156.67200,161.75100,1.14000,1.14000,0.81560,0.62600,1.67380,84.26280,4.88920,4.88920,6.99010,6.76090,0.12140,1.23610,72.81130,4.69420,-3.78460,0.81170,1.75560,24.32150,-1.1144,-2.2101
2022-09-30,3619.00000,455.00000,3164.00000,310.00000,1856.00000,-52.00000,2417.00000,747.00000,-57.00000,690.00000,214.00000,476.00000,476.00000,,482.00000,1124.00000,747.00000,157.62800,161.82900,3.05000,2.98000,0.83370,0.62680,1.67980,87.42750,20.64110,20.64110,19.06600,13.31860,0.16540,1.76020,51.13020,12.81980,-10.30530,2.17560,4.78390,23.72690,-6.9844,-7.9788
2022-06-30,3181.00000,419.00000,2762.00000,284.00000,1905.00000,-31.00000,2417.00000,345.00000,-472.00000,-127.00000,58.00000,-185.00000,-185.00000,,-185.00000,635.00000,345.00000,157.29000,157.29000,-1.17000,-1.17000,0.85180,0.66550,1.98960,86.82800,10.84570,10.84570,-3.99250,-5.81580,0.12860,1.39640,64.45140,-5.47180,3.65610,-0.74770,-1.83020,21.46030,10.2379,9.233
2022-03-31,2249.00000,371.00000,1878.00000,270.00000,1525.00000,-21.00000,2013.00000,-135.00000,-73.00000,-208.00000,-85.00000,-123.00000,-123.00000,,-122.00000,152.00000,-135.00000,156.33600,156.36600,-0.78000,-0.78000,0.89400,0.68390,2.16400,83.50380,-6.00270,-6.00270,-9.24860,-5.42460,0.09150,1.22960,73.19250,-3.44830,2.47630,-0.50050,-1.08980,22.70860,19.12820,18.13050
2021-12-31,2279.00000,395.00000,1884.00000,274.00000,1227.00000,-6.00000,1721.00000,163.00000,308.00000,471.00000,76.00000,395.00000,395.00000,,276.00000,481.00000,163.00000,149.73400,149.73400,1.99000,2.13000,0.86570,0.68470,2.37890,82.66780,7.15230,7.15230,20.66700,12.11060,0.10580,1.68940,53.27340,11.12050,-7.88110,1.83310,3.50580,22.82070,3.4494,2.2577
2021-09-30,2962.00000,442.00000,2520.00000,277.00000,1496.00000,-10.00000,1996.00000,524.00000,-59.00000,465.00000,87.00000,378.00000,378.00000,,362.00000,841.00000,524.00000,151.01900,160.46000,2.40000,2.26000,0.92740,0.68160,2.35010,85.07770,17.69080,17.69080,15.69890,12.22150,0.13500,1.86640,48.22080,12.22910,-7.35270,1.72260,3.34100,23.78390,-9.8349,-10.7837
2021-06-30,2111.00000,374.00000,1737.00000,276.00000,1383.00000,8.00000,1869.00000,-132.00000,-92.00000,-224.00000,-47.00000,-177.00000,-177.00000,,-301.00000,193.00000,-132.00000,149.09300,149.09300,-2.02000,-2.02000,0.94880,0.73270,2.74170,82.28330,-6.25300,-6.25300,-10.61110,-14.25870,0.08730,1.14790,78.40360,-6.85520,3.08690,-0.73200,-1.52940,20.52150,16.4697,15.2727
2021-03-31,1246.00000,311.00000,935.00000,247.00000,820.00000,1.00000,1304.00000,-369.00000,-381.00000,-750.00000,-169.00000,-581.00000,-581.00000,,-606.00000,-77.00000,-369.00000,145.18100,145.18100,-4.17000,-4.17000,1.00710,0.69530,2.28140,75.04010,-29.61480,-29.61480,-60.19260,-48.63560,0.05700,0.89060,101.05140,-21.61460,11.32110,-2.65710,-4.77250,25.26130,14.94690,13.78970
2020-12-31,920.00000,276.00000,644.00000,240.00000,629.00000,-1.00000,1107.00000,-463.00000,-32.00000,-495.00000,-104.00000,-391.00000,-391.00000,,-412.00000,-199.00000,-463.00000,141.41400,141.41400,-2.86000,-2.86000,1.04220,0.67110,2.04070,70.00000,-50.32610,-50.32610,-53.80440,-44.78260,0.04920,1.12060,80.31520,-13.01600,8.03040,-2.09200,-3.19390,28.03680,-2.7039,-3.6054
2020-09-30,1504.00000,363.00000,1141.00000,242.00000,657.00000,-43.00000,1254.00000,-113.00000,-111.00000,-224.00000,-24.00000,-200.00000,-200.00000,,-221.00000,209.00000,-113.00000,141.30600,141.30600,-1.56000,-1.56000,1.19500,0.68100,2.13500,75.86440,-7.51330,-7.51330,-14.89360,-14.69420,0.07640,1.58480,56.78860,-6.42670,4.21410,-1.01630,-1.54320,29.23020,-5.765,-7.0048
2020-06-30,566.00000,381.00000,185.00000,271.00000,440.00000,-18.00000,1034.00000,-849.00000,-104.00000,-953.00000,-213.00000,-740.00000,-740.00000,,-753.00000,-533.00000,-849.00000,141.07200,141.07200,-5.34000,-5.34000,1.13620,0.67570,2.26110,32.68550,-150.00000,-150.00000,-168.37460,-133.03890,0.02580,0.51040,176.34280,-23.10330,15.72800,-3.37820,-5.68010,29.91910,-13.0757,-14.5323
2020-03-31,2209.00000,629.00000,1580.00000,315.00000,1390.00000,-100.00000,2874.00000,-1294.00000,-185.00000,-1479.00000,-82.00000,-1397.00000,-1397.00000,,-1301.00000,-124.00000,-1294.00000,140.82300,140.82300,-9.24000,-9.24000,0.79640,0.61910,1.82570,71.52560,-58.57850,-58.57850,-66.95340,-58.89540,0.10820,1.47560,60.99140,-37.34300,26.70620,-6.84230,-14.22460,26.53630,-5.56730,-7.60530
2019-12-31,2747.00000,528.00000,2219.00000,358.00000,1458.00000,-9.00000,2059.00000,160.00000,-40.00000,120.00000,42.00000,78.00000,78.00000,,76.00000,452.00000,160.00000,147.19400,149.88400,0.53000,0.54000,0.72200,0.43070,0.89200,80.77900,5.82450,5.82450,4.36840,2.76670,0.12830,1.05900,84.98730,1.40900,-1.77470,0.36420,0.80210,38.82220,2.3557,0.3522
2019-09-30,3558.00000,548.00000,3010.00000,304.00000,1856.00000,-11.00000,2401.00000,609.00000,-48.00000,561.00000,154.00000,407.00000,407.00000,,409.00000,897.00000,609.00000,147.23200,150.63500,2.77000,2.71000,0.75310,0.42080,0.85710,84.59810,17.11640,17.11640,15.76730,11.49520,0.16640,1.29570,69.46040,7.09180,-9.67210,1.90360,4.10740,39.44600,-5.5824,-7.5376
