Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,80.36900,27.65000,52.71900,10.01900,40.14100,,50.16000,2.55900,-8.79400,-6.23500,0.81600,-7.05100,-7.05100,-7.05100,17.43500,2.55900,75.63200,75.63200,-0.09000,-0.09000,1.86320,0.52700,1.12330,65.59620,3.18410,3.18410,-7.75800,-8.77330,0.08300,2.06770,43.52570,-1.68550,1.73730,-0.72850,-0.79720,5.56960,0.2791,0.2538
2024-06-30,78.67600,28.17600,50.50000,9.90500,40.70400,,51.59700,-1.09700,-8.16100,-9.25800,0.41200,-9.67000,-9.67000,-9.67000,13.72700,-1.09700,76.52800,76.52800,-0.13000,-0.13000,2.04010,0.51520,1.07120,64.18730,-1.39430,-1.39430,-11.76730,-12.29090,0.07970,2.19010,41.09460,-2.20000,2.43540,-0.97980,-1.06660,5.80060,0.1915,0.1664
2024-03-31,77.81600,26.07300,51.74300,9.48500,35.71500,,48.39100,3.35200,-8.62600,-5.27400,0.03200,-5.30600,-5.30600,-5.30600,18.08800,3.35200,77.33500,77.33500,-0.07000,-0.07000,1.50750,0.47330,0.90630,66.49400,4.30760,4.30760,-6.77750,-6.81860,0.08020,2.12480,42.35720,-1.13780,1.38700,-0.54670,-0.59930,6.10870,0.37550,0.35050
2023-12-31,74.57900,25.03000,49.54900,10.70300,32.06100,,42.76400,6.78500,-8.59800,-1.81300,27.76100,-29.57400,-29.57400,-29.57400,21.41400,6.78500,80.35000,80.35000,-0.37000,-0.37000,2.22810,0.45250,0.83330,66.43830,9.09770,9.09770,-2.43100,-39.65460,0.07490,2.30100,39.11400,-5.81880,8.38080,-2.96850,-3.18600,6.47880,0.1614,0.1253
2023-09-30,76.48800,27.01200,49.47600,11.24800,32.65900,,43.90700,5.56900,-8.43800,-2.86900,-0.80000,-2.06900,-2.06900,-2.06900,20.23000,5.56900,81.07400,81.07400,-0.03000,-0.03000,2.08230,0.43190,0.76650,64.68470,7.28090,7.28090,-3.75090,-2.70500,0.07320,2.24990,40.00160,-0.37360,0.64990,-0.19790,-0.21230,6.95450,0.2619,0.2314
2023-06-30,75.41500,28.49400,46.92100,11.75400,32.96700,,45.43800,1.48300,-8.53200,-7.04900,-1.81900,-5.23000,-5.23000,-5.23000,16.34100,1.48300,80.91100,80.91100,-0.06000,-0.06000,2.39720,0.42200,0.73610,62.21710,1.96650,1.96650,-9.34690,-6.93500,0.07070,2.14830,41.89300,-0.90510,1.71510,-0.49060,-0.52320,7.11920,0.0744,0.0397
2023-03-31,77.13500,27.95500,49.18000,13.81200,30.76800,,47.48400,1.69600,-8.56100,-6.86500,-1.19900,-5.66600,-5.66600,-5.66600,16.46200,1.69600,80.66000,80.66000,-0.07000,-0.07000,2.06110,0.42340,0.74040,63.75830,2.19870,2.19870,-8.90000,-7.34560,0.07170,2.06240,43.63900,-0.98460,1.77690,-0.52670,-0.56780,7.13620,0.34810,0.32260
2022-12-31,70.55100,26.75200,43.79900,12.17800,29.37200,-1.67900,43.22900,0.57000,-7.22100,-6.65100,-1.18800,-5.46300,-5.46300,-5.46300,15.86100,0.57000,80.45400,82.40400,-0.06000,-0.06000,2.36410,0.42240,0.73720,62.08130,0.80790,0.80790,-9.42720,-7.74330,0.06660,2.14410,41.97600,-0.94340,1.67040,-0.51580,-0.54490,7.18080,0.0715,0.0473
2022-09-30,71.75400,27.81500,43.93900,11.51800,27.73400,-0.16300,39.41500,4.52400,-6.52800,-2.00400,0.89000,-2.89400,-2.89400,-2.89400,18.17000,4.52400,80.65900,80.65900,-0.04000,-0.04000,3.28140,0.42190,0.73550,61.23560,6.30490,6.30490,-2.79290,-4.03320,0.06740,2.23990,40.17980,-0.49850,1.06940,-0.27200,-0.28820,7.19040,0.2538,0.2199
2022-06-30,72.98700,27.22600,45.76100,10.48700,26.27100,-0.10300,36.86100,8.90000,-5.22000,3.68000,1.50800,2.17200,2.17200,2.17200,23.31600,8.90000,80.41900,82.22300,0.03000,0.03000,3.08760,0.42410,0.74230,62.69750,12.19400,12.19400,5.04200,2.97590,0.06890,2.15450,41.77240,0.37690,-0.75880,0.20510,0.21700,7.16140,0.1558,0.1239
2022-03-31,72.75400,24.53800,48.21600,8.40900,22.93000,-2.28300,33.62200,14.59400,-4.19500,10.39900,2.92000,7.47900,7.47900,7.47900,27.98300,14.59400,79.97400,82.22900,0.09000,0.09000,3.09820,0.42790,0.75370,66.27260,20.05940,20.05940,14.29340,10.27990,0.06890,2.26230,39.78340,1.31710,-2.62610,0.70880,0.75350,7.06950,0.42400,0.40040
2021-12-31,64.02400,22.35400,41.67000,8.52900,25.36200,,33.89100,7.77900,-11.12500,-3.34600,-0.13300,-3.21300,-3.21300,-3.21300,21.44000,7.77900,63.81400,63.81400,-0.08000,-0.08000,3.37430,0.43330,0.76850,65.08500,12.15010,12.15010,-5.22620,-5.01840,0.06240,2.56990,35.02080,-0.57760,1.04620,-0.31320,-0.32730,6.97660,0.4452,0.4149
2021-09-30,67.36700,26.68600,40.68100,13.53300,35.91100,,49.44400,-8.76300,-11.50700,-20.27000,1.17600,-21.44600,-21.44600,-24.22600,4.66800,-8.76300,71.69700,71.69700,-0.34000,-0.34000,2.98080,0.43050,0.75600,60.38710,-13.00790,-13.00790,-30.08890,-35.96120,0.06600,2.35840,38.16190,-3.86140,6.72050,-2.10220,-2.19900,6.98350,0.0031,-0.0035
2021-06-30,68.47400,21.10600,47.36800,7.28800,20.81500,-0.03100,28.13400,19.23400,-9.83600,9.39800,1.96600,7.43200,7.43200,-1.80000,32.58500,19.23400,52.01600,52.01600,-0.03000,-0.03000,1.42220,0.66590,1.99920,69.17660,28.08950,28.08950,13.72490,-2.62870,0.07060,2.35420,38.22970,-60.37370,-1.28660,0.76590,0.80730,5.90160,0.4028,0.37
2021-03-31,67.81100,19.47600,48.33500,6.98600,21.19400,-0.75000,28.93000,19.40500,-10.04200,9.36300,2.13200,7.23100,7.23100,-1.70100,32.82800,19.40500,51.55100,51.55100,-0.03000,-0.03000,1.42560,0.67210,2.06250,71.27900,28.61630,28.61630,13.80750,-2.50840,0.06800,1.91330,47.03800,-35.41830,-1.28990,0.72520,0.79180,5.76250,0.55670,0.53630
2020-12-31,53.93300,16.02800,37.90500,5.10900,29.90900,,35.01800,2.88700,-8.62900,-5.74200,-1.65300,-4.08900,-4.08900,-4.08900,14.36200,2.88700,51.15300,51.15300,-0.25000,-0.25000,0.47230,0.63780,1.77120,70.28160,5.35290,5.35290,-10.64650,-7.58160,0.05600,2.03670,44.18980,15.47160,0.70800,-0.42430,-0.50460,5.69950,0.2544,0.2195
2020-09-30,52.25400,14.87300,37.38100,4.54900,15.27900,,19.82800,17.55300,-8.66600,8.88700,1.86900,7.01800,7.01800,-1.71500,28.22800,17.55300,51.28300,51.28300,-0.03000,-0.03000,,,,71.53710,33.59170,33.59170,17.00730,-3.28200,,,,,,,,,0.4844,0.459
