Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-12-31,267.97600,30.50200,237.47400,62.33200,165.54610,227.87810,9.59590,12.86900,22.46500,-0.54000,23.00500,23.00500,23.00500,13.21590,9.59590,49.90800,52.42100,0.46000,0.45000,2.66190,,88.61760,3.58090,3.58090,8.38320,8.58470,0.15900,10.38510,8.66630,2.23300,2.23300,1.36490,2.23300,20.29090,1.2595,1.2023
2024-09-30,251.00000,25.97200,225.02800,56.50900,195.92100,252.43000,-27.40200,14.94200,-12.46000,-0.43400,-12.02600,-12.02600,-12.02600,-24.84400,-27.40200,50.13500,50.13500,-0.24000,-0.24000,2.66520,,89.65260,-10.91710,-10.91710,-4.96410,-4.79120,0.15830,12.16680,7.39720,-1.23840,-1.23840,-0.75870,-1.23840,,1.8445,1.764
2024-06-30,236.10600,23.76300,212.34300,50.44500,160.10400,210.54900,1.79400,14.85000,16.64400,2.32900,14.31500,14.31500,14.31500,4.71400,1.79400,49.68000,52.20900,0.29000,0.27000,2.62650,,89.93550,0.75980,0.75980,7.04940,6.06300,0.16060,12.04500,7.47200,1.57290,1.57290,0.97370,1.57290,18.25390,1.0623,0.9761
2024-03-31,216.91300,23.45400,193.45900,44.42300,154.05800,198.48100,-5.02200,12.83900,7.81700,0.73900,7.07800,7.07800,7.07800,-2.48900,-5.02200,49.20500,52.02000,0.14000,0.14000,2.61940,,89.18740,-2.31520,-2.31520,3.60370,3.26310,0.15600,11.84670,7.59710,0.82700,0.82700,0.50890,0.82700,,1.76770,1.73960
2023-12-31,202.57000,22.40800,180.16200,41.89800,139.40900,181.30700,-1.14500,12.86100,11.71600,-0.62100,12.33700,12.33700,12.33700,1.41100,-1.14500,48.36600,48.36600,0.27000,0.27000,2.82000,,88.93810,-0.56530,-0.56520,5.78370,6.09020,0.15880,11.30980,7.95770,1.51650,1.51650,0.96710,1.51650,16.62800,1.4048,1.3477
2023-09-30,189.19000,21.70700,167.48300,38.43300,131.57100,170.00400,-2.52100,11.55500,9.03400,1.54600,7.48800,7.48800,7.48800,-0.19000,-2.52100,48.53600,51.46200,0.15000,0.15000,2.81980,,88.52640,-1.33250,-1.33250,4.77510,3.95790,0.15760,13.70350,6.56770,0.98210,0.98210,0.62380,0.98210,,1.1754,1.1663
2023-06-30,175.67900,19.51600,156.16300,39.10600,129.22400,168.33000,-12.16700,7.61200,-4.55500,2.48000,-7.03500,-7.03500,-7.03500,-10.00300,-12.16700,48.20900,48.20900,-0.15000,-0.15000,2.81840,,88.89110,-6.92570,-6.92570,-2.59280,-4.00450,0.15400,11.60670,7.75410,-0.97540,-0.97540,-0.61670,-0.97540,,0.9816,0.9588
2023-03-31,162.25600,17.01400,145.24200,37.06300,130.93100,167.99400,-22.75200,9.88300,-12.86900,1.79800,-14.66700,-14.66700,-14.66700,-20.78000,-22.75200,47.91200,47.91200,-0.31000,-0.31000,2.85130,,89.51410,-14.02230,-14.02230,-7.93130,-9.03940,0.14780,8.54610,10.53110,-2.10980,-2.10980,-1.33630,-2.10980,,0.89180,0.81750
2022-12-31,149.92100,17.35900,132.56200,32.56000,110.10200,142.66200,-10.10000,11.13700,1.03700,2.52500,-1.48800,-1.48800,-1.48800,-6.91700,-10.10000,45.80500,45.80500,0.01000,0.01000,3.09780,,88.42130,-6.73690,-6.73690,0.69170,-0.99250,0.14430,11.33530,7.93980,-0.21890,-0.21890,-0.14320,-0.21890,14.23900,0.7452,0.665
2022-09-30,136.89300,17.83000,119.06300,33.98400,113.31800,147.30200,-28.23900,6.97200,-21.26700,1.76300,-23.03000,-23.03000,-23.03000,-25.37900,-28.23900,45.47780,45.47780,-0.51000,-0.51000,3.07750,,86.97520,-20.62850,-20.62850,-15.53550,-16.82340,0.13550,9.46310,9.51060,-3.53490,-3.53490,-2.28000,-3.53490,,0.4457,0.3297
2022-06-30,123.71800,16.73000,106.98800,33.96200,119.20600,153.16800,-46.18000,2.45200,-43.72800,1.94300,-45.67100,-45.67100,-45.67100,-44.78300,-46.18000,45.07500,45.07500,-1.01000,-1.01000,3.24140,,86.47730,-37.32680,-37.32680,-35.34490,-36.91540,0.12890,13.00930,6.91820,-7.11350,-7.11350,-4.75890,-7.11350,,-0.3113,-0.4122
