Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-12-31,448.05200,184.09800,263.95400,12.29600,,125.74000,138.21400,-7.74100,130.47300,13.77100,116.70200,116.70200,116.70200,252.03800,138.21410,211.35300,217.89600,0.57000,0.54000,0.80130,0.07910,0.15160,58.91150,30.84780,30.84780,29.12010,26.04650,0.21660,1.66910,53.92000,9.50850,9.50850,5.64190,8.75630,6.07600,1.3533,0.8777
2023-09-30,447.23400,173.27700,273.95700,18.86200,,110.68700,163.27000,2.46200,165.73200,38.07700,127.65500,127.65500,127.65500,255.48300,163.27000,210.33700,216.85700,0.61000,0.59000,0.86580,0.12750,0.21240,61.25590,36.50660,36.50660,37.05710,28.54320,0.21170,1.46160,61.57670,10.49900,10.49900,6.04310,9.16040,5.84600,1.0046,0.1981
2023-06-30,357.90000,152.31400,205.58600,15.07400,,100.19100,105.39500,-6.52600,98.86900,24.63600,74.23300,74.23300,74.23300,190.90600,105.39500,213.79000,219.73200,0.35000,0.34000,0.70550,0.11970,0.20600,57.44230,29.44820,29.44820,27.62480,20.74130,0.17660,1.49210,60.31860,6.44940,6.44940,3.66310,5.67740,5.45500,0.8649,0.0551
2023-03-31,441.14700,160.69500,280.45200,19.43200,,106.54100,173.91100,-1.55500,172.35600,34.87000,137.48600,137.48600,137.48600,261.41400,173.91100,216.80600,222.92700,0.63000,0.62000,0.75540,0.09720,0.17850,63.57340,39.42250,39.42250,39.07000,31.16560,0.22720,1.90370,47.27710,12.07490,12.07490,7.07980,10.90110,5.29590,1.08290,0.66600
2022-12-31,548.35500,174.60300,373.75200,21.94100,,112.30210,261.44990,162.99300,424.44300,93.73500,330.70800,330.70800,330.70800,352.21690,261.45000,233.94600,242.67300,1.44000,1.37000,0.81020,0.14250,0.24100,68.15880,47.67900,47.67900,77.40300,60.30910,0.28300,1.98260,45.39600,30.71740,30.71740,17.06460,26.34010,4.96140,1.2523,0.822
2022-09-30,720.52700,193.32200,527.20500,15.74500,,97.97000,429.23500,-22.21200,407.02300,101.07800,305.94500,305.94500,305.94500,511.82600,429.23500,231.56500,239.13600,1.32000,1.28000,0.65130,0.27680,0.47030,73.16940,59.57240,59.57240,56.48960,42.46130,0.35300,2.29640,39.19260,33.21070,33.21070,14.99060,24.01700,4.05830,1.7754,1.1913
2022-06-30,580.46400,165.02300,415.44100,14.68700,,84.77700,330.66400,-2.55700,328.10700,83.70100,244.40600,244.40600,244.40600,401.10500,330.66400,239.27700,247.21600,1.01000,0.99000,0.57800,0.40190,0.78220,71.57050,56.96550,56.96550,56.52500,42.10530,0.27060,1.49680,60.12950,33.45620,33.45620,11.39420,20.01170,3.10860,1.0214,0.5297
2022-03-31,306.34200,154.40600,151.93600,17.58100,,84.27200,67.66400,-19.63900,48.02500,14.78200,33.24300,33.24300,33.24300,134.70800,67.66400,242.78700,249.33700,0.14000,0.13000,0.40700,0.45370,0.99940,49.59690,22.08770,22.08770,15.67690,10.85160,0.15040,1.08380,83.03780,5.58360,5.58360,1.63180,3.05050,2.46020,0.78610,0.50380
2021-12-31,500.72990,153.23000,347.49990,21.43100,,98.37500,249.12490,-4.30600,244.81900,67.90600,176.91300,176.91300,176.91300,326.43390,249.12500,251.90900,259.85100,0.71000,0.68000,0.49240,0.49660,1.15170,69.39870,49.75240,49.75240,48.89240,35.33100,0.25160,2.19630,40.97800,29.03500,29.03500,8.88970,14.61510,2.49720,1.0957,1.1845
2021-09-30,363.68600,151.97400,211.71200,12.40100,,93.65100,118.06100,10.52600,128.58700,30.47500,98.11200,98.11200,98.11200,199.73000,118.06100,256.34500,260.83100,0.38000,0.38000,0.45290,0.58590,1.60030,58.21290,32.46240,32.46240,35.35660,26.97710,0.17010,1.53310,58.70470,17.93790,17.93790,4.58850,7.42750,2.14490,0.69,0.3865
2021-06-30,171.60000,126.55700,45.04300,10.13400,,86.57800,-41.53500,-14.99200,-56.52700,-5.59400,-50.93300,-50.93300,-50.93300,35.16100,-41.53500,256.75000,256.75000,-0.20000,-0.20000,0.46760,0.65160,2.03680,26.24880,-24.20460,-24.20460,-32.94110,-29.68120,0.07890,0.83530,107.74600,-10.54670,-10.54670,-2.34160,-3.67420,1.87910,0.4258,0.1328
2021-03-31,172.12700,90.93400,81.19300,12.84100,-3.42000,52.95900,28.23400,-9.22800,19.00600,8.65700,10.34900,10.34900,10.34900,64.98900,28.23400,244.06600,246.89800,0.04000,0.04000,0.77270,0.57030,1.48180,47.17040,16.40300,16.40300,11.04190,6.01240,0.09510,1.04410,86.20260,1.97480,1.97480,0.57180,0.84860,2.04110,0.11610,-0.04110
