,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-15,2024-09-30,--,$-0.09
1,2024-08-14,2024-06-30,--,$-0.12
2,2024-05-20,2024-03-31,--,$-0.08
3,2024-04-02,2023-12-31,--,$-0.05
4,2023-11-09,2023-09-30,--,$-0.05
5,2023-08-10,2023-06-30,--,$-0.04
6,2023-05-16,2023-03-31,--,$-0.09
7,2023-03-31,2022-12-31,--,$-0.09
8,2022-11-15,2022-09-30,--,$-0.02
9,2022-08-09,2022-06-30,--,$-0.05
10,2022-05-19,2022-03-31,--,$-0.05
11,2022-04-18,2021-12-31,--,$-0.07
12,2021-11-12,2021-09-30,--,$-0.08
13,2021-08-10,2021-06-30,--,$-0.05
14,2021-05-13,2021-03-31,--,$-0.06
15,2021-03-30,2020-12-31,--,$0.32
16,2020-11-24,2020-09-30,--,$-0.05
17,2020-08-14,2020-06-30,--,$-0.09
18,2020-05-20,2020-03-31,--,$-0.09
19,2020-03-30,2019-12-31,--,$-0.10
20,2019-11-14,2019-09-30,--,$-0.09
21,2019-08-14,2019-06-30,--,$-0.10
22,2019-05-20,2019-03-31,--,$-0.12
23,2019-04-16,2018-12-31,--,$-0.19
24,2018-11-13,2018-09-30,--,$-1.16
25,2018-08-09,2018-06-30,--,$-0.23
26,2018-06-13,2018-03-31,--,$-0.19
27,2018-04-20,2017-12-31,--,$-0.29
28,2017-11-08,2017-09-30,$0.02,$0.07
29,2017-08-09,2017-06-30,$0.05,$-0.02
30,2017-05-09,2017-03-31,$0.13,$0.01
31,2017-03-14,2016-12-31,--,$-0.03
32,2016-11-08,2016-09-30,$0.19,$0.20
33,2016-08-04,2016-06-30,$0.16,$0.14
34,2016-05-05,2016-03-31,$0.14,$0.17
35,2016-03-10,2015-12-31,$0.24,$0.23
36,2015-11-19,2015-09-30,$0.25,$0.28
37,2015-08-06,2015-06-30,$0.16,$0.19
38,2015-04-30,2015-03-31,$0.13,$0.15
39,2015-03-12,2014-12-31,$0.22,$0.32
