Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,3.33600,3.33600,9.38100,2.86700,0.09700,-8.81500,0.15500,-8.66000,,-8.66000,-8.66000,-8.66000,-8.70400,-8.81500,51.22970,51.22970,-0.17000,-0.17000,2.21890,0.04970,0.20860,100.00000,-264.23860,-264.23860,-259.59230,-259.59230,0.07440,1.05840,85.03600,-34.14020,-34.14020,-19.32600,-32.44180,0.42130,-0.1388,-0.1369
2024-06-30,2.65800,2.65800,9.53000,3.51100,,-10.38300,0.21200,-10.17100,,-10.17100,-10.17100,-10.17100,-10.27500,-10.38300,50.17480,50.17480,-0.20000,-0.20000,2.05970,0.09560,0.28900,100.00000,-390.63200,-390.63200,-382.65610,-382.65610,0.06280,1.43910,62.53950,-47.04000,-47.04010,-24.02840,-42.54230,0.44450,-0.1963,-0.1965
2024-03-31,1.71700,1.71700,10.19900,4.18600,,-12.66800,0.32100,-12.34700,,-12.34700,-12.34700,-12.34700,-12.56000,-12.66800,49.46670,49.46670,-0.25000,-0.25000,2.46930,0.09750,0.23990,100.00000,-737.79850,-737.79850,-719.10310,-719.10310,0.03180,1.22640,73.38380,-41.10460,-41.10460,-22.88560,-37.09810,0.61750,-0.19780,-0.19890
2023-12-31,1.82100,1.82100,10.88700,4.61000,,-13.83300,0.39900,-13.43400,,-13.43400,-13.43400,-13.43400,-13.71100,-13.83300,45.75480,45.75480,-0.29000,-0.29000,3.01240,0.10180,0.22020,100.00000,-759.63780,-759.63780,-737.72660,-737.72660,0.02960,1.07240,83.92090,-36.22490,-36.22490,-21.83330,-32.53810,0.78540,-0.2478,-0.2477
2023-09-30,2.10000,2.10000,9.87400,3.64500,,-11.41900,0.41400,-11.00500,,-11.00500,-11.00500,-11.00500,-11.29100,-11.41900,46.35860,46.35860,-0.24000,-0.24000,3.34270,0.10790,0.21380,100.00000,-543.76190,-543.76190,-524.04770,-524.04770,0.03050,1.26430,71.18570,-25.79340,-25.79340,-15.97520,-23.01050,0.94550,-0.1523,-0.1523
2023-06-30,1.38200,1.38200,10.65000,4.24900,,-13.51700,0.33200,-13.18500,,-13.18500,-13.18500,-13.18500,-13.44500,-13.51700,44.79880,44.79880,-0.29000,-0.29000,3.73670,0.11740,0.21910,100.00000,-978.07530,-978.07530,-954.05220,-954.05220,0.01890,1.21760,73.91460,-28.66060,-28.66060,-18.02140,-25.29640,1.05170,-0.2307,-0.2307
2023-03-31,0.18700,0.18700,9.39100,4.17600,,-13.38000,0.27100,-13.10900,,-13.10900,-13.10900,-13.10900,-13.34300,-13.38000,44.65240,44.65240,-0.29000,-0.29000,4.97860,0.11400,0.18250,100.00000,-7155.08000,-7155.08000,-7010.16000,-7010.16000,0.00230,0.95410,94.33150,-23.82720,-23.82720,-16.04880,-21.11150,1.27420,-0.24260,-0.24260
2022-12-31,0.15100,0.15100,11.33300,3.70300,0.01900,-14.86600,0.27400,-14.59200,,-14.59200,-14.59200,-14.59200,-14.87300,-14.86600,35.64910,35.64910,-0.37000,-0.37000,6.68400,0.10900,0.15220,100.00000,-9845.03200,-9845.03100,-9663.57500,-9663.57500,0.00170,2.64910,33.97350,-22.21610,-22.21610,-15.98550,-19.79460,1.52600,-0.2883,-0.2883
2022-09-30,0.06800,0.06800,7.57100,3.52800,,-11.03100,0.07600,-10.95500,,-10.95500,-10.95500,-10.95500,-10.92200,-11.03100,35.38300,35.38300,-0.31000,-0.31000,6.03600,0.15050,0.19610,100.00000,-16222.06000,-16222.06000,-16110.29000,-16110.29000,0.00090,0.08540,1053.52900,-21.58030,-21.58030,-14.35780,-18.33260,1.43460,-0.1937,-0.1958
2022-06-30,0.02600,0.02600,9.59200,3.78200,0.25800,-13.09000,-0.11800,-13.20800,,-13.20800,-13.20800,-13.20800,-12.86600,-13.09000,35.35730,35.35730,-0.37000,-0.37000,8.29080,0.14230,0.16590,100.00000,-50346.16000,-50346.16000,-50800.00000,-50800.00000,0.00030,0.03530,2547.69200,-22.10320,-22.10320,-15.58480,-18.95820,1.68890,-0.3361,-0.3378
