Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,17.45900,10.86400,6.59500,5.05700,5.05700,1.53800,1.53800,0.40500,1.13300,1.13300,1.13300,8.24100,8.34400,0.14000,0.14000,1.40920,23.48450,17.30040,0.00480,0.68230,0.68230,0.08340,0.68230,18.14350,0.1032,0.1032
2024-06-30,16.67500,10.37300,6.30200,5.23900,5.23900,1.06300,1.06300,0.27200,0.79100,0.79100,0.79100,8.26600,8.34300,0.10000,0.09000,1.34560,17.68720,13.16140,0.00450,0.47520,0.47520,0.05920,0.47520,18.09390,0.1659,0.1611
2024-03-31,16.00100,9.79100,6.21000,5.37800,5.37800,0.83200,0.83200,0.21100,0.62100,0.62100,0.62100,8.30000,8.37500,0.07000,0.07000,1.35110,13.72260,10.24250,0.00470,0.37460,0.37460,0.04760,0.37460,17.93480,-0.05120,-0.05360
2023-12-31,15.15800,8.95800,6.20000,5.14400,5.14400,1.05600,1.05600,0.26700,0.78900,0.78900,0.78900,8.46600,8.52400,0.09000,0.08000,1.41900,17.33420,12.95140,0.00480,0.47850,0.47850,0.06160,0.47850,17.74660,0.3067,0.2952
2023-09-30,14.48800,8.08000,6.40800,4.62700,4.62700,1.78100,1.78100,0.44000,1.34100,1.34100,1.34100,8.48700,8.48700,0.16000,0.16000,1.35340,27.01760,20.34280,0.00540,0.81020,0.81020,0.11050,0.81020,17.99830,0.049,0.0329
2023-06-30,13.89100,7.25200,6.63900,4.71100,4.71100,1.92800,1.92800,0.50300,1.42500,1.42500,1.42500,8.49000,8.49000,0.17000,0.17000,1.42140,29.04050,21.46410,0.00550,0.86560,0.86560,0.11900,0.86560,17.94320,0.2326,0.2223
2023-03-31,12.29100,5.69600,6.59500,5.37500,5.37500,1.22000,1.22000,0.31900,0.90100,0.90100,0.90100,8.48100,8.48100,0.11000,0.11000,1.27540,21.34360,15.76280,0.00490,0.55250,0.55250,0.07790,0.55250,17.77450,0.16650,0.16510
2022-12-31,9.92200,2.87300,7.04900,5.69100,5.69100,1.35800,1.35800,0.38200,0.97600,0.97600,0.97600,8.45600,8.45600,0.44000,0.44000,1.06930,22.98190,16.51720,0.00560,0.59980,0.59980,0.09170,0.59980,17.73620,0.3577,0.353
2022-09-30,7.98900,1.22200,6.76700,8.22800,8.22800,-1.46100,-1.46100,-0.42600,-1.03500,-1.03500,-1.03500,8.44600,8.44600,-0.12000,-0.12000,0.31340,-25.00860,-17.71650,0.00670,-0.64260,-0.64260,-0.11850,-0.64260,17.55440,0.5612,0.5403
2022-06-30,6.78600,0.73000,6.05600,4.33500,4.33500,1.72100,1.72100,0.32500,1.39600,1.39600,1.39600,,,,0.00000,0.38080,32.45950,26.32970,0.00680,1.74430,1.74430,0.17850,1.74430,8.72290,0,0
2022-03-31,5.86100,0.69000,5.17100,3.29300,3.29300,1.87800,1.87800,0.49500,1.38300,1.38300,1.38300,,,,0.00000,0.13310,37.18810,27.38610,0.00730,1.75800,1.75800,0.20080,1.75800,,0.00000,
2021-12-31,6.21200,0.77700,5.43500,5.75500,5.75500,-0.32000,-0.03500,-0.03000,-0.00500,-0.00500,-0.00500,,,,0.00000,0.11650,-0.64040,-0.09150,0.00820,-0.00650,-0.00650,-0.00080,-0.00650,,0,0
2021-09-30,5.83600,0.87000,4.96600,3.15400,3.15400,1.81200,1.81200,0.47200,1.34000,1.34000,1.34000,,,,0.00000,,37.16160,27.48150,,,,,,,0,0
2021-06-30,5.84100,0.96100,4.88000,2.94600,2.94600,1.93400,1.93400,0.51600,1.41800,1.41800,1.41800,,,,0.00000,,40.37580,29.60330,,,,,,,0,0
2021-03-31,5.70800,1.07300,4.63500,2.87500,2.87500,1.76000,1.76000,0.47100,1.28900,1.28900,1.28900,,,,0.00000,,38.72390,28.36080,,,,,,,0.00000,
