Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,258.85800,84.34000,174.51800,122.67000,125.80000,48.71800,48.71800,5.59200,43.12600,43.12600,42.94900,74.94100,75.14200,0.57000,0.57000,0.01590,27.74090,24.45590,0.01020,1.99410,2.62670,0.25090,1.99410,28.80970,-0.3164,-0.7283
2024-06-30,260.85600,85.88600,174.97000,120.50900,123.80700,51.16300,51.16300,8.12400,43.03900,43.03900,42.85600,74.92600,74.92600,0.57000,0.57000,0.01860,29.21150,24.46860,0.01030,2.06000,2.74790,0.25210,2.06000,27.84310,0.335,0.2915
2024-03-31,250.80400,83.70200,167.10200,121.46800,124.71400,42.38800,42.38800,7.26100,35.12700,35.12700,34.68700,74.81600,74.81600,0.46000,0.46000,0.01690,25.23410,20.64960,0.00990,1.70030,2.28170,0.20800,1.70030,27.54860,0.51550,0.38140
2023-12-31,231.94000,76.39400,155.54600,120.93000,124.34100,31.20500,31.20500,2.66000,28.54500,28.54500,28.80400,74.64600,74.66200,0.38000,0.38000,0.11520,20.38210,18.81380,0.00910,1.38850,1.85970,0.16960,1.38850,27.45090,0.5811,0.4901
2023-09-30,242.66200,69.79800,172.86400,115.09900,118.70900,54.15500,54.15500,9.41000,44.74500,44.74500,44.86200,74.75000,74.76600,0.60000,0.60000,0.07630,31.51170,26.10430,0.01030,2.25510,3.06470,0.26820,2.25510,26.49610,1.3967,1.2126
2023-06-30,242.82000,61.25200,181.56800,125.17400,128.78400,52.78400,52.78400,9.41600,43.36800,43.36800,41.71600,74.69100,74.69100,0.56000,0.56000,0.40400,29.65190,23.43440,0.01030,2.17880,2.96490,0.25180,2.17880,26.58320,0.4631,0.334
2023-03-31,224.16200,40.01800,184.14400,132.54300,136.06700,48.07700,48.07700,9.59900,38.47800,38.47800,38.33300,74.36300,74.36300,0.52000,0.52000,0.27690,27.87490,22.22540,0.01030,1.93370,2.67320,0.23000,1.93370,26.60150,-0.28040,-0.45130
2022-12-31,198.44200,23.13500,175.30700,114.74000,117.21500,58.09200,58.09200,11.59800,46.49400,46.49400,46.68500,72.55700,72.57800,0.64000,0.64000,0.03740,34.32660,27.58620,0.01070,2.46160,3.35190,0.29340,2.46160,25.92990,1.077,0.884
2022-09-30,192.72200,13.48600,179.23600,113.31500,115.95900,63.27700,63.27700,12.60600,50.67100,50.67100,50.16900,72.57900,72.59400,0.69000,0.69000,0.03960,36.09410,28.61710,0.01100,2.74850,3.78070,0.31770,2.74850,25.31040,1.1897,1.053
2022-06-30,177.77900,10.79900,166.98000,106.09700,108.78100,58.19900,58.19900,11.14500,47.05400,47.05400,46.54700,72.56000,72.56000,0.64000,0.64000,0.05500,34.86560,27.88520,0.00990,2.51550,3.43840,0.27900,2.51550,25.71390,1.2438,1.0198
