Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,,,38.18200,11.46900,-49.65100,-0.66600,-50.31700,-50.31700,-50.31700,-50.31700,-49.39100,-49.65100,38.17500,38.17500,-1.32000,-1.32000,2.19860,0.42430,0.73700,,,,,,,-99.19570,-99.19570,-30.31580,-57.10640,1.31840,-1.07240,-1.29320
2021-12-31,,,37.91800,11.80600,-49.72400,-0.66200,-50.38600,-50.38600,-50.38600,-50.38600,-49.51500,-49.72400,37.65100,37.65100,-1.33000,-1.33000,3.08430,0.28050,0.38990,,,,,,,-52.82490,-52.82490,-23.54970,-38.00570,2.47920,-1.0882,-1.3096
2021-09-30,,,39.52800,11.15300,-50.68100,-0.50600,-51.18700,-51.18700,-51.18700,-51.18700,-50.51500,-50.68100,38.00400,38.00400,-1.35000,-1.35000,4.56260,0.16530,0.19810,,,,,,,-36.45950,-36.45950,-21.23570,-30.43110,3.64910,-0.8237,-0.9146
2021-06-30,,,30.64300,10.12900,-40.77200,-0.15400,-40.92600,-40.92600,-40.92600,-40.92600,-40.68700,-40.77200,37.47900,37.47900,-1.09000,-1.09000,7.30170,,,,,,,,,-21.94480,-21.94480,-16.92140,-21.94480,4.85780,-0.601,-0.6808
2021-03-31,,,23.85400,8.23600,-32.09000,0.06600,-32.02400,-32.02400,-32.02400,-32.02400,-32.05800,-32.09000,36.99200,36.99200,-0.87000,-0.87000,12.64000,,,,,,,,,-14.36880,-14.36880,-13.18790,-14.36880,5.90220,-0.59570,-0.61010
2020-12-31,,,12.26000,6.10700,-18.36700,0.04900,-18.31800,-18.31800,-18.31800,-18.31800,-18.36100,-18.36700,17.66600,17.66600,0.33000,0.33000,36.17320,,,,,,,,,-7.28920,-7.28920,-7.07580,-7.28920,6.65510,-0.812,-0.8141
2020-09-30,,,11.05700,3.98400,-15.04100,-0.00100,-15.04200,-15.04200,-15.04200,-15.04200,-15.04100,-15.04100,11.73300,11.73300,-1.28000,-1.28000,24.02250,,,,,,,,,-5.62020,-5.62020,-5.38630,-5.62020,7.08780,-0.5451,-0.5477
2020-06-30,,,3.06200,0.94800,-4.01000,-17.21000,-21.22000,-21.22000,-21.22000,-21.22000,-4.01000,-4.01000,10.89500,10.89500,-1.95000,-1.95000,,,,,,,,,,,,,,,-0.2264,-0.2264
2020-03-31,,,5.51400,0.07000,-5.58400,0.15300,-5.43100,-5.43100,-5.43100,-5.43100,-5.58400,-5.58400,10.89500,10.89500,-0.50000,-0.50000,,,,,,,,,,,,,,,-0.15590,-0.15590
2019-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
