Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1.78800,1.78800,14.94600,7.90200,-25.89800,0.37400,-25.52400,-25.52400,-25.52400,-25.52400,-25.60400,-25.89800,267.82400,267.82400,-0.10000,-0.10000,5.50720,0.32610,0.48390,100.00000,-1448.43400,-1448.43400,-1427.51700,-1427.51700,0.00990,-28.74420,-28.74420,-14.16290,-19.37040,0.43330,-0.0575,-0.0574
2024-06-30,1.11200,1.11200,15.07300,7.33800,-21.29900,0.37100,-20.92800,-20.92800,-20.92800,-20.92800,-20.97700,-21.29900,232.82200,232.82200,-0.09000,-0.09000,5.22210,0.25790,0.34750,100.00000,-1915.37800,-1915.37800,-1882.01400,-1882.01400,0.00550,-19.22330,-19.22330,-10.44350,-14.26560,0.54060,-0.0918,-0.0927
2024-03-31,3.41100,3.41100,20.65700,7.08400,-24.33000,0.26900,-24.06100,-24.06100,-24.06100,-24.06100,-24.00500,-24.33000,231.24900,231.24900,-0.10000,-0.10000,3.38010,0.42930,0.75230,100.00000,-713.28050,-713.28050,-705.39430,-705.39430,0.02230,-44.68230,-44.68240,-15.72630,-25.49890,0.28790,-0.08560,-0.08620
2023-12-31,3.60400,3.60400,12.68200,6.71900,-16.24600,63.98700,47.74100,47.74100,47.74100,47.74100,-15.88000,-16.24600,116.12100,116.12100,0.63000,0.63000,4.07740,0.35090,0.54060,100.00000,-450.77690,-450.77690,1324.66700,1324.66700,0.02090,63.70820,63.70820,27.63890,41.35390,0.40080,-0.1761,-0.1788
2023-09-30,4.74600,4.74600,11.79100,8.58900,-16.25000,-100.83700,-117.08700,-117.08700,-117.08700,-117.08700,-15.91900,-16.25000,125.70100,125.70100,-0.93000,-0.93000,0.95210,-3.64830,-0.78490,100.00000,-342.39360,-342.39360,-2467.06700,-2467.06700,0.02420,238.39850,238.39840,-59.80880,1108.14900,-0.26270,0.1536,0.183
2023-06-30,2.39500,2.39500,19.79100,5.98800,-23.38400,-1.21400,-24.59800,-24.59800,-24.59800,-24.59800,-23.04100,-23.38400,64.24500,64.24500,-0.38000,-0.38000,1.06860,30.93060,-1.03340,100.00000,-976.36740,-976.36740,-1027.05600,-1027.05600,0.02940,66.27690,66.27690,-30.16570,-1983.70700,-0.57600,-0.2872,-0.2856
2023-03-31,4.70600,4.70600,12.51400,8.75100,-16.55900,-1.06300,-17.62200,-17.62200,-17.62200,-17.62200,-16.22800,-16.55900,63.26100,63.26100,-0.28000,-0.28000,1.32880,1.64400,-2.55290,100.00000,-351.87000,-351.87000,-374.45820,-374.45820,0.04630,117.88890,117.88870,-17.34450,-75.91440,-0.23550,-0.31910,-0.38070
2022-12-31,,,12.70700,7.34100,-56.46800,-1.11200,-55.07800,-55.07800,-55.07800,-55.07800,-56.10600,-53.96600,43.95200,43.95200,-0.96000,-0.96000,1.53550,0.97560,40.00740,,,,,,,-5803.76200,-5803.80800,-43.61720,-141.53050,0.01500,0.5074,0.4856
2022-09-30,,,16.77400,8.68300,-25.45700,-1.07000,-26.52700,-26.52700,-26.52700,-26.52700,-25.18000,-25.45700,40.93800,40.93800,-0.65000,-0.65000,1.29760,0.77250,3.39500,,,,,,,-238.42340,-238.42350,-23.79790,-54.24860,0.27020,-0.6678,-0.7093
2022-06-30,,,23.50600,9.86700,-33.37300,-0.71900,-34.09200,-34.09200,-34.09200,-34.09200,-33.10000,-33.37300,40.14200,40.14200,-0.85000,-0.85000,1.78880,0.53460,1.14890,,,,,,,-104.22490,-104.22500,-23.95250,-48.50190,0.79740,-0.7783,-0.9633
