Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1212.00000,967.00000,245.00000,123.00000,123.00000,122.00000,-23.00000,99.00000,11.00000,88.00000,88.00000,0.00000,88.00000,137.00000,122.00000,66.90000,67.40000,1.32000,1.31000,2.39060,0.24180,0.32090,20.21450,10.06600,10.06600,8.16830,7.26070,0.32060,0.79130,1.80900,49.75250,4.49670,5.35930,2.32740,3.40950,29.65150,1.7292,1.2964
2024-06-30,1381.70000,1053.30000,328.39990,135.30000,135.30000,193.09990,-19.00000,174.10000,33.40000,140.70000,140.70000,0.00000,140.70000,208.19990,193.09990,67.20000,67.70000,2.09000,2.08000,2.20760,0.26640,0.36490,23.76780,13.97550,13.97550,12.60040,10.18310,0.36560,0.85440,1.92060,46.85970,7.71420,9.26570,3.72270,5.65950,27.50980,0.9808,0.6233
2024-03-31,1292.50000,995.20000,297.30000,139.00000,139.00000,158.30000,-21.80000,136.50000,28.00000,108.50000,108.50000,0.00000,108.50000,173.20000,158.30000,67.00000,67.90000,1.62000,1.60000,2.16210,0.29390,0.41810,23.00190,12.24760,12.24760,10.56090,8.39460,0.34380,0.81730,1.88600,47.71920,6.26480,7.61350,2.88570,4.42350,26.00450,-0.49930,-1.01470
2023-12-31,1222.70000,959.70000,263.00000,147.10000,147.10000,115.89990,-10.20000,105.70000,-22.30000,128.00000,128.00000,-1.00000,127.00000,135.29990,115.90000,67.50000,68.30000,1.88000,1.85000,2.00630,0.27050,0.37260,21.50980,9.47900,9.47900,8.64480,10.38690,0.33820,0.80920,2.23120,40.33700,7.65550,9.40480,3.54080,5.58460,25.29500,2.7804,1.9672
2023-09-30,1290.00000,998.00000,292.00000,129.00000,129.00000,163.00000,-14.00000,149.00000,30.00000,119.00000,119.00000,0.00000,119.00000,175.10000,163.00000,67.40000,68.20000,1.77000,1.75000,2.11330,0.32070,0.47370,22.63570,12.63570,12.63570,11.55040,9.22480,0.37270,0.89350,1.99970,45.00700,7.95350,9.95320,3.43820,5.40300,22.43180,2.0383,1.5633
2023-06-30,1403.10000,1060.20000,342.90000,133.00000,133.00000,209.90000,-18.10000,191.80000,32.00000,159.80000,159.80000,-0.40000,159.40000,222.70000,209.90000,67.60000,68.10000,2.36000,2.34000,2.06580,0.33890,0.51440,24.43870,14.95970,14.95970,13.66970,11.36060,0.41080,0.94490,2.05970,43.69470,11.15770,14.21330,4.67910,7.37600,21.47230,1.7737,1.9866
2023-03-31,1235.70000,957.00000,278.70000,131.00000,131.00000,147.70000,-14.50000,133.20000,23.30000,109.90000,109.90000,2.70000,112.60000,159.80000,147.70000,67.70000,68.80000,1.66000,1.64000,1.98990,0.37440,0.60020,22.55400,11.95270,11.95270,10.77930,9.11220,0.37660,0.88350,1.96110,45.89220,8.48910,11.09430,3.34940,5.31050,19.23630,0.13230,-0.16280
2022-12-31,1217.60000,982.20010,235.40000,114.60000,114.59990,120.80000,-15.00000,105.80000,13.80000,92.00000,92.00000,0.20000,92.20000,132.90010,120.80030,68.50000,69.40000,1.35000,1.32000,1.96480,0.39570,0.65650,19.33310,9.92120,9.92120,8.68920,7.57230,0.39050,0.99370,2.22390,40.46900,7.78870,10.46170,2.95050,4.70640,17.68260,2.2403,1.816
2022-09-30,1120.50000,883.40000,237.10000,116.30000,116.30000,120.80000,-13.40000,107.40000,25.60000,81.80000,81.80000,0.00000,81.80000,132.40000,120.80000,67.80000,68.40000,1.21000,1.20000,1.95970,0.44350,0.79880,21.16020,10.78090,10.78090,9.58500,7.30030,0.37640,0.90030,2.10980,42.65860,7.90570,10.99320,2.74820,4.39950,15.46640,1.2449,0.7696
2022-06-30,1077.10000,864.20000,212.90000,109.00000,109.00000,103.90000,-14.70000,89.20000,15.10000,74.10000,74.10000,0.00000,74.10000,115.70000,103.90000,68.90000,69.30000,1.08000,1.07000,1.99920,0.44060,0.78960,19.76600,9.64630,9.64630,8.28150,6.87960,0.35980,0.89720,1.92720,46.70040,7.06450,9.62960,2.47520,3.95200,15.56230,1.0077,0.6144
2022-03-31,1002.50000,816.70000,185.80000,111.30000,111.30000,74.50000,-10.30000,64.20000,11.90000,52.30000,52.30000,-0.40000,51.90000,86.20000,74.50000,69.80000,70.90000,0.74000,0.73000,1.99580,0.39860,0.66450,18.53370,7.43140,7.43140,6.40400,5.17710,0.34100,0.88650,1.90730,47.18600,4.69440,6.33170,1.77900,2.82320,16.07650,-0.72920,-1.01270
2021-12-31,990.10000,818.19990,171.90010,102.10000,102.09980,69.80030,-1.50000,68.30000,10.30000,58.00000,58.00000,0.80000,58.80000,82.10030,69.80020,69.70000,70.90000,0.84000,0.83000,1.94290,0.37600,0.60750,17.36190,7.04980,7.04980,6.89830,5.93880,0.34580,1.00580,1.95020,46.14990,5.22710,7.10700,2.02550,3.26190,16.03470,-0.433,-0.8011
2021-09-30,993.80000,815.30000,178.50000,104.30000,104.30000,74.20000,-12.80000,61.40000,13.90000,47.50000,47.50000,0.60000,48.10000,86.80000,74.20000,69.80000,70.90000,0.69000,0.68000,2.13430,0.45800,0.85030,17.96140,7.46630,7.46630,6.17830,4.84000,0.32390,1.09040,1.93570,46.49430,4.52080,6.27560,1.54830,2.45050,15.18350,0.7743,0.6643
2021-06-30,1038.70000,807.10000,231.60000,109.10000,109.10000,122.50000,-35.80000,86.70000,14.40000,72.30000,72.30000,1.60000,73.90000,135.00000,122.50000,69.80000,70.90000,1.06000,1.04000,2.11290,0.46220,0.86490,22.29710,11.79360,11.79360,8.34700,7.11470,0.33850,1.13400,1.90060,47.35250,6.99290,9.64130,2.35620,3.76090,14.94080,1.8463,1.5954
2021-03-31,864.20000,688.80000,175.40000,113.90000,113.90000,61.50000,-14.10000,47.40000,7.70000,39.70000,39.70000,0.40000,40.10000,74.30000,61.50000,69.50000,70.80000,0.58000,0.57000,2.26960,0.50710,1.03500,20.29620,7.11640,7.11640,5.48480,4.64010,0.29140,1.04550,1.76980,50.85280,4.19620,5.99430,1.33870,2.06810,13.67200,1.95060,1.86440
2020-12-31,786.69980,637.50000,149.19980,117.60000,117.59980,31.60000,-9.80000,21.80000,6.90000,14.90000,14.90000,2.80000,17.70000,45.00000,31.60000,69.60000,70.10000,0.25000,0.25000,2.59730,0.55860,1.27380,18.96530,4.01680,4.01680,2.77110,2.24990,0.25950,1.04440,2.06370,43.61000,1.61690,2.33620,0.49150,0.71370,13.43300,1.9363,1.7557
2020-09-30,765.60000,619.30000,146.30000,109.80000,109.80000,36.50000,-15.60000,20.90000,-1.10000,22.00000,22.00000,-16.20000,5.80000,49.20000,36.50000,69.30000,69.50000,0.08000,0.08000,2.58610,0.57780,1.37740,19.10920,4.76750,4.76750,2.72990,0.75760,0.26260,0.97450,1.89880,47.39810,2.58000,3.81280,0.75470,1.08930,12.43000,1.1016,0.9523
2020-06-30,690.50000,583.40000,107.10000,99.70000,99.70000,7.40000,-13.60000,-6.20000,-3.00000,-3.20000,-3.20000,-6.00000,-9.20000,19.20000,7.40000,69.30000,69.30000,-0.13000,-0.13000,2.52680,0.59330,1.46740,15.51050,1.07170,1.07170,-0.89790,-1.33240,0.24110,0.83370,1.96560,45.78860,-0.39980,-0.60330,-0.11170,-0.16260,11.66760,1.4357,1.1958
