Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4812.94900,2607.15200,2205.79800,476.12680,1348.11000,-9.89640,1834.13200,371.66500,-100.06360,271.60120,71.47400,200.12720,,200.12720,,199.02760,,371.66500,933.26800,944.28100,0.20890,0.20890,,,,,,,,,,,,,,,,,,,
2024-06-30,4805.12800,2663.17400,2141.95400,456.60560,1383.81700,577.21840,1263.20300,878.75050,-173.38090,706.44640,371.53050,334.91590,,334.91590,151.84290,485.68190,878.75050,878.75050,934.00300,941.77400,0.51690,0.51690,1.15720,0.37450,0.69350,44.57640,18.28780,18.28780,14.70190,10.10760,0.15140,0.68470,1.13360,79.39040,2.60930,-22.10380,1.05520,1.63200,13.74090,-0.482,-0.5835
2023-06-30,4874.08800,2734.72300,2139.36500,510.30720,1383.71800,-3.27120,1897.29600,242.06880,-114.49200,126.48640,45.79680,80.68960,,80.68960,,78.50880,242.06880,242.06880,920.16700,946.54000,0.08720,0.08720,1.20010,0.37120,0.67570,43.87030,4.96640,4.96640,2.59510,1.61070,0.15150,0.61250,1.15620,77.83890,0.60860,-6.14620,0.25080,0.38270,14.41090,0.3882,0.1993
2023-03-31,4472.85800,2587.96700,1884.89100,566.75520,1327.79600,-616.13160,2510.68200,-625.79150,-101.97300,-727.76520,-16.10100,-711.66420,,-711.66420,-3.22020,-713.81100,-625.79150,-625.79150,881.51900,881.51900,-0.80510,-0.80510,,,,42.11660,-13.99090,-13.99090,-16.27070,-15.95870,,,,,,,,,,0.00000,
2022-06-30,4445.16400,2601.96900,1843.19500,521.45800,1337.69900,27.66920,1831.48800,11.70650,-46.82480,-36.18280,-10.64200,-25.54080,,-25.54080,4.25680,-23.41240,11.70650,11.70650,884.16600,884.16600,-0.02600,-0.02600,1.19060,0.31490,0.54190,41.44120,0.26340,0.26340,-0.81400,-0.52670,0.12860,0.59630,1.09580,82.13550,-0.16250,3.11280,-0.07390,-0.11130,17.74960,-1.503,-1.5351
2021-06-30,5096.72700,2941.16100,2155.56600,566.30300,1438.65100,-48.19600,2053.14900,102.41700,-10.84410,91.57240,13.25390,78.31850,,78.31850,106.03120,180.73500,102.41700,102.41700,907.48100,913.28500,0.20480,0.19280,1.07510,0.32920,0.65330,42.29320,2.00950,2.00950,1.79670,3.54610,0.14580,0.75690,1.20510,74.68090,0.54230,-3.54610,0.22410,0.36380,15.82400,0.0173,0.1362
2020-06-30,4839.33400,2823.22000,2016.11400,501.00050,1373.07200,110.11000,1763.96300,252.15190,22.02200,274.17390,39.63960,234.53430,,234.53430,-3.30330,229.02880,252.15190,252.15190,906.87000,914.27300,0.25300,0.25100,1.33170,0.37910,0.66440,41.66100,5.21050,5.21050,5.66550,4.73270,0.15990,0.80300,1.15110,78.18430,1.93950,-23.71940,0.77500,1.20430,13.56580,0.3472,0.3229
2019-06-30,5250.20400,2861.70400,2388.50000,497.93200,1503.91200,5.62000,1996.22400,392.27590,-17.98400,375.41600,83.17600,292.24000,,292.24000,-14.61200,273.13200,392.27590,392.27590,904.91300,913.67500,0.30350,0.30350,1.27330,0.28640,0.48760,45.49350,7.47160,7.47160,7.15050,5.20230,0.17730,0.85380,1.17750,76.43550,2.17900,-119.81600,0.98660,1.55500,14.86180,0.2108,0.0952
2018-06-30,5113.86900,2721.51300,2392.35500,506.85500,1573.03900,42.93360,2036.96100,355.39450,-57.24480,296.95740,75.13380,221.82360,,221.82360,-219.43840,1.19260,355.39450,355.39450,917.04200,929.22800,0.00000,0.00000,1.27250,0.23970,0.42110,46.78170,6.94960,6.94960,5.80690,0.02330,0.17270,0.84520,1.19110,75.55970,1.58960,70.45490,0.74930,1.20870,15.16350,-0.1506,-0.2776
2017-06-30,4724.25900,2606.37400,2117.88500,463.18420,1360.94700,-5.50100,1839.53400,278.35060,-51.70940,224.44080,48.40880,176.03200,,177.13220,140.82560,275.05000,278.35060,278.35060,924.08400,939.52800,0.29710,0.29710,1.49250,0.15900,0.21070,44.83000,5.89190,5.89190,4.75080,5.82210,0.14590,0.92390,1.29960,69.25010,1.17120,3.53300,0.54710,0.98500,16.14060,-1.8317,-1.1706
2016-12-31,7842.07500,4369.76600,3472.31000,578.53800,2000.88100,8.81700,2570.58300,901.72660,-82.60780,819.11630,218.19480,600.92160,,600.79980,94.14210,679.80350,1287.31000,901.72560,918.01600,928.78900,0.73800,0.72700,1.34390,0.22940,0.41500,44.27790,11.49860,11.49860,10.44520,8.66870,0.21940,1.16420,1.29290,69.60850,4.01930,51.31610,1.68070,3.09730,16.20490,1.2761,1.0356
2016-09-30,6579.21900,3675.57300,2903.64700,573.36700,1800.41700,6.69300,2367.09100,536.55570,-225.33100,311.22450,6.69300,304.53150,7.80850,312.34000,114.89650,412.73500,866.57280,536.55570,924.67000,930.75200,0.44620,0.44620,1.44510,0.28040,0.46240,44.13360,8.15530,8.15530,4.73040,6.27330,0.19080,0.87660,1.19510,75.30520,2.24480,51.28190,0.90590,1.61540,15.05360,0.5886,0.3813
2016-06-30,6621.75800,3754.32500,2867.43200,566.02980,1876.59800,1.12980,2442.62800,424.80470,-111.85020,312.95460,54.23040,258.72420,3.38940,262.11360,224.83020,474.51600,775.99190,424.80470,910.49600,917.74400,0.51970,0.51970,1.49610,0.29920,0.47060,43.30320,6.41530,6.41530,4.72620,7.16600,0.18850,0.90100,1.19810,75.12030,1.87990,65.16850,0.74630,1.31740,15.03570,0.3919,0.1632
2016-03-31,6086.35400,3586.50300,2499.85100,518.50400,1772.84200,13.23840,2280.31400,219.53710,-125.76480,93.77200,82.74000,11.03200,3.30960,14.34160,26.47680,35.30240,586.90270,219.53710,913.92900,924.70600,0.04410,0.03310,1.23310,0.25880,0.49860,41.07310,3.60700,3.60700,1.54070,0.58000,0.18540,0.90280,1.16960,76.94940,0.11390,-3.40310,0.04370,0.08450,13.78560,0.01190,-0.17300
2015-12-31,7792.83300,4691.75000,3101.08300,589.29820,2388.95400,54.10700,2923.03000,178.05370,-140.99590,37.05860,168.39750,-131.33890,6.23290,-125.10600,80.40840,-51.33910,617.94470,178.05420,916.08700,923.62400,-0.06840,-0.05730,1.26070,0.25800,0.48900,39.79410,2.28480,2.28480,0.47550,-0.65880,0.22660,1.22010,1.37720,65.35160,-0.95640,25.84120,-0.36370,-0.70970,14.26280,1.15,0.9174
2015-09-30,6493.13400,3798.41700,2694.71700,524.03460,1814.65100,25.58980,2314.20700,380.50980,-111.26000,269.24920,8.90080,260.34840,2.22520,262.57360,97.90880,354.91940,732.70870,380.50980,923.67500,928.02800,0.38940,0.37830,1.27580,0.25590,0.48010,41.50100,5.86020,5.86020,4.14670,5.46610,0.19330,0.85120,1.19660,75.21080,2.04260,-63.27080,0.78170,1.51990,13.95490,0.3377,0.1243
2015-06-30,6608.43900,3848.47000,2759.96900,534.29460,1840.71700,1.10620,2373.90500,386.06400,-81.85880,304.20500,53.09760,251.10740,-1.10620,250.00120,53.09760,300.88640,750.27340,386.06400,909.47800,914.72600,0.33190,0.33190,1.24660,0.26020,0.49340,41.76430,5.84200,5.84200,4.60330,4.55310,0.19340,0.87570,1.22040,73.74460,1.96330,-29.27460,0.73170,1.45250,13.76180,0.23,0.0046
2015-03-31,6026.12900,3637.80000,2388.32900,492.11320,1755.12900,15.80180,2231.44000,156.88960,-75.62290,81.26640,34.98970,46.27670,25.96010,72.23680,40.63320,111.74130,476.31170,156.88960,912.08600,918.21500,0.12420,0.12420,1.23740,0.26370,0.50320,39.63290,2.60350,2.60350,1.34860,1.85430,0.16790,0.82300,1.06040,84.87540,0.55670,-5.89860,0.20130,0.40990,14.24920,-0.31470,-0.51010
2014-12-31,6933.89500,4203.44400,2730.45000,485.30260,2007.79800,-235.85640,2728.83400,1.61670,-96.56270,-94.94560,-23.33750,-71.60810,-4.83730,-76.44540,238.35250,168.55250,368.08650,1.61620,915.19300,922.71400,0.16040,0.17340,1.34450,0.25290,0.37420,39.37830,0.02330,0.02330,-1.36930,2.43080,0.18400,0.95420,1.07260,83.90590,-0.52430,-13.01090,-0.20280,-0.39170,15.94480,0.9124,0.6872
2014-09-30,7360.31400,4938.72200,2421.59300,528.10620,1954.52400,-59.71050,2542.34000,-120.74760,-107.47890,-228.22680,-50.42220,-177.80460,55.72980,-122.07480,-14.59590,-137.99760,274.92000,-120.74760,922.18000,928.29300,-0.14600,-0.14600,1.25160,0.24570,0.39170,32.90070,-1.64050,-1.64050,-3.10080,-1.87490,0.19870,0.93540,1.05500,85.31100,-0.83630,-16.25440,-0.32950,-0.63080,15.86700,0.5008,0.2783
2014-06-30,7260.93800,4270.41400,2990.52400,584.38680,1960.30200,9.60260,2535.08600,455.43750,-101.51320,353.92440,54.87200,299.05240,2.74360,301.79600,31.55140,331.97560,870.12810,455.43750,908.34300,916.51100,0.37000,0.35700,1.27780,0.23670,0.35030,41.18650,6.27240,6.27240,4.87440,4.57210,0.20630,0.85570,1.13340,79.40680,2.04500,21.52640,0.85740,1.56090,15.97280,0.7187,0.4092
