Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,145.90410,125.73420,20.16990,4.31770,24.26160,0.07410,28.50520,-8.33530,1.27690,-7.05840,-1.22360,-5.83480,-5.83480,-5.83480,-8.33530,-8.33530,79.40400,79.40400,-0.07000,-0.07000,1.32740,0.45560,13.82410,-5.71290,-5.71290,-4.83770,-3.99910,0.36220,1.26170,5.51870,16.30810,-4.14570,-4.15040,-1.44830,-4.14570,,0,0
2024-06-30,129.41510,107.44180,21.97330,4.43880,21.95790,,26.39670,-4.42340,1.13440,-3.28910,0.13980,-3.42890,-3.42890,-3.42890,-4.42340,-4.42340,79.27100,79.27100,-0.04000,-0.04000,1.39190,0.43760,16.97890,-3.41800,-3.41800,-2.54150,-2.64950,0.34490,1.29290,7.21780,12.46930,-2.42330,-2.42600,-0.91390,-2.42330,,0,0
2024-03-31,69.90490,56.67140,13.23360,4.00690,18.82830,-0.00050,22.83570,-9.60220,1.14790,-8.45320,-0.86380,-7.58940,-7.58940,-7.58940,-9.60220,-9.60220,78.85700,78.85700,-0.10000,-0.10000,1.50750,0.43010,18.93080,-13.73610,-13.73610,-12.09250,-10.85670,0.21270,0.85110,5.78510,15.55720,-5.23990,-5.24610,-2.30880,-5.23990,,0.00000,
2023-12-31,71.38070,57.68960,13.69110,5.12150,30.48080,0.15510,35.44710,-21.75600,1.36760,-20.38850,-2.03560,-18.35290,-18.35290,-18.35290,-21.75600,-21.75600,78.40800,78.40800,-0.23000,-0.23000,1.64400,0.24440,19.18040,-30.47890,-30.47890,-28.56300,-25.71120,0.23150,1.04280,5.33720,16.86290,-11.91490,-11.92920,-5.95170,-11.91490,1.98600,0.1684,0.0266
2023-09-30,127.05900,99.92760,27.13150,5.35360,34.19480,0.14670,39.40150,-12.27010,1.41400,-10.85610,0.02960,-10.88570,-10.88570,-10.88570,-12.27010,-12.27010,78.58300,78.58300,-0.14000,-0.14000,1.60210,0.28880,21.35340,-9.65700,-9.65700,-8.54410,-8.56750,0.35740,1.83650,5.64740,15.93650,-6.50310,-6.51040,-3.06230,-6.50310,,0,0
2023-06-30,114.29830,87.89230,26.40600,5.69390,21.72270,0.07280,27.34380,-0.93780,0.98400,0.04620,0.30900,-0.26280,-0.26280,-0.26280,-0.93780,-0.93780,78.41700,78.41700,0.00000,0.00000,1.81400,0.21280,23.10270,-0.82050,-0.82050,0.04040,-0.22990,0.34750,1.66500,3.61590,24.88990,-0.14730,-0.14750,-0.07990,-0.14730,,0,0
2023-03-31,60.75430,47.59480,13.15950,5.09700,17.86430,0.04350,22.91770,-9.75830,1.23370,-8.52460,0.26130,-8.78590,-8.78590,-8.78590,-9.75830,-9.75830,77.88300,77.88300,-0.11000,-0.11000,1.89510,0.20490,21.66020,-16.06190,-16.06190,-14.03120,-14.46140,0.19050,0.75990,1.87670,47.95730,-4.79620,-4.80190,-2.75510,-4.79620,,0.00000,
2022-12-31,82.94540,64.00330,18.94200,5.34320,21.60650,2.17130,24.77840,-5.83640,0.85270,-4.98370,0.07180,-5.05550,-5.05550,-5.05550,-5.83640,-5.83640,77.58800,77.58800,-0.07200,-0.07200,1.68690,0.36400,22.83680,-7.03640,-7.03640,-6.00840,-6.09490,0.22550,1.05860,1.90860,47.15490,-2.66150,-2.66530,-1.37460,-2.66150,2.46260,-0.2277,-0.4806
2022-09-30,162.11830,126.29380,35.82450,7.00590,30.07930,0.12400,36.96120,-1.13670,0.60800,-0.52870,-0.93400,0.40530,0.40530,0.40530,-1.13670,-1.13670,77.66200,78.64300,0.01000,0.01000,1.56410,0.25530,22.09780,-0.70120,-0.70120,-0.32610,0.25000,0.40110,2.04320,4.31670,20.84950,0.21450,0.21490,0.10030,0.21450,,0,0
2022-06-30,123.56040,98.53460,25.02580,6.63630,19.19290,0.03800,25.79120,-0.76540,0.40460,-0.36080,-2.50510,2.14420,2.14420,2.14420,-0.76540,-0.76540,77.61200,78.99900,0.03000,0.03000,1.71100,0.27350,20.25390,-0.61950,-0.61950,-0.29200,1.73540,0.33730,1.39840,3.09910,29.04090,1.10450,1.10690,0.58540,1.10450,,0,0
2022-03-31,90.77940,73.47710,17.30230,6.60150,15.94930,0.04230,22.50850,-5.20620,0.75350,-4.45270,0.21280,-4.66550,-4.66550,-4.66550,-5.20620,-5.20620,77.27500,77.27500,-0.06000,-0.06000,1.73400,0.27200,19.05970,-5.73500,-5.73500,-4.90500,-5.13940,0.25470,1.34670,3.34730,26.88770,-2.37360,-2.37970,-1.30900,-2.37360,,0.00000,
2021-12-31,161.12670,124.78980,36.33690,7.29610,23.38260,2.67060,28.00820,8.32870,1.01610,9.34490,1.54550,7.79940,7.79940,7.79940,8.32870,8.32870,76.83600,80.23100,0.10000,0.11000,1.67920,0.25590,22.55180,5.16900,5.16910,5.79970,4.84050,0.42060,2.94930,3.82340,23.53940,3.93040,3.94190,2.03600,3.93040,2.58240,0.6536,0.0947
2021-09-30,190.33380,152.27900,38.05480,5.23620,18.54100,1.64510,22.13200,15.92270,0.95180,16.87460,2.64100,14.23350,14.23350,14.23350,15.92270,15.92270,76.96700,79.97200,0.18000,0.18000,1.56510,0.19940,19.99370,8.36570,8.36570,8.86580,7.47820,0.47110,3.22380,19.22060,4.68250,7.57560,7.60180,3.52280,7.57560,,0,0
2021-06-30,146.32240,113.06420,33.25820,4.77770,16.42640,3.33060,17.87350,15.38470,0.62430,16.00900,1.78560,14.22340,14.22340,14.22340,15.38470,15.38470,76.76400,80.43000,0.19000,0.18000,1.68990,0.16350,22.72940,10.51430,10.51430,10.94090,9.72060,0.43520,3.44970,14.89820,6.04100,8.33990,8.37510,4.23010,8.33990,,0,0
