,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-09-24,2024-08-31,--,$0.50
1,2024-06-25,2024-05-31,--,$0.74
2,2024-03-20,2024-02-29,--,$0.80
3,2023-12-19,2023-11-30,$0.81,$0.78
4,2023-09-27,2023-08-31,$1.99,$2.06
5,2023-06-28,2023-05-31,$1.96,$2.74
6,2023-03-22,2023-02-28,$0.70,$1.04
7,2022-12-20,2022-11-30,$0.56,$0.44
8,2022-09-29,2022-08-31,$1.74,$1.61
9,2022-06-22,2022-05-31,$0.83,$1.58
10,2022-03-22,2022-02-28,$1.37,$1.13
11,2021-12-16,2021-11-30,$1.58,$2.12
12,2021-09-29,2021-08-31,$1.91,$2.46
13,2021-06-23,2021-05-31,--,$2.33
14,2021-03-24,2021-02-28,$1.25,$1.36
15,2020-12-17,2020-11-30,$0.68,$0.95
16,2020-09-23,2020-08-31,$0.44,$0.25
17,2020-06-25,2020-05-31,$0.26,$0.49
18,2020-03-26,2020-02-29,$0.68,$0.64
19,2019-12-17,2019-11-30,$0.58,$0.69
20,2019-09-25,2019-08-31,$0.72,$0.56
21,2019-06-26,2019-05-31,$0.77,$0.77
22,2019-03-20,2019-02-28,$0.56,$0.62
23,2018-12-18,2018-11-30,$0.73,$0.58
24,2018-09-26,2018-08-31,$1.02,$0.92
25,2018-06-27,2018-05-31,$1.04,$0.95
26,2018-03-29,2018-02-28,$0.75,$0.61
27,2017-12-19,2017-11-30,$0.67,$0.65
28,2017-09-27,2017-08-31,$0.82,$0.73
29,2017-06-28,2017-05-31,$0.83,$0.87
30,2017-03-29,2017-02-28,$0.67,$0.55
31,2016-12-19,2016-11-30,$0.80,$0.75
32,2016-09-28,2016-08-31,$0.76,$1.03
33,2016-06-29,2016-05-31,$0.64,$0.87
34,2016-03-22,2016-02-29,$0.48,$0.46
35,2015-12-16,2015-11-30,$0.53,$0.60
36,2015-09-23,2015-08-31,$0.50,$0.54
37,2015-06-24,2015-05-31,$0.42,$0.52
38,2015-03-25,2015-02-28,$0.39,$0.39
