Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.38800,0.38800,49.22500,9.82000,-58.65700,5.70100,-52.95600,,-52.95600,-52.95600,-52.95600,-58.34300,-58.65700,37.59100,37.59100,-1.41000,-1.41000,19.03150,100.00000,-15117.78000,-15117.78000,-13648.45000,-13648.45000,0.00070,1.00000,90.00000,-9.93850,-9.93850,-9.14180,-9.93850,13.57270,-0.7188,-0.7277
2024-06-30,0.03700,0.03700,40.51500,9.96100,-50.43900,5.18200,-45.25700,,-45.25700,-45.25700,-45.25700,-50.13300,-50.43900,36.10300,36.10300,-1.25000,-1.25000,20.36780,100.00000,-136321.60000,-136321.60000,-122316.20000,-122316.20000,0.00010,9.25000,9.72970,-10.75200,-10.75200,-9.94610,-10.75200,11.63720,-1.088,-1.0963
2024-03-31,0.08300,0.08300,38.25800,10.30800,-48.48300,5.36900,-43.11400,,-43.11400,-43.11400,-43.11400,-48.20600,-48.48300,35.68500,35.68500,-1.21000,-1.21000,24.74230,100.00000,-58413.25000,-58413.25000,-51944.58000,-51944.58000,0.00020,0.36730,245.06020,-9.49760,-9.49760,-8.87450,-9.49760,12.58590,-1.24870,-1.27520
2023-12-31,0.14300,0.14300,37.49300,9.10500,-46.45500,6.21200,-40.24300,,-40.24300,-40.24300,-40.24300,-46.20800,-46.45500,29.44700,29.44700,-1.34000,-1.34000,14.24910,100.00000,-32486.01000,-32486.01000,-28141.96000,-28141.96000,0.00040,1.00000,90.00000,-12.11360,-12.11360,-10.87580,-12.11360,10.43350,-0.8896,-0.9085
2023-09-30,0.00800,0.00800,34.14000,9.14800,-43.28000,3.84000,-39.44000,,-39.44000,-39.44000,-39.44000,-43.07000,-43.28000,29.66800,29.66800,-1.33000,-1.33000,18.22860,100.00000,-540999.90000,-540999.90000,-492999.90000,-492999.90000,0.00000,,,-13.33140,-13.33140,-12.08900,-13.33140,9.96810,-1.1405,-1.159
2023-06-30,,,32.53400,8.80300,-41.33700,3.83200,-37.50500,,-37.50500,-37.50500,-37.50500,-41.14600,-41.33700,29.60200,29.60200,-1.27000,-1.27000,20.77090,,,,,,,,,-11.49540,-11.49540,-10.52610,-11.49540,10.99960,-0.9913,-1.0002
2023-03-31,,,31.09100,7.77800,-38.86900,3.06500,-35.80400,,-35.80400,-35.80400,-35.80400,-38.70200,-38.86900,28.36900,28.36900,-1.26000,-1.26000,23.43270,,,,,,,,,-10.08610,-10.08610,-9.31340,-10.08610,12.01340,-1.20680,-1.24420
2022-12-31,,,24.86700,7.09300,-31.96000,2.24200,-29.71800,,-29.71800,-29.71800,-29.71800,-31.83300,-31.96000,25.24100,25.24100,-1.09000,-1.09000,17.27000,,,,,,,,,-10.71220,-10.71220,-9.68700,-10.71220,10.07240,-0.8728,-0.8872
2022-09-30,,,21.03900,6.93700,-27.97600,4.46700,-23.50900,,-23.50900,-23.50900,-23.50900,-27.85000,-27.97600,25.55000,25.55000,-0.92000,-0.92000,21.33410,,,,,,,,,-9.75380,-9.75380,-9.30870,-9.75380,9.24280,-0.9044,-0.9096
2022-06-30,,,23.28100,7.44700,-30.72800,3.46200,-27.26600,,-27.26600,-27.26600,-27.26600,-30.42000,-30.72800,24.05400,24.05400,-1.13000,-1.13000,14.38920,,,,,,,,,-12.90960,-12.90960,-12.02940,-12.90960,8.64580,-0.939,-0.9625
