Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2.68960,1.69810,-4.38760,-8.25070,-12.63840,-12.63840,-12.63840,-12.63840,-4.38760,-4.38760,12.97580,12.97580,-0.97000,-0.97000,2.66380,,,-178.91960,-178.91980,-88.00120,-178.91980,0.53170,-0.1284,-0.1284
2024-06-30,5.78520,1.97740,-7.76260,2.74220,-5.02040,-5.02040,-5.02040,-5.02040,-7.76260,-7.76260,11.30780,11.30780,-0.44000,-0.44000,1.24380,,,286.73690,286.73580,-99.48390,286.73580,-0.14940,-0.2707,-0.2707
2024-03-31,6.51490,1.29490,-7.80980,6.74290,-1.06690,-1.06690,-1.06690,-1.06690,-7.80980,-7.80980,10.62510,10.82480,-0.10000,-0.72000,1.60440,,,31.81090,31.81090,-13.65550,31.81090,-0.30460,-0.64970,-0.64970
2023-12-31,8.90470,1.53760,-10.44230,-11.77110,-22.21340,-22.21340,-22.21340,-22.21340,-10.44230,-10.44230,9.02310,9.02310,-2.34000,-2.34000,2.38560,,,286.59310,286.59310,-217.60200,286.59310,-0.73680,-1.0338,-1.0338
2023-09-30,13.83770,1.02560,-14.86330,0.14670,-14.71660,-14.71660,-14.71660,-14.71660,-14.86330,-14.86330,9.01230,9.01230,-1.63000,-1.63000,2.86770,,,-221.02960,-221.02960,-143.95440,-221.02960,0.73880,-1.0236,-1.0236
2023-06-30,8.26220,1.49750,-9.75970,0.22260,-9.53710,-9.53710,-9.53710,-9.53710,-9.75970,-9.75970,8.95130,8.95130,-1.07000,-1.07000,11.00200,,,-45.97840,-45.97840,-41.79930,-45.97840,2.30170,-0.9533,-0.9533
2023-03-31,7.78610,2.18370,-9.96970,0.23250,-9.73720,-9.73720,-9.73720,-9.73720,-9.96970,-9.96970,8.19500,8.19500,-1.19000,-1.19000,4.72110,,,-48.35690,-48.35690,-38.11420,-48.35690,2.45080,-1.41870,-1.41870
2022-12-31,6.20840,1.59190,-7.80030,0.07420,-7.72620,-7.72620,-7.72620,-7.72620,-7.80030,-7.80030,8.16230,8.16230,-0.94000,-0.94000,4.67910,,,-27.27830,-27.27830,-21.44840,-27.27830,3.46930,-0.4426,-0.4426
2022-09-30,4.12350,2.36130,-6.48480,0.05290,-6.43200,-6.43200,-6.43200,-6.43200,-6.48480,-6.48480,8.16390,8.16390,-0.79000,-0.79000,12.85830,,,-21.46810,-21.46810,-19.79850,-21.46810,3.66980,-0.4883,-0.4883
2022-06-30,4.03400,1.93840,-5.97240,0.03600,-5.93640,-5.93640,-5.93640,-5.93640,-5.97240,-5.97240,8.16390,8.16390,-0.73000,-0.73000,28.10970,,,-16.85230,-16.85230,-16.25280,-16.85230,4.31480,-0.8198,-0.8198
2022-03-31,2.14960,3.10410,-5.25370,0.01960,-5.23410,-5.23410,-5.23410,-5.23410,-5.25370,-5.25370,8.15740,8.15740,-0.64000,-0.64000,34.46010,,,-12.45010,-12.45010,-12.08880,-12.45010,5.14950,-0.37040,-0.37040
2021-12-31,2.88410,3.03590,-5.92010,0.00550,-5.91460,-5.91460,-5.91460,-5.91460,-5.92010,-5.92010,7.62630,7.62630,-0.75000,-0.75000,30.53510,,,-13.29280,-13.29280,-12.85750,-13.29280,5.49250,-0.2884,-0.2884
2021-09-30,1.38080,1.47300,-2.85380,0.00560,-2.84820,-2.84820,-2.84820,-2.84820,-2.85380,-2.85380,8.09910,8.09910,-0.35000,-0.35000,42.52230,,,-6.12130,-6.12130,-5.97730,-6.12130,5.74370,-0.1463,-0.1463
2021-06-30,1.82450,0.70960,-2.53420,0.00950,-2.52460,-2.52460,-2.52460,-2.52460,-2.53420,-2.53420,7.36670,7.36670,-0.34000,-0.34000,55.98650,,,-5.19340,-5.19340,-5.10060,-5.19340,6.00820,-0.4052,-0.4052
2021-03-31,2.38960,0.83960,-3.22920,0.02950,-3.19970,-3.19970,-3.19970,-3.19970,-3.22920,-3.22920,6.92060,6.92060,-0.46000,-0.46000,3.73580,,,-73.24800,-73.24800,-53.64120,-73.24800,0.62880,-0.35760,-0.35760
2020-12-31,1.41220,0.49750,-1.90970,0.20510,-1.70460,-1.70460,-1.70460,-1.70460,-1.90970,-1.90970,6.30900,6.30900,-0.28000,-0.28000,14.03810,,,-22.60470,-22.60470,-20.99450,-22.60470,1.09420,-0.163,-0.163
2020-09-30,0.71890,0.88490,-1.60380,0.59740,-1.00640,-1.00640,-1.00640,-1.00640,-1.60380,-1.60380,6.87160,6.87160,-0.15000,-0.15000,33.45220,,,-11.03340,-11.03340,-10.70360,-11.03340,1.32730,-0.1338,-0.1338
2020-06-30,0.85650,1.68720,-2.54360,0.23410,-2.30950,-2.30950,-2.30950,-2.30950,-2.54360,-2.54360,6.86080,6.86080,-0.34000,-0.34000,14.51230,,,-24.31480,-24.31480,-22.63940,-24.31480,1.38340,-0.1216,-0.1216
2020-03-31,0.06640,0.51670,-0.58320,0.14160,-0.44160,-0.44160,-0.44160,-0.44160,-0.58260,-0.58320,4.59900,4.59900,-0.10000,-0.10000,15.26920,,,-4.13010,-4.13010,-3.85970,-4.13010,1.56200,-0.21100,-0.21100
2019-12-31,0.76190,0.10820,-0.87010,0.67010,-0.20110,-0.20110,-0.20110,-0.20110,-0.86860,-0.87010,0.28300,0.28300,-0.71000,-0.71000,0.37180,-0.06190,-0.05830,2.34480,2.34480,-18.00190,2.48990,-30.30530,-0.1872,-0.1872
2019-09-30,0.00200,0.23980,-0.24180,-0.01230,-0.25410,-0.25410,-0.25410,-0.25410,-0.24030,-0.24180,0.28300,0.28300,-0.90000,-0.90000,,,,,,,,,-0.1579,-0.1579
2019-06-30,0.00600,0.30000,-0.30610,-0.03860,-0.34470,-0.34470,-0.34470,-0.34470,-0.30470,-0.30610,0.28300,0.28300,-1.22000,-1.22000,,,,,,,,,-0.5321,-0.5321
2019-03-31,0.00600,0.18080,-0.18680,-0.00410,-0.19090,-0.19090,-0.19090,-0.19090,-0.18630,-0.18680,0.28300,0.28300,-0.68000,-0.68000,,,,,,,,,-0.80830,-0.80830
2018-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
