Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.47450,0.47450,3.47380,2.86940,-5.86870,0.00010,-5.86860,,-5.86860,-5.86860,-5.82150,-5.58370,-5.86870,87.88600,87.88600,-0.07000,-0.07000,0.22460,-0.22800,-0.23050,100.00000,-1236.76200,-1236.76200,-1236.73500,-1226.82000,0.03740,1.51790,59.29120,25.92090,25.54270,-46.28120,31.83190,-0.24500,-0.0505,-0.052
2024-06-30,0.39580,0.39580,3.71580,3.67040,-6.99040,-0.06950,-7.05990,,-7.05990,-7.05990,-6.98550,-6.72110,-6.99040,82.66900,82.66900,-0.08000,-0.08000,0.23710,-0.22650,-0.23230,100.00000,-1766.16300,-1766.16300,-1783.71800,-1764.93200,0.03030,2.38060,37.80620,30.83250,30.39150,-54.02420,37.81750,-0.27610,-0.0805,-0.0811
2024-03-31,0.17150,0.17150,4.62950,3.92650,-8.38450,-0.08750,-8.47200,,-8.47200,-8.47200,-8.36740,-8.12130,-8.38450,81.95700,81.95700,-0.10000,-0.10000,0.42770,-0.29160,-0.29780,100.00000,-4887.92600,-4887.92600,-4938.93700,-4877.94800,0.00880,1.28490,70.04400,50.97460,50.32320,-43.59170,65.83870,-0.20240,-0.10180,-0.10210
2023-12-31,0.24400,0.24400,4.54390,4.44060,-8.74060,-0.05910,-8.79970,,-8.79970,-8.79970,-8.69830,-8.44400,-8.74060,71.23500,71.23500,-0.10000,-0.10000,0.68640,-0.85870,-0.60610,100.00000,-3582.60000,-3582.59900,-3606.83400,-3565.25200,0.00870,1.00560,89.49980,101.00400,100.72790,-31.48320,187.73340,-0.10640,0.0599,0.0546
2023-09-30,0.16520,0.16520,4.65070,4.16760,-8.65310,0.19990,-8.45320,,-8.45320,-8.45320,-8.37030,-8.35740,-8.65310,78.17700,78.17700,-0.11000,-0.11000,0.69090,-6.71210,-1.32780,100.00000,-5237.57800,-5237.57800,-5116.60100,-5066.43100,0.00920,4.79690,18.76200,296.46740,291.53100,-46.85580,2286.38200,-0.03640,-0.0729,-0.0753
2023-06-30,0.21630,0.21630,5.45130,4.31410,-9.54900,-0.00220,-9.55130,,-9.55130,-9.55130,-9.47100,-9.26070,-9.54900,66.88400,66.88400,-0.14000,-0.14000,1.14380,0.35950,0.80480,100.00000,-4414.51500,-4414.51500,-4415.55100,-4378.42900,0.00780,1.10090,81.75230,-186.61460,-189.11730,-34.65520,-119.53610,0.06550,-0.0953,-0.0994
2023-03-31,0.14980,0.14980,4.90570,4.28920,-9.04500,0.17210,-8.87290,,-8.87290,-8.87290,-8.77950,-8.77300,-9.04500,60.17700,60.17700,-0.15000,-0.15000,0.69370,-1451.75100,-1.39110,100.00000,-6037.74800,-6037.74800,-5922.85400,-5860.53300,0.00830,1.26320,71.24640,297.63510,288.83400,-49.17500,432388.50000,-0.04720,-0.14530,-0.14870
2022-12-31,0.11970,0.11970,4.46140,3.66900,-8.01070,0.67450,-7.33620,,-7.33620,-7.33620,-7.24210,-7.76170,-8.01070,55.35000,55.35000,-0.13000,-0.13000,0.70010,36.36890,-1.38410,100.00000,-6691.44700,-6691.44600,-6128.04500,-6049.44800,0.00650,1.64880,54.58640,234.61030,226.60270,-40.09930,-8297.92700,-0.05400,-0.1072,-0.1179
2022-09-30,0.03270,0.03270,4.00220,4.02350,-7.99300,0.18070,-7.81230,,-7.81230,-7.81230,-7.74300,-7.75550,-7.99300,56.12000,56.12000,-0.14000,-0.14000,1.04100,0.48580,1.33450,100.00000,-24432.83000,-24432.83000,-23880.51000,-23668.66000,0.00140,5.95670,15.10910,-275.09650,-288.25160,-33.46970,-141.44420,0.04940,-0.1195,-0.1248
2022-06-30,0.03980,0.03980,3.27930,4.85990,-8.09950,0.36750,-7.73200,,-7.73200,-7.73200,-7.64970,-7.87410,-8.09950,53.81050,53.81050,-0.14000,-0.14000,1.07480,0.34940,0.81400,100.00000,-20375.01000,-20375.01000,-19450.60000,-19243.56000,0.00160,4.68280,19.21940,-189.55150,-196.85390,-31.75750,-123.31470,0.07580,-0.1164,-0.1265
2022-03-31,0.11420,0.11420,3.59010,4.20110,-7.67700,-0.04100,-7.71800,,-7.71800,-7.71800,-7.63400,-7.45270,-7.67700,53.77500,53.77500,-0.14000,-0.14000,1.48220,0.18900,0.36060,100.00000,-6721.74900,-6721.74900,-6757.67400,-6684.14600,0.00360,1.57810,57.02950,-71.39240,-72.56970,-24.35980,-57.90280,0.20450,0.06710,0.06480
2021-12-31,0.01420,0.01420,2.60210,6.19720,-8.78500,0.67680,-8.10820,,-8.10820,-8.10820,-8.03510,-8.54820,-8.78500,52.65600,52.65600,-0.16000,-0.16000,3.37310,0.13570,0.20480,100.00000,-61692.55000,-61692.56000,-56939.80000,-56426.53000,0.00050,1.13830,79.06600,-45.75200,-46.31890,-29.49480,-39.54470,0.32960,-0.0867,-0.0893
2021-09-30,0.02550,0.02550,3.61150,3.97620,-7.56230,0.38080,-7.18150,,-7.18150,-7.18150,-7.13640,-7.32550,-7.56230,53.16680,53.16680,-0.13000,-0.13000,4.17260,0.10780,0.15920,100.00000,-29675.83000,-29675.83000,-28181.53000,-28004.68000,0.00080,1.30240,69.10250,-33.90600,-34.29620,-23.93550,-30.24960,0.39800,-0.0909,-0.0935
2021-06-30,0.02480,0.02480,2.93570,2.98970,-5.90070,0.32620,-5.57450,,-5.57450,-5.57450,-5.52690,-5.65620,-5.90070,52.94720,52.94720,-0.10000,-0.10000,5.44490,0.09440,0.13720,100.00000,-23810.25000,-23810.25000,-22494.10000,-22302.27000,0.00070,1.56530,57.49660,-20.93350,-21.14520,-15.81690,-18.95660,0.50110,-0.0973,-0.1011
2021-03-31,0.02550,0.02550,3.87310,2.23760,-6.08510,-0.04050,-6.12560,,-6.12560,-6.12560,-6.11610,-5.85780,-6.08510,50.92900,50.92900,-0.12000,-0.12000,5.77770,0.08660,0.12360,100.00000,-23835.14000,-23835.14000,-23993.62000,-23956.70000,0.00060,1.79310,50.19270,-19.65670,-19.84000,-15.12120,-17.95410,0.58940,-0.12110,-0.13060
2020-12-31,0.00710,0.00710,3.96590,1.70040,-5.65910,0.49820,-5.16090,,-5.16090,-5.16090,-5.13710,-5.46810,-5.65910,45.27900,45.27900,-0.10000,-0.10000,3.26010,0.16450,0.25230,100.00000,-79482.00000,-79482.02000,-72484.77000,-72150.73000,0.00030,1.00030,89.97470,-31.67430,-32.31210,-19.73540,-26.46270,0.33520,-0.0716,-0.0957
