,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-14,2024-09-30,--,$0.07
1,2024-08-13,2024-06-30,--,$0.04
2,2024-05-16,2024-03-31,--,$0.06
3,2024-03-14,2023-12-31,--,$0.06
4,2023-11-14,2023-09-30,--,$0.07
5,2023-08-15,2023-06-30,--,$0.08
6,2023-05-16,2023-03-31,--,$0.02
7,2023-03-16,2022-12-31,--,$0.02
8,2022-11-10,2022-09-30,--,$0.12
9,2022-08-16,2022-06-30,--,$0.09
10,2022-05-17,2022-03-31,--,$0.08
11,2022-03-17,2021-12-31,--,$-0.01
12,2021-11-11,2021-09-30,--,$-0.08
13,2021-08-12,2021-06-30,--,$0.00
14,2021-05-20,2021-03-31,--,$0.10
15,2021-03-16,2020-12-31,--,$0.07
16,2020-11-12,2020-09-30,--,$-0.02
17,2020-08-25,2020-06-30,--,$-0.17
18,2020-05-14,2020-03-31,--,$-0.08
19,2020-03-12,2019-12-31,--,$-0.27
20,2019-11-14,2019-09-30,--,$-0.36
21,2019-08-14,2019-06-30,--,$-0.03
22,2019-05-13,2019-03-31,--,$-0.13
23,2019-03-07,2018-12-31,--,$-0.48
24,2018-11-14,2018-09-30,--,$-0.24
25,2018-08-15,2018-06-30,--,$0.01
26,2018-05-15,2018-03-31,--,$0.10
27,2018-03-14,2017-12-31,--,$0.04
28,2017-11-16,2017-09-30,--,$-0.38
29,2017-08-16,2017-06-30,--,$-0.15
30,2017-05-09,2017-03-31,--,$-0.10
31,2017-03-08,2016-12-31,--,$-0.11
32,2016-11-09,2016-09-30,--,$-0.11
33,2016-08-10,2016-06-30,--,$-0.06
34,2016-05-11,2016-03-31,--,$-0.08
35,2016-03-10,2015-12-31,--,$-0.06
36,2015-11-18,2015-09-30,--,$-0.04
37,2015-08-12,2015-06-30,--,$0.05
38,2015-05-20,2015-03-31,$-0.02,$0.04
39,2015-03-11,2014-12-31,$-0.03,$0.02
