Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,54.96000,11.10100,43.85900,9.26300,-42.89400,74.89900,-31.04000,4.49100,-26.54900,-26.54900,-26.54900,-24.39500,-6.95300,-31.04000,36.37400,36.37400,-0.67000,-0.67000,0.50780,1.03220,-56.47740,-56.47740,-48.30600,-44.38680,0.02250,-2.34500,-2.57630,-1.08610,-1.15420,31.12330,0.6103,1.5729
2024-06-30,55.95200,10.53000,45.42200,9.28500,-6.50500,38.78800,6.63400,-10.73500,-4.10100,-4.10100,-4.10100,-3.76800,30.72900,6.63400,36.35000,36.35000,-0.11000,-0.11000,0.54280,1.18750,11.85660,11.85660,-7.32950,-6.73430,0.02050,-0.34560,-0.37820,-0.15020,-0.15800,32.62470,0.6745,0.8747
2024-03-31,59.22700,11.60000,47.62700,9.84600,-1.37600,34.63700,12.99000,-7.52000,5.47000,5.47000,5.47000,5.02500,37.70600,12.99000,36.30900,36.30900,0.14000,0.14000,0.54100,1.17910,21.93260,21.93260,9.23570,8.48430,0.02150,0.45510,0.49780,0.19860,0.20890,33.06520,0.44590,2.11400
2023-12-31,63.05800,12.73200,50.32600,11.72900,-12.13900,49.24100,1.08500,-22.85300,-21.76800,-21.76800,-21.76800,-19.88900,27.63600,1.08500,35.98820,35.98820,-0.53000,-0.53000,0.54400,1.19340,1.72060,1.72060,-34.52060,-31.54080,0.02260,-1.80840,-1.98730,-0.78030,-0.82470,33.15650,0.8437,1.364
2023-09-30,61.71300,13.34600,48.36700,9.91000,,34.91300,13.45400,-153.40200,-139.94800,-139.94800,-139.94800,-127.59500,39.20600,13.45400,35.97500,35.97500,-3.55000,-3.55000,0.53660,1.15850,21.80090,21.80090,-226.77230,-206.75550,0.02170,-11.23830,-12.49500,-4.92740,-5.20780,34.59300,0.9442,0.952
2023-06-30,62.54000,12.89400,49.64600,12.37100,-397.37300,440.21600,-390.57000,-61.83300,-452.40300,-452.40300,-452.40300,-416.47700,-359.24700,-390.57000,35.92270,35.92270,-11.59000,-11.59000,0.51150,1.04790,-624.51230,-624.51230,-723.38180,-665.93700,0.02080,-32.43440,-35.65500,-15.02890,-15.84400,38.82710,0.0713,3.54
2023-03-31,66.97300,13.45400,53.51900,10.10600,,41.46200,12.05700,-3.04000,9.01700,9.01700,9.01700,6.03300,45.06500,12.05700,35.99930,35.99930,0.17000,0.17000,0.44240,0.79380,18.00280,18.00280,13.46360,9.00810,0.01870,0.48940,0.52580,0.25150,0.27290,51.16510,0.61810,5.20290
2022-12-31,75.89300,16.01100,59.88200,11.48400,-41.32300,88.08100,-28.19900,-219.94100,-248.14000,-248.14000,-248.14000,-228.62900,7.65800,-28.19900,36.05780,36.05780,-6.33420,-6.33420,0.44440,0.80060,-37.15630,-37.15630,-326.96050,-301.25190,0.02090,-13.36040,-14.35370,-6.82950,-7.42340,51.59130,0.483,4.5673
2022-09-30,101.33000,24.27600,77.05400,9.66100,-10.69700,62.98600,14.06800,-133.44100,-119.37300,-119.37300,-119.37300,-111.22400,59.46200,14.06800,36.08140,36.08140,-3.08000,-3.08000,0.40960,0.69680,13.88340,13.88340,-117.80620,-109.76410,0.02580,-5.56980,-6.35640,-3.03410,-3.28850,6.61350,0.5525,27.2284
2022-06-30,123.07300,26.86200,96.21100,9.16600,-75.55700,144.70300,-48.49200,-28.10700,-76.59900,-76.59900,-76.59900,-72.20700,12.40200,-48.49200,36.07990,36.07990,-2.00000,-2.00000,0.52620,1.11130,-39.40100,-39.40100,-62.23870,-58.67010,0.02390,-3.36340,-3.81600,-1.48760,-1.59360,7.01310,1.6485,1.5498
