Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,166.09200,10.32100,155.77100,,-29.36800,36.44400,119.32700,119.32700,26.51700,92.81000,92.81000,92.81000,128.94700,126.40300,79.54900,81.04500,1.17000,1.15000,0.15890,0.18890,71.84390,76.10420,71.84390,55.87870,0.05000,4.22790,4.23490,2.79540,3.55610,27.67470,1.5934,1.575
2024-06-30,162.12200,0.27600,161.84600,,-28.52400,43.20200,118.64400,118.64400,26.56500,92.07900,92.07900,92.07900,137.20600,133.32200,80.11700,81.30000,1.15000,1.13000,0.16840,0.20250,73.18190,82.23560,73.18190,56.79610,0.05230,4.50130,4.50930,2.96850,3.74330,25.64580,1.4622,1.4393
2024-03-31,156.25300,3.69400,152.55900,,-29.95200,37.99200,114.56700,114.56700,25.51700,89.05000,89.05000,89.05000,126.55000,122.60700,80.72600,82.09900,1.10000,1.08000,0.16750,0.20120,73.32150,78.46700,73.32150,56.99090,0.05200,4.50120,4.50940,2.96230,3.74730,24.56210,1.35900,1.33240
2023-12-31,151.38000,8.23200,143.14800,,-29.90100,37.96700,105.18100,105.18100,21.76800,83.41300,83.41300,83.41300,117.30900,113.24700,82.40700,83.85400,1.03000,1.01000,0.17110,0.20640,69.48140,74.80980,69.48150,55.10170,0.05150,4.33090,4.33910,2.83670,3.58980,23.81280,0.351,0.3336
2023-09-30,148.15900,4.81200,143.34700,,-27.98800,36.04700,107.30000,107.30000,23.34500,83.95500,83.95500,83.95500,116.59500,115.35900,82.09600,83.67000,1.02000,1.00000,0.18150,0.22180,72.42220,77.86160,72.42220,56.66550,0.05360,4.68770,4.69720,3.03960,3.83680,21.94000,1.4582,1.4179
2023-06-30,142.68500,2.87300,139.81200,,-27.71500,35.76300,104.04900,104.04900,23.76500,80.28400,80.28400,80.28400,116.53800,112.09700,82.95800,84.19000,0.97000,0.95000,0.18490,0.22690,72.92220,78.56260,72.92220,56.26660,0.05300,4.59040,4.60000,2.98470,3.74150,21.25360,1.2186,1.1824
2023-03-31,136.77900,6.70100,130.07800,,-25.86600,33.90500,96.17300,96.17300,21.71500,74.45800,74.45800,74.45800,108.45600,104.21200,83.60000,84.84000,0.89000,0.88000,0.18850,0.23230,70.31270,76.19010,70.31270,54.43670,0.05190,4.36270,4.37200,2.82700,3.54030,20.49370,1.05890,1.04100
2022-12-31,133.10700,3.45000,129.65700,,-26.84200,34.87700,94.78000,94.78000,21.84000,72.94000,72.94000,72.94000,107.03800,102.81500,84.92100,85.99900,0.87000,0.86000,0.19710,0.24540,71.20590,77.24240,71.20590,54.79800,0.05290,4.52000,4.53020,2.89900,3.62930,19.31450,0.35,0.3178
2022-09-30,130.57700,-3.38900,133.96600,,-27.34100,35.37700,98.58900,98.58900,21.75100,76.83800,76.83800,76.83800,111.55300,106.62500,84.44400,85.48500,0.91000,0.90000,0.20590,0.25930,75.50260,81.65680,75.50260,58.84500,0.05430,5.03570,5.04770,3.19650,3.99880,18.20930,1.2863,1.2569
2022-06-30,132.22000,-3.03600,135.25600,,-30.01600,38.06700,97.18900,97.18900,21.74500,75.44400,75.44400,75.44400,110.27500,105.24000,85.73400,86.57700,0.88000,0.86000,0.20590,0.25920,73.50550,79.59460,73.50550,57.05950,0.05530,4.94680,4.95870,3.15360,3.92850,18.00560,1.0881,1.0493
2022-03-31,127.44100,-0.61900,128.06000,,-33.27200,41.31300,86.74700,86.74700,19.06700,67.68000,67.68000,67.68000,100.03900,94.78800,85.95300,87.31000,0.79000,0.77000,0.20460,0.25730,68.06840,74.37790,68.06840,53.10690,0.05260,4.40900,4.41950,2.79210,3.50670,17.84120,0.91980,0.89720
2021-12-31,125.07200,-0.50100,125.57300,,-39.38100,47.41000,78.16300,78.16300,17.63900,60.52400,60.52400,60.52400,91.39900,86.19200,85.62000,86.88500,0.71000,0.70000,0.20130,0.25200,62.49440,68.91390,62.49440,48.39130,0.05100,3.86540,3.87440,2.46980,3.08730,18.25070,0.5102,0.4741
2021-09-30,124.04100,3.20400,120.83700,,-35.45600,43.38600,77.45100,77.45100,17.25800,60.19300,60.19300,60.19300,90.47400,85.38100,85.72100,86.88000,0.70000,0.69000,0.20640,0.26000,62.43980,68.83290,62.43980,48.52670,0.05170,3.96990,3.97950,2.50980,3.15060,17.68320,1.1361,1.101
2021-06-30,120.76500,4.64000,116.12500,,-34.54800,42.47000,73.65500,73.65500,16.13300,57.52200,57.52200,57.52200,86.34900,81.57700,85.64700,86.81900,0.67000,0.65000,0.21250,0.26980,60.99040,67.55020,60.99040,47.63140,0.05240,3.94010,3.95000,2.49460,3.10280,17.03450,1.1144,1.0731
2021-03-31,115.19400,4.96200,110.23200,,-34.86100,42.77600,67.45600,67.45600,14.56500,52.89100,52.89100,52.89100,80.12500,75.37100,85.31700,86.48700,0.62000,0.61000,0.22190,0.28520,58.55860,65.42960,58.55860,45.91470,0.05270,3.83180,3.84190,2.41750,2.98160,16.12510,0.98820,0.95980
2020-12-31,109.90300,3.54900,106.35400,,-36.83200,44.73800,61.61600,61.61600,13.34800,48.26800,48.26800,48.26800,74.06200,69.52200,78.02300,79.26300,0.54000,0.58000,0.22310,0.28720,56.06400,63.25760,56.06400,43.91870,0.05070,3.52430,3.53360,2.22780,2.73800,16.08200,0.6754,0.6283
2020-09-30,107.78300,15.66700,92.11600,,-34.96300,42.75900,49.35700,49.35700,11.17800,38.17900,38.17900,38.17900,61.43700,57.15300,84.80500,85.59900,0.45000,0.45000,0.23110,0.30060,45.79290,53.02600,45.79290,35.42210,0.05180,2.91990,2.92800,1.83390,2.24510,15.41770,0.7944,0.7507
2020-06-30,107.94800,34.33400,73.61400,,-32.69600,38.63700,34.97700,34.97700,8.12900,26.84800,26.84800,26.84800,46.71100,40.91800,73.61700,74.17400,0.36000,0.36000,0.23810,0.31250,32.40170,37.90530,32.40170,24.87120,0.05270,2.13580,2.14200,1.31160,1.62730,14.82270,1.0373,0.9959
2020-03-31,107.64900,5.69700,101.95200,,-27.05200,29.79600,72.15600,72.15600,13.88500,58.27100,58.27100,58.27100,77.91700,74.90000,68.56300,70.40100,0.85000,0.74000,0.12990,0.14930,67.02900,69.57800,67.02900,54.13060,0.07760,5.97720,5.99960,4.19870,5.20090,14.15470,0.67970,0.65850
2019-12-31,104.89700,4.26900,100.62800,,-34.86500,37.83900,62.78900,62.78900,12.59400,50.19500,50.19500,50.19500,68.96700,65.76300,67.57300,69.72100,0.74000,0.74000,0.13540,0.15670,59.85780,62.69290,59.85780,47.85170,0.07690,5.39490,5.41600,3.67780,4.66420,13.61100,0.9956,0.959
2019-09-30,101.58800,2.57200,99.01600,,-32.10500,35.08400,63.93200,63.93200,14.16900,49.76300,49.76300,49.76300,69.80900,66.91100,67.84900,70.13700,0.73000,0.69000,0.14320,0.16720,62.93260,65.86510,62.93260,48.98510,0.07810,5.69710,5.72090,3.82360,4.88110,12.85920,0.7351,0.6934
2019-06-30,91.18000,2.92300,88.25700,,-34.22800,37.29900,50.95800,50.95800,11.85800,39.10000,39.10000,39.10000,56.82400,54.02900,67.59000,69.59000,0.58000,0.56000,0.15260,0.18000,55.88730,59.25530,55.88730,42.88220,0.07470,4.81300,4.83470,3.20390,4.07870,11.98770,0.8449,0.8058
2019-03-31,81.10600,2.74300,78.36300,,-36.32800,39.38900,38.97400,38.97400,6.07500,32.89900,32.89900,32.89900,44.70000,42.03500,66.69200,68.99600,0.49000,0.48000,0.16310,0.19480,48.05320,51.82720,48.05320,40.56300,0.07070,4.37560,4.39680,2.86700,3.66200,11.13870,0.40990,0.38450
2018-12-31,76.25900,2.14100,74.11800,,-25.84600,28.87400,45.24400,45.24400,9.72400,35.52000,35.52000,35.52000,50.85000,48.27200,65.01900,67.65200,0.54000,0.53000,0.17300,0.20920,59.32940,63.30010,59.32940,46.57810,0.06980,5.06340,5.08980,3.25260,4.18740,10.57770,0.7129,0.6712
