Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2018-09-30,71.76100,1.09900,70.66200,,-35.84300,38.81500,31.84700,31.84700,7.03600,24.81100,24.81100,24.81100,37.49000,34.81900,65.94800,68.84400,0.38000,0.36000,0.18210,0.22260,44.37930,48.52080,44.37930,34.57450,0.06820,3.75640,3.77720,2.35740,3.07260,9.96430,0.5489,0.5193
2018-06-30,67.45300,0.64300,66.81000,,-28.91100,34.47100,32.33900,32.33900,7.09800,25.24100,25.24100,25.24100,42.71200,37.89900,65.66400,68.61600,0.38000,0.37000,0.18950,0.23390,47.94300,56.18580,47.94300,37.42010,0.06640,4.00880,4.03210,2.48320,3.24890,9.57570,0.5726,0.5456
2018-03-31,59.55200,1.56900,57.98300,,-28.03300,31.45200,26.53100,26.53100,4.17600,22.35500,22.35500,22.35500,32.60800,29.95000,62.09900,65.69700,0.36000,0.34000,0.19290,0.23900,44.55100,50.29220,44.55100,37.53860,0.06030,3.71380,3.73640,2.26360,2.99740,9.18030,0.32160,0.30080
2017-12-31,54.53800,2.37400,52.16400,,-31.72300,35.10500,17.05900,17.05900,18.82500,-1.76600,-1.76600,-1.76600,22.99300,20.44100,59.81600,62.18600,-0.03000,-0.04000,0.22040,0.28260,31.27910,37.48030,31.27910,-3.23810,0.06090,-0.34690,-0.34940,-0.19740,-0.27050,8.41200,0.4275,0.3995
2017-09-30,48.95300,0.95700,47.99600,,-25.14700,28.49900,19.49700,19.49700,7.18500,12.31200,12.31200,12.31200,25.38400,22.84900,59.88400,63.08900,0.21000,0.20000,0.21980,0.28170,39.82800,46.67540,39.82800,25.15070,0.05520,2.40930,2.42650,1.38870,1.87970,8.52730,0.4306,0.3989
2017-06-30,42.19800,1.37300,40.82500,,-28.02900,31.32900,9.49600,9.49600,3.48400,6.01200,6.01200,6.01200,15.18200,12.79600,59.82300,63.01000,0.10000,0.10000,0.22530,0.29090,22.50340,30.32370,22.50340,14.24710,0.04890,1.21440,1.22340,0.69660,0.94080,8.27020,0.2651,0.2371
2017-03-31,37.05400,0.63500,36.41900,,-26.18500,29.67900,6.74000,6.74000,1.24800,5.49200,5.49200,5.49200,12.49600,10.23400,59.18400,62.33900,0.09000,0.09000,0.22930,0.29760,18.18970,27.61920,18.18970,14.82160,0.04410,1.13490,1.14350,0.65370,0.87460,8.09440,-0.03350,-0.08270
2016-12-31,36.62900,0.80000,35.82900,,-24.99400,28.77000,7.05900,7.05900,-52.66300,59.72200,59.72200,59.72200,12.99800,10.83500,59.07100,60.82900,1.02000,0.99000,0.23290,0.30360,19.27160,29.58040,19.27160,163.04570,0.04360,12.55960,12.65630,7.11060,9.63470,8.03970,0.3166,0.2682
2016-09-30,35.52000,0.66400,34.85600,,-24.83400,28.56700,6.28900,6.28900,0.11400,6.17500,6.17500,6.17500,12.83000,10.02200,59.13000,60.28500,0.10000,0.10000,0.25110,0.33520,17.70550,28.21510,17.70550,17.38460,0.04480,1.43510,1.44740,0.77950,1.07480,7.27560,0.4054,0.3686
2016-06-30,29.48100,0.47000,29.01100,,-23.29300,27.00000,2.01100,2.01100,,2.01100,2.01100,2.01100,7.84600,5.71800,59.10560,59.83090,0.03000,0.03000,0.25440,0.34110,6.82130,19.39560,6.82130,6.82130,0.04110,0.47600,0.48020,0.28070,0.35500,7.14440,0.4482,0.3842
2016-03-31,22.18500,0.45800,21.72700,,-22.00200,25.63400,-3.90700,-3.90700,,-3.90700,-3.90700,-3.90700,1.45900,-0.27500,58.93700,58.93700,-0.07000,-0.07000,0.25990,0.35110,-17.61100,-1.23960,-17.61100,-17.61100,0.03240,-0.95280,-0.96130,-0.57090,-0.70520,6.94070,0.01250,-0.02690
2015-12-31,18.86200,0.37100,18.49100,,-21.25500,23.31200,-4.82100,-4.82100,,-4.82100,-4.82100,-4.82100,-3.35500,-2.76400,58.68300,58.68300,-0.08000,-0.08000,0.26330,0.35740,-25.55930,-14.65380,-25.55930,-25.55930,0.02850,-1.19710,-1.20800,-0.72780,-0.88190,6.84820,0.4313,0.3977
2015-09-30,14.70300,0.18100,14.52200,,-19.32100,19.32100,-4.79900,-4.79900,,-4.79900,-4.79900,-4.79900,-3.67800,-4.79900,58.74100,58.74100,-0.08000,-0.08000,,,-32.63960,-32.63960,-32.63960,-32.63960,0.03020,-1.17560,-1.18620,-0.98560,-1.17560,6.94880,0.2986,0.2747
2015-06-30,10.89800,-0.00600,10.90400,,-21.01600,21.01600,-10.11200,-10.11200,0.24100,-10.35300,-10.35300,-10.35300,-8.68600,-10.11200,58.72000,58.72000,-0.18000,-0.18000,,,-92.78770,-92.78770,-92.78770,-94.99910,0.02340,-2.51480,-2.53720,-2.22130,-2.51480,7.00860,0.1057,0.0811
2015-03-31,9.14500,0.10400,9.04100,,-17.10200,17.10200,-8.06100,-8.06100,-0.24100,-7.82000,-7.82000,-7.82000,-6.96200,-8.06100,58.48600,58.48600,-0.13000,-0.13000,,,-88.14650,-88.14650,-88.14650,-85.51120,0.01980,-1.84780,-1.86380,-1.69360,-1.84780,7.23180,-0.12900,-0.15150
2014-12-31,5.08600,0.08100,5.00500,,-15.83700,15.83700,-10.83200,-10.83200,-0.81200,-10.02000,-10.02000,-10.02000,-9.35500,-10.83200,58.28100,58.28100,-0.17000,-0.17000,,,-212.97680,-212.97680,-212.97680,-197.01140,0.01100,-2.34680,-2.36700,-2.16290,-2.34680,7.30730,-0.0248,-0.052
2014-09-30,5.37600,-0.02600,5.40200,,-16.65500,16.65500,-11.25300,-11.25300,-0.27700,-10.97600,-10.97600,-10.97600,-8.92000,-11.25300,58.36300,58.36300,-0.19000,-0.19000,,,-209.31920,-209.31920,-209.31920,-204.16670,0.01150,-2.52670,-2.54800,-2.35750,-2.52670,7.44300,-0.0264,-0.067
2014-06-30,4.51300,0.02800,4.48500,,-18.63700,18.63700,-14.15200,-14.15200,-1.29700,-12.85500,-12.85500,-12.85500,-11.83400,-14.15200,58.29000,58.29000,-0.22000,-0.22000,,,-313.58290,-313.58290,-313.58300,-284.84380,0.00970,-2.89590,-2.91980,-2.75760,-2.89590,7.60600,-0.1021,-0.1466
2014-03-31,4.24700,,4.24700,,-19.30200,,-15.05500,-15.05500,,-15.05500,-15.05500,-15.05500,-13.10300,-15.05500,58.06100,58.06100,-0.26000,-0.26000,,,-354.48550,-354.48550,-354.48550,-354.48550,0.00900,-3.32010,-3.34690,-3.19510,-3.32010,7.80910,-0.20650,-0.23520
2013-12-31,3.70900,,3.70900,,-16.79300,,-13.08400,-13.08400,,-13.08400,-13.08400,-13.08400,-10.37800,-13.08400,56.00500,56.00500,-0.23000,-0.23000,,,-352.76350,-352.76340,-352.76340,-352.76340,0.00770,-2.82460,-2.84690,-2.71890,-2.82460,7.97930,-0.1221,-0.1445
2013-09-30,2.16100,,2.16100,,-16.03400,,-13.87300,-13.87300,,-13.87300,-13.87300,-13.87300,-11.17600,-13.87300,55.63700,55.63700,-0.25000,-0.25000,,,-641.97130,-641.97130,-641.97130,-641.97130,0.00470,-3.10460,-3.13000,-3.00460,-3.10460,7.99570,-0.114,-0.1555
2013-06-30,0.74600,,0.74600,,-17.02000,,-16.27400,-16.27400,,-16.27400,-16.27400,-16.27400,-13.62000,-16.27400,55.63000,55.63000,-0.29000,-0.29000,,,-2181.50100,-2181.50100,-2181.50100,-2181.50100,0.00160,-3.56510,-3.59370,-3.47030,-3.56510,8.20460,-0.1737,-0.1981
2013-03-31,0.47300,,0.47300,,-12.42600,,-11.95300,-11.95300,,-11.95300,-11.95300,-11.95300,-11.89400,-11.95300,55.50000,55.50000,-0.22000,-0.22000,,,-2527.06200,-2527.06200,-2527.06200,-2527.06200,,,,,,,-0.23860,-0.26970
2012-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0.1597,0.1715
2012-09-30,0.00090,,0.00090,6.22870,-1.88490,,-8.11270,-8.11270,,-8.11270,-8.11270,-8.11270,-8.11270,-8.11270,55.50000,55.50000,-0.15000,-0.15000,,,,,,,,,,,,,-0.0429,-0.0528
2012-06-30,,,,2.90200,-1.67470,,-6.19630,-6.19630,,-6.19630,-6.19630,-6.19630,-4.57680,-4.57680,40.25300,40.25300,-0.15000,-0.15000,,,,,,,,,,,,,-0.1168,-0.1187
2011-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
