Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,0.36700,0.36700,28.59800,9.71700,-37.94800,0.17600,-37.77200,-0.05600,-37.71600,-37.71600,-37.71600,-36.91200,-37.94800,1.59420,1.59420,-22.75000,-22.75000,5.24740,0.00140,0.00220,100.00000,-10340.04000,-10340.05000,-10292.09000,-10276.83000,0.00160,-20.41670,-20.41670,-16.02420,-20.38790,108.18170,-26.4539,-26.6856
2021-09-30,1.53700,1.53700,28.13200,6.47300,-33.06800,0.07000,-32.99800,0.12600,-33.12400,-33.12400,-33.12400,-32.09900,-33.06800,1.69600,1.69600,-19.50000,-19.50000,7.14980,0.00020,0.00060,100.00000,-2151.46400,-2151.46400,-2146.91000,-2155.10700,0.00580,-15.26370,-15.26370,-12.59140,-15.26000,127.31800,-10.9999,-11.0227
2021-06-30,1.54500,1.54500,24.55400,6.55600,-29.56500,-0.22500,-29.79000,0.02800,-29.81800,-29.81800,-29.81800,-28.61600,-29.56500,1.50480,1.50480,-19.75000,-19.75000,6.53340,0.00080,0.00090,100.00000,-1913.59200,-1913.59200,-1928.15600,-1929.96800,0.00730,-17.65590,-17.65590,-14.07330,-17.64230,110.52620,-15.1991,-15.2991
2021-03-31,0.91000,0.91000,22.86900,5.78100,-27.74000,0.11100,-27.62900,0.04500,-27.67400,-27.67400,-27.67400,-26.83000,-27.74000,1.49740,1.49740,-18.50000,-18.50000,8.71250,0.00070,0.00090,100.00000,-3048.35200,-3048.35200,-3036.15400,-3041.09900,0.00390,-14.17580,-14.17580,-11.79930,-14.16640,127.93930,-19.89890,-20.10390
2020-12-31,,,28.08000,6.20500,-34.28500,0.08500,-34.20000,0.22000,-34.42000,-34.42000,-34.42000,-33.34900,-34.28500,1.25860,1.25860,-27.25000,-27.25000,8.25850,0.00060,0.00090,,,,,,,-15.64270,-15.64270,-12.97390,-15.63340,144.30300,391.6147,406.5121
2020-09-30,,,17.33200,4.22500,-21.55700,-11.74000,-33.29700,,-33.29700,-33.29700,-33.29700,-20.58100,-21.55700,0.12110,0.12110,-275.00000,-275.00000,,,,,,,,,,,,,,,-112.5456,-114.3283
2020-06-30,,,17.17600,4.09500,-21.27100,0.41500,-20.85600,-0.05900,-20.79700,-20.79700,-20.79700,-20.08900,-21.27100,0.11240,0.11240,-185.00000,-185.00000,,,,,,,,,,,,,,,-146.3126,-150.7802
2020-03-31,,,17.30200,3.41900,-20.72100,0.69200,-20.02900,,-20.02900,-20.02900,-20.02900,-20.25600,-20.72100,0.10600,0.10600,-189.00000,-189.00000,,,,,,,,,,,,,,,-191.76100,-202.04800
2019-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
2018-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
