Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,46.54400,7.73600,38.80800,7.17900,34.60900,46.19600,-7.38800,1.56000,-5.82800,0.00300,-5.83100,-5.83100,,-5.83100,-2.64300,-7.38800,90.32300,90.32300,-0.06000,-0.06000,4.68720,,,83.37920,-15.87320,-15.87320,-12.52150,-12.52790,0.27780,2.81710,31.94780,-4.55590,-4.68650,-3.48060,-4.55590,1.44610,0.0199,-0.0027
2024-06-30,41.79500,5.48400,36.31100,7.43300,39.38300,51.50000,-15.18900,1.67200,-13.51700,0.00300,-13.52000,-13.52000,,-13.52000,-10.79100,-15.18900,91.84900,91.84900,-0.15000,-0.15000,5.33260,,,86.87880,-36.34170,-36.34170,-32.34120,-32.34840,0.22840,2.56400,35.10210,-9.39650,-9.74670,-7.38740,-9.39650,1.56350,-0.022,-0.0394
2024-03-31,41.05200,4.26100,36.79100,8.12300,31.56800,44.27600,-7.48500,1.64400,-5.84100,0.00700,-5.84800,-5.84800,,-5.84800,-2.30900,-7.48500,91.23400,91.23400,-0.06000,-0.06000,5.80060,,,89.62050,-18.23300,-18.23300,-14.22830,-14.24540,0.21210,2.71760,33.11750,-3.74790,-3.91800,-3.02180,-3.74790,1.70390,0.02250,-0.00560
2023-12-31,41.28700,4.26600,37.02100,6.89800,29.17300,40.59400,-3.57300,1.67400,-1.89900,0.00300,-1.90200,-1.90200,,-1.90200,1.58200,-3.57300,89.76600,89.76600,-0.01000,-0.01000,5.62780,,,89.66740,-8.65410,-8.65410,-4.59950,-4.60680,0.20210,2.26060,39.81300,-1.18720,-1.25260,-0.93090,-1.18720,1.75880,-0.0654,-0.0919
2023-09-30,41.14600,3.81300,37.33300,9.34100,32.67800,46.91300,-9.58000,1.70600,-7.87400,0.00100,-7.87500,-7.87500,,-7.87500,-4.02900,-9.58000,90.17600,90.17600,-0.09000,-0.09000,4.97240,,,90.73300,-23.28300,-23.28300,-19.13670,-19.13920,0.19410,2.92940,30.72330,-4.92580,-5.25360,-3.71560,-4.92580,1.76570,0.0629,0.0373
2023-06-30,39.29300,3.93100,35.36200,13.51000,39.90800,57.50900,-22.14700,1.73000,-20.41700,0.00700,-20.42400,-20.42400,,-20.42400,-17.27200,-22.14700,89.38300,89.38300,-0.23000,-0.23000,5.11890,,,89.99570,-56.36370,-56.36370,-51.96090,-51.97870,0.18130,2.42010,37.18830,-12.43020,-13.37270,-9.42480,-12.43020,1.82640,-0.1107,-0.1466
2023-03-31,36.98000,3.84600,33.13400,12.49800,37.61200,54.30100,-21.16700,1.60800,-19.55900,0.00600,-19.56500,-19.56500,,-19.56500,-16.06700,-21.16700,88.64700,88.64700,-0.22000,-0.22000,6.60320,,,89.59980,-57.23910,-57.23910,-52.89080,-52.90700,0.16110,2.61900,34.36450,-10.77210,-11.58710,-8.52440,-10.77210,2.03930,-0.13650,-0.18000
2022-12-31,36.66400,3.57000,33.09400,11.71300,36.06100,52.56500,-19.47100,1.42000,-18.05100,0.08800,-18.13900,-18.13900,,-18.13900,-13.77100,-19.47100,91.45200,91.45200,-0.20000,-0.20000,6.42760,,,90.26300,-53.10660,-53.10660,-49.23360,-49.47360,0.14580,2.65950,33.84080,-9.19510,-9.89590,-7.21150,-9.19510,2.23050,-0.0957,-0.1315
2022-09-30,39.05200,3.88000,35.17200,12.74200,36.49400,113.29500,-78.12300,0.87900,-77.24400,-0.13100,-77.11300,-77.11300,,-77.11300,-13.18900,-78.12300,90.68700,90.68700,-0.85000,-0.85000,6.77550,,,90.06450,-200.04860,-200.04860,-197.79780,-197.46240,0.14360,2.99410,30.05920,-35.72530,-38.42450,-28.34800,-35.72530,2.37310,-0.074,-0.1013
2022-06-30,42.27500,3.81700,38.45800,11.38000,37.26100,52.42600,-13.96800,0.37500,-13.59300,-2.57400,-11.01900,-11.01900,,-11.01900,-9.12400,-13.96800,91.01600,91.01600,-0.12000,-0.12000,7.19470,,,90.97100,-33.04080,-33.04080,-32.15380,-26.06510,0.12250,2.90230,31.00980,-3.82520,-5.19940,-3.19240,-3.82520,3.18260,-0.0711,-0.1005
2022-03-31,43.53300,4.94600,38.58700,10.25500,38.80500,52.72000,-14.13300,1.77600,-12.35700,0.05700,-12.41400,-12.41400,,-12.41400,-9.37600,-14.13300,95.92400,95.92400,-0.13000,-0.13000,8.96300,,,88.63850,-32.46500,-32.46500,-28.38540,-28.51630,0.11980,2.88150,31.23420,-4.01450,-4.89740,-3.41650,-4.01450,3.30420,-0.07780,-0.11300
2021-12-31,45.86100,5.32000,40.54100,9.56900,38.76000,51.87700,-11.33600,-4.43900,-15.77500,0.01700,-15.79200,-15.79200,0.00000,-15.79200,-6.70400,-11.33600,97.35200,97.35200,-0.16000,-0.16000,8.57460,,,88.39970,-24.71820,-24.71820,-34.39740,-34.43450,0.11830,2.74450,32.79260,-4.78860,-5.77130,-4.07360,-4.78860,3.42770,-0.0208,-0.0467
2021-09-30,54.96600,5.71500,49.25100,9.89000,42.36000,56.07800,-6.82700,-0.25500,-7.08200,-0.03800,-7.04400,-7.04400,0.20800,-6.83600,-1.93000,-6.82700,96.03700,96.03700,-0.07000,-0.07000,8.04540,,,89.60270,-12.42040,-12.42040,-12.88430,-12.43680,0.13580,2.76340,32.56900,-2.06020,-2.46860,-1.74060,-2.06020,3.57090,0.0149,-0.0142
2021-06-30,65.76600,5.74600,60.02000,10.78000,51.32900,66.70000,-6.68000,-0.30200,-6.98200,0.13300,-7.11500,-7.11500,-0.16800,-7.28300,-1.01500,-6.68000,98.81000,98.81000,-0.07000,-0.07000,7.38110,,,91.26300,-10.15720,-10.15720,-10.61640,-11.07410,0.15350,2.88010,31.24940,-1.98620,-2.36180,-1.66030,-1.98620,3.66990,0.0961,0.0699
2021-03-31,65.10500,5.45800,59.64700,11.19300,52.77700,68.28200,-8.63500,0.31100,-8.32400,0.09400,-8.41800,-8.41800,,-8.41800,-3.25500,-8.63500,98.58100,98.58100,-0.09000,-0.09000,7.93680,,,91.61660,-13.26320,-13.26320,-12.78550,-12.92990,0.14720,2.29990,39.13250,-2.26170,-2.67410,-1.90340,-2.26170,3.77220,0.05560,0.02700
2020-12-31,63.96000,5.14600,58.81400,10.06900,50.28600,65.58100,-6.76700,-0.77100,-7.53800,0.12600,-7.66400,-7.66400,94.53000,86.86600,-0.62000,-6.76700,106.31500,106.31500,0.82000,0.82000,7.57840,,,91.95430,-10.58010,-10.58000,-11.78550,135.81300,0.13960,1.94270,46.32690,-2.00220,-2.35830,-1.67310,-2.00220,3.83970,0.1525,0.1288
2020-09-30,77.24700,4.66400,72.58300,10.16200,47.56900,62.84800,9.73500,-0.10800,9.62700,0.03800,9.58900,9.58900,2.00000,11.58900,24.42600,9.73500,107.69300,110.01100,0.11000,0.11000,6.52250,,,93.96220,12.60240,12.60240,12.46260,15.00250,0.19430,1.89690,47.44610,2.97880,3.63910,2.41200,2.97880,3.03470,0.1997,0.1786
2020-06-30,58.55400,5.56400,52.99000,12.80000,45.88100,63.85600,-10.86600,-0.44600,-11.31200,0.06200,-11.37400,-11.37400,0.13200,-11.24200,-12.46900,-10.86600,107.53500,107.53500,-0.11000,-0.11000,6.00630,,,90.49770,-18.55720,-18.55720,-19.31890,-19.19940,0.14960,1.40960,63.84880,-3.58580,-4.74110,-2.90570,-3.58580,2.93940,-0.0362,-0.0585
2020-03-31,78.91700,6.17500,72.74200,11.89900,58.16800,83.36000,-10.61800,-0.00400,-10.62200,-0.23200,-10.39000,-10.39000,-0.27900,-10.66900,4.19100,-10.61800,107.02400,107.02400,-0.10000,-0.10000,5.88130,,,92.17530,-13.45470,-13.45470,-13.45970,-13.51930,0.19690,1.96670,45.76120,-3.22230,-4.26520,-2.59260,-3.22230,3.00830,0.05190,0.02240
2019-12-31,75.60400,3.57800,72.02600,11.63300,69.56600,83.73100,-11.70500,-0.62400,-12.32900,-1.22800,-11.10100,-11.10100,2.28800,-8.81300,-5.15400,-11.70500,105.80500,105.80500,-0.08000,-0.08000,4.42570,,,95.26740,-15.48200,-15.48200,-16.30730,-11.65680,0.17930,1.97710,45.52020,-3.39210,-4.28940,-2.63250,-3.39200,3.06240,0.124,0.0971
2019-09-30,85.78500,6.98200,78.80300,12.78200,70.27200,88.00500,-9.20200,0.13000,-9.07200,-0.26300,-8.80900,-8.80900,1.15700,-7.65200,-5.23800,-9.20200,106.23900,106.23900,-0.07000,-0.07000,3.38320,,,91.86110,-10.72680,-10.72680,-10.57530,-8.92000,0.19120,1.88100,47.84790,-2.66960,-3.70340,-1.96370,-2.66960,3.09860,-0.0002,-0.0182
2019-06-30,88.07500,8.33200,79.74300,16.04500,81.61500,104.42700,-24.68400,0.69300,-23.99100,0.06900,-24.06000,-24.06000,,-24.06000,-16.43800,-24.68400,105.48500,105.48500,-0.23000,-0.23000,3.08750,,,90.53990,-28.02610,-28.02610,-27.23930,-27.31760,0.19080,1.78700,50.36320,-7.26010,-10.12050,-5.21330,-7.26010,3.12950,-0.0038,-0.0274
2019-03-31,85.58200,8.93600,76.64600,15.65400,69.84200,91.91100,-15.26500,1.00100,-14.26400,0.10100,-14.36500,-14.36500,,-14.36500,-7.38500,-15.26500,104.78800,104.78800,-0.14000,-0.14000,5.08630,,,89.55860,-17.83670,-17.83670,-16.66710,-16.78510,0.19740,2.23060,40.34870,-4.22670,-5.87150,-3.31300,-4.22670,3.23320,0.07230,0.04460
2018-12-31,72.59200,3.19500,69.39700,13.61800,65.50200,80.10800,-10.71100,-0.11700,-10.82800,-1.04100,-9.78700,-9.78700,,-6.39300,-9.73900,-10.71100,102.14900,102.14900,-0.06000,-0.06000,6.14650,0.06220,0.06630,95.59870,-14.75510,-14.75510,-14.91630,-8.80680,0.17240,1.51990,59.21320,-2.82410,-3.91810,-2.32490,-2.64840,3.32140,0.0876,0.0571
2018-09-30,93.58600,7.73700,85.84900,15.34500,71.06100,92.39800,-6.54900,0.22600,-6.32300,-0.07200,-6.25100,-6.25100,,-6.25100,-0.55900,-6.54900,102.76500,102.76500,-0.06000,-0.06000,5.65880,0.06260,0.06680,91.73270,-6.99780,-6.99780,-6.75640,-6.67940,0.22240,1.97330,45.60780,-1.81800,-2.25220,-1.48530,-1.70420,3.31190,0.0708,0.0386
2018-06-30,87.85000,7.75200,80.09800,15.69400,65.50800,86.84300,-6.74500,0.08800,-6.65700,-0.03500,-6.62200,-6.62200,,-6.62200,-1.09600,-6.74500,101.15000,101.15000,-0.07000,-0.07000,6.38180,0.08290,0.09040,91.17590,-7.67790,-7.67790,-7.57770,-7.53780,0.22070,2.05020,43.89770,-2.04400,-2.57940,-1.66360,-1.87450,3.18860,0.0505,0.0084
2018-03-31,81.06100,7.45200,73.60900,15.59400,61.89900,82.66800,-9.05900,-0.05700,-9.11600,-0.06100,-9.05500,-9.05500,,-9.05500,-3.89000,-9.05900,100.57100,100.57100,-0.09000,-0.09000,7.13690,0.08400,0.09170,90.80690,-11.17550,-11.17550,-11.24590,-11.17060,0.20920,2.17140,41.44880,-2.83630,-3.60710,-2.33720,-2.59810,3.16410,0.03420,-0.01880
2017-12-31,83.13300,7.61700,75.51600,15.95300,65.51100,86.41900,-10.90310,-0.17900,-11.08200,-2.60700,-8.47500,-8.47500,,-8.47500,-5.99300,-10.90310,94.86500,94.86500,-0.08000,-0.08000,6.41300,0.08510,0.09300,90.83760,-13.11520,-13.11520,-13.33050,-10.19450,0.21600,2.12240,42.40450,-2.70660,-3.47430,-2.20220,-2.47630,3.11780,0.0618,0.0069
2017-09-30,82.44000,7.08800,75.35200,15.35700,63.37600,84.49800,-9.14600,-0.25200,-9.39800,0.12100,-9.51900,-9.51900,,-9.51900,-3.41200,-9.14600,98.66500,98.66500,-0.10000,-0.10000,6.31300,0.08550,0.09350,91.40220,-11.09410,-11.09410,-11.39980,-11.54660,0.21360,2.08250,43.21730,-3.05950,-3.95000,-2.46580,-2.79790,3.11470,0.0357,-0.008
2017-06-30,81.81900,7.13000,74.68900,14.13100,62.34600,82.14500,-7.45600,-0.40300,-7.85900,0.20100,-8.06000,-8.06000,,-8.06000,-1.78800,-7.45600,93.74500,93.74500,-0.09000,-0.09000,6.06430,0.08970,0.09860,91.28560,-9.11280,-9.11280,-9.60530,-9.85100,0.22230,2.20800,40.76120,-2.73650,-3.60750,-2.19000,-2.49100,3.01850,0.0779,0.0307
2017-03-31,75.75700,6.39200,69.36500,13.62900,55.81000,75.52300,-6.15800,-0.51600,-6.67400,0.12100,-6.79500,-6.79500,,-6.79500,-0.07900,-6.15800,86.78300,86.78300,-0.08000,-0.08000,3.89460,0.11130,0.12520,91.56250,-8.12860,-8.12860,-8.80970,-8.96950,0.24530,2.11250,42.60440,-2.93440,-4.26050,-2.20030,-2.60780,2.59900,0.05780,-0.00530
2016-12-31,74.08100,6.25700,67.82400,13.26500,56.25800,75.06100,-7.23700,-0.55500,-7.79200,0.15800,-7.95000,-7.95000,,-7.95000,-1.77900,-7.23700,84.48300,84.48300,-0.09000,-0.09000,4.32430,0.11380,0.12840,91.55390,-9.76910,-9.76910,-10.51820,-10.73150,0.25160,2.00940,44.78920,-3.53990,-5.24620,-2.70000,-3.13720,2.60660,0.0635,0.0182
2016-09-30,75.13900,6.32000,68.81900,13.15300,56.32200,75.51000,-6.69100,-0.55400,-7.24500,0.19100,-7.43600,-7.43600,,-7.43600,-0.65700,-6.69100,84.82200,84.82200,-0.09000,-0.09000,4.41880,0.11460,0.12940,91.58890,-8.90480,-8.90480,-9.64210,-9.89630,0.25910,2.09460,42.96680,-3.34360,-5.01130,-2.56440,-2.96060,2.60750,-0.0061,-0.0412
2016-06-30,66.42700,6.36500,60.06200,14.02200,54.12700,74.01700,-13.95500,-0.53000,-14.48500,0.17000,-14.65500,-14.65500,,-14.65500,-8.18000,-13.95500,83.93100,83.93100,-0.17000,-0.17000,4.05950,0.11550,0.13060,90.41810,-21.00800,-21.00800,-21.80590,-22.06180,0.22970,2.03090,44.31510,-6.66710,-10.12150,-5.06730,-5.89710,2.60790,-0.0187,-0.0597
2016-03-31,61.86000,6.22500,55.63500,13.14000,47.60700,66.65100,-11.01600,-0.51500,-11.53100,0.13600,-11.66700,-11.66700,,-11.66700,-5.11400,-11.01600,83.46200,83.46200,-0.14000,-0.14000,4.68290,0.10650,0.11920,89.93700,-17.80800,-17.80800,-18.64050,-18.86030,0.21430,2.06850,43.51020,-5.12470,-7.69550,-4.04100,-4.57880,2.71870,-0.00590,-0.08150
2015-12-31,63.58800,5.98700,57.60100,14.94200,64.71800,84.78500,-27.18400,-0.08600,-27.27000,0.17400,-27.44400,-27.44400,,-27.44400,-22.39100,-27.18400,81.91400,81.91400,-0.34000,-0.34000,3.91160,0.10390,0.11600,90.58470,-42.75020,-42.75020,-42.88540,-43.15910,0.21030,1.88350,47.78400,-11.79410,-17.63670,-9.07620,-10.56840,2.80290,-0.021,-0.147
2015-09-30,72.40500,5.95200,66.45300,12.34000,60.43600,77.25300,-10.80000,-0.13200,-10.93200,0.17300,-11.10500,-11.10500,,-11.10500,-6.34600,-10.80000,82.41700,82.41700,-0.13000,-0.13000,4.01580,0.10010,0.11120,91.77960,-14.91610,-14.91610,-15.09840,-15.33730,0.22980,1.93640,46.47860,-4.56920,-6.73340,-3.52420,-4.11200,2.94330,0.0341,-0.033
2015-06-30,65.29100,5.92700,59.36400,10.97900,58.86400,73.96200,-14.59800,-0.09100,-14.68900,0.05000,-14.73900,-14.73900,,-14.73900,-10.47500,-14.59800,82.01200,82.01200,-0.18000,-0.18000,5.16230,0.09730,0.10780,90.92220,-22.35840,-22.35840,-22.49770,-22.57430,0.21170,2.13180,42.21760,-5.98550,-8.82070,-4.77860,-5.40320,2.99370,-0.1127,-0.2195
2015-03-31,58.55400,5.79100,52.76300,9.76000,50.47800,64.16300,-11.40000,-0.01400,-11.41400,0.20900,-11.62300,-11.62300,,-11.62300,-7.50300,-11.40000,80.46100,80.46100,-0.14000,-0.14000,5.17970,0.09580,0.10590,90.11000,-19.46920,-19.46920,-19.49310,-19.85010,0.18610,2.02340,44.48050,-4.63540,-6.81470,-3.69370,-4.19150,3.07050,-0.03920,-0.10350
