,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-06,2024-09-30,$0.14,$0.08
1,2024-08-06,2024-06-30,$0.03,$-0.12
2,2024-05-07,2024-03-31,$-0.19,$-0.20
3,2024-02-29,2023-12-31,$-0.12,$-0.04
4,2023-11-07,2023-09-30,$-0.03,$-0.09
5,2023-08-08,2023-06-30,$-0.29,$-0.38
6,2023-05-09,2023-03-31,$-0.36,$-0.63
7,2023-02-28,2022-12-31,$-0.24,$-0.50
8,2022-11-08,2022-09-30,$-0.20,$-0.33
9,2022-08-08,2022-06-30,$-0.12,$-0.33
10,2022-05-09,2022-03-31,$-0.03,$-0.39
11,2022-02-28,2021-12-31,$0.02,$-0.19
12,2021-11-09,2021-09-30,$0.07,$0.04
13,2021-08-10,2021-06-30,$0.09,$-0.13
14,2021-05-12,2021-03-31,$-0.07,$-0.02
15,2021-03-24,2020-12-31,$0.15,$-0.13
16,2020-11-12,2020-09-30,$0.15,$-1.62
17,2020-08-31,2020-06-30,$0.28,$0.61
