Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-03-31,151.00000,151.00000,31.00000,,78.00000,121.00000,199.00000,199.00000,199.00000,199.00000,123.00000,120.00000,123.75600,123.75600,1.61000,1.61000,3.29410,0.52710,1.11460,100.00000,51.65560,79.47020,131.78810,131.78810,0.02170,0.45070,199.66890,6.17820,6.17820,2.85760,2.92170,26.02700,3.51500,3.51500
2020-12-31,163.00000,163.00000,33.00000,,88.00000,55.00000,143.00000,143.00000,143.00000,143.00000,134.00000,130.00000,124.29100,124.29100,1.07000,1.07000,3.22700,0.56350,1.29100,100.00000,53.98770,79.75460,87.73010,87.73010,0.02250,0.66530,135.27610,4.61890,4.61890,1.97600,2.01610,25.01700,0.9138,0.9138
2020-09-30,147.00000,147.00000,29.00000,,78.00000,132.00000,210.00000,210.00000,210.00000,210.00000,123.00000,118.00000,123.75600,123.75600,1.70000,1.70000,3.34510,0.56660,1.30720,100.00000,53.06120,80.27210,142.85710,142.85710,0.02060,0.45370,198.36740,6.93760,6.93760,2.94700,3.00690,24.45940,0.6642,0.6642
2020-06-30,150.00000,150.00000,31.00000,,77.00000,-132.00000,-55.00000,-55.00000,-55.00000,-55.00000,121.00000,119.00000,123.80600,123.80600,-0.44000,-0.44000,2.03090,0.57450,1.35010,100.00000,51.33330,79.33330,-36.66670,-36.66670,0.02160,0.69770,129.00000,-1.90250,-1.90250,-0.79070,-0.80950,23.36050,2.8119,2.8119
2020-03-31,179.00000,179.00000,35.00000,,98.00000,-801.00000,-703.00000,-703.00000,-703.00000,-703.00000,145.00000,144.00000,125.85600,125.85600,-5.59000,-5.59000,2.83820,0.58330,1.39960,100.00000,54.74860,80.44690,-392.73740,-392.73740,0.02410,0.63250,142.29050,-23.21660,-23.21660,-9.45020,-9.67520,24.35140,1.04090,1.04090
2019-12-31,186.00000,186.00000,37.00000,,105.00000,-132.00000,-27.00000,-27.00000,-27.00000,-27.00000,150.00000,149.00000,129.73700,129.73700,-0.18000,-0.18000,4.84750,0.51910,1.07940,100.00000,56.45160,80.10750,-14.51610,-14.51610,0.02260,0.25170,357.58070,-0.69840,-0.69840,-0.32860,-0.33590,30.54150,-4.0445,-4.0445
2019-09-30,199.00000,199.00000,33.00000,-8.00000,116.00000,-45.00000,71.00000,71.00000,71.00000,71.00000,160.00000,158.00000,129.38600,129.38600,0.55000,0.55000,2.26030,0.46570,0.87180,100.00000,58.29150,79.39700,35.67840,35.67840,0.02560,0.48300,186.33170,1.76440,1.76440,0.91330,0.94260,31.42140,-0.6173,-0.6173
2019-06-30,199.00000,199.00000,32.00000,-25.00000,101.00000,,101.00000,101.00000,101.00000,101.00000,143.00000,142.00000,130.55000,130.55000,0.77000,0.77000,2.24510,0.45640,0.83970,100.00000,50.75380,71.35680,50.75380,50.75380,0.02570,1.22090,73.71860,2.46460,2.46460,1.30420,1.33970,31.50680,2.1199,2.1199
2019-03-31,195.00000,195.00000,33.00000,-24.00000,95.00000,6.00000,101.00000,101.00000,101.00000,101.00000,140.00000,138.00000,131.87680,131.87680,0.76000,0.76000,1.34420,0.45200,0.82480,100.00000,48.71800,70.76920,51.79490,51.79490,0.02520,1.03720,86.76920,2.45150,2.45150,1.30610,1.34340,31.44540,0.56870,0.56870
2018-12-31,102.00000,102.00000,18.00000,-3.00000,59.00000,540.00000,599.00000,599.00000,599.00000,599.00000,82.00000,81.00000,62.84400,62.84400,9.57000,9.57000,2.12840,0.44870,0.81400,100.00000,57.84310,79.41180,587.25490,587.25490,0.01320,0.50000,180.00000,14.37830,14.37830,7.77420,7.92640,31.35400,-0.8557,-0.8557
2018-09-30,95.00000,95.00000,18.00000,,56.00000,-68.00000,-12.00000,-12.00000,-12.00000,-12.00000,80.00000,77.00000,59.87380,59.87380,-0.20000,-0.20000,1.93870,0.42860,0.75010,100.00000,58.94740,81.05260,-12.63160,-12.63160,0.02570,1.86050,48.37360,-0.58060,-0.58060,-0.32440,-0.33180,34.56950,0.7478,0.7478
2018-06-30,96.00000,96.00000,18.00000,-11.00000,46.00000,-77.00000,-31.00000,-31.00000,-31.00000,-31.00000,68.00000,67.00000,60.70030,60.70030,-0.52000,-0.52000,2.14020,0.43270,0.76290,100.00000,47.91670,69.79170,-32.29170,-32.29170,0.02470,1.85360,48.55410,-1.45210,-1.45210,-0.79840,-0.82370,35.49050,2.5448,2.5448
2018-03-31,101.00000,101.00000,21.00000,-12.00000,48.00000,-35.00000,13.00000,13.00000,13.00000,13.00000,69.00000,68.00000,61.42830,61.42830,0.20000,0.20000,2.69160,0.43230,0.76150,100.00000,47.52480,67.32670,12.87130,12.87130,0.02490,3.01070,29.89340,0.57780,0.57780,0.32040,0.32800,36.64610,2.01860,2.01860
2017-12-31,110.55000,110.55000,21.61500,-12.57400,56.30200,-41.53500,14.76700,14.76700,14.76700,14.76700,77.45000,76.36100,61.31780,61.31780,0.20000,0.20000,1.66360,0.42830,0.74920,100.00000,50.92900,69.07380,13.35780,13.35780,0.02690,3.25150,27.67980,0.64630,0.64630,0.35980,0.36950,37.19610,0.2822,0.2822
2017-09-30,103.69100,103.69100,20.49600,-12.66200,50.64800,34.75000,85.39800,85.39800,85.39800,85.39800,71.80000,70.53300,61.41980,61.41980,1.40000,1.40000,2.12390,0.42510,0.73950,100.00000,48.84510,68.02230,82.35820,82.35820,0.02510,2.54730,35.33220,3.68620,3.68620,2.06500,2.11910,37.71200,1.3125,1.3125
2017-06-30,98.69500,98.69500,21.00100,-11.61700,46.46000,-28.01800,18.44200,18.44200,18.44200,18.44200,67.34000,66.07700,61.27680,61.27680,0.32000,0.32000,1.75830,0.42850,0.74970,100.00000,47.07430,66.95070,18.68590,18.68590,0.02400,1.66820,53.95170,0.80860,0.80860,0.44870,0.46210,37.21280,4.2782,4.2782
2017-03-31,106.06400,106.06400,20.88800,-13.14700,52.59000,10.80300,63.39300,63.39300,63.39300,63.39300,73.41000,72.02900,61.13880,61.13880,1.04000,1.04000,2.49040,0.44180,0.79130,100.00000,49.58330,67.91090,59.76860,59.76860,0.02470,0.35380,254.41560,2.74230,2.74230,1.47900,1.53090,37.80270,-4.79650,-4.79650
2016-12-31,109.16900,109.16900,20.13600,-13.05500,57.21900,-5.64800,51.57100,51.57100,51.57100,51.57100,77.07100,75.97800,60.86230,60.86230,0.84000,0.84000,3.21570,0.42430,0.73720,100.00000,52.41320,69.59670,47.23960,47.23960,0.02660,0.97450,92.35620,2.24480,2.24480,1.25470,1.29220,37.65220,3.8494,3.8494
2016-09-30,100.55700,100.55700,21.02100,-12.25000,49.00300,65.36600,114.36900,114.36900,114.36900,114.36900,68.26200,67.28600,60.87230,60.87230,1.88000,1.88000,1.74230,0.42910,0.75160,100.00000,48.73160,66.91330,113.73550,113.73550,0.02440,1.32010,68.17690,4.98460,4.98460,2.77020,2.84580,37.69300,1.6139,1.6139
2016-06-30,110.21100,110.21100,21.09700,-14.21000,56.84000,83.31700,140.15700,140.15700,140.15700,140.15700,75.87000,74.90400,60.85900,60.85900,2.32000,2.32000,0.97430,0.43170,0.75970,100.00000,51.57380,67.96420,127.17150,127.17150,0.02730,1.81520,49.58240,6.27290,6.27290,3.46820,3.56470,36.70510,1.1719,1.1719
2016-03-31,103.06300,103.06300,21.74600,-12.48500,49.93800,-62.03500,-12.09700,-12.09700,-12.09700,-12.09700,69.79700,68.83200,60.71180,60.71180,-0.20000,-0.20000,1.21930,0.44910,0.81520,100.00000,48.45390,66.78630,-11.73750,-11.73750,0.02580,1.94110,46.36620,-0.56460,-0.56460,-0.30300,-0.31100,35.29360,2.00730,2.00730
2015-12-31,114.76300,114.76300,22.41000,-10.71800,62.20700,-140.67500,-78.46800,-78.46800,-78.46800,-78.46800,82.61100,81.63500,60.48680,60.48680,-1.28000,-1.28000,1.02110,0.45210,0.82520,100.00000,54.20470,71.13360,-68.37400,-68.37400,0.02770,3.31050,27.18590,-3.55230,-3.55230,-1.89160,-1.94620,36.38390,0.6769,0.6769
2015-09-30,103.66800,103.66800,21.87600,1.32600,63.76600,-69.04500,-5.27900,-5.27900,-5.27900,-5.27900,84.10200,83.11800,60.55700,60.55700,-0.08000,-0.08000,1.52650,0.43810,0.77950,100.00000,61.50980,80.17710,-5.09220,-5.09220,0.02430,1.38890,64.79920,-0.22600,-0.22600,-0.12380,-0.12700,38.56720,-2.5179,-2.5179
2015-06-30,147.73100,147.73100,22.24300,-12.91600,93.52400,-41.81800,51.70600,51.70600,51.70600,51.70600,113.51700,112.57200,60.41330,60.41330,0.84000,0.84000,2.57720,0.43400,0.76690,100.00000,63.30700,76.20070,35.00010,35.00010,0.03390,3.07660,29.25270,2.16380,2.16380,1.18640,1.22460,39.54510,4.352,4.352
2015-03-31,108.63500,108.63500,22.03400,-17.65300,51.64900,18.77700,70.42600,70.42600,70.42600,70.42600,69.80700,68.94800,60.27100,60.27100,1.16000,1.16000,1.56340,0.43660,0.77500,100.00000,47.54360,63.46760,64.82810,64.82810,0.02490,1.08410,83.01690,2.95200,2.95200,1.61370,1.66310,39.58030,0.38510,0.38510
2014-12-31,113.38500,113.38500,23.46800,2.57300,73.45500,-83.64400,-10.18900,-10.18900,-10.18900,-10.18900,95.34000,92.49000,62.20000,62.20000,-0.12000,-0.12000,1.38700,0.44050,0.78740,100.00000,64.78370,81.57160,-8.98620,-8.98620,0.02600,1.86520,48.25240,-0.43050,-0.43050,-0.23400,-0.24080,39.30290,0.5727,0.5727
2014-09-30,115.91700,115.91700,22.99000,-13.88400,60.10300,-4.50400,55.59900,55.59900,55.59900,55.59900,82.10500,79.04300,59.88730,59.88730,0.92000,0.92000,1.20680,0.43910,0.78270,100.00000,51.85000,68.18930,47.96450,47.96450,0.02540,1.86510,48.25590,2.27330,2.27330,1.21640,1.27520,40.76270,0.2974,0.2974
2014-06-30,120.72100,120.72100,29.08400,-22.37200,55.13600,14.17500,69.31100,69.31100,69.31100,69.31100,70.08500,69.26500,63.82530,63.82530,1.08000,1.08000,1.73400,0.43800,0.77950,100.00000,45.67230,57.37610,57.41420,57.41420,0.02640,1.31280,68.55360,2.82030,2.82030,1.51590,1.58490,41.12640,0.3545,0.3545
2014-03-31,114.79600,114.79600,26.20500,-20.01400,55.87700,24.18300,80.06000,80.06000,80.06000,80.06000,69.15900,68.57700,65.04650,65.04650,1.24000,1.24000,3.27680,0.38610,0.62880,100.00000,48.67500,59.73810,69.74110,69.74110,0.02550,0.93250,96.51500,2.98160,2.98160,1.77770,1.83050,41.10450,1.40750,1.40750
2013-12-31,116.86600,116.86600,25.95400,-19.09700,58.16200,18.64600,76.80800,76.80800,76.80800,76.80800,72.40400,71.81500,63.82900,63.82900,1.20000,1.20000,2.36330,0.38790,0.63370,100.00000,49.76810,61.45070,65.72320,65.72310,0.02630,1.57200,57.25330,2.90830,2.90830,1.72810,1.78020,40.73720,2.9438,2.9438
2013-09-30,123.30700,123.30700,27.43000,-15.00700,67.77200,-8.15500,59.61700,59.61700,59.61700,59.61700,81.46000,80.87000,64.02700,64.02700,0.92000,0.92000,3.01820,0.42150,0.72850,100.00000,54.96200,65.58430,48.34840,48.34840,0.02660,0.90390,99.56810,2.29500,2.29500,1.28660,1.32770,40.40110,-2.3483,-2.3483
2013-06-30,124.34900,124.34900,26.67400,-11.74400,74.05500,-27.11600,46.93900,46.93900,46.93900,46.93900,86.51400,85.93100,63.55330,63.55330,0.72000,0.72000,4.10940,0.41150,0.69930,100.00000,59.55420,69.10470,37.74780,37.74780,0.02770,1.06740,84.31910,1.82530,1.82530,1.04490,1.07410,40.30400,-1.0563,-1.0563
2013-03-31,110.04400,110.04400,26.60100,-20.57800,50.72900,31.74700,82.47600,82.47600,82.47600,82.47600,63.67000,62.86500,63.15180,63.15180,1.32000,1.32000,1.53820,0.39600,0.65550,100.00000,46.09880,57.12720,74.94820,74.94820,0.02430,1.49530,60.18920,3.22090,3.22090,1.82150,1.94550,40.38170,0.45110,0.45110
2012-12-31,105.61800,105.61800,45.42600,-19.22400,60.19200,20.76200,80.95400,80.95400,80.95400,80.95400,72.99100,60.19200,56.89480,56.89480,1.24000,1.24000,2.22360,0.39640,0.65680,100.01330,56.99030,56.99030,76.64790,76.64790,0.02430,1.62810,55.27840,3.22300,3.22300,1.86240,1.94530,39.88610,-1.8383,-1.8383
2012-09-30,84.01500,84.01500,24.09400,-17.42100,34.75600,87.01100,121.76700,121.76700,121.76700,121.76700,43.12000,42.50000,62.07780,62.07780,1.96000,1.96000,,,,100.00000,41.36880,50.58620,144.93480,144.93480,,,,,,,,,-11.2896,-11.2896
2012-06-30,63.05400,63.05400,19.48700,-1.69800,36.52300,8.54500,45.06800,45.06800,45.06800,45.06800,42.22000,41.86900,57.63300,57.63300,0.80000,0.80000,,,,100.00000,57.92340,66.40180,71.47530,71.47520,,,,,,,,,-8.0076,-8.0076
2012-03-31,50.53500,50.53500,15.66100,-14.80100,14.89200,67.51800,82.41000,82.41000,82.41000,82.41000,20.29400,20.07300,45.03730,45.03730,1.80000,1.80000,,,,100.00000,29.46870,39.72100,163.07510,163.07510,,,,,,,,,-7.81510,-7.81510
2011-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2010-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2009-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
