Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,57.15200,9.74100,-66.89300,15.07200,-51.82100,-51.82100,-51.82100,-51.82100,-70.30300,-66.89300,86.18900,86.18900,-0.60000,-0.60000,22.92760,,,,,,,,,-4.39010,-4.39010,-4.17950,-4.39010,13.66890,-0.4774,-0.4798
2024-06-30,,,54.53300,10.39400,-64.92700,12.15500,-52.77200,-52.77200,-52.77200,-52.77200,-70.94500,-64.92700,77.96300,77.96300,-0.68000,-0.68000,17.50480,,,,,,,,,-5.66430,-5.66430,-5.41990,-5.66430,12.24400,-0.4004,-0.4122
2024-03-31,,,42.80500,8.21200,-51.01700,11.44500,-39.57200,-39.57200,-39.57200,-39.57200,-56.71500,-51.01700,75.10800,75.10800,-0.53000,-0.53000,28.41960,,,,,,,,,-4.23090,-4.23090,-4.11550,-4.23090,12.51000,-0.58330,-0.60100
2023-12-31,3.92300,3.92300,38.77000,7.06800,-41.91500,7.96000,-33.95500,-33.95500,-33.95500,-33.95500,-46.29900,-41.91500,57.52000,57.52000,-0.51000,-0.51000,19.65360,100.00000,-1068.44200,-1068.44200,-865.53650,-865.53640,0.00600,217.94450,0.41290,-5.46700,-5.46700,-5.22930,-5.46700,9.54950,-0.4786,-0.4943
2023-09-30,8.03800,8.03800,33.70100,7.86300,-33.52600,6.08600,-27.44000,-27.44000,-27.44000,-27.44000,-35.31500,-33.52600,59.99900,59.99900,-0.46000,-0.46000,19.37020,100.00000,-417.09380,-417.09380,-341.37840,-341.37840,0.01510,1.19920,75.05230,-5.40110,-5.40110,-5.14880,-5.40110,8.66590,-0.4348,-0.4438
2023-06-30,3.54400,3.54400,29.17800,7.07500,-32.70900,4.78300,-27.92600,-27.92600,-27.92600,-27.92600,-34.64400,-32.70900,56.25100,56.25100,-0.50000,-0.50000,19.80460,100.00000,-922.94020,-922.94020,-787.97970,-787.97970,0.00670,22.15000,4.06320,-5.56730,-5.56730,-5.29350,-5.56730,8.73270,-0.5142,-0.5298
2023-03-31,7.88000,7.88000,27.85900,6.30000,-26.27900,2.63900,-23.64000,-23.64000,-23.64000,-23.64000,-27.24800,-26.27900,48.37000,48.37000,-0.49000,-0.49000,11.53450,100.00000,-333.48980,-333.48980,-300.00000,-300.00000,0.02160,16.83760,5.34520,-7.08190,-7.08190,-6.48120,-7.08190,6.89830,-0.57560,-0.57650
2022-12-31,4.02200,4.02200,24.71200,5.75300,-26.44300,2.24200,-24.20100,-24.20100,-24.20100,-24.20100,-27.01200,-26.44300,41.44500,41.44500,-0.53000,-0.53000,11.67960,100.00000,-657.45880,-657.45890,-601.71540,-601.71550,0.01040,19.06160,4.72150,-6.92540,-6.92540,-6.23790,-6.92540,7.25120,-0.5513,-0.5507
2022-09-30,29.69900,29.69900,22.37200,6.66700,0.66000,0.95500,1.61500,1.61500,1.61500,1.61500,1.14300,0.66000,40.30200,41.11000,0.04000,0.04000,12.02180,100.00000,2.22230,2.22230,5.43790,5.43790,0.07230,8.61090,10.45190,0.43790,0.43790,0.39300,0.43790,7.66830,-0.5268,-0.5499
2022-06-30,5.85100,5.85100,22.79600,5.55400,-22.49900,0.44300,-22.05600,-22.05600,-22.05600,-22.05600,-21.82000,-22.49900,38.66100,38.66100,-0.57000,-0.57000,4.68570,100.00000,-384.53250,-384.53250,-376.96120,-376.96120,0.01730,20.31600,4.43000,-8.18950,-8.18950,-6.52530,-8.18950,6.95850,-0.5162,-0.5664
2022-03-31,11.35900,11.35900,19.65600,5.92300,-14.22000,0.20700,-14.01300,-14.01300,-14.01300,-14.01300,-13.40700,-14.22000,38.59200,38.59200,-0.36000,-0.36000,4.49550,100.00000,-125.18710,-125.18710,-123.36470,-123.36470,0.03170,16.29700,5.52250,-4.85440,-4.85440,-3.90480,-4.85440,7.47070,-0.50910,-0.51950
2021-12-31,2.96200,2.96200,16.11000,5.22100,-18.36900,0.15700,-18.21200,-18.21200,-18.21200,-18.21200,-17.45200,-18.36900,35.25200,35.25200,-0.49000,-0.49000,5.55810,100.00000,-620.15530,-620.15530,-614.85470,-614.85480,0.00780,2.68540,33.51450,-6.04020,-6.04020,-4.77570,-6.04020,7.82480,-0.5465,-0.5675
2021-09-30,8.97600,8.97600,15.50300,5.18600,-11.71300,0.13100,-11.58200,-11.58200,-11.58200,-11.58200,-10.79600,-11.71300,37.77000,37.77000,-0.31000,-0.31000,6.96130,100.00000,-130.49240,-130.49240,-129.03300,-129.03300,0.02250,8.81730,10.20720,-3.64640,-3.64640,-2.89950,-3.64640,8.25800,-0.2245,-0.2304
2021-06-30,8.75600,8.75600,14.97900,4.82800,-11.05100,0.10400,-10.94700,-10.94700,-10.94700,-10.94700,-10.16200,-11.05100,32.85500,32.85500,-0.33000,-0.33000,7.82170,100.00000,-126.21060,-126.21060,-125.02280,-125.02280,0.02670,6.60830,13.61920,-4.55630,-4.55630,-3.33340,-4.55630,7.27310,-0.3792,-0.3957
2021-03-31,7.24700,7.24700,11.56600,4.81600,-9.13500,0.11400,-9.02100,-9.02100,-9.02100,-9.02100,-8.29900,-9.13500,31.76100,31.76100,-0.28000,-0.28000,8.52940,100.00000,-126.05220,-126.05220,-124.47910,-124.47910,0.02220,2.48020,36.28810,-3.86960,-3.86960,-2.76640,-3.86960,7.22400,-0.43210,-0.46370
2020-12-31,10.57100,10.57100,12.05100,3.80000,-5.28000,0.14500,-5.13500,-5.13500,-5.13500,-5.13500,-4.50100,-5.28000,24.72200,24.72200,-0.05000,-0.05000,7.46910,100.00000,-49.94800,-49.94800,-48.57640,-48.57630,0.03540,5.63190,15.98050,-2.58990,-2.58990,-1.72160,-2.58990,6.71270,-0.118,-0.1269
2020-09-30,8.96700,8.96700,10.02500,3.93800,-4.99600,0.07000,-4.92600,-4.92600,-4.92600,-4.92600,-4.52000,-4.99600,28.39700,28.39700,-0.17000,-0.17000,5.19330,100.00000,-55.71540,-55.71540,-54.93480,-54.93480,0.02980,,,-2.52060,-2.52060,-1.63450,-2.52060,6.72360,3.4638,3.456
2020-06-30,,,8.59600,3.99400,-12.59000,0.19900,-12.39100,-12.39100,-12.39100,-12.39100,-12.22700,-12.59000,21.00200,21.00200,-0.59000,-0.59000,23.42450,,,,,,,,,-7.20160,-7.20160,-6.71560,-7.20160,6.32920,-0.631,-0.6343
2020-03-31,,,9.02600,3.45200,-12.47800,0.43500,-12.04300,-12.04300,-12.04300,-12.04300,-12.13700,-12.47800,20.25100,20.25100,-0.59000,-0.59000,12.17860,,,,,,,,,-13.51580,-13.51580,-11.83110,-13.51580,4.37900,-0.47130,-0.47130
2019-12-31,,,8.54100,2.77800,-11.31900,0.53800,-10.78100,-10.78100,-10.78100,-10.78100,-11.01100,-11.31900,12.49700,12.49700,7.17000,7.17000,14.64760,,,,,,,,,-10.73800,-10.73810,-9.54060,-10.73810,4.93630,-1.6274,-1.6793
2019-09-30,,,8.92300,2.70000,-11.62300,0.65400,-10.96900,-10.96900,-10.96900,-10.96900,-11.36000,-11.62300,20.15800,20.15800,-0.54000,-0.54000,18.86010,,,,,,,,,-9.93510,-9.93510,-8.96670,-9.93510,5.43120,0.9222,0.9942
2019-06-30,,,8.85900,2.37600,-11.23500,0.57900,-10.65600,-10.65600,-10.65600,-10.65600,-11.09100,-11.23500,8.21800,8.21800,-1.30000,-1.30000,18.94520,,,,,,,,,-8.83520,-8.83520,-7.99050,-8.83520,5.95070,6.4468,6.8688
2019-03-31,,,7.99600,2.09800,-10.09400,0.52500,-9.56900,-9.56900,-9.56900,-9.56900,-10.03700,-10.09400,1.10100,1.10100,-8.69000,-8.69000,,,,,,,,,,,,,,,-8.88740,-9.43780
2018-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,20.1632,21.5646
