Date,revenue,gross-profit,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,20.66350,20.66350,12.20230,8.46110,1.46660,9.92770,2.46880,7.45880,7.45880,7.55580,9.44200,8.46110,53.73200,55.46500,0.14060,0.13700,12.67660,0.33880,0.54140,100.00000,40.94730,40.94730,48.04460,36.56620,0.04660,1.41400,63.64930,3.16160,3.91260,1.68330,2.09030,4.46220,-0.2572,-0.2706
2024-06-30,25.14330,25.14330,16.00780,9.13550,-1.46650,7.66900,2.23770,5.43130,5.43130,5.54090,10.15030,9.13550,53.82400,56.83300,0.10350,0.09770,10.68100,0.34090,0.59310,100.00000,36.33370,36.33370,30.50110,22.03720,0.05340,1.66870,53.93290,2.12130,2.60920,1.15450,1.39810,4.80860,0.5154,0.5021
2024-03-31,22.02470,22.02470,12.44880,9.57590,1.74910,11.32500,2.09650,9.22840,9.22840,9.31910,10.67910,9.57590,54.79950,57.87860,0.16960,0.16150,11.28730,0.30680,0.51910,100.00000,43.47810,43.47810,51.41950,42.31210,0.04810,1.14910,78.32170,3.38540,4.02850,2.01390,2.34670,4.78960,0.41370,0.40220
2023-12-31,25.23330,25.23330,14.34830,10.88500,4.77040,15.65540,3.00330,12.65210,12.65210,12.79960,11.82020,10.88500,54.90400,55.40600,0.24960,0.22560,8.30920,0.29890,0.49960,100.00000,43.13750,43.13750,62.04280,50.72520,0.05480,1.16850,77.02320,4.57470,5.41720,2.74670,3.20710,5.14270,0.2512,0.2116
2023-09-30,22.34080,22.34080,12.64390,9.69690,-1.05590,8.64090,2.12480,6.51610,6.51610,6.55460,10.90620,9.69690,56.17300,56.47600,0.11670,0.11260,6.90950,0.10830,0.18940,100.00000,43.40430,43.40430,38.67770,29.33920,0.06260,1.49110,60.35810,2.38720,2.82370,1.82620,2.12860,4.79600,0.2633,0.2047
2023-06-30,23.75200,23.75200,13.11630,10.63570,10.25030,20.88600,2.39250,18.49350,18.49350,18.53170,11.57630,10.63570,56.72100,57.40440,0.32720,0.32320,11.26640,0.13450,0.18940,100.00000,44.77820,44.77820,87.93370,78.02170,0.06800,1.62990,55.21820,6.69980,7.80800,5.29550,5.79890,4.85000,0.3049,0.2843
2023-03-31,19.69430,19.69430,10.42000,9.27430,-0.49880,8.77550,2.47960,6.29590,6.29590,6.30190,10.15110,9.27430,56.74200,57.46700,0.11170,0.10970,13.62650,0.13920,0.18760,100.00000,47.09110,47.09110,44.55860,31.99850,0.06120,1.60600,56.04110,2.43660,2.84270,1.95590,2.09740,4.54000,-0.04510,-0.05910
2022-12-31,2.06560,2.06560,0.77850,1.28710,1.72830,3.01540,1.02800,1.98750,1.98750,1.99090,2.20180,1.28710,56.35600,57.14900,0.03840,0.03460,9.34850,0.14010,0.19010,100.00000,62.31060,62.31050,145.98250,96.38170,0.00600,0.17560,512.53850,0.74590,0.86490,0.58070,0.64140,4.83730,0.1553,0.1416
2022-09-30,19.58730,19.58730,11.40370,8.18360,7.13360,15.31720,2.11250,13.20470,13.20470,13.20280,8.85180,8.18360,56.80000,56.80000,0.23280,0.22900,10.29600,0.14150,0.18830,100.00000,41.78010,41.78010,78.19970,67.40470,0.05830,1.95090,46.13220,5.00000,5.77940,3.93100,4.29230,4.64190,0.2615,0.2575
2022-06-30,39.38910,39.38910,21.91450,17.47460,5.92470,23.39930,4.76500,18.63430,18.63430,18.63530,18.27110,17.47460,56.79800,56.79800,0.32920,0.32720,15.25200,0.03910,0.05770,100.00000,44.36400,44.36400,59.40550,47.31070,0.12740,3.77390,23.84830,6.69880,6.70670,6.02660,6.43680,4.88930,0.1226,0.1196
2022-03-31,18.00600,18.00600,10.32810,7.67780,3.24060,10.91840,2.24680,8.67160,8.67160,8.67210,8.35610,7.67780,56.74000,56.74000,0.15310,0.15310,16.20360,0.04130,0.05960,100.00000,42.64050,42.64050,60.63780,48.16260,0.06130,2.03770,44.16720,3.27990,3.28260,2.95440,3.14430,,-0.13980,-0.14100
2021-12-31,20.41710,20.41710,10.66010,9.75710,2.08430,11.84140,1.74830,10.09310,10.09310,10.09220,10.37250,9.75710,55.38800,55.38800,0.18090,0.18090,9.31940,0.04280,0.06050,100.00000,47.78860,47.78860,57.99730,49.42990,0.06690,2.31890,38.81090,3.84970,3.85290,3.30720,3.68500,4.66880,0.2436,0.2418
2021-09-30,23.66240,23.66240,11.04720,12.61520,-0.55620,12.05900,2.18220,9.87680,9.87680,9.87780,13.29010,12.61520,56.74300,56.74300,0.17420,0.17420,9.85290,0.05310,0.07040,100.00000,53.31320,53.31320,50.96260,41.74460,0.07380,2.54210,35.40360,3.60170,3.60430,3.08010,3.41060,,0.4048,0.4033
2021-06-30,22.61450,22.61450,10.46390,12.15060,0.70230,12.85290,2.76990,10.08310,10.08310,10.08310,12.79810,12.15060,56.88500,56.88500,0.17700,0.17700,14.30790,0.05270,0.06950,100.00000,53.72930,53.72930,56.83500,44.58670,0.07130,1.97860,45.48760,3.60520,3.60800,3.17870,3.41500,,0.0899,0.088
2021-03-31,19.55540,19.55540,9.15040,10.40500,0.61980,11.02480,2.42150,8.60340,8.60340,8.60340,11.01110,10.40500,51.65300,51.65300,0.16650,0.16650,15.37310,0.05510,0.07210,100.00000,53.20790,53.20790,56.37750,43.99500,0.06510,2.31320,38.90740,3.24420,3.24700,2.86320,3.06550,,0.22750,0.22240
2020-12-31,19.46500,19.46500,,19.46500,,19.46500,,19.46500,9.64000,9.64000,20.19600,19.46500,56.33800,56.33800,0.17000,0.17000,0.74280,0.81780,5.52060,100.00000,100.00000,100.00000,100.00000,49.52480,0.30540,1.92610,46.72690,258.30650,279.25820,15.12540,47.05190,,0.6726,0.6657
2020-09-30,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,
2019-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
